CALbump			CALext + CALextpt2			
t	x	y	t	newX	y	
0.00000000000	13.15131239000	9.10017199400	0.00000000000	-18.95993281000	13.62791714000	
0.02366863905	13.15175469000	9.10005602400	0.02366863905	-18.96368163000	13.62796586000	
0.04733727811	13.15176075000	9.09995853700	0.04733727811	-18.96147639000	13.62792437000	
0.07100591716	13.14958774000	9.10048595400	0.07100591716	-18.96209444000	13.62814106000	
0.09467455621	13.15169529000	9.10056915100	0.09467455621	-18.96359190000	13.62802806000	
0.11834319530	13.14955978000	9.10057333900	0.11834319530	-18.96065842000	13.62823736000	
0.14201183430	13.15066161000	9.09968207900	0.14201183430	-18.96168959000	13.62833537000	
0.16568047340	13.15011467000	9.09981254300	0.16568047340	-18.96299115000	13.62801468000	
0.18934911240	13.15205313000	9.09991453100	0.18934911240	-18.96066077000	13.62803077000	
0.21301775150	13.15213655000	9.09978428800	0.21301775150	-18.96067484000	13.62841475000	
0.23668639050	13.15182990000	9.09991786400	0.23668639050	-18.95979033000	13.62852225000	
0.26035502960	13.14930939000	9.09963093500	0.26035502960	-18.96252457000	13.62836362000	
0.28402366860	13.15040803000	9.10053511400	0.28402366860	-18.96071144000	13.62815621000	
0.30769230770	13.15172331000	9.10068879700	0.30769230770	-18.96327373000	13.62870548000	
0.33136094670	13.15225621000	9.10054474800	0.33136094670	-18.96174030000	13.62972547000	
0.35502958580	13.15221756000	9.10015120900	0.35502958580	-18.95933315000	13.62902617000	
0.37869822490	13.15214116000	9.09998533600	0.37869822490	-18.96137328000	13.62839935000	
0.40236686390	13.15410055000	9.09938091500	0.40236686390	-18.96207233000	13.62843707000	
0.42603550300	13.15333540000	9.09884974900	0.42603550300	-18.96255060000	13.62965529000	
0.44970414200	13.15429406000	9.09766106400	0.44970414200	-18.96435412000	13.62987247000	
0.47337278110	13.15001375000	9.09007872100	0.47337278110	-18.96669374000	13.63037037000	
0.49704142010	13.14697290000	9.08123207700	0.49704142010	-18.96801588000	13.63069191000	
