GMfasBEST			fg		
t	x	y	t	x	y
0.000000000000	13.714650130000	1.223606667000	0.000000000000	44.308421290000	20.657595580000
0.019730092340	13.715234240000	1.223016039000	0.019730092340	44.308336950000	20.657065820000
0.039460184670	13.714509420000	1.223054520000	0.039460184670	44.308454460000	20.657422650000
0.059190277010	13.714398910000	1.223201049000	0.059190277010	44.308218040000	20.657274580000
0.078920369350	13.714837010000	1.223215356000	0.078920369350	44.307467010000	20.656911530000
0.098650461680	13.715044190000	1.223268460000	0.098650461680	44.307806040000	20.657252830000
0.118380554000	13.714266030000	1.222900649000	0.118380554000	44.306746030000	20.657161940000
0.138110646400	13.714549460000	1.222996755000	0.138110646400	44.307098170000	20.657473740000
0.157840738700	13.714251760000	1.223308645000	0.157840738700	44.308476900000	20.656853320000
0.177570831000	13.714339440000	1.223156005000	0.177570831000	44.306378600000	20.657532600000
0.197300923400	13.714624750000	1.223156338000	0.197300923400	44.309394670000	20.656864130000
0.217031015700	13.714395530000	1.222800896000	0.217031015700	44.307541790000	20.657147570000
0.236761108000	13.715193480000	1.222904965000	0.236761108000	44.307208440000	20.657505290000
0.256491200400	13.714344850000	1.223159633000	0.256491200400	44.308654500000	20.657154070000
0.276221292700	13.714143170000	1.223209431000	0.276221292700	44.308854130000	20.657207040000
0.295951385100	13.714191540000	1.223430171000	0.295951385100	44.308489310000	20.657405370000
0.315681477400	13.713145020000	1.223397480000	0.315681477400	44.308887020000	20.657437240000
0.335411569700	13.712591200000	1.223737562000	0.335411569700	44.308298490000	20.657499290000
0.355141662100	13.713179260000	1.223365587000	0.355141662100	44.308616080000	20.657372990000
0.374871754400	13.713377350000	1.223318359000	0.374871754400	44.309304860000	20.657166770000
0.394601846700	13.713062810000	1.223200690000	0.394601846700	44.308686020000	20.657483090000
0.414331939100	13.711747480000	1.223605427000	0.414331939100	44.308990050000	20.657078000000
0.434062031400	13.712727360000	1.223269605000	0.434062031400	44.307743310000	20.657772010000
0.453792123700	13.711607010000	1.223688373000	0.453792123700	44.308635940000	20.657097750000
0.473522216100	13.712046540000	1.223449432000	0.473522216100	44.308599730000	20.657680920000
0.493252308400	13.711023380000	1.223425792000	0.493252308400	44.308877510000	20.657562890000
0.512982400800	13.711863250000	1.223401656000	0.512982400800	44.309568130000	20.657471050000
0.532712493100	13.712264270000	1.223273676000	0.532712493100	44.309201700000	20.657246870000
0.552442585400	13.711867290000	1.223211001000	0.552442585400	44.309347350000	20.657708590000
0.572172677800	13.712257970000	1.223212262000	0.572172677800	44.309015540000	20.657402700000
0.591902770100	13.711633970000	1.223439619000	0.591902770100	44.308950500000	20.657034260000
0.611632862400	13.713284620000	1.223306501000	0.611632862400	44.309324220000	20.657101000000
0.631362954800	13.712032400000	1.223354939000	0.631362954800	44.308939680000	20.658106340000
0.651093047100	13.712396660000	1.223195734000	0.651093047100	44.309287230000	20.657150240000
0.670823139500	13.710634000000	1.223495298000	0.670823139500	44.308380990000	20.657548260000
0.690553231800	13.712447260000	1.223295614000	0.690553231800	44.308249550000	20.657764910000
0.710283324100	13.711715100000	1.223403676000	0.710283324100	44.308981950000	20.657384670000
0.730013416500	13.712655650000	1.223607714000	0.730013416500	44.308393730000	20.657645410000
0.749743508800	13.712216000000	1.223514936000	0.749743508800	44.309388790000	20.657453040000
0.769473601100	13.713267130000	1.223177639000	0.769473601100	44.308667260000	20.657816830000
0.789203693500	13.713274640000	1.223447225000	0.789203693500	44.308091510000	20.657003080000
0.808933785800	13.712847340000	1.223364104000	0.808933785800	44.309133010000	20.657686440000
0.828663878100	13.713449510000	1.223383928000	0.828663878100	44.309723290000	20.657666550000
0.848393970500	13.713156380000	1.223396791000	0.848393970500	44.308485820000	20.657829070000
0.868124062800	13.712530610000	1.223879104000	0.868124062800	44.308387000000	20.657785590000
0.887854155200	13.712577540000	1.223663181000	0.887854155200	44.309007130000	20.657966030000
0.907584247500	13.712370820000	1.224060464000	0.907584247500	44.309233940000	20.658088360000
0.927314339800	13.711432560000	1.224229901000	0.927314339800	44.309043630000	20.657739300000
0.947044432200	13.712047860000	1.223779808000	0.947044432200	44.308802160000	20.657949540000
0.966774524500	13.711900320000	1.224071058000	0.966774524500	44.309905640000	20.657878160000
0.986504616800	13.712357010000	1.224302883000	0.986504616800	44.310127310000	20.657320800000
1.006234709000	13.712263910000	1.223870418000	1.006234709000	44.309678460000	20.657959360000
1.025964802000	13.712117210000	1.224428034000	1.025964802000	44.309495100000	20.658142630000
1.045694894000	13.713627290000	1.224368716000	1.045694894000	44.309361240000	20.657955500000
1.065424986000	13.712437190000	1.224210896000	1.065424986000	44.309210090000	20.657885240000
