SOLfas2USED			SOLext		
t	x	y	t	x	y
0.000000000000	17.666753820000	9.406512401000	0.000000000000	24.005304520000	14.310344520000
0.018534307000	17.666477780000	9.406311549000	0.018534307000	24.004473530000	14.310055230000
0.037068614000	17.667461410000	9.406006430000	0.037068614000	24.003773360000	14.310264080000
0.055602921010	17.666238520000	9.406347004000	0.055602921010	24.005181760000	14.309938900000
0.074137228010	17.665739320000	9.406582312000	0.074137228010	24.004706600000	14.309936830000
0.092671535010	17.666307170000	9.406375287000	0.092671535010	24.004106760000	14.309948940000
0.111205842000	17.666696890000	9.406440133000	0.111205842000	24.004910660000	14.309709370000
0.129740149000	17.667630990000	9.406107335000	0.129740149000	24.005371460000	14.309951390000
0.148274456000	17.668443860000	9.405438866000	0.148274456000	24.004984690000	14.310047220000
0.166808763000	17.678601390000	9.404028690000	0.166808763000	24.005562520000	14.310144610000
0.185343070000	17.673098860000	9.404281511000	0.185343070000	24.005778620000	14.309997070000
0.203877377000	17.675491970000	9.404028026000	0.203877377000	24.005785250000	14.309952260000
0.222411684000	17.667204390000	9.406401249000	0.222411684000	24.004942350000	14.309712760000
0.240945991000	17.666468390000	9.406255293000	0.240945991000	24.005557530000	14.310032970000
0.259480298000	17.666136970000	9.406319559000	0.259480298000	24.005368620000	14.309801050000
0.278014605000	17.663629730000	9.406899716000	0.278014605000	24.004734920000	14.309754970000
0.296548912000	17.660836870000	9.407339015000	0.296548912000	24.004107760000	14.309992370000
0.315083219000	17.663350640000	9.406792140000	0.315083219000	24.005389020000	14.309760810000
0.333617526000	17.663640860000	9.407090143000	0.333617526000	24.004087990000	14.310448840000
0.352151833000	17.663867740000	9.406910876000	0.352151833000	24.004558370000	14.309946810000
0.370686140000	17.663902970000	9.406764718000	0.370686140000	24.003759850000	14.310025170000
0.389220447000	17.664217230000	9.406662838000	0.389220447000	24.004151750000	14.310281380000
0.407754754000	17.664192420000	9.406777160000	0.407754754000	24.004148340000	14.310072430000
0.426289061100	17.664323500000	9.406546014000	0.426289061100	24.004494520000	14.309763640000
0.444823368100	17.664145500000	9.406612918000	0.444823368100	24.003263910000	14.310035130000
0.463357675100	17.664856590000	9.406714723000	0.463357675100	24.003430830000	14.310303250000
0.481891982100	17.665807810000	9.406614296000	0.481891982100	24.004956440000	14.310063690000
0.500426289100	17.665854840000	9.406443678000	0.500426289100	24.004756920000	14.310065470000
0.518960596100	17.666070190000	9.406574607000	0.518960596100	24.003559290000	14.309892270000
0.537494903100	17.665234860000	9.406543485000	0.537494903100	24.005087980000	14.309989220000
0.556029210100	17.665361840000	9.406775926000	0.556029210100	24.003542510000	14.310023870000
0.574563517100	17.665563650000	9.406723044000	0.574563517100	24.004867640000	14.309929770000
0.593097824100	17.666507080000	9.406473466000	0.593097824100	24.003707020000	14.310191590000
0.611632131100	17.666184240000	9.406402694000	0.611632131100	24.003654680000	14.310091350000
0.630166438100	17.667465730000	9.406497178000	0.630166438100	24.003891410000	14.310133200000
0.648700745100	17.667441230000	9.406456169000	0.648700745100	24.004330070000	14.310002820000
0.667235052100	17.668563690000	9.406226257000	0.667235052100	24.003993380000	14.310032470000
0.685769359100	17.667020670000	9.406511594000	0.685769359100	24.004258640000	14.310100740000
0.704303666100	17.665311830000	9.406766607000	0.704303666100	24.003825990000	14.310229900000
0.722837973100	17.666804020000	9.406570361000	0.722837973100	24.004320420000	14.310140460000
0.741372280100	17.667789370000	9.406555754000	0.741372280100	24.004454990000	14.309891220000
0.759906587100	17.669571480000	9.406632980000	0.759906587100	24.004141580000	14.309896670000
0.778440894100	17.670153640000	9.406559324000	0.778440894100	24.005075260000	14.310095590000
0.796975201100	17.668878630000	9.407034915000	0.796975201100	24.005105280000	14.309965560000
0.815509508100	17.658964430000	9.408182558000	0.815509508100	24.003803200000	14.310185540000
0.834043815100	17.652607360000	9.408115589000	0.834043815100	24.003491750000	14.310317830000
0.852578122100	17.608730690000	9.410160969000	0.852578122100	24.002904710000	14.310281260000
0.871112429100	17.504269870000	9.416668744000	0.871112429100	24.001836000000	14.310818170000
0.889646736100	17.400535960000	9.410707950000	0.889646736100	23.999715360000	14.310166760000
0.908181043100	17.337446150000	9.414984294000	0.908181043100	24.000163410000	14.309491250000
0.926715350100	17.271522140000	9.413696333000	0.926715350100	23.994641130000	14.306464460000
0.945249657100	17.233422170000	9.411157915000	0.945249657100	23.988497250000	14.306011290000
0.963783964100	17.117763730000	9.404084226000	0.963783964100	23.987137960000	14.303710610000
0.982318271100	16.935577530000	9.386100186000	0.982318271100	23.976389350000	14.302822310000
1.000852578000	16.783478830000	9.399396005000	1.000852578000	23.946946320000	14.301446160000
1.019386885000	16.690357070000	9.412308003000	1.019386885000	23.908828490000	14.303196800000
1.037921192000	16.582479020000	9.414430291000	1.037921192000	23.889700930000	14.306723580000
1.056455499000	16.552913930000	9.409312105000	1.056455499000	23.863864070000	14.307637820000
1.074989806000	16.392882380000	9.416551961000	1.074989806000	23.839596050000	14.311539310000
1.093524113000	16.266255800000	9.418195298000	1.093524113000	23.831046590000	14.314077730000
1.112058420000	16.227873060000	9.421520102000	1.112058420000	23.823763890000	14.314067350000
1.130592727000	16.096067430000	9.416956125000	1.130592727000	23.809497510000	14.318127350000
1.149127034000	15.976210780000	9.416446573000	1.149127034000	23.813312990000	14.316586810000
1.167661341000	15.902169410000	9.412636746000	1.167661341000	23.810805180000	14.316724270000
1.186195648000	15.837994840000	9.410657066000	1.186195648000	23.810623010000	14.316942720000
1.204729955000	15.779605900000	9.405384950000	1.204729955000	23.812040010000	14.317255660000
