CALbump			CALext		
t	x	y	t	x	y
0.000000000000	8.427435562000	8.061025320000	0.000000000000	-7.824154606000	14.137078590000
0.023509497840	8.428714583000	8.060968918000	0.023509497840	-7.827628748000	14.134319770000
0.047018995670	8.428789063000	8.060342597000	0.047018995670	-7.825299245000	14.135131250000
0.070528493510	8.429549251000	8.060228615000	0.070528493510	-7.824951181000	14.134992560000
0.094037991350	8.428947417000	8.059683252000	0.094037991350	-7.824338609000	14.135236300000
0.117547489200	8.428228564000	8.060256159000	0.117547489200	-7.827086298000	14.134747370000
0.141056987000	8.428837442000	8.060290112000	0.141056987000	-7.826823355000	14.135112430000
0.164566484900	8.428812379000	8.059843285000	0.164566484900	-7.826982216000	14.135256050000
0.188075982700	8.429515122000	8.058678218000	0.188075982700	-7.828224656000	14.134485250000
0.211585480500	8.427599805000	8.057802379000	0.211585480500	-7.826006548000	14.134987950000
0.235094978400	8.427936796000	8.057755567000	0.235094978400	-7.825358089000	14.135517390000
0.258604476200	8.428752936000	8.057539145000	0.258604476200	-7.826668214000	14.134665740000
0.282113974000	8.429816464000	8.055825665000	0.282113974000	-7.825911750000	14.134625710000
0.305623471900	8.431912543000	8.055902019000	0.305623471900	-7.825341981000	14.135048750000
0.329132969700	8.430287205000	8.057193561000	0.329132969700	-7.827289619000	14.134902380000
0.352642467600	8.429548952000	8.058324424000	0.352642467600	-7.829659392000	14.134824890000
0.376151965400	8.429169020000	8.058846817000	0.376151965400	-7.828367620000	14.134701770000
0.399661463200	8.429060861000	8.059243035000	0.399661463200	-7.830258961000	14.134720950000
0.423170961100	8.428360155000	8.059017313000	0.423170961100	-7.830220817000	14.134226200000
0.446680458900	8.428999494000	8.058317916000	0.446680458900	-7.830026206000	14.134749240000
0.470189956700	8.428594918000	8.058027238000	0.470189956700	-7.827974571000	14.135185340000
0.493699454600	8.427497302000	8.058495209000	0.493699454600	-7.829092100000	14.134450970000
0.517208952400	8.427161678000	8.059032782000	0.517208952400	-7.830101955000	14.134193960000
0.540718450300	8.427223641000	8.059695207000	0.540718450300	-7.829563563000	14.134430270000
0.564227948100	8.426678185000	8.059844010000	0.564227948100	-7.832208376000	14.134501890000
0.587737445900	8.427219811000	8.059314117000	0.587737445900	-7.827890325000	14.135397360000
0.611246943800	8.427262936000	8.058469007000	0.611246943800	-7.828305603000	14.134429630000
0.634756441600	8.426800507000	8.057745665000	0.634756441600	-7.831285245000	14.135746620000
0.658265939400	8.427569257000	8.058216788000	0.658265939400	-7.828735547000	14.135049290000
0.681775437300	8.427287881000	8.058285315000	0.681775437300	-7.833474207000	14.134556160000
0.705284935100	8.426767962000	8.059582535000	0.705284935100	-7.833470824000	14.134229030000
0.728794433000	8.426260281000	8.060314477000	0.728794433000	-7.828288976000	14.134781880000
0.752303930800	8.426737277000	8.062498600000	0.752303930800	-7.831674374000	14.134684820000
0.775813428600	8.426489929000	8.063870791000	0.775813428600	-7.827600740000	14.134603540000
0.799322926500	8.425914630000	8.063901653000	0.799322926500	-7.829758801000	14.134421290000
0.822832424300	8.425492678000	8.065916126000	0.822832424300	-7.828474398000	14.134774440000
0.846341922100	8.424431505000	8.065898022000	0.846341922100	-7.827133067000	14.135286190000
0.869851420000	8.425340107000	8.065410482000	0.869851420000	-7.828313592000	14.135134650000
0.893360917800	8.424642603000	8.064077010000	0.893360917800	-7.829365542000	14.134698590000
0.916870415600	8.425063410000	8.063616029000	0.916870415600	-7.827333963000	14.134907110000
0.940379913500	8.426128681000	8.062163599000	0.940379913500	-7.830778387000	14.135004770000
0.963889411300	8.428221520000	8.061656902000	0.963889411300	-7.832396240000	14.134724870000
0.987398909200	8.427407639000	8.061314827000	0.987398909200	-7.828351076000	14.134923910000
1.010908407000	8.427132259000	8.060395364000	1.010908407000	-7.829366028000	14.134975790000
1.034417905000	8.428581352000	8.060193501000	1.034417905000	-7.833200765000	14.134712480000
1.057927403000	8.429922971000	8.060296793000	1.057927403000	-7.830057621000	14.134031630000
1.081436901000	8.430162949000	8.060654696000	1.081436901000	-7.834311251000	14.135122800000
1.104946398000	8.431945494000	8.060079400000	1.104946398000	-7.831188153000	14.134834410000
1.128455896000	8.432448019000	8.059940169000	1.128455896000	-7.830581838000	14.134173800000
1.151965394000	8.433297117000	8.061075581000	1.151965394000	-7.833559077000	14.134290880000
1.175474892000	8.434071099000	8.061258214000	1.175474892000	-7.831819305000	14.134907960000
1.198984390000	8.434796634000	8.060119623000	1.198984390000	-7.832026269000	14.135018380000
1.222493888000	8.437540525000	8.058670036000	1.222493888000	-7.834719701000	14.134977330000
1.246003385000	8.438549469000	8.057175010000	1.246003385000	-7.832709093000	14.134803940000
1.269512883000	8.438508054000	8.058265815000	1.269512883000	-7.831793001000	14.135357110000
1.293022381000	8.437268725000	8.059630538000	1.293022381000	-7.833897579000	14.134862550000
1.316531879000	8.436349721000	8.060368679000	1.316531879000	-7.830871172000	14.134845460000
1.340041377000	8.435103701000	8.059909452000	1.340041377000	-7.835404712000	14.135276140000
1.363550875000	8.435339855000	8.058432193000	1.363550875000	-7.831231257000	14.134884080000
1.387060372000	8.433641992000	8.059629582000	1.387060372000	-7.833954166000	14.134799070000
1.410569870000	8.432835351000	8.060616294000	1.410569870000	-7.831130094000	14.135697030000
1.434079368000	8.431800114000	8.059946718000	1.434079368000	-7.830081856000	14.134800780000
1.457588866000	8.431878388000	8.060222152000	1.457588866000	-7.833081811000	14.134796450000
1.481098364000	8.430783722000	8.060223014000	1.481098364000	-7.833965966000	14.134951520000
1.504607862000	8.431232173000	8.060379185000	1.504607862000	-7.830590868000	14.134657970000
1.528117359000	8.431326986000	8.060229558000	1.528117359000	-7.834648019000	14.134803000000
1.551626857000	8.430765952000	8.059159255000	1.551626857000	-7.833238631000	14.134997710000
1.575136355000	8.430026914000	8.058917826000	1.575136355000	-7.832221966000	14.134709560000
1.598645853000	8.430607294000	8.058271521000	1.598645853000	-7.828815628000	14.135328300000
1.622155351000	8.430197759000	8.057929856000	1.622155351000	-7.835924270000	14.135782410000
1.645664849000	8.426126824000	8.051504791000	1.645664849000	-7.831732657000	14.135302440000
1.669174346000	8.423740348000	8.044784436000	1.669174346000	-7.830310895000	14.135258770000
1.692683844000	8.416312158000	8.031615916000	1.692683844000	-7.829963048000	14.133817340000
1.716193342000	8.404440066000	8.001484266000	1.716193342000	-7.828467857000	14.132689470000
1.739702840000	8.404665786000	7.994156414000	1.739702840000	-7.829671057000	14.132821600000
1.763212338000	8.408085842000	7.993858680000	1.763212338000	-7.827609784000	14.133475580000
1.786721836000	8.413140736000	7.992987350000	1.786721836000	-7.828467840000	14.133219470000
1.810231333000	8.417532269000	7.991130018000	1.810231333000	-7.829723163000	14.134270720000
1.833740831000	8.422914262000	7.989356373000	1.833740831000	-7.828702957000	14.134257380000
1.857250329000	8.430463438000	7.989378122000	1.857250329000	-7.828442772000	14.135147000000
