SOLfas			SOLfas		
t	x	y	t	x	y
0.0000000000000	6.2883253350000	7.3231130490000	0.0000000000000	6.2883253350000	7.3231130490000
0.0596125186300	6.3130783830000	7.3222697880000	0.0596125186300	6.3130783830000	7.3222697880000
0.1192250373000	6.4144994830000	7.3301367080000	0.1192250373000	6.4144994830000	7.3301367080000
0.1788375559000	6.4481570010000	7.3332261240000	0.1788375559000	6.4481570010000	7.3332261240000
0.2384500745000	6.5106568120000	7.3366599980000	0.2384500745000	6.5106568120000	7.3366599980000
0.2980625931000	6.5901042360000	7.3438455980000	0.2980625931000	6.5901042360000	7.3438455980000
0.3576751118000	6.6705479860000	7.3489478230000	0.3576751118000	6.6705479860000	7.3489478230000
0.4172876304000	6.7500466270000	7.3490731520000	0.4172876304000	6.7500466270000	7.3490731520000
0.4769001490000	6.7704241020000	7.3490228870000	0.4769001490000	6.7704241020000	7.3490228870000
0.5365126677000	6.8607423800000	7.3525716550000	0.5365126677000	6.8607423800000	7.3525716550000
0.5961251863000	6.9179223970000	7.3469232410000	0.5961251863000	6.9179223970000	7.3469232410000
0.6557377049000	6.9516369020000	7.3448856670000	0.6557377049000	6.9516369020000	7.3448856670000
0.7153502235000	7.0239690940000	7.3441371110000	0.7153502235000	7.0239690940000	7.3441371110000
0.7749627422000	7.0983395040000	7.3465585130000	0.7749627422000	7.0983395040000	7.3465585130000
0.8345752608000	7.1685158150000	7.3404398190000	0.8345752608000	7.1685158150000	7.3404398190000
0.8941877794000	7.2170321540000	7.3402809080000	0.8941877794000	7.2170321540000	7.3402809080000
0.9538002981000	7.2890529750000	7.3455306310000	0.9538002981000	7.2890529750000	7.3455306310000
1.0134128170000	7.4108881200000	7.3498397610000	1.0134128170000	7.4108881200000	7.3498397610000
1.0730253350000	7.4466752540000	7.3513553060000	1.0730253350000	7.4466752540000	7.3513553060000
1.1326378540000	7.4798561270000	7.3553617080000	1.1326378540000	7.4798561270000	7.3553617080000
1.1922503730000	7.6781475750000	7.3701541430000	1.1922503730000	7.6781475750000	7.3701541430000
1.2518628910000	7.7343808180000	7.3796860540000	1.2518628910000	7.7343808180000	7.3796860540000
1.3114754100000	7.7787582650000	7.3903838910000	1.3114754100000	7.7787582650000	7.3903838910000
1.3710879280000	7.7839221650000	7.3925809190000	1.3710879280000	7.7839221650000	7.3925809190000
1.4307004470000	7.8086798130000	7.3959755480000	1.4307004470000	7.8086798130000	7.3959755480000
1.4903129660000	7.8927485080000	7.4100729030000	1.4903129660000	7.8927485080000	7.4100729030000
1.5499254840000	7.9220716470000	7.4174196850000	1.5499254840000	7.9220716470000	7.4174196850000
1.6095380030000	7.9871344830000	7.4181053920000	1.6095380030000	7.9871344830000	7.4181053920000
1.6691505220000	8.0605209530000	7.4226682980000	1.6691505220000	8.0605209530000	7.4226682980000
1.7287630400000	8.1642406220000	7.4114868470000	1.7287630400000	8.1642406220000	7.4114868470000
1.7883755590000	8.2050441660000	7.4163441290000	1.7883755590000	8.2050441660000	7.4163441290000
1.8479880770000	8.2089704730000	7.4101336530000	1.8479880770000	8.2089704730000	7.4101336530000
1.9076005960000	8.2616393790000	7.3992201610000	1.9076005960000	8.2616393790000	7.3992201610000
1.9672131150000	8.3800086790000	7.3905661140000	1.9672131150000	8.3800086790000	7.3905661140000
2.0268256330000	8.4228012410000	7.3900624360000	2.0268256330000	8.4228012410000	7.3900624360000
2.0864381520000	8.4660969520000	7.3932323940000	2.0864381520000	8.4660969520000	7.3932323940000
2.1460506710000	8.5192328180000	7.3951149990000	2.1460506710000	8.5192328180000	7.3951149990000
2.2056631890000	8.5736224870000	7.4021936740000	2.2056631890000	8.5736224870000	7.4021936740000
2.2652757080000	8.5857708150000	7.4064426130000	2.2652757080000	8.5857708150000	7.4064426130000
2.3248882270000	8.6316709620000	7.4091786750000	2.3248882270000	8.6316709620000	7.4091786750000
2.3845007450000	8.7154604690000	7.4054126240000	2.3845007450000	8.7154604690000	7.4054126240000
2.4441132640000	8.7572709450000	7.4059122680000	2.4441132640000	8.7572709450000	7.4059122680000
2.5037257820000	8.8130030840000	7.4133797010000	2.5037257820000	8.8130030840000	7.4133797010000
2.5633383010000	8.9369819370000	7.4340707530000	2.5633383010000	8.9369819370000	7.4340707530000
2.6229508200000	8.9944375590000	7.4382743850000	2.6229508200000	8.9944375590000	7.4382743850000
2.6825633380000	9.0448345490000	7.4464175570000	2.6825633380000	9.0448345490000	7.4464175570000
2.7421758570000	9.1125193420000	7.4571321980000	2.7421758570000	9.1125193420000	7.4571321980000
2.8017883760000	9.1904792700000	7.4685450290000	2.8017883760000	9.1904792700000	7.4685450290000
2.8614008940000	9.2306614260000	7.4730200450000	2.8614008940000	9.2306614260000	7.4730200450000
2.9210134130000	9.2430185950000	7.4827217870000	2.9210134130000	9.2430185950000	7.4827217870000
2.9806259310000	9.3261844910000	7.4860600000000	2.9806259310000	9.3261844910000	7.4860600000000
3.0402384500000	9.5237711380000	7.5201530320000	3.0402384500000	9.5237711380000	7.5201530320000
3.0998509690000	9.5931750050000	7.5250990800000	3.0998509690000	9.5931750050000	7.5250990800000
3.1594634870000	9.6115685240000	7.5267195240000	3.1594634870000	9.6115685240000	7.5267195240000
3.2190760060000	9.6576613070000	7.5373512510000	3.2190760060000	9.6576613070000	7.5373512510000
3.2786885250000	9.7060240700000	7.5436783850000	3.2786885250000	9.7060240700000	7.5436783850000
3.3383010430000	9.7794411100000	7.5426833540000	3.3383010430000	9.7794411100000	7.5426833540000
3.3979135620000	9.8501147250000	7.5428948480000	3.3979135620000	9.8501147250000	7.5428948480000
3.4575260800000	9.9265377530000	7.5439704720000	3.4575260800000	9.9265377530000	7.5439704720000
3.5171385990000	9.9682821630000	7.5462047160000	3.5171385990000	9.9682821630000	7.5462047160000
3.5767511180000	10.0037831600000	7.5562583140000	3.5767511180000	10.0037831600000	7.5562583140000
3.6363636360000	10.1017276100000	7.5582743770000	3.6363636360000	10.1017276100000	7.5582743770000
3.6959761550000	10.1240202400000	7.5583328360000	3.6959761550000	10.1240202400000	7.5583328360000
3.7555886740000	10.1767923800000	7.5702166120000	3.7555886740000	10.1767923800000	7.5702166120000
3.8152011920000	10.2567851600000	7.5667885950000	3.8152011920000	10.2567851600000	7.5667885950000
3.8748137110000	10.3110627600000	7.5638464430000	3.8748137110000	10.3110627600000	7.5638464430000
3.9344262300000	10.3364078200000	7.5611999950000	3.9344262300000	10.3364078200000	7.5611999950000
3.9940387480000	10.5373784900000	7.5888579850000	3.9940387480000	10.5373784900000	7.5888579850000
4.0536512670000	10.5767177800000	7.5949165790000	4.0536512670000	10.5767177800000	7.5949165790000
4.1132637850000	10.6298384600000	7.6005693080000	4.1132637850000	10.6298384600000	7.6005693080000
4.1728763040000	10.6235614300000	7.6086408210000	4.1728763040000	10.6235614300000	7.6086408210000
4.2324888230000	10.6988543000000	7.6124698780000	4.2324888230000	10.6988543000000	7.6124698780000
4.2921013410000	10.7375840500000	7.6211547550000	4.2921013410000	10.7375840500000	7.6211547550000
4.3517138600000	10.8321634400000	7.6356151790000	4.3517138600000	10.8321634400000	7.6356151790000
4.4113263790000	10.8383959400000	7.6431143360000	4.4113263790000	10.8383959400000	7.6431143360000
4.4709388970000	10.8616023000000	7.6424565560000	4.4709388970000	10.8616023000000	7.6424565560000
4.5305514160000	10.9068498400000	7.6426123780000	4.5305514160000	10.9068498400000	7.6426123780000
4.5901639340000	10.9389515900000	7.6434732470000	4.5901639340000	10.9389515900000	7.6434732470000
4.6497764530000	11.0632050400000	7.6663079750000	4.6497764530000	11.0632050400000	7.6663079750000
4.7093889720000	11.1076661200000	7.6692717120000	4.7093889720000	11.1076661200000	7.6692717120000
4.7690014900000	11.1725144000000	7.6786948040000	4.7690014900000	11.1725144000000	7.6786948040000
4.8286140090000	11.2207566200000	7.6858464420000	4.8286140090000	11.2207566200000	7.6858464420000
4.8882265280000	11.2614802800000	7.6904619770000	4.8882265280000	11.2614802800000	7.6904619770000
4.9478390460000	11.2718187000000	7.6994363610000	4.9478390460000	11.2718187000000	7.6994363610000
5.0074515650000	11.3394823300000	7.6930752090000	5.0074515650000	11.3394823300000	7.6930752090000
5.0670640830000	11.4000781200000	7.6929920690000	5.0670640830000	11.4000781200000	7.6929920690000
5.1266766020000	11.4589300500000	7.7003883070000	5.1266766020000	11.4589300500000	7.7003883070000
5.1862891210000	11.5222659500000	7.7041666070000	5.1862891210000	11.5222659500000	7.7041666070000
5.2459016390000	11.6263666600000	7.7035551780000	5.2459016390000	11.6263666600000	7.7035551780000
5.3055141580000	11.6749038300000	7.7106113110000	5.3055141580000	11.6749038300000	7.7106113110000
5.3651266770000	11.6781949000000	7.7136518540000	5.3651266770000	11.6781949000000	7.7136518540000
5.4247391950000	11.6682095500000	7.7204612900000	5.4247391950000	11.6682095500000	7.7204612900000
5.4843517140000	11.8343045100000	7.7348483520000	5.4843517140000	11.8343045100000	7.7348483520000
5.5439642320000	11.9220494300000	7.7495682260000	5.5439642320000	11.9220494300000	7.7495682260000
5.6035767510000	11.9598464700000	7.7602294040000	5.6035767510000	11.9598464700000	7.7602294040000
5.6631892700000	12.0060385600000	7.7615196170000	5.6631892700000	12.0060385600000	7.7615196170000
5.7228017880000	11.9859393500000	7.7668464120000	5.7228017880000	11.9859393500000	7.7668464120000
5.7824143070000	12.0433835500000	7.7673448710000	5.7824143070000	12.0433835500000	7.7673448710000
5.8420268260000	12.1009132800000	7.7704341170000	5.8420268260000	12.1009132800000	7.7704341170000
5.9016393440000	12.1186867300000	7.7734219910000	5.9016393440000	12.1186867300000	7.7734219910000
5.9612518630000	12.2275600000000	7.7722300550000	5.9612518630000	12.2275600000000	7.7722300550000
6.0208643820000	12.2666487100000	7.7721745050000	6.0208643820000	12.2666487100000	7.7721745050000
6.0804769000000	12.3004202000000	7.7689352840000	6.0804769000000	12.3004202000000	7.7689352840000
6.1400894190000	12.3235562600000	7.7766298540000	6.1400894190000	12.3235562600000	7.7766298540000
6.1997019370000	12.4123738300000	7.7759882880000	6.1997019370000	12.4123738300000	7.7759882880000
6.2593144560000	12.4366635800000	7.7763529230000	6.2593144560000	12.4366635800000	7.7763529230000
6.3189269750000	12.5011811600000	7.7775602830000	6.3189269750000	12.5011811600000	7.7775602830000
6.3785394930000	12.5951068400000	7.7784066290000	6.3785394930000	12.5951068400000	7.7784066290000
6.4381520120000	12.6204331900000	7.7863687950000	6.4381520120000	12.6204331900000	7.7863687950000
6.4977645310000	12.6671019300000	7.7798501050000	6.4977645310000	12.6671019300000	7.7798501050000
6.5573770490000	12.7194203600000	7.7812195680000	6.5573770490000	12.7194203600000	7.7812195680000
6.6169895680000	12.7630138100000	7.7821367960000	6.6169895680000	12.7630138100000	7.7821367960000
6.6766020860000	12.8140431000000	7.7822189210000	6.6766020860000	12.8140431000000	7.7822189210000
6.7362146050000	12.8638622100000	7.7852806970000	6.7362146050000	12.8638622100000	7.7852806970000
6.7958271240000	12.8829181700000	7.7791277260000	6.7958271240000	12.8829181700000	7.7791277260000
6.8554396420000	12.9082995000000	7.7756711080000	6.8554396420000	12.9082995000000	7.7756711080000
6.9150521610000	12.9636427600000	7.7861116530000	6.9150521610000	12.9636427600000	7.7861116530000
6.9746646800000	12.9807562900000	7.7850301500000	6.9746646800000	12.9807562900000	7.7850301500000
7.0342771980000	12.9797631900000	7.7754751930000	7.0342771980000	12.9797631900000	7.7754751930000
7.0938897170000	13.0316180400000	7.7786021220000	7.0938897170000	13.0316180400000	7.7786021220000
7.1535022350000	13.0806102900000	7.7793445280000	7.1535022350000	13.0806102900000	7.7793445280000
7.2131147540000	13.1459010400000	7.7833744140000	7.2131147540000	13.1459010400000	7.7833744140000
7.2727272730000	13.2227899900000	7.7875961370000	7.2727272730000	13.2227899900000	7.7875961370000
7.3323397910000	13.2525728600000	7.7825482920000	7.3323397910000	13.2525728600000	7.7825482920000
7.3919523100000	13.2610533400000	7.7789937940000	7.3919523100000	13.2610533400000	7.7789937940000
7.4515648290000	13.2727026000000	7.7772076030000	7.4515648290000	13.2727026000000	7.7772076030000
7.5111773470000	13.2780127800000	7.7787586860000	7.5111773470000	13.2780127800000	7.7787586860000
7.5707898660000	13.2736615900000	7.7822192350000	7.5707898660000	13.2736615900000	7.7822192350000
7.6304023850000	13.2795934300000	7.7785001700000	7.6304023850000	13.2795934300000	7.7785001700000
7.6900149030000	13.3246329100000	7.7806355100000	7.6900149030000	13.3246329100000	7.7806355100000
7.7496274220000	13.3876113300000	7.7846612300000	7.7496274220000	13.3876113300000	7.7846612300000
7.8092399400000	13.4029907400000	7.7843774280000	7.8092399400000	13.4029907400000	7.7843774280000
7.8688524590000	13.3672144100000	7.7827900430000	7.8688524590000	13.3672144100000	7.7827900430000
7.9284649780000	13.4023906800000	7.7757840490000	7.9284649780000	13.4023906800000	7.7757840490000
7.9880774960000	13.4226631500000	7.7760551020000	7.9880774960000	13.4226631500000	7.7760551020000
8.0476900150000	13.4185840400000	7.7771559020000	8.0476900150000	13.4185840400000	7.7771559020000
8.1073025340000	13.4186103100000	7.7760308130000	8.1073025340000	13.4186103100000	7.7760308130000
8.1669150520000	13.4557910000000	7.7797499780000	8.1669150520000	13.4557910000000	7.7797499780000
8.2265275710000	13.5303266300000	7.7772930140000	8.2265275710000	13.5303266300000	7.7772930140000
