CALbumpCOM			CALext		
t	x	y	t	x	y
1.549925484000	9.145081466000	8.202561192000	1.549925484000	-13.615827130000	13.700167680000
1.609538003000	9.199124194000	8.179672967000	1.609538003000	-13.569903930000	13.701341600000
1.669150522000	9.219617298000	8.166573035000	1.669150522000	-13.577701460000	13.710768130000
1.728763040000	9.212571577000	8.176350988000	1.728763040000	-13.568707880000	13.711616290000
1.788375559000	9.211522664000	8.170836693000	1.788375559000	-13.573194610000	13.714308770000
1.847988077000	9.167181247000	8.180602800000	1.847988077000	-13.524142900000	13.757206740000
1.907600596000	9.178970361000	8.172362612000	1.907600596000	-13.506309620000	13.774311240000
1.967213115000	9.201947379000	8.166233689000	1.967213115000	-13.506632370000	13.789235460000
2.026825633000	9.252180887000	8.155467046000	2.026825633000	-13.506196230000	13.784274280000
2.086438152000	9.295011551000	8.151169785000	2.086438152000	-13.502068130000	13.791338130000
2.146050671000	9.315986503000	8.123316148000	2.146050671000	-13.499773030000	13.790432930000
2.205663189000	9.356189976000	8.113730315000	2.205663189000	-13.493814980000	13.789064320000
2.265275708000	9.358475098000	8.117984600000	2.265275708000	-13.485877090000	13.783012760000
2.324888227000	9.335334952000	8.130147860000	2.324888227000	-13.490134780000	13.799019370000
2.384500745000	9.371069900000	8.117830190000	2.384500745000	-13.488504920000	13.792887850000
2.444113264000	9.391232506000	8.114443765000	2.444113264000	-13.466759100000	13.790900630000
2.503725782000	9.432356614000	8.104437432000	2.503725782000	-13.442487830000	13.788845660000
2.563338301000	9.449366306000	8.094212968000	2.563338301000	-13.431174890000	13.785731710000
2.622950820000	9.505859130000	8.074255623000	2.622950820000	-13.435219010000	13.779942720000
2.682563338000	9.564840830000	8.035423275000	2.682563338000	-13.424229580000	13.780252400000
2.742175857000	9.572739862000	8.001764905000	2.742175857000	-13.427475340000	13.780761940000
2.801788376000	9.619030047000	7.993491512000	2.801788376000	-13.440422590000	13.786620750000
2.861400894000	9.659703576000	7.992008850000	2.861400894000	-13.446340800000	13.786394860000
2.921013413000	9.720041950000	7.976757284000	2.921013413000	-13.445159370000	13.788667790000
2.980625931000	9.716403669000	7.956976439000	2.980625931000	-13.425488730000	13.785845440000
3.040238450000	9.735492735000	7.939367386000	3.040238450000	-13.407108810000	13.782083890000
3.099850969000	9.743995519000	7.937987026000	3.099850969000	-13.407519440000	13.784210540000
3.159463487000	9.766254029000	7.921755806000	3.159463487000	-13.386299090000	13.791862030000
3.219076006000	9.787000651000	7.913493010000	3.219076006000	-13.376143520000	13.792298720000
3.278688525000	9.835414024000	7.900607310000	3.278688525000	-13.377947210000	13.786889510000
3.338301043000	9.825416791000	7.917224239000	3.338301043000	-13.360071230000	13.784830620000
3.397913562000	9.864553284000	7.907439127000	3.397913562000	-13.361639790000	13.779418880000
3.457526080000	9.871493017000	7.885372307000	3.457526080000	-13.388848930000	13.773557960000
3.517138599000	9.907789321000	7.859948194000	3.517138599000	-13.403074370000	13.786820320000
3.576751118000	9.922294263000	7.860709866000	3.576751118000	-13.391888240000	13.796671850000
3.636363636000	9.862442992000	7.881569192000	3.636363636000	-13.369906940000	13.798799160000
3.695976155000	9.856883429000	7.910216942000	3.695976155000	-13.346559290000	13.788932020000
3.755588674000	9.840426016000	7.920860500000	3.755588674000	-13.347093080000	13.784454030000
3.815201192000	9.832714447000	7.927944580000	3.815201192000	-13.342787830000	13.785232800000
3.874813711000	9.848583581000	7.915799541000	3.874813711000	-13.333719290000	13.782629930000
3.934426230000	9.858383614000	7.912196044000	3.934426230000	-13.338618760000	13.782355140000
3.994038748000	9.875434155000	7.903490732000	3.994038748000	-13.341014200000	13.781692030000
4.053651267000	9.865879345000	7.881515899000	4.053651267000	-13.345906220000	13.780166210000
4.113263785000	9.882507701000	7.869814124000	4.113263785000	-13.339076420000	13.780707440000
4.172876304000	9.910676140000	7.852475390000	4.172876304000	-13.341910250000	13.780039750000
4.232488823000	9.969918155000	7.834216976000	4.232488823000	-13.334316290000	13.776545280000
4.292101341000	9.975749163000	7.833167466000	4.292101341000	-13.344202150000	13.775561570000
4.351713860000	9.986557269000	7.827800454000	4.351713860000	-13.343968610000	13.779838700000
4.411326379000	9.975333409000	7.837927649000	4.411326379000	-13.337507310000	13.777362860000
4.470938897000	9.935242021000	7.853204623000	4.470938897000	-13.332937000000	13.780601710000
4.530551416000	9.953360051000	7.844454947000	4.530551416000	-13.337725700000	13.778872270000
4.590163934000	9.928945574000	7.848756719000	4.590163934000	-13.335191520000	13.784313840000
4.649776453000	9.903951463000	7.847143892000	4.649776453000	-13.335373720000	13.787711350000
4.709388972000	9.923790600000	7.839807304000	4.709388972000	-13.345690650000	13.784178890000
4.769001490000	9.947238739000	7.786209271000	4.769001490000	-13.334631890000	13.781254650000
4.828614009000	9.961765680000	7.765382161000	4.828614009000	-13.337209670000	13.779702250000
4.888226528000	9.957074295000	7.765525253000	4.888226528000	-13.343545670000	13.780220910000
4.947839046000	9.917398695000	7.788125679000	4.947839046000	-13.341084400000	13.781228630000
5.007451565000	9.916006125000	7.835326114000	5.007451565000	-13.340520160000	13.784065960000
5.067064083000	9.898919769000	7.841023322000	5.067064083000	-13.343640000000	13.781946340000
5.126676602000	9.902824464000	7.838992106000	5.126676602000	-13.351180050000	13.781091570000
5.186289121000	9.891146623000	7.840277482000	5.186289121000	-13.351788730000	13.784730670000
5.245901639000	9.825403998000	7.861545670000	5.245901639000	-13.348820350000	13.791241990000
5.305514158000	9.833647688000	7.852870372000	5.305514158000	-13.348350660000	13.790611400000
5.365126677000	9.834989846000	7.854291823000	5.365126677000	-13.349395960000	13.788168680000
5.424739195000	9.878767336000	7.835795817000	5.424739195000	-13.350890180000	13.782780070000
5.484351714000	9.849361603000	7.842640812000	5.484351714000	-13.352605080000	13.783983380000
5.543964232000	9.805916742000	7.876223537000	5.543964232000	-13.353977210000	13.795102270000
5.603576751000	9.762835432000	7.907355753000	5.603576751000	-13.358708000000	13.791316070000
5.663189270000	9.697014585000	7.923214617000	5.663189270000	-13.361518090000	13.794413530000
5.722801788000	9.683827274000	7.916148566000	5.722801788000	-13.383227260000	13.798544610000
5.782414307000	9.643184901000	7.914383119000	5.782414307000	-13.373123550000	13.800416890000
5.842026826000	9.618309396000	7.938548899000	5.842026826000	-13.368941490000	13.798841180000
5.901639344000	9.601514778000	7.930668132000	5.901639344000	-13.361293130000	13.794628940000
5.961251863000	9.596739000000	7.947512528000	5.961251863000	-13.370631620000	13.813522950000
6.020864382000	9.579938298000	7.977775664000	6.020864382000	-13.387452670000	13.805071350000
6.080476900000	9.535543609000	7.988761133000	6.080476900000	-13.399862180000	13.791668980000
6.140089419000	9.474476058000	8.002140540000	6.140089419000	-13.423966180000	13.799688270000
6.199701937000	9.466976094000	8.018694103000	6.199701937000	-13.454725060000	13.785420690000
6.259314456000	9.468506794000	8.046296646000	6.259314456000	-13.467064180000	13.784563500000
6.318926975000	9.444382029000	8.063623103000	6.318926975000	-13.487208540000	13.754782680000
6.378539493000	9.431280106000	8.071823582000	6.378539493000	-13.489526190000	13.747740950000
6.438152012000	9.448102853000	8.056219722000	6.438152012000	-13.512862690000	13.706117950000
6.497764531000	9.447469406000	8.055119539000	6.497764531000	-13.362305720000	13.735493150000
6.557377049000	9.434460421000	8.055691663000	6.557377049000	-13.363644570000	13.734405170000
6.616989568000	9.422281046000	8.055219844000	6.616989568000	-13.326128390000	13.726982490000
6.676602086000	9.379301853000	8.063618215000	6.676602086000	-13.328143420000	13.718594100000
6.736214605000	9.349959400000	8.065967531000	6.736214605000	-13.425309210000	13.710595390000
6.795827124000	9.317342722000	8.075963193000	6.795827124000	-13.453640470000	13.757374300000
6.855439642000	9.300295528000	8.077056695000	6.855439642000	-13.517392570000	13.696508190000
6.915052161000	9.281080051000	8.081805897000	6.915052161000	-13.506899230000	13.696018230000
6.974664680000	9.265707685000	8.103221148000	6.974664680000	-13.588488150000	13.713278950000
7.034277198000	9.214269312000	8.104952200000	7.034277198000	-13.663709130000	13.701790040000
7.093889717000	9.202543452000	8.124707188000	7.093889717000	-13.779674000000	13.664424970000
7.153502235000	9.164473729000	8.134274060000	7.153502235000	-13.817448300000	13.680959860000
7.213114754000	9.142577164000	8.139545936000	7.213114754000	-14.071654810000	13.544165660000
7.272727273000	9.109753604000	8.153853411000	7.272727273000	-14.099264390000	13.543002130000
7.332339791000	9.097994374000	8.156425921000	7.332339791000	-14.133851940000	13.534126640000
7.391952310000	9.057302983000	8.155520799000	7.391952310000	-14.185961470000	13.543782540000
7.451564829000	9.001305837000	8.147013643000	7.451564829000	-14.107768600000	13.495532640000
7.511177347000	9.017790165000	8.134784380000	7.511177347000	-14.187119120000	13.338834220000
7.570789866000	9.018779531000	8.138646428000	7.570789866000	-14.176601540000	13.321230310000
7.630402385000	9.027680686000	8.127011162000	7.630402385000	-14.097704050000	13.281569030000
7.690014903000	9.018859468000	8.138327312000	7.690014903000	-14.120912680000	13.292067880000
7.749627422000	9.006904613000	8.145668010000	7.749627422000	-14.247074520000	13.314111290000
7.809239940000	9.006146023000	8.165175839000	7.809239940000	-14.338380890000	13.312687400000
7.868852459000	8.995214700000	8.175554344000	7.868852459000	-14.380460240000	13.327901410000
7.928464978000	8.995220185000	8.170865505000	7.928464978000	-14.409337920000	13.330258980000
7.988077496000	9.004692813000	8.173582286000	7.988077496000	-14.424041070000	13.332960160000
8.047690015000	8.993004745000	8.179805458000	8.047690015000	-14.511008600000	13.339085660000
8.107302534000	8.995307779000	8.172518364000	8.107302534000	-14.450366270000	13.331252310000
8.166915052000	8.978143829000	8.169034647000	8.166915052000	-14.439576400000	13.323145060000
8.226527571000	8.968172014000	8.165130583000	8.226527571000	-14.428551640000	13.320822040000
8.286140089000	8.964944520000	8.169828305000	8.286140089000	-14.416112780000	13.328811320000
8.345752608000	8.953171596000	8.168870063000	8.345752608000	-14.419741210000	13.332840560000
8.405365127000	8.933256692000	8.171663031000	8.405365127000	-14.450114300000	13.339876240000
8.464977645000	8.927361627000	8.173864656000	8.464977645000	-14.482688200000	13.338223840000
8.524590164000	8.943518178000	8.164242224000	8.524590164000	-14.511675230000	13.375014420000
8.584202683000	8.943360961000	8.157424657000	8.584202683000	-14.771045360000	13.375228820000
8.643815201000	8.940176408000	8.140919228000	8.643815201000	-14.824059470000	13.365552210000
8.703427720000	8.962379960000	8.138873956000	8.703427720000	-14.930499590000	13.377087360000
8.763040238000	8.990606809000	8.141374409000	8.763040238000	-14.935985680000	13.398513440000
8.822652757000	9.013205872000	8.135016202000	8.822652757000	-14.956577250000	13.399822630000
8.882265276000	9.039126847000	8.120813555000	8.882265276000	-15.005640580000	13.409234550000
8.941877794000	9.040817483000	8.135752624000	8.941877794000	-14.991843930000	13.411271990000
9.001490313000	9.045743597000	8.131677027000	9.001490313000	-15.014696720000	13.409105610000
9.061102832000	9.083089681000	8.124185446000	9.061102832000	-14.988470500000	13.391698010000
9.120715350000	9.135173258000	8.119993778000	9.120715350000	-14.977549520000	13.389860460000
9.180327869000	9.113647793000	8.093479657000	9.180327869000	-14.989195180000	13.386827530000
9.239940387000	9.125708130000	8.082931860000	9.239940387000	-14.989313460000	13.393989290000
9.299552906000	9.128047866000	8.075570657000	9.299552906000	-14.995722360000	13.399506060000
9.359165425000	9.144159415000	8.067357123000	9.359165425000	-14.979893920000	13.393033080000
9.418777943000	9.193705967000	8.063976728000	9.418777943000	-14.986976490000	13.406761910000
9.478390462000	9.214232251000	8.061127643000	9.478390462000	-14.910368080000	13.433219620000
9.538002981000	9.219539756000	8.036389903000	9.538002981000	-14.892194710000	13.433300310000
9.597615499000	9.248726923000	8.029595523000	9.597615499000	-14.876982240000	13.432661370000
9.657228018000	9.258513183000	8.036335109000	9.657228018000	-14.860079120000	13.443026250000
9.716840537000	9.287557043000	8.037093146000	9.716840537000	-14.847001010000	13.442380410000
9.776453055000	9.332781857000	8.032478509000	9.776453055000	-14.832179910000	13.447501300000
9.836065574000	9.324343115000	8.010187557000	9.836065574000	-14.834485090000	13.443250160000
9.895678092000	9.372522037000	7.992683893000	9.895678092000	-14.860463540000	13.439705890000
9.955290611000	9.384782912000	8.000496224000	9.955290611000	-14.841849610000	13.442699370000
10.014903130000	9.404221108000	7.994828971000	10.014903130000	-14.839355660000	13.446510020000
10.074515650000	9.408955061000	7.977977661000	10.074515650000	-14.823587800000	13.440084520000
10.134128170000	9.454451352000	7.968293601000	10.134128170000	-14.829069230000	13.441544270000
10.193740690000	9.512009631000	7.962094077000	10.193740690000	-14.848362550000	13.436601770000
10.253353200000	9.578493282000	7.952943112000	10.253353200000	-14.861894320000	13.444554860000
10.312965720000	9.549666496000	7.918639910000	10.312965720000	-14.857384220000	13.445995480000
10.372578240000	9.588265628000	7.907133436000	10.372578240000	-14.865319480000	13.450052220000
10.432190760000	9.631560873000	7.896905732000	10.432190760000	-14.861787930000	13.454275990000
10.491803280000	9.666408704000	7.892094956000	10.491803280000	-14.855958730000	13.451670250000
10.551415800000	9.715523419000	7.879821874000	10.551415800000	-14.840986490000	13.447887670000
10.611028320000	9.692058792000	7.830788182000	10.611028320000	-14.829852260000	13.444930030000
10.670640830000	9.745629655000	7.818010731000	10.670640830000	-14.821824560000	13.447688340000
10.730253350000	9.775218104000	7.818823499000	10.730253350000	-14.809445820000	13.454086560000
10.789865870000	9.838661215000	7.805584923000	10.789865870000	-14.802040000000	13.444627010000
10.849478390000	9.868641734000	7.789360208000	10.849478390000	-14.781487150000	13.451844830000
10.909090910000	9.912365091000	7.779280692000	10.909090910000	-14.732758680000	13.454528070000
10.968703430000	9.945866745000	7.743719397000	10.968703430000	-14.714232520000	13.458710690000
11.028315950000	9.975698076000	7.724285182000	11.028315950000	-14.675061850000	13.461815280000
11.087928460000	10.002668270000	7.717602405000	11.087928460000	-14.662586340000	13.461874020000
11.147540980000	10.077103400000	7.695241952000	11.147540980000	-14.653624570000	13.455069890000
11.207153500000	10.039464290000	7.665187380000	11.207153500000	-14.648540400000	13.451811810000
11.266766020000	10.075461850000	7.648283556000	11.266766020000	-14.560590930000	13.452274940000
11.326378540000	10.083305550000	7.648953053000	11.326378540000	-14.530835210000	13.450599970000
11.385991060000	10.076027430000	7.650683953000	11.385991060000	-14.505570680000	13.453049890000
11.445603580000	10.100953780000	7.687492038000	11.445603580000	-14.509866680000	13.454589880000
11.505216100000	10.097333760000	7.701467584000	11.505216100000	-14.512382100000	13.460251980000
11.564828610000	10.101595200000	7.702757830000	11.564828610000	-14.491516110000	13.458609700000
11.624441130000	10.093216590000	7.709724986000	11.624441130000	-14.489970640000	13.460799130000
11.684053650000	10.104289600000	7.705777259000	11.684053650000	-14.479925590000	13.459336340000
11.743666170000	10.101061530000	7.710457888000	11.743666170000	-14.479672250000	13.457766360000
11.803278690000	10.133125850000	7.687524488000	11.803278690000	-14.474157860000	13.455117680000
11.862891210000	10.118371900000	7.676061222000	11.862891210000	-14.480032860000	13.454734070000
11.922503730000	10.121071260000	7.673068743000	11.922503730000	-14.474146860000	13.456785380000
11.982116240000	10.138644900000	7.660885691000	11.982116240000	-14.469078330000	13.453776650000
12.041728760000	10.132076990000	7.664457481000	12.041728760000	-14.471977070000	13.453945480000
12.101341280000	10.129869300000	7.651871701000	12.101341280000	-14.466690710000	13.451903850000
12.160953800000	10.159588060000	7.642516252000	12.160953800000	-14.472493920000	13.451468830000
12.220566320000	10.193840780000	7.614399810000	12.220566320000	-14.455824240000	13.452204390000
12.280178840000	10.226095610000	7.589881684000	12.280178840000	-14.440071970000	13.450679080000
12.339791360000	10.244446160000	7.564504499000	12.339791360000	-14.443738480000	13.455988660000
12.399403870000	10.183874130000	7.589405919000	12.399403870000	-14.462699200000	13.458423480000
12.459016390000	10.145447940000	7.610910658000	12.459016390000	-14.464930350000	13.460348990000
12.518628910000	10.109597770000	7.637060669000	12.518628910000	-14.446868510000	13.463872320000
12.578241430000	10.101513720000	7.635330157000	12.578241430000	-14.433718390000	13.463372350000
12.637853950000	10.077109800000	7.643963559000	12.637853950000	-14.422298440000	13.464527300000
12.697466470000	10.066211780000	7.645816967000	12.697466470000	-14.408676710000	13.465168760000
12.757078990000	10.050311010000	7.647613770000	12.757078990000	-14.403190200000	13.452968550000
12.816691510000	10.025817840000	7.669473678000	12.816691510000	-14.391409680000	13.445067660000
12.876304020000	10.029733370000	7.706967502000	12.876304020000	-14.399805450000	13.450632750000
12.935916540000	9.980562879000	7.725277591000	12.935916540000	-14.398696400000	13.444266180000
12.995529060000	9.971975151000	7.763596026000	12.995529060000	-14.417235660000	13.445875780000
13.055141580000	9.957254750000	7.778210303000	13.055141580000	-14.377700270000	13.433958870000
13.114754100000	9.946128985000	7.782098920000	13.114754100000	-14.326676220000	13.414966440000
13.174366620000	9.919664325000	7.791012626000	13.174366620000	-14.301345180000	13.401982400000
13.233979140000	9.894970956000	7.816269540000	13.233979140000	-14.304915720000	13.389210850000
13.293591650000	9.856377587000	7.837216427000	13.293591650000	-14.315385410000	13.388227250000
13.353204170000	9.854190906000	7.832867100000	13.353204170000	-14.298658700000	13.383505300000
13.412816690000	9.824920901000	7.845816213000	13.412816690000	-14.268518700000	13.373348410000
13.472429210000	9.804615167000	7.846120257000	13.472429210000	-14.224872930000	13.358650110000
13.532041730000	9.767772346000	7.848616988000	13.532041730000	-14.171144330000	13.348037780000
13.591654250000	9.751913972000	7.877661617000	13.591654250000	-14.182663090000	13.359590150000
13.651266770000	9.715700779000	7.891344340000	13.651266770000	-14.193465810000	13.357846890000
13.710879280000	9.658562025000	7.924761113000	13.710879280000	-14.186870280000	13.355766690000
13.770491800000	9.639646043000	7.924121459000	13.770491800000	-14.154087880000	13.348344260000
13.830104320000	9.644513810000	7.919643190000	13.830104320000	-14.110645810000	13.302030000000
13.889716840000	9.626443397000	7.925751942000	13.889716840000	-14.072567020000	13.301926700000
13.949329360000	9.614462334000	7.926695562000	13.949329360000	-14.089900840000	13.290667440000
14.008941880000	9.589880310000	7.973215392000	14.008941880000	-14.109735990000	13.298518450000
14.068554400000	9.520589189000	7.983249494000	14.068554400000	-14.140449660000	13.297106630000
14.128166920000	9.473972071000	7.997583046000	14.128166920000	-14.174212760000	13.293423830000
14.187779430000	9.419598333000	8.018852617000	14.187779430000	-14.189812200000	13.286024220000
14.247391950000	9.384513392000	8.026317227000	14.247391950000	-14.202120250000	13.277820610000
14.307004470000	9.353049613000	8.029903924000	14.307004470000	-14.210632440000	13.277398750000
14.366616990000	9.344340491000	8.042472594000	14.366616990000	-14.225831730000	13.274911100000
14.426229510000	9.333847570000	8.024614057000	14.426229510000	-13.999942100000	13.173813490000
