GMfas2BEST			GMext		
t	x	y	t	x	y
0.0000000000	33.4842361900	2.3409258680	0.0000000000	46.8230197300	8.9405723650
0.0234648145	33.4852459400	2.3408055590	0.0234648145	46.8228756600	8.9402826300
0.0469296290	33.4861919600	2.3406103680	0.0469296290	46.8231454200	8.9406353550
0.0703944435	33.4847215600	2.3407838100	0.0703944435	46.8230160800	8.9404270460
0.0938592580	33.4858525400	2.3408661340	0.0938592580	46.8228580400	8.9405016130
0.1173240726	33.4885909400	2.3407501170	0.1173240726	46.8226976300	8.9406926330
0.1407888871	33.4886963300	2.3407227740	0.1407888871	46.8229307400	8.9410909950
0.1642537016	33.4892176700	2.3406598080	0.1642537016	46.8228991700	8.9408235750
0.1877185161	33.4891742200	2.3406670290	0.1877185161	46.8228699600	8.9411656690
0.2111833306	33.4878689300	2.3408139160	0.2111833306	46.8227317900	8.9408458240
0.2346481451	33.4889265200	2.3408027300	0.2346481451	46.8229738500	8.9409285890
0.2581129596	33.4900686600	2.3405633460	0.2581129596	46.8229453000	8.9410868200
0.2815777741	33.4888460200	2.3409099060	0.2815777741	46.8226137400	8.9413302130
0.3050425886	33.4901928400	2.3407647150	0.3050425886	46.8229043400	8.9410327490
0.3285074031	33.4909700000	2.3406960970	0.3285074031	46.8230018300	8.9412210240
0.3519722177	33.4892616000	2.3407533990	0.3519722177	46.8230577200	8.9412235810
0.3754370322	33.4887530400	2.3406657210	0.3754370322	46.8227670700	8.9411984060
0.3989018467	33.4891203500	2.3408494110	0.3989018467	46.8224483600	8.9413450140
0.4223666612	33.4946317300	2.3404762680	0.4223666612	46.8226817600	8.9416920130
0.4458314757	33.4914049500	2.3407709680	0.4458314757	46.8228934900	8.9415010470
0.4692962902	33.4883304300	2.3411617730	0.4692962902	46.8226925100	8.9420759130
0.4927611047	33.4887031400	2.3414351240	0.4927611047	46.8228860300	8.9424732880
0.5162259192	33.4882628400	2.3416360990	0.5162259192	46.8226124600	8.9424830560
0.5396907337	33.4883431300	2.3419078100	0.5396907337	46.8214596900	8.9433366140
0.5631555483	33.4874959100	2.3418939530	0.5631555483	46.8230984800	8.9432023840
0.5866203628	33.4884472400	2.3418361190	0.5866203628	46.8223889000	8.9442187030
0.6100851773	33.4901527200	2.3414925130	0.6100851773	46.8215381700	8.9440307570
0.6335499918	33.4874192600	2.3413103050	0.6335499918	46.8218240600	8.9435930330
0.6570148063	33.4848302100	2.3411627020	0.6570148063	46.8216456700	8.9432252650
0.6804796208	33.4870625000	2.3412658960	0.6804796208	46.8210363300	8.9439007350
0.7039444353	33.4904103400	2.3409910720	0.7039444353	46.8214083200	8.9431068940
0.7274092498	33.4902896400	2.3410393370	0.7274092498	46.8220841500	8.9436254480
0.7508740643	33.4879624700	2.3412250270	0.7508740643	46.8213923400	8.9433541690
0.7743388789	33.4885220200	2.3410627310	0.7743388789	46.8212531900	8.9434983380
0.7978036934	33.4890120900	2.3409135460	0.7978036934	46.8219039800	8.9432481150
0.8212685079	33.4869829200	2.3411321000	0.8212685079	46.8216148600	8.9427008850
0.8447333224	33.4880003800	2.3411254150	0.8447333224	46.8209280200	8.9438161240
0.8681981369	33.4885808500	2.3411125480	0.8681981369	46.8213065500	8.9435097690
0.8916629514	33.4879434000	2.3412666350	0.8916629514	46.8213434500	8.9436519790
0.9151277659	33.4885030200	2.3411686820	0.9151277659	46.8213737500	8.9435096260
0.9385925804	33.4867859100	2.3411484120	0.9385925804	46.8219118300	8.9430213440
