SOLendBEST			SOLext		
t	x	y	t	x	y
0.0000000000000	10.5547443000000	7.8832115080000	0.0000000000000	-11.1678829700000	14.1021894700000
0.0596125186300	10.4739624200000	7.8749259680000	0.0596125186300	-11.1750846500000	14.1020761000000
0.1192250373000	10.5323038600000	7.8822073280000	0.1192250373000	-11.1768097500000	14.1023161400000
0.1788375559000	10.5624254500000	7.8913710970000	0.1788375559000	-11.1733535000000	14.1024692200000
0.2384500745000	10.6028504400000	7.8909562790000	0.2384500745000	-11.1720766500000	14.1025982400000
0.2980625931000	10.7059760500000	7.8834004570000	0.2980625931000	-11.1720778000000	14.1027633800000
0.3576751118000	10.7015672800000	7.8853590630000	0.3576751118000	-11.1744251500000	14.1031724900000
0.4172876304000	10.7130962700000	7.8927196040000	0.4172876304000	-11.1810396900000	14.1031241200000
0.4769001490000	10.7273186000000	7.8919096540000	0.4769001490000	-11.1891330200000	14.1037346900000
0.5365126677000	10.7312562100000	7.8861752290000	0.5365126677000	-11.1893527800000	14.1042318400000
0.5961251863000	10.7155735900000	7.8814868730000	0.5961251863000	-11.1976420400000	14.1043598900000
0.6557377049000	10.7198346900000	7.8871312040000	0.6557377049000	-11.1963714400000	14.1047154100000
0.7153502235000	10.7397456900000	7.8874204710000	0.7153502235000	-11.1948790700000	14.1047581300000
0.7749627422000	10.7536759500000	7.8858099340000	0.7749627422000	-11.1967988200000	14.1045557400000
0.8345752608000	10.7939687900000	7.8843131480000	0.8345752608000	-11.1945816900000	14.1037355500000
0.8941877794000	10.8258318700000	7.8871841790000	0.8941877794000	-11.1921191000000	14.1041327900000
0.9538002981000	10.8544951200000	7.8838324290000	0.9538002981000	-11.1924984700000	14.1040242300000
1.0134128170000	10.8624415400000	7.8863312580000	1.0134128170000	-11.1979534300000	14.1035803600000
1.0730253350000	10.8890929000000	7.8829392610000	1.0730253350000	-11.1973062200000	14.1036014200000
1.1326378540000	10.8851008100000	7.8790710380000	1.1326378540000	-11.1985277200000	14.1028273900000
1.1922503730000	10.8665845000000	7.8850896330000	1.1922503730000	-11.2103007400000	14.1029308100000
1.2518628910000	10.8697809300000	7.8821522720000	1.2518628910000	-11.2500296900000	14.1030741400000
1.3114754100000	10.9396668200000	7.8783671450000	1.3114754100000	-11.2676712800000	14.1028552900000
1.3710879280000	10.9118358800000	7.8768656410000	1.3710879280000	-11.2754848500000	14.1032086600000
1.4307004470000	10.9447306600000	7.8782891580000	1.4307004470000	-11.2821324800000	14.1033736900000
1.4903129660000	11.0289992300000	7.8762218770000	1.4903129660000	-11.3202143100000	14.1031444700000
1.5499254840000	11.0592246700000	7.8777680810000	1.5499254840000	-11.3234170100000	14.1028902200000
1.6095380030000	11.0964918500000	7.8746381810000	1.6095380030000	-11.3378864000000	14.1025000300000
1.6691505220000	11.0813531400000	7.8776876490000	1.6691505220000	-11.3330222700000	14.1022743000000
1.7287630400000	11.0951489100000	7.8839045570000	1.7287630400000	-11.3386802200000	14.1024925300000
1.7883755590000	11.1123998800000	7.8887549910000	1.7883755590000	-11.3425689500000	14.1022748200000
1.8479880770000	11.1095798400000	7.8947530140000	1.8479880770000	-11.3501430900000	14.1020962800000
1.9076005960000	11.1125068900000	7.8897809100000	1.9076005960000	-11.3571817400000	14.1025739500000
1.9672131150000	11.1013325300000	7.8887678420000	1.9672131150000	-11.3932925000000	14.1021633300000
2.0268256330000	11.1422633900000	7.8912770270000	2.0268256330000	-11.4115806200000	14.1017850700000
2.0864381520000	11.1942240500000	7.8847592930000	2.0864381520000	-11.4174061400000	14.1020465600000
2.1460506710000	11.2079806300000	7.8848381170000	2.1460506710000	-11.4257922500000	14.1023370500000
2.2056631890000	11.2206941100000	7.8867078060000	2.2056631890000	-11.4372929000000	14.1025458700000
2.2652757080000	11.2200855800000	7.8890315830000	2.2652757080000	-11.4760133700000	14.1024195400000
2.3248882270000	11.2297328800000	7.8891945460000	2.3248882270000	-11.4996024700000	14.1021862900000
2.3845007450000	11.2371846300000	7.8900556790000	2.3845007450000	-11.5048048200000	14.1019164000000
2.4441132640000	11.2630132700000	7.8849555060000	2.4441132640000	-11.5153280500000	14.1018368100000
2.5037257820000	11.2657169800000	7.8845519880000	2.5037257820000	-11.5396582100000	14.1015521500000
2.5633383010000	11.3497903000000	7.8832258360000	2.5633383010000	-11.5543739500000	14.1012958500000
2.6229508200000	11.3360638500000	7.8850260570000	2.6229508200000	-11.5662929200000	14.1015574600000
2.6825633380000	11.2968112700000	7.8889596270000	2.6825633380000	-11.5937283500000	14.1024159100000
2.7421758570000	11.3325931000000	7.8884217610000	2.7421758570000	-11.6245477000000	14.1028278600000
2.8017883760000	11.3168152500000	7.8849864270000	2.8017883760000	-11.6433628400000	14.1029429200000
2.8614008940000	11.3225889700000	7.8839195360000	2.8614008940000	-11.6614478900000	14.1022654900000
2.9210134130000	11.3321502500000	7.8820038110000	2.9210134130000	-11.6867983000000	14.1021500100000
2.9806259310000	11.3818323500000	7.8798363850000	2.9806259310000	-11.7033239600000	14.1024916400000
3.0402384500000	11.4284216800000	7.8799520950000	3.0402384500000	-11.7122567000000	14.1025970300000
3.0998509690000	11.4293951200000	7.8829777770000	3.0998509690000	-11.7222990400000	14.1024281500000
3.1594634870000	11.3871290400000	7.8853445460000	3.1594634870000	-11.7592168900000	14.1022715100000
3.2190760060000	11.4073353800000	7.8880544710000	3.2190760060000	-11.7893025800000	14.1027778800000
3.2786885250000	11.4667583100000	7.8846589260000	3.2786885250000	-11.8036989200000	14.1032720800000
3.3383010430000	11.4753350000000	7.8813869740000	3.3383010430000	-11.8090631700000	14.1025499900000
3.3979135620000	11.4706684600000	7.8842924550000	3.3979135620000	-11.8381449400000	14.1026578200000
3.4575260800000	11.5046254400000	7.8866854610000	3.4575260800000	-11.8525737000000	14.1026219900000
3.5171385990000	11.5588526600000	7.8841827490000	3.5171385990000	-11.8657274800000	14.1026402800000
