CALins1BEST			CALext		
t	x	y	t	x	y
0.000000000000	9.114395667000	6.207541082000	0.000000000000	-17.298027460000	14.737813270000
0.059612518630	9.114464573000	6.207410783000	0.059612518630	-17.300286420000	14.737739810000
0.119225037300	9.114665989000	6.207813606000	0.119225037300	-17.299462590000	14.736813410000
0.178837555900	9.115053705000	6.208978111000	0.178837555900	-17.300260370000	14.737711880000
0.238450074500	9.115405718000	6.207419315000	0.238450074500	-17.301235690000	14.737786620000
0.298062593100	9.118549377000	6.206589359000	0.298062593100	-17.299850290000	14.738276120000
0.357675111800	9.117237511000	6.206435802000	0.357675111800	-17.299369530000	14.737518920000
0.417287630400	9.118309892000	6.206597133000	0.417287630400	-17.299854990000	14.737979120000
0.476900149000	9.121886259000	6.206904978000	0.476900149000	-17.300665200000	14.737764690000
0.536512667700	9.120740589000	6.206658011000	0.536512667700	-17.300584290000	14.738206670000
0.596125186300	9.117006989000	6.208218238000	0.596125186300	-17.299984120000	14.738286080000
0.655737704900	9.118330357000	6.208936441000	0.655737704900	-17.302896510000	14.738262770000
0.715350223500	9.116426073000	6.208779937000	0.715350223500	-17.301962580000	14.737685800000
0.774962742200	9.117090466000	6.210146100000	0.774962742200	-17.304694510000	14.738776680000
0.834575260800	9.119205130000	6.206768747000	0.834575260800	-17.302163170000	14.738601980000
0.894187779400	9.115139519000	6.205210956000	0.894187779400	-17.302385120000	14.737781830000
0.953800298100	9.118833985000	6.208337374000	0.953800298100	-17.294805110000	14.738135790000
1.013412817000	9.133664003000	6.211146712000	1.013412817000	-17.300982200000	14.738377660000
1.073025335000	9.166429588000	6.212814709000	1.073025335000	-17.295038120000	14.737582410000
1.132637854000	9.191433845000	6.214214771000	1.132637854000	-17.294863320000	14.739107850000
1.192250373000	9.171313285000	6.212976262000	1.192250373000	-17.297114350000	14.738291190000
1.251862891000	9.139499006000	6.211202062000	1.251862891000	-17.294982370000	14.737567550000
1.311475410000	9.124027803000	6.207432235000	1.311475410000	-17.300034340000	14.735858730000
1.371087928000	9.113145819000	6.206339820000	1.371087928000	-17.308203450000	14.733972750000
1.430700447000	9.098457163000	6.213196501000	1.430700447000	-17.300766720000	14.729176430000
1.490312966000	9.096160799000	6.223216846000	1.490312966000	-17.311981190000	14.730159450000
1.549925484000	9.101716072000	6.239054649000	1.549925484000	-17.299034520000	14.718507440000
1.609538003000	9.101459754000	6.242497375000	1.609538003000	-17.319467000000	14.727891550000
1.669150522000	9.083998038000	6.231631981000	1.669150522000	-17.298122340000	14.718534760000
1.728763040000	9.084766416000	6.226093054000	1.728763040000	-17.298203140000	14.711529460000
1.788375559000	9.100229817000	6.230285432000	1.788375559000	-17.282126170000	14.714577820000
1.847988077000	9.114688298000	6.229989780000	1.847988077000	-17.294197460000	14.718207650000
1.907600596000	9.107932547000	6.223061296000	1.907600596000	-17.296613970000	14.719185340000
1.967213115000	9.095199802000	6.215658829000	1.967213115000	-17.287980940000	14.719723340000
2.026825633000	9.100955457000	6.212751153000	2.026825633000	-17.290888500000	14.720641160000
2.086438152000	9.089159221000	6.205635302000	2.086438152000	-17.297574200000	14.721957260000
2.146050671000	9.083494177000	6.201482700000	2.146050671000	-17.300417050000	14.724824800000
2.205663189000	9.086664367000	6.193358009000	2.205663189000	-17.306396670000	14.726050500000
2.265275708000	9.086442114000	6.199292919000	2.265275708000	-17.298100560000	14.725808580000
2.324888227000	9.099839015000	6.203852115000	2.324888227000	-17.304707860000	14.729122260000
2.384500745000	9.096329229000	6.206362127000	2.384500745000	-17.306742740000	14.727910720000
2.444113264000	9.109413687000	6.210352404000	2.444113264000	-17.303917850000	14.729080140000
2.503725782000	9.132047508000	6.217645671000	2.503725782000	-17.305929240000	14.728576430000
2.563338301000	9.151726300000	6.224458528000	2.563338301000	-17.309896670000	14.730289300000
2.622950820000	9.194858918000	6.241832323000	2.622950820000	-17.307852910000	14.730715740000
2.682563338000	9.201447647000	6.246299904000	2.682563338000	-17.307723570000	14.729738700000
2.742175857000	9.211187079000	6.268542760000	2.742175857000	-17.303108740000	14.728423660000
2.801788376000	9.229988369000	6.276530013000	2.801788376000	-17.310513150000	14.732985460000
2.861400894000	9.246226648000	6.276228785000	2.861400894000	-17.304400500000	14.731657620000
2.921013413000	9.233210084000	6.278889868000	2.921013413000	-17.308990310000	14.731053370000
2.980625931000	9.237256577000	6.278051248000	2.980625931000	-17.306359520000	14.728813490000
3.040238450000	9.235039827000	6.279928305000	3.040238450000	-17.306699490000	14.730589150000
3.099850969000	9.236217259000	6.280795549000	3.099850969000	-17.298660450000	14.728484280000
3.159463487000	9.240404715000	6.282387180000	3.159463487000	-17.303936040000	14.731838850000
3.219076006000	9.257095079000	6.284680980000	3.219076006000	-17.306349560000	14.728055040000
3.278688525000	9.280036009000	6.288538030000	3.278688525000	-17.302662000000	14.728589950000
3.338301043000	9.290186174000	6.291369794000	3.338301043000	-17.301807180000	14.729575760000
3.397913562000	9.280793375000	6.293023852000	3.397913562000	-17.301021640000	14.726328810000
3.457526080000	9.268891189000	6.293383674000	3.457526080000	-17.298857910000	14.725299150000
3.517138599000	9.264790878000	6.296133660000	3.517138599000	-17.294746510000	14.725230660000
3.576751118000	9.265545792000	6.298784686000	3.576751118000	-17.297246910000	14.725259060000
3.636363636000	9.272455647000	6.307576194000	3.636363636000	-17.297669170000	14.723615880000
3.695976155000	9.315400422000	6.321127862000	3.695976155000	-17.293830280000	14.723031450000
3.755588674000	9.336469564000	6.335522106000	3.755588674000	-17.296394950000	14.723324800000
3.815201192000	9.330622543000	6.346488946000	3.815201192000	-17.291637400000	14.725688060000
3.874813711000	9.323409947000	6.346185815000	3.874813711000	-17.297548650000	14.726341750000
3.934426230000	9.293497885000	6.349683164000	3.934426230000	-17.289459460000	14.723215320000
3.994038748000	9.275636027000	6.350488987000	3.994038748000	-17.289538190000	14.723999600000
4.053651267000	9.266609883000	6.350893139000	4.053651267000	-17.288050200000	14.723126000000
4.113263785000	9.266963128000	6.350053601000	4.113263785000	-17.295079510000	14.724791190000
4.172876304000	9.272428711000	6.348318763000	4.172876304000	-17.297239160000	14.726208860000
4.232488823000	9.265624954000	6.350231707000	4.232488823000	-17.290778500000	14.721546220000
4.292101341000	9.268452748000	6.348315230000	4.292101341000	-17.291404680000	14.723736550000
4.351713860000	9.266120433000	6.349051858000	4.351713860000	-17.288322030000	14.723819500000
4.411326379000	9.267141047000	6.350196825000	4.411326379000	-17.293884460000	14.723755780000
4.470938897000	9.263456299000	6.349709092000	4.470938897000	-17.292595550000	14.722641710000
4.530551416000	9.260388921000	6.352779527000	4.530551416000	-17.289642540000	14.724145040000
4.590163934000	9.256710677000	6.354213867000	4.590163934000	-17.290862820000	14.725324110000
4.649776453000	9.253415694000	6.357152793000	4.649776453000	-17.292202850000	14.723622150000
4.709388972000	9.256614123000	6.362122813000	4.709388972000	-17.288076660000	14.723586930000
4.769001490000	9.246799525000	6.365806128000	4.769001490000	-17.295105920000	14.725932210000
4.828614009000	9.244410192000	6.369504527000	4.828614009000	-17.291125440000	14.727164160000
4.888226528000	9.240472453000	6.362697340000	4.888226528000	-17.282890700000	14.722622430000
4.947839046000	9.220846606000	6.358027937000	4.947839046000	-17.280442260000	14.723930000000
5.007451565000	9.210797928000	6.361615508000	5.007451565000	-17.288946250000	14.722133250000
5.067064083000	9.246385955000	6.362192073000	5.067064083000	-17.288601570000	14.724186050000
5.126676602000	9.287609660000	6.361328261000	5.126676602000	-17.288871540000	14.726673980000
5.186289121000	9.311985479000	6.372579758000	5.186289121000	-17.287136140000	14.723604280000
5.245901639000	9.314647219000	6.373446127000	5.245901639000	-17.291541250000	14.728446270000
5.305514158000	9.291228016000	6.377512221000	5.305514158000	-17.289611280000	14.722946240000
5.365126677000	9.276262175000	6.374015341000	5.365126677000	-17.292699430000	14.725639080000
5.424739195000	9.248310148000	6.385706262000	5.424739195000	-17.301952160000	14.724936700000
5.484351714000	9.210647862000	6.389384017000	5.484351714000	-17.303782380000	14.727058580000
5.543964232000	9.184605037000	6.389385387000	5.543964232000	-17.306839850000	14.726531050000
5.603576751000	9.198253916000	6.384693550000	5.603576751000	-17.305925020000	14.729392440000
5.663189270000	9.196565079000	6.388548123000	5.663189270000	-17.317798460000	14.727318390000
5.722801788000	9.201850572000	6.377975630000	5.722801788000	-17.310404840000	14.723130420000
5.782414307000	9.198321517000	6.368891974000	5.782414307000	-17.319344510000	14.724877010000
5.842026826000	9.185141013000	6.370068524000	5.842026826000	-17.327174130000	14.726627110000
5.901639344000	9.185231902000	6.371378297000	5.901639344000	-17.338791540000	14.721686320000
5.961251863000	9.154400208000	6.371292986000	5.961251863000	-17.334394730000	14.722315040000
6.020864382000	9.138150544000	6.365235232000	6.020864382000	-17.318901560000	14.716849100000
