GFsupBEST?			GFext		
t	x	y	t	x	y
0.00000000000000	-2.68281318200000	14.01024662000000	0.00000000000000	-11.22740005000000	18.71233342000000
0.05193456245000	-2.66758817900000	14.01151667000000	0.05193456245000	-11.22693439000000	18.71210598000000
0.10386912490000	-2.68617980000000	14.00948856000000	0.10386912490000	-11.22897584000000	18.71202007000000
0.15580368740000	-2.67814947200000	14.01092701000000	0.15580368740000	-11.22825686000000	18.71188112000000
0.20773824980000	-2.63607543000000	14.01217060000000	0.20773824980000	-11.22884679000000	18.71174306000000
0.25967281230000	-2.66467560100000	14.01399132000000	0.25967281230000	-11.22787082000000	18.71129302000000
0.31160737470000	-2.65721416900000	14.01281444000000	0.31160737470000	-11.22930792000000	18.71160875000000
0.36354193720000	-2.67818596000000	14.01185706000000	0.36354193720000	-11.22992607000000	18.71137289000000
0.41547649960000	-2.65329729500000	14.01161432000000	0.41547649960000	-11.23007745000000	18.71136725000000
0.46741106210000	-2.65858273200000	14.01150213000000	0.46741106210000	-11.23024220000000	18.71150333000000
0.51934562450000	-2.65839349300000	14.01400977000000	0.51934562450000	-11.23040630000000	18.71168788000000
0.57128018700000	-2.67660793000000	14.01239113000000	0.57128018700000	-11.23138854000000	18.71143184000000
0.62321474940000	-2.67280305800000	14.01155997000000	0.62321474940000	-11.23193255000000	18.71181287000000
0.67514931190000	-2.67591753200000	14.01346089000000	0.67514931190000	-11.23077413000000	18.71175042000000
0.72708387430000	-2.66590772300000	14.01469652000000	0.72708387430000	-11.23047249000000	18.71143618000000
0.77901843680000	-2.65515902900000	14.01947315000000	0.77901843680000	-11.22974931000000	18.71135181000000
0.83095299920000	-2.61097093900000	14.02153077000000	0.83095299920000	-11.22939273000000	18.71154776000000
0.88288756170000	-2.63212445800000	14.02015759000000	0.88288756170000	-11.23012660000000	18.71177116000000
0.93482212410000	-2.58457428200000	14.01386276000000	0.93482212410000	-11.23112773000000	18.71180041000000
0.98675668660000	-2.57728942800000	14.01705044000000	0.98675668660000	-11.23196399000000	18.71182231000000
1.03869124900000	-2.67770823800000	14.02359439000000	1.03869124900000	-11.23509411000000	18.71165257000000
1.09062581100000	-2.61410527600000	14.02288474000000	1.09062581100000	-11.23237324000000	18.71169515000000
1.14256037400000	-2.61787943200000	14.02122256000000	1.14256037400000	-11.23570491000000	18.71211094000000
1.19449493600000	-2.61518829200000	14.02661189000000	1.19449493600000	-11.23365752000000	18.71201107000000
1.24642949900000	-2.57525269600000	14.03394013000000	1.24642949900000	-11.23721992000000	18.71187090000000
1.29836406100000	-2.57610127700000	14.03704372000000	1.29836406100000	-11.23499626000000	18.71169837000000
1.35029862400000	-2.57659203700000	14.03861246000000	1.35029862400000	-11.23275669000000	18.71186925000000
1.40223318600000	-2.58098352900000	14.03736652000000	1.40223318600000	-11.23482844000000	18.71220784000000
1.45416774900000	-2.58298227000000	14.04709043000000	1.45416774900000	-11.24140408000000	18.71119989000000
1.50610231100000	-2.56083962800000	14.04271077000000	1.50610231100000	-11.23793769000000	18.71075943000000
1.55803687400000	-2.64841509200000	14.07354260000000	1.55803687400000	-11.23385311000000	18.71072621000000
1.60997143600000	-2.66642648400000	14.08489988000000	1.60997143600000	-11.23741408000000	18.71078720000000
1.66190599800000	-2.67006510800000	14.09317009000000	1.66190599800000	-11.23511945000000	18.71110082000000
1.71384056100000	-2.63578786000000	14.09874157000000	1.71384056100000	-11.23641740000000	18.71115708000000
1.76577512300000	-2.50617049600000	14.08201912000000	1.76577512300000	-11.23774796000000	18.71071364000000
1.81770968600000	-2.53520726700000	14.09915141000000	1.81770968600000	-11.23827667000000	18.71132904000000
1.86964424800000	-2.57071430300000	14.10657805000000	1.86964424800000	-11.23550294000000	18.71105810000000
1.92157881100000	-2.57008611500000	14.10662408000000	1.92157881100000	-11.23429695000000	18.71159704000000
1.97351337300000	-2.57325394200000	14.11007293000000	1.97351337300000	-11.23335625000000	18.71122549000000
2.02544793600000	-2.51678811000000	14.10892959000000	2.02544793600000	-11.23218691000000	18.71086325000000
2.07738249800000	-2.48995438700000	14.11195141000000	2.07738249800000	-11.23234127000000	18.71046576000000
2.12931706100000	-2.50254341100000	14.11062092000000	2.12931706100000	-11.23747187000000	18.71159178000000
2.18125162300000	-2.48724007300000	14.11028141000000	2.18125162300000	-11.23650993000000	18.71133888000000
2.23318618500000	-2.50925970800000	14.11373709000000	2.23318618500000	-11.23482396000000	18.71167533000000
2.28512074800000	-2.46543308700000	14.11572242000000	2.28512074800000	-11.23225142000000	18.71160895000000
2.33705531000000	-2.45430580400000	14.11407008000000	2.33705531000000	-11.23348251000000	18.71147935000000
2.38898987300000	-2.44846857700000	14.11207354000000	2.38898987300000	-11.23407030000000	18.71109018000000
2.44092443500000	-2.49460471900000	14.11036879000000	2.44092443500000	-11.23683220000000	18.71134939000000
2.49285899800000	-2.48234176400000	14.10686434000000	2.49285899800000	-11.23552250000000	18.71066715000000
2.54479356000000	-2.36327429700000	14.10270097000000	2.54479356000000	-11.23246199000000	18.71034186000000
2.59672812300000	-2.37715579800000	14.10324507000000	2.59672812300000	-11.23810996000000	18.71036711000000
2.64866268500000	-2.39449628000000	14.09732198000000	2.64866268500000	-11.24313390000000	18.71070996000000
2.70059724700000	-2.32111495500000	14.09651015000000	2.70059724700000	-11.24267409000000	18.70905547000000
2.75253181000000	-2.27311420600000	14.09902602000000	2.75253181000000	-11.24231212000000	18.70781832000000
2.80446637200000	-2.30916664800000	14.09879572000000	2.80446637200000	-11.25045532000000	18.70897126000000
2.85640093500000	-2.30838609700000	14.09712124000000	2.85640093500000	-11.25256381000000	18.70822443000000
2.90833549700000	-2.31886297600000	14.09602090000000	2.90833549700000	-11.25530893000000	18.70779147000000
2.96027006000000	-2.30348604000000	14.10399305000000	2.96027006000000	-11.25195041000000	18.70689342000000
3.01220462200000	-2.27545985100000	14.11448095000000	3.01220462200000	-11.24665384000000	18.70372957000000
3.06413918500000	-2.30158058500000	14.11616230000000	3.06413918500000	-11.25528143000000	18.70494353000000
3.11607374700000	-2.33407040100000	14.10738713000000	3.11607374700000	-11.25259983000000	18.70250758000000
3.16800831000000	-2.29967079600000	14.11613443000000	3.16800831000000	-11.25454708000000	18.70062596000000
3.21994287200000	-2.30569388600000	14.12074638000000	3.21994287200000	-11.25977339000000	18.69973535000000
3.27187743400000	-2.31555514400000	14.11599945000000	3.27187743400000	-11.26427259000000	18.70045144000000
3.32381199700000	-2.31077214800000	14.11628583000000	3.32381199700000	-11.27553925000000	18.70345308000000
3.37574655900000	-2.30661503000000	14.12206471000000	3.37574655900000	-11.30617752000000	18.70318069000000
3.42768112200000	-2.30021554900000	14.12313306000000	3.42768112200000	-11.33560714000000	18.70339865000000
3.47961568400000	-2.32638927400000	14.11713356000000	3.47961568400000	-11.35534155000000	18.70245239000000
3.53155024700000	-2.31703012000000	14.11834856000000	3.53155024700000	-11.35082634000000	18.70102043000000
3.58348480900000	-2.31439843700000	14.11533424000000	3.58348480900000	-11.36645117000000	18.70488113000000
3.63541937200000	-2.30374138800000	14.11512856000000	3.63541937200000	-11.38535494000000	18.70382569000000
3.68735393400000	-2.30841169500000	14.11255086000000	3.68735393400000	-11.40608127000000	18.70473643000000
3.73928849600000	-2.29362700100000	14.11370654000000	3.73928849600000	-11.41346533000000	18.70677298000000
3.79122305900000	-2.29472960200000	14.11200135000000	3.79122305900000	-11.41399755000000	18.70912589000000
3.84315762100000	-2.29358871800000	14.11241263000000	3.84315762100000	-11.41609429000000	18.71081867000000
3.89509218400000	-2.27995775100000	14.11485581000000	3.89509218400000	-11.41467001000000	18.71513040000000
