CALbump			CALext			
t	x	y	t	x	y	
0.00000000000	15.61650768000	9.35001097000	0.00000000000	-8.54893736200	14.34850973000	
0.05961251863	15.62121340000	9.34950666200	0.05961251863	-8.55191486800	14.34837191000	
0.11922503730	15.61821975000	9.35064867000	0.11922503730	-8.55260775400	14.34807157000	
0.17883755590	15.61797065000	9.35022681400	0.17883755590	-8.55257405300	14.34867998000	
0.23845007450	15.60787590000	9.35024141000	0.23845007450	-8.55644029900	14.34871360000	
0.29806259310	15.59274630000	9.35031532600	0.29806259310	-8.56323310300	14.34847007000	
0.35767511180	15.57564827000	9.35084484300	0.35767511180	-8.56796712000	14.34917268000	
0.41728763040	15.53448230000	9.34989890900	0.41728763040	-8.58292269300	14.34947703000	
0.47690014900	15.51112201000	9.34883747700	0.47690014900	-8.59429777800	14.34990510000	
0.53651266770	15.49274007000	9.33322714800	0.53651266770	-8.67528459400	14.34997497000	
0.59612518630	15.47734457000	9.31988420100	0.59612518630	-8.70503420900	14.34974733000	
0.65573770490	15.43465281000	9.29924402600	0.65573770490	-8.71905120200	14.34929699000	
0.71535022350	15.40588462000	9.28247791000	0.71535022350	-8.74774224000	14.34920003000	
0.77496274220	15.38307932000	9.27865452200	0.77496274220	-8.82343898900	14.34899811000	
0.83457526080	15.36449974000	9.27942122400	0.83457526080	-8.87128137900	14.35190943000	
0.89418777940	15.31882386000	9.27733859500	0.89418777940	-8.94706837800	14.35379442000	
0.95380029810	15.23852555000	9.27263049900	0.95380029810	-9.01519797500	14.35482773000	
1.01341281700	15.18917025000	9.27449918700	1.01341281700	-9.03340857200	14.35565269000	
1.07302533500	15.22775985000	9.29160598800	1.07302533500	-9.03363198400	14.35575053000	
1.13263785400	15.34754726000	9.33887369000	1.13263785400	-9.03076173900	14.35620500000	
1.19225037300	15.38986539000	9.35239294400	1.19225037300	-9.02741590700	14.35474358000	
1.25186289100	15.39684304000	9.35796343800	1.25186289100	-9.02625609000	14.35489148000	
1.31147541000	15.38747698000	9.35672433900	1.31147541000	-9.02442392400	14.35527644000	
1.37108792800	15.39379124000	9.35364947700	1.37108792800	-9.02236359900	14.35503621000	
1.43070044700	15.42516907000	9.35413457300	1.43070044700	-9.02099630700	14.35466647000	
1.49031296600	15.47609274000	9.36744737500	1.49031296600	-9.01944511800	14.35432177000	
1.54992548400	15.47272865000	9.35890631500	1.54992548400	-9.01715446600	14.35451468000	
1.60953800300	15.47842516000	9.35086082100	1.60953800300	-9.02037934000	14.35319545000	
1.66915052200	15.48649171000	9.34736524100	1.66915052200	-9.01577314000	14.35260066000	
1.72876304000	15.47512763000	9.34611444800	1.72876304000	-9.01504510000	14.35287896000	
1.78837555900	15.47467310000	9.34156392000	1.78837555900	-9.01645433300	14.35220543000	
1.84798807700	15.47449614000	9.33956539700	1.84798807700	-9.01114599400	14.35258885000	
1.90760059600	15.46649678000	9.33972426800	1.90760059600	-9.01207131600	14.35231786000	
1.96721311500	15.46446029000	9.34279671700	1.96721311500	-9.01199434300	14.35206653000	
2.02682563300	15.47897114000	9.34748866900	2.02682563300	-9.01337084700	14.35247768000	
2.08643815200	15.53915665000	9.34979653200	2.08643815200	-9.00457096500	14.35178934000	
2.14605067100	15.55640753000	9.35351473000	2.14605067100	-9.00430234600	14.35188713000	
2.20566318900	15.58946469000	9.35713988000	2.20566318900	-8.99988140400	14.35176103000	
2.26527570800	15.60721735000	9.37443117500	2.26527570800	-8.99914881900	14.35195031000	
2.32488822700	15.69351850000	9.40498654300	2.32488822700	-9.00104125100	14.35225446000	
2.38450074500	15.70467466000	9.41853316100	2.38450074500	-8.99778905900	14.35201424000	
2.44411326400	15.70150056000	9.42507716900	2.44411326400	-8.99459704500	14.35208684000	
2.50372578200	15.71223068000	9.43134771300	2.50372578200	-8.99520337500	14.35169183000	
2.56333830100	15.72763987000	9.43178674300	2.56333830100	-8.99432246600	14.35143172000	
2.62295082000	15.71769694000	9.44619555100	2.62295082000	-8.99248801300	14.35052663000	
2.68256333800	15.75374302000	9.47413816300	2.68256333800	-8.99010011500	14.35082633000	
2.74217585700	15.78678823000	9.48326532600	2.74217585700	-8.98937670300	14.35077320000	
2.80178837600	15.80476121000	9.49297971500	2.80178837600	-8.99209457400	14.35050607000	
2.86140089400	15.82129103000	9.49737707400	2.86140089400	-8.99549486300	14.35073795000	
2.92101341300	15.86366741000	9.49683670000	2.92101341300	-8.99754645400	14.35088895000	
2.98062593100	15.91672381000	9.50717021400	2.98062593100	-8.99708585300	14.35009363000	
3.04023845000	15.95750605000	9.51471881200	3.04023845000	-9.00285016600	14.34994482000	
3.09985096900	15.97631557000	9.51886917900	3.09985096900	-8.99353943200	14.35088594000	
3.15946348700	15.97098625000	9.51970844100	3.15946348700	-8.99178016600	14.35056790000	
3.21907600600	15.97928613000	9.51945378300	3.21907600600	-8.98916229300	14.35114855000	
3.27868852500	16.00292632000	9.51868643400	3.27868852500	-8.98877394700	14.35156733000	
3.33830104300	16.09568192000	9.54547606700	3.33830104300	-8.98289021600	14.35177826000	
3.39791356200	16.10486043000	9.56185103400	3.39791356200	-8.98999751700	14.35162099000	
3.45752608000	16.08362918000	9.56898895100	3.45752608000	-8.98943596900	14.35242404000	
3.51713859900	16.05782652000	9.57261781400	3.51713859900	-8.99469583500	14.35167104000	
3.57675111800	16.05455825000	9.57305525100	3.57675111800	-8.99755923800	14.35216989000	
3.63636363600	16.05540176000	9.57374676000	3.63636363600	-8.99692639500	14.35166925000	
3.69597615500	16.05654195000	9.57547965300	3.69597615500	-8.99535174900	14.35135676000	
3.75558867400	16.06195051000	9.57401738400	3.75558867400	-8.99728262200	14.35125513000	
3.81520119200	16.06648938000	9.57455360200	3.81520119200	-9.00029890700	14.35079972000	
3.87481371100	16.06907705000	9.57264761900	3.87481371100	-8.99830425700	14.35137491000	
3.93442623000	16.07091106000	9.57199206700	3.93442623000	-8.99934174600	14.35092769000	
3.99403874800	16.07030476000	9.57173160800	3.99403874800	-9.00670266700	14.35114436000	
4.05365126700	16.07274217000	9.57127660400	4.05365126700	-9.00593258700	14.35108741000	
4.11326378500	16.07229947000	9.57142951900	4.11326378500	-9.00226783400	14.35092829000	
4.17287630400	16.06641867000	9.57336474500	4.17287630400	-9.00504933600	14.35046282000	
4.23248882300	16.07279217000	9.57127871900	4.23248882300	-9.00436831600	14.35091107000	
4.29210134100	16.07063073000	9.57204258200	4.29210134100	-9.00348219800	14.35110864000	
4.35171386000	16.06927445000	9.57376584900	4.35171386000	-9.00163552900	14.35086956000	
4.41132637900	16.06895121000	9.57429529900	4.41132637900	-9.00485570600	14.35086463000	
4.47093889700	16.06332146000	9.57605888700	4.47093889700	-9.00295944700	14.35066742000	
4.53055141600	16.05429416000	9.57696119200	4.53055141600	-8.99876415200	14.35045291000	
4.59016393400	16.04766859000	9.57547106900	4.59016393400	-9.00036588400	14.35039298000	
4.64977645300	16.02886499000	9.57245950400	4.64977645300	-9.00299617700	14.35099878000	
4.70938897200	15.98612109000	9.57298646600	4.70938897200	-9.00539130800	14.35068165000	
4.76900149000	15.96007080000	9.57296556800	4.76900149000	-9.00591256000	14.35021840000	
4.82861400900	15.96156107000	9.57356714300	4.82861400900	-9.00680063400	14.35070685000	
4.88822652800	15.93467529000	9.57198651800	4.88822652800	-9.00277688300	14.35054688000	
4.94783904600	15.90579343000	9.57390355000	4.94783904600	-9.00712938200	14.35029538000	
5.00745156500	15.88790792000	9.57491064100	5.00745156500	-9.00546583800	14.35069269000	
5.06706408300	15.90536312000	9.57139261000	5.06706408300	-9.00685713100	14.35023117000	
5.12667660200	15.89403568000	9.57349680800	5.12667660200	-9.00637436500	14.35024561000	
5.18628912100	15.89888623000	9.57068154800	5.18628912100	-9.00666561600	14.35031449000	
5.24590163900	15.89007877000	9.57064639900	5.24590163900	-9.00984703500	14.35057378000	
5.30551415800	15.88435237000	9.57109734700	5.30551415800	-9.01004027300	14.35059710000	
5.36512667700	15.88097179000	9.57016584000	5.36512667700	-9.00880290800	14.35047287000	
5.42473919500	15.86572393000	9.56448363400	5.42473919500	-9.01166845500	14.35062834000	
5.48435171400	15.88942893000	9.56703699300	5.48435171400	-9.00773187700	14.35045307000	
5.54396423200	15.89257102000	9.56663998400	5.54396423200	-9.01148118000	14.35037982000	
5.60357675100	15.89951199000	9.56768493400	5.60357675100	-9.01310613100	14.35024909000	
5.66318927000	15.91314196000	9.56289268600	5.66318927000	-9.00867642400	14.35071109000	
5.72280178800	15.91558449000	9.56448989700	5.72280178800	-9.00985130100	14.35017020000	
5.78241430700	15.93632832000	9.56099665000	5.78241430700	-9.01099082200	14.35090968000	
5.84202682600	15.95504857000	9.56144909300	5.84202682600	-9.00796337300	14.34977485000	
5.90163934400	15.99725077000	9.55884026500	5.90163934400	-9.00877198100	14.35075934000	
5.96125186300	16.00447949000	9.55212839500	5.96125186300	-9.00599678700	14.35059825000	
6.02086438200	15.90178913000	9.52066793100	6.02086438200	-9.00737246800	14.35023309000	
6.08047690000	15.91860429000	9.51153148500	6.08047690000	-9.00531239700	14.35046289000	
6.14008941900	15.92415301000	9.50621500000	6.14008941900	-9.00993792500	14.34983019000	
6.19970193700	15.91597273000	9.50094110100	6.19970193700	-9.01306043300	14.34966464000	
6.25931445600	15.90000573000	9.50135337700	6.25931445600	-9.01287828900	14.34937829000	
6.31892697500	15.90250594000	9.49429895100	6.31892697500	-9.02435268900	14.34905174000	
6.37853949300	15.90893010000	9.49064862900	6.37853949300	-9.03227581400	14.34884121000	
6.43815201200	15.84478471000	9.47926071500	6.43815201200	-9.06726835000	14.34789527000	
6.49776453100	15.66980619000	9.44702245600	6.49776453100	-9.11173363400	14.34780839000	
6.55737704900	15.67258737000	9.43459676100	6.55737704900	-9.12984269700	14.34785172000	
6.61698956800	15.67625183000	9.42913782700	6.61698956800	-9.14281594500	14.34832066000	
6.67660208600	15.68669018000	9.42228398200	6.67660208600	-9.16285195500	14.34841189000	
6.73621460500	15.65165630000	9.42111394900	6.73621460500	-9.18042301600	14.34774141000	
6.79582712400	15.64087630000	9.41251645500	6.79582712400	-9.21977108900	14.34829429000	
6.85543964200	15.49801562000	9.36140833600	6.85543964200	-9.26755636900	14.34987412000	
6.91505216100	15.52894042000	9.35207465600	6.91505216100	-9.28480510700	14.35092092000	
6.97466468000	15.54998823000	9.33949808500	6.97466468000	-9.29109116400	14.35044823000	
7.03427719800	15.58146748000	9.34153014900	7.03427719800	-9.29192033800	14.35134637000	
7.09388971700	15.63652992000	9.33729811800	7.09388971700	-9.29759375600	14.35196657000	
7.15350223500	15.61366294000	9.34117508000	7.15350223500	-9.29522870700	14.35418822000	
7.21311475400	15.61891498000	9.34081509900	7.21311475400	-9.29720341600	14.35568487000	
7.27272727300	15.62642633000	9.33892614000	7.27272727300	-9.30815941400	14.35644227000	
7.33233979100	15.61613826000	9.34549006500	7.33233979100	-9.31660437400	14.35679056000	
7.39195231000	15.58080766000	9.35063599100	7.39195231000	-9.32141129800	14.35690692000	
7.45156482900	15.57177217000	9.35095613400	7.45156482900	-9.32019700700	14.35742122000	
7.51117734700	15.51958628000	9.35488114300	7.51117734700	-9.32511768900	14.35717085000	
7.57078986600	15.52354152000	9.35082441200	7.57078986600	-9.32376709000	14.35739598000	
7.63040238500	15.49379443000	9.35043286700	7.63040238500	-9.31615030400	14.35762165000	
7.69001490300	15.53019895000	9.34921446600	7.69001490300	-9.31636212500	14.35882780000	
7.74962742200	15.56494284000	9.34431471400	7.74962742200	-9.31186545300	14.35843120000	
7.80923994000	15.55847403000	9.34402205000	7.80923994000	-9.31146123200	14.35768217000	
7.86885245900	15.55203957000	9.34513807600	7.86885245900	-9.31425775200	14.35764492000	
7.92846497800	15.56227893000	9.34126215000	7.92846497800	-9.31165471100	14.35718529000	
7.98807749600	15.54534237000	9.34550526800	7.98807749600	-9.30937952700	14.35734186000	
8.04769001500	15.53454879000	9.34768693000	8.04769001500	-9.30933852700	14.35738956000	
8.10730253400	15.53989852000	9.34672571600	8.10730253400	-9.30633811800	14.35638792000	
8.16691505200	15.54211833000	9.34626818800	8.16691505200	-9.30720078400	14.35532824000	
8.22652757100	15.53918101000	9.34775320600	8.22652757100	-9.31048098900	14.35459249000	
8.28614008900	15.53172423000	9.34911048900	8.28614008900	-9.31018865400	14.35431685000	
8.34575260800	15.50181927000	9.35276252800	8.34575260800	-9.30988194400	14.35405020000	
8.40536512700	15.49165435000	9.35598641500	8.40536512700	-9.30675783800	14.35419178000	
8.46497764500	15.47983897000	9.36221269300	8.46497764500	-9.30561102300	14.35313262000	
8.52459016400	15.47165512000	9.36303943200	8.52459016400	-9.30822742100	14.35287141000	
8.58420268300	15.47324887000	9.36274443200	8.58420268300	-9.30703476100	14.35300611000	
8.64381520100	15.47747924000	9.36069680800	8.64381520100	-9.30640116600	14.35259285000	
8.70342772000	15.47408000000	9.36501327100	8.70342772000	-9.30373639000	14.35263795000	
8.76304023800	15.46225043000	9.36914582000	8.76304023800	-9.30621371200	14.35280947000	
8.82265275700	15.45076407000	9.36844995700	8.82265275700	-9.30177846500	14.35196612000	
8.88226527600	15.45899873000	9.36599314700	8.88226527600	-9.30628257600	14.35240591000	
8.94187779400	15.45769266000	9.36595277200	8.94187779400	-9.30213086400	14.35174983000	
9.00149031300	15.44705947000	9.36965703000	9.00149031300	-9.30534289800	14.35119861000	
9.06110283200	15.44207529000	9.37584876200	9.06110283200	-9.30455956900	14.35148349000	
9.12071535000	15.43582267000	9.38113060700	9.12071535000	-9.30770107800	14.35042634000	
9.18032786900	15.44081939000	9.38454945000	9.18032786900	-9.30350044600	14.34986718000	
9.23994038700	15.44647980000	9.38414300600	9.23994038700	-9.30485813900	14.34996579000	
9.29955290600	15.55583284000	9.40473440200	9.29955290600	-9.30138343900	14.34999637000	
9.35916542500	15.55901294000	9.41082093600	9.35916542500	-9.30303392000	14.35076426000	
9.41877794300	15.60804512000	9.41147196400	9.41877794300	-9.30469983900	14.34914652000	
9.47839046200	15.60885519000	9.41909858600	9.47839046200	-9.30307912700	14.34973003000	
9.53800298100	15.59293333000	9.42514080800	9.53800298100	-9.30157930200	14.35008328000	
9.59761549900	15.56231290000	9.42787223900	9.59761549900	-9.29828407200	14.34936545000	
9.65722801800	15.51998968000	9.43669307700	9.65722801800	-9.29748926700	14.34920783000	
9.71684053700	15.51832228000	9.44480463700	9.71684053700	-9.29297747800	14.34872103000	
9.77645305500	15.62474144000	9.47717707700	9.77645305500	-9.29512546200	14.34874380000	
9.83606557400	15.64029339000	9.48768099900	9.83606557400	-9.29147069200	14.34867107000	
9.89567809200	15.65389462000	9.49527783100	9.89567809200	-9.29315839800	14.34902154000	
9.95529061100	15.68744280000	9.50197586800	9.95529061100	-9.29492277300	14.34873973000	
10.01490313000	15.72126191000	9.49964052300	10.01490313000	-9.29607066500	14.34876771000	
10.07451565000	15.73433841000	9.50235368900	10.07451565000	-9.29741490600	14.34812349000	
10.13412817000	15.74014400000	9.50416282400	10.13412817000	-9.29541314000	14.34840078000	
10.19374069000	15.74052143000	9.50873985300	10.19374069000	-9.29700350500	14.34816067000	
10.25335320000	15.74916139000	9.50956047900	10.25335320000	-9.29963507300	14.34776566000	
10.31296572000	15.76820516000	9.50898815600	10.31296572000	-9.29895583700	14.34774869000	
10.37257824000	15.78721849000	9.50796564800	10.37257824000	-9.29863407800	14.34780633000	
10.43219076000	15.79648646000	9.50875695800	10.43219076000	-9.29578059000	14.34792010000	
10.49180328000	15.80313966000	9.50975818100	10.49180328000	-9.29510468000	14.34758186000	
10.55141580000	15.80311593000	9.50936269300	10.55141580000	-9.29638810900	14.34755512000	
10.61102832000	15.79143862000	9.50965376300	10.61102832000	-9.29395839300	14.34726383000	
10.67064083000	15.81531687000	9.51364254100	10.67064083000	-9.29289404700	14.34773727000	
10.73025335000	15.85008830000	9.50946595300	10.73025335000	-9.28981326600	14.34707819000	
10.78986587000	15.88296813000	9.50568456500	10.78986587000	-9.28618611700	14.34730461000	
10.84947839000	15.95847181000	9.50124591600	10.84947839000	-9.28280013400	14.34668676000	
10.90909091000	16.00209105000	9.50461847200	10.90909091000	-9.27894453400	14.34693295000	
10.96870343000	16.04299522000	9.50797283400	10.96870343000	-9.27758300300	14.34663051000	
11.02831595000	16.06540939000	9.51377440200	11.02831595000	-9.27361493100	14.34683268000	
11.08792846000	16.07010408000	9.51578074100	11.08792846000	-9.27551268100	14.34742415000	
11.14754098000	16.07922559000	9.52305726000	11.14754098000	-9.27436985500	14.34736613000	
11.20715350000	16.06668794000	9.51785124800	11.20715350000	-9.27795529400	14.34735646000	
