GMfasBEST			GMext		
t	x	y	t	x	y
0.000000000000	20.915799970000	0.587219082300	0.000000000000	44.657117600000	8.685675011000
0.023543815040	20.915435290000	0.586819193400	0.023543815040	44.656731270000	8.686060797000
0.047087630080	20.917116670000	0.586811927600	0.047087630080	44.656863890000	8.685854736000
0.070631445120	20.917161210000	0.586727795500	0.070631445120	44.656972010000	8.685893137000
0.094175260160	20.915102470000	0.586681859100	0.094175260160	44.656773710000	8.685623863000
0.117719075200	20.917354180000	0.586539235700	0.117719075200	44.656886480000	8.685725465000
0.141262890200	20.917064280000	0.586825994800	0.141262890200	44.656716590000	8.685832468000
0.164806705300	20.916962750000	0.586480654400	0.164806705300	44.656607680000	8.685884676000
0.188350520300	20.916460710000	0.586800971900	0.188350520300	44.656916960000	8.685671096000
0.211894335400	20.916914350000	0.586792939100	0.211894335400	44.657097920000	8.686010138000
0.235438150400	20.917049730000	0.586707395200	0.235438150400	44.656663430000	8.685758995000
0.258981965400	20.916789920000	0.586466601100	0.258981965400	44.657112610000	8.685681791000
0.282525780500	20.917250100000	0.586396904700	0.282525780500	44.656609570000	8.685891164000
0.306069595500	20.917771680000	0.586565845800	0.306069595500	44.656471210000	8.685907963000
0.329613410600	20.917326090000	0.586820073700	0.329613410600	44.657392160000	8.685666564000
0.353157225600	20.916121700000	0.586721480600	0.353157225600	44.656896940000	8.685712010000
0.376701040600	20.916239550000	0.586885973300	0.376701040600	44.656700390000	8.685708866000
0.400244855700	20.916463550000	0.586861420000	0.400244855700	44.656931990000	8.685684100000
0.423788670700	20.917060540000	0.586923166400	0.423788670700	44.656766260000	8.685964996000
0.447332485800	20.917076710000	0.587025759300	0.447332485800	44.656941790000	8.685778260000
0.470876300800	20.916574310000	0.586796278000	0.470876300800	44.656189870000	8.685944767000
0.494420115800	20.915914160000	0.587365657400	0.494420115800	44.656766220000	8.685530815000
0.517963930900	20.916518940000	0.587799690000	0.517963930900	44.657106870000	8.685632526000
0.541507745900	20.902137980000	0.595846008300	0.541507745900	44.656803910000	8.685907476000
0.565051561000	20.888091860000	0.603535945500	0.565051561000	44.657017600000	8.685912652000
0.588595376000	20.884638540000	0.605058739100	0.588595376000	44.656134410000	8.686478164000
0.612139191000	20.846237060000	0.613266152200	0.612139191000	44.657011670000	8.686662956000
