GMfas2BEST			GMext		
t	x	y	t	x	y
0.000000000000	24.695654140000	0.311496804900	0.000000000000	41.452040400000	13.640685420000
0.022787348460	24.695156140000	0.310304698600	0.022787348460	41.451873670000	13.640332410000
0.045574696930	24.695814080000	0.310403921200	0.045574696930	41.451932560000	13.640270080000
0.068362045390	24.695755250000	0.310760084600	0.068362045390	41.451559910000	13.640297270000
0.091149393860	24.697074290000	0.310702037300	0.091149393860	41.451942780000	13.640179380000
0.113936742300	24.695508510000	0.311236500600	0.113936742300	41.451382380000	13.640438020000
0.136724090800	24.694407100000	0.310997494800	0.136724090800	41.451850560000	13.640354440000
0.159511439200	24.694299700000	0.311416503100	0.159511439200	41.451941880000	13.640417680000
0.182298787700	24.695044570000	0.311088239800	0.182298787700	41.451921830000	13.640460220000
0.205086136200	24.694587900000	0.310288577800	0.205086136200	41.451759800000	13.640174940000
0.227873484600	24.694031580000	0.309495759900	0.227873484600	41.451627190000	13.640163460000
0.250660833100	24.694775730000	0.310155716400	0.250660833100	41.451986110000	13.640309810000
0.273448181600	24.695474810000	0.310387471900	0.273448181600	41.451874470000	13.640464190000
0.296235530000	24.694042760000	0.310478771100	0.296235530000	41.451094120000	13.640378010000
0.319022878500	24.693925940000	0.310046294400	0.319022878500	41.451717350000	13.640298350000
0.341810227000	24.694830170000	0.311325662900	0.341810227000	41.451787620000	13.640061420000
0.364597575400	24.694139530000	0.311891520900	0.364597575400	41.451863790000	13.640095610000
0.387384923900	24.693948970000	0.312341698100	0.387384923900	41.451942340000	13.640335110000
0.410172272400	24.694386910000	0.311443593500	0.410172272400	41.451649540000	13.640259270000
0.432959620800	24.694891390000	0.311359980500	0.432959620800	41.451676590000	13.640195000000
0.455746969300	24.694558560000	0.311969080600	0.455746969300	41.451766240000	13.640185570000
0.478534317700	24.694330450000	0.313191009600	0.478534317700	41.451750030000	13.640407040000
0.501321666200	24.694753140000	0.312257510400	0.501321666200	41.451633980000	13.640419970000
0.524109014700	24.694664230000	0.312115098400	0.524109014700	41.452059430000	13.640304400000
0.546896363100	24.694675610000	0.312443148000	0.546896363100	41.451069750000	13.640284990000
0.569683711600	24.693867350000	0.312982552000	0.569683711600	41.451717030000	13.640345830000
0.592471060100	24.695705250000	0.313527570100	0.592471060100	41.451561250000	13.640586180000
0.615258408500	24.693989140000	0.314149900500	0.615258408500	41.451636530000	13.640058980000
0.638045757000	24.693605530000	0.313851230400	0.638045757000	41.451226790000	13.640355090000
0.660833105500	24.695060410000	0.313325252600	0.660833105500	41.451341150000	13.640401950000
0.683620453900	24.695022000000	0.314237664700	0.683620453900	41.451588930000	13.640453200000
0.706407802400	24.694712520000	0.314911463900	0.706407802400	41.451609350000	13.640406980000
0.729195150900	24.694123850000	0.315168203000	0.729195150900	41.451716310000	13.640359930000
0.751982499300	24.695080850000	0.312389196400	0.751982499300	41.451925550000	13.640208450000
0.774769847800	24.695593920000	0.312250253900	0.774769847800	41.451513870000	13.640328790000
0.797557196200	24.695797990000	0.312281110300	0.797557196200	41.451581860000	13.640033530000
0.820344544700	24.694684340000	0.312366328200	0.820344544700	41.451822490000	13.640126520000
0.843131893200	24.695855660000	0.313203879500	0.843131893200	41.450689430000	13.640312770000
0.865919241600	24.696062020000	0.314114885500	0.865919241600	41.452004430000	13.640133940000
0.888706590100	24.693816380000	0.315295223900	0.888706590100	41.451790540000	13.640339510000
0.911493938600	24.687235920000	0.320746130100	0.911493938600	41.451185780000	13.640266210000
0.934281287000	24.683085840000	0.318347774500	0.934281287000	41.450707970000	13.640267870000
0.957068635500	24.663243570000	0.323749246900	0.957068635500	41.449901570000	13.640207320000
0.979855984000	24.619845260000	0.335371078400	0.979855984000	41.450691270000	13.640160450000
1.002643332000	24.407983020000	0.463767507900	1.002643332000	41.449315650000	13.640758520000
1.025430681000	24.299379360000	0.512809870700	1.025430681000	41.450301870000	13.640499330000
1.048218029000	24.150561410000	0.587664129100	1.048218029000	41.449806410000	13.640258180000
1.071005378000	23.906242220000	0.681130907500	1.071005378000	41.448386290000	13.640737840000
1.093792726000	23.885002880000	0.736879840300	1.093792726000	41.447980450000	13.641557280000
1.116580075000	23.724883480000	0.825281400000	1.116580075000	41.449723380000	13.640445490000
1.139367423000	23.603564790000	0.887287436300	1.139367423000	41.450675550000	13.640344530000
1.162154772000	23.437415630000	0.946465783300	1.162154772000	41.449294710000	13.640513720000
1.184942120000	23.331321560000	0.995977418200	1.184942120000	41.449630240000	13.640188650000
1.207729469000	23.207165850000	1.053186854000	1.207729469000	41.450133330000	13.640649440000
1.230516817000	23.069241880000	1.100421822000	1.230516817000	41.450075200000	13.640237910000
1.253304166000	22.916233680000	1.156778852000	1.253304166000	41.450997310000	13.640267860000
1.276091514000	22.782224490000	1.197879547000	1.276091514000	41.450603170000	13.639659510000
1.298878862000	22.613831130000	1.243781606000	1.298878862000	41.449760070000	13.639762960000
1.321666211000	22.400190800000	1.299900410000	1.321666211000	41.449490650000	13.638827430000
1.344453559000	22.243236420000	1.351948480000	1.344453559000	41.448819060000	13.638598170000
1.367240908000	22.151012020000	1.388701750000	1.367240908000	41.449259070000	13.638924310000
1.390028256000	21.954463220000	1.461710133000	1.390028256000	41.449925530000	13.638723320000
1.412815605000	21.860755830000	1.498309971000	1.412815605000	41.449888220000	13.638404190000
1.435602953000	21.750528970000	1.517275137000	1.435602953000	41.450509360000	13.637892540000
1.458390302000	21.684184930000	1.526307664000	1.458390302000	41.449912020000	13.637975100000
1.481177650000	21.649847120000	1.538776653000	1.481177650000	41.450406140000	13.637975360000
1.503964999000	21.451459380000	1.615860542000	1.503964999000	41.450821370000	13.638129690000
1.526752347000	21.386602840000	1.629234908000	1.526752347000	41.449059400000	13.638011640000
1.549539696000	21.342426240000	1.636061034000	1.549539696000	41.449792270000	13.637868660000
1.572327044000	21.254938120000	1.657526301000	1.572327044000	41.449830240000	13.637421820000
1.595114392000	21.188766710000	1.665614680000	1.595114392000	41.449188880000	13.637068080000
1.617901741000	21.135552500000	1.669463618000	1.617901741000	41.448514690000	13.636237220000
1.640689089000	20.952927160000	1.667414014000	1.640689089000	41.448626830000	13.634877320000
1.663476438000	20.853847210000	1.688305819000	1.663476438000	41.448477080000	13.636002460000
1.686263786000	20.731366350000	1.706155240000	1.686263786000	41.448491470000	13.635640800000
1.709051135000	20.634802050000	1.712237065000	1.709051135000	41.447167240000	13.635287490000
1.731838483000	20.582612670000	1.718322313000	1.731838483000	41.447512600000	13.634789430000
1.754625832000	20.518976560000	1.727711499000	1.754625832000	41.446146030000	13.634989280000
1.777413180000	20.452276390000	1.739146414000	1.777413180000	41.446718810000	13.635584740000
1.800200529000	20.336359120000	1.771850636000	1.800200529000	41.445472610000	13.635882660000
1.822987877000	20.251069390000	1.797154188000	1.822987877000	41.445947570000	13.636076270000
1.845775226000	20.079999770000	1.809502787000	1.845775226000	41.445004230000	13.636192970000
1.868562574000	19.948258420000	1.807728209000	1.868562574000	41.442304980000	13.636148000000
1.891349923000	19.667312710000	1.806899638000	1.891349923000	41.441572910000	13.635583880000
1.914137271000	19.481515290000	1.794409249000	1.914137271000	41.441311740000	13.635819060000
1.936924619000	19.372300550000	1.784458157000	1.936924619000	41.439589400000	13.635823500000
1.959711968000	19.328516230000	1.786165876000	1.959711968000	41.442218070000	13.634925880000
1.982499316000	19.193057350000	1.801766396000	1.982499316000	41.441044840000	13.635837950000
2.005286665000	19.056048180000	1.823597298000	2.005286665000	41.440824510000	13.636528510000
2.028074013000	18.903490550000	1.847598914000	2.028074013000	41.441658610000	13.636968950000
2.050861362000	18.698242880000	1.832556119000	2.050861362000	41.441795570000	13.636562520000
2.073648710000	18.581660630000	1.823231105000	2.073648710000	41.441005910000	13.636049280000
2.096436059000	18.460148120000	1.829818672000	2.096436059000	41.441732070000	13.635837460000
2.119223407000	18.195168030000	1.853762105000	2.119223407000	41.441335190000	13.635719010000
2.142010756000	18.145468350000	1.863316813000	2.142010756000	41.441866910000	13.636686580000
2.164798104000	18.049510500000	1.867129726000	2.164798104000	41.441997350000	13.636323070000
2.187585453000	17.870337690000	1.842770943000	2.187585453000	41.441016330000	13.636411520000
2.210372801000	17.818524260000	1.845119267000	2.210372801000	41.441799200000	13.635720500000
2.233160149000	17.725829660000	1.848521179000	2.233160149000	41.443240780000	13.636346350000
2.255947498000	17.626312580000	1.860446450000	2.255947498000	41.442557590000	13.637017540000
2.278734846000	17.478711670000	1.880071176000	2.278734846000	41.441310380000	13.635777100000
2.301522195000	17.403582900000	1.889412166000	2.301522195000	41.439155570000	13.636330450000
2.324309543000	17.267814600000	1.898382332000	2.324309543000	41.441206710000	13.635628880000
2.347096892000	17.185539000000	1.891115438000	2.347096892000	41.439996980000	13.634578190000
2.369884240000	16.937281940000	1.898429952000	2.369884240000	41.436853110000	13.634530530000
2.392671589000	16.826258680000	1.918916439000	2.392671589000	41.435969770000	13.634674720000
2.415458937000	16.767424020000	1.922197308000	2.415458937000	41.437887570000	13.635726870000
2.438246286000	16.625045110000	1.927955922000	2.438246286000	41.436116310000	13.634543900000
2.461033634000	16.472162380000	1.934267343000	2.461033634000	41.435241980000	13.635071190000
2.483820983000	16.303880010000	1.930578870000	2.483820983000	41.438608940000	13.631747080000
2.506608331000	16.221897620000	1.932856822000	2.506608331000	41.438044710000	13.634386160000
2.529395680000	15.984454120000	1.923365789000	2.529395680000	41.431950170000	13.635169710000
2.552183028000	15.834581360000	1.922526004000	2.552183028000	41.429721210000	13.633601530000
2.574970376000	15.679997240000	1.931530728000	2.574970376000	41.429591910000	13.631664140000
2.597757725000	15.451838010000	1.917056114000	2.597757725000	41.429748860000	13.629592370000
2.620545073000	15.211144660000	1.913294777000	2.620545073000	41.426567300000	13.630062360000
2.643332422000	15.030238880000	1.905568118000	2.643332422000	41.425502220000	13.629531340000
2.666119770000	14.710162660000	1.919652463000	2.666119770000	41.422262480000	13.632791730000
2.688907119000	14.566492290000	1.916822455000	2.688907119000	41.419806380000	13.636075430000
