SOLfas2			SOLext		
t	x	y	t	x	y
0.0000000000000	0.4233883730000	15.2419814300000	0.0000000000000	-9.6655425830000	20.3012325600000
0.0612857755700	0.4339931484000	15.2418510100000	0.0612857755700	-9.6654324490000	20.2999070900000
0.1225715511000	0.4605859596000	15.2417345600000	0.1225715511000	-9.6662356860000	20.2996909900000
0.1838573267000	0.5376160558000	15.2435354900000	0.1838573267000	-9.6657992850000	20.2999304200000
0.2451431023000	0.6314360183000	15.2429151300000	0.2451431023000	-9.6661638340000	20.2998012400000
0.3064288779000	0.6344020024000	15.2463271200000	0.3064288779000	-9.6660732070000	20.2999028000000
0.3677146534000	0.6287933572000	15.2458847500000	0.3677146534000	-9.6665939540000	20.3000782500000
0.4290004290000	0.7599585991000	15.2490574100000	0.4290004290000	-9.6668808010000	20.3003643800000
0.4902862046000	0.7954724277000	15.2485169800000	0.4902862046000	-9.6662026710000	20.3005520000000
0.5515719801000	0.8131330740000	15.2491933900000	0.5515719801000	-9.6678623950000	20.3005697100000
0.6128577557000	0.8242582734000	15.2508970400000	0.6128577557000	-9.6673366040000	20.3008496500000
0.6741435313000	0.8267200098000	15.2526616300000	0.6741435313000	-9.6689868990000	20.3007318400000
0.7354293069000	0.8801975591000	15.2532277300000	0.7354293069000	-9.6695909300000	20.3017618800000
0.7967150824000	0.9483498079000	15.2540396400000	0.7967150824000	-9.6707346200000	20.3015500700000
0.8580008580000	0.9700025762000	15.2557177100000	0.8580008580000	-9.6714968370000	20.3020842000000
0.9192866336000	1.0545011530000	15.2578423500000	0.9192866336000	-9.6684960350000	20.3013389400000
0.9805724091000	1.0736531970000	15.2550395100000	0.9805724091000	-9.6717020470000	20.3022087700000
1.0418581850000	1.0528577680000	15.2563560200000	1.0418581850000	-9.6774441180000	20.3023580600000
1.1031439600000	1.0738075200000	15.2565487300000	1.1031439600000	-9.6789504000000	20.3035005300000
1.1644297360000	1.0839169080000	15.2565061600000	1.1644297360000	-9.6862245250000	20.3045449200000
1.2257155110000	1.1429355850000	15.2595545300000	1.2257155110000	-9.6884448580000	20.3044049300000
1.2870012870000	1.2081722700000	15.2600740500000	1.2870012870000	-9.6838339780000	20.3046555500000
1.3482870630000	1.2118265990000	15.2662778500000	1.3482870630000	-9.6896429190000	20.3054429900000
1.4095728380000	1.2479553570000	15.2675010000000	1.4095728380000	-9.6935213760000	20.3066005600000
1.4708586140000	1.2354604140000	15.2704028900000	1.4708586140000	-9.7064998210000	20.3074231000000
1.5321443890000	1.2782505110000	15.2674712900000	1.5321443890000	-9.7140829350000	20.3063955700000
1.5934301650000	1.2960200200000	15.2650213900000	1.5934301650000	-9.7474561690000	20.3058822800000
1.6547159400000	1.3617925020000	15.2686242300000	1.6547159400000	-9.7577878080000	20.3057814200000
1.7160017160000	1.4035096240000	15.2732110400000	1.7160017160000	-9.7680026980000	20.3062491400000
1.7772874920000	1.4328348620000	15.2686644200000	1.7772874920000	-9.7720902460000	20.3056291600000
1.8385732670000	1.4616058040000	15.2660095400000	1.8385732670000	-9.7717543770000	20.3054273600000
1.8998590430000	1.4998231840000	15.2648774300000	1.8998590430000	-9.7725523340000	20.3043772600000
1.9611448180000	1.5237879200000	15.2640876800000	1.9611448180000	-9.7738917920000	20.3046592500000
2.0224305940000	1.5619686690000	15.2637159100000	2.0224305940000	-9.7758766380000	20.3045846900000
2.0837163690000	1.6204836000000	15.2679260500000	2.0837163690000	-9.7770653900000	20.3047700900000
2.1450021450000	1.6659963890000	15.2752414600000	2.1450021450000	-9.7773684080000	20.3048844100000
2.2062879210000	1.7143413320000	15.2676524700000	2.2062879210000	-9.7798225140000	20.3047680300000
2.2675736960000	1.7498392520000	15.2644660900000	2.2675736960000	-9.7823182950000	20.3049842700000
2.3288594720000	1.7797498330000	15.2628967300000	2.3288594720000	-9.7858463990000	20.3048349400000
2.3901452470000	1.8134708290000	15.2633834800000	2.3901452470000	-9.7912682800000	20.3048985700000
2.4514310230000	1.8366940360000	15.2618507900000	2.4514310230000	-9.7957512580000	20.3051666200000
2.5127167980000	1.8629900060000	15.2649914000000	2.5127167980000	-9.8054422660000	20.3052300100000
2.5740025740000	1.9223331960000	15.2644099300000	2.5740025740000	-9.8107444960000	20.3054698400000
2.6352883500000	1.9227765710000	15.2655897800000	2.6352883500000	-9.8149035770000	20.3061518700000
2.6965741250000	1.9567465760000	15.2712397000000	2.6965741250000	-9.8249133910000	20.3057732900000
2.7578599010000	1.9994350620000	15.2707280000000	2.7578599010000	-9.8499000390000	20.3059904300000
2.8191456760000	2.0277065300000	15.2754684400000	2.8191456760000	-9.8577431570000	20.3058145000000
2.8804314520000	2.0710966530000	15.2707496600000	2.8804314520000	-9.8711048470000	20.3054879100000
2.9417172270000	2.1134998440000	15.2687991100000	2.9417172270000	-9.8808153520000	20.3057437700000
3.0030030030000	2.1436829760000	15.2712094700000	3.0030030030000	-9.8913924350000	20.3062019100000
3.0642887790000	2.1636832370000	15.2705857000000	3.0642887790000	-9.8922715520000	20.3060774200000
3.1255745540000	2.2102684730000	15.2753228100000	3.1255745540000	-9.8983060310000	20.3059163100000
3.1868603300000	2.2560910510000	15.2733601600000	3.1868603300000	-9.8980212900000	20.3060051200000
3.2481461050000	2.3018557400000	15.2745415700000	3.2481461050000	-9.9035834920000	20.3058216800000
3.3094318810000	2.3420543380000	15.2742252700000	3.3094318810000	-9.9088810270000	20.3053992100000
3.3707176560000	2.3493620820000	15.2721254900000	3.3707176560000	-9.9194463690000	20.3054905000000
3.4320034320000	2.3799843490000	15.2725210900000	3.4320034320000	-9.9285168780000	20.3055432400000
3.4932892080000	2.4114364060000	15.2727110500000	3.4932892080000	-9.9329837260000	20.3052228500000
3.5545749830000	2.4593463120000	15.2710626800000	3.5545749830000	-9.9387619760000	20.3054621200000
3.6158607590000	2.4676320270000	15.2697407200000	3.6158607590000	-9.9414671350000	20.3056427900000
3.6771465340000	2.4729507250000	15.2692613200000	3.6771465340000	-9.9496615850000	20.3057029900000
3.7384323100000	2.5406519570000	15.2753925500000	3.7384323100000	-9.9529452530000	20.3056434500000
3.7997180850000	2.5914928170000	15.2773886600000	3.7997180850000	-9.9557920260000	20.3060873000000
3.8610038610000	2.6105772960000	15.2724825600000	3.8610038610000	-9.9616132250000	20.3063211900000
3.9222896370000	2.6296506040000	15.2703733000000	3.9222896370000	-9.9669259110000	20.3062742300000
