SOLfas3MMUSED			SOLext		
t	x	y	t	x	y
0.000000000000	6.252631443000	6.799999852000	0.000000000000	27.598439220000	11.132986390000
0.023155116120	6.250539276000	6.799841363000	0.023155116120	27.597845020000	11.132586050000
0.046310232250	6.255901768000	6.800014336000	0.046310232250	27.598799130000	11.133394800000
0.069465348370	6.262639082000	6.798992114000	0.069465348370	27.599131540000	11.133166190000
0.092620464490	6.257062890000	6.799235810000	0.092620464490	27.598296910000	11.133139980000
0.115775580600	6.259560225000	6.799392710000	0.115775580600	27.598392410000	11.133057860000
0.138930696700	6.261568730000	6.799006181000	0.138930696700	27.598802530000	11.133216380000
0.162085812900	6.260247888000	6.799172221000	0.162085812900	27.598826670000	11.133112280000
0.185240929000	6.259751888000	6.799342556000	0.185240929000	27.598388880000	11.133361320000
0.208396045100	6.263858263000	6.798926754000	0.208396045100	27.599569530000	11.133303220000
0.231551161200	6.269140304000	6.798691802000	0.231551161200	27.599343320000	11.133209440000
0.254706277400	6.266635254000	6.799296996000	0.254706277400	27.599967450000	11.133272420000
0.277861393500	6.261232609000	6.799215677000	0.277861393500	27.598517890000	11.133351660000
0.301016509600	6.257975830000	6.799715918000	0.301016509600	27.597971840000	11.133359870000
0.324171625700	6.258996265000	6.799834955000	0.324171625700	27.598817240000	11.133389040000
0.347326741800	6.256295292000	6.799758821000	0.347326741800	27.598609240000	11.133398310000
0.370481858000	6.251913493000	6.801109948000	0.370481858000	27.596296670000	11.133420650000
0.393636974100	6.253029235000	6.801218864000	0.393636974100	27.597071380000	11.133061530000
0.416792090200	6.256349946000	6.800088115000	0.416792090200	27.596822550000	11.133338040000
0.439947206300	6.255767275000	6.800343467000	0.439947206300	27.597328760000	11.133511210000
0.463102322500	6.256879706000	6.800290109000	0.463102322500	27.596558590000	11.133602380000
0.486257438600	6.258521483000	6.799940982000	0.486257438600	27.596483410000	11.133346670000
0.509412554700	6.260348398000	6.799528212000	0.509412554700	27.597261350000	11.133195060000
0.532567670800	6.257604546000	6.799826419000	0.532567670800	27.596253790000	11.133316710000
0.555722786900	6.254134386000	6.800275365000	0.555722786900	27.596298710000	11.133390080000
0.578877903100	6.252129320000	6.800608840000	0.578877903100	27.595726220000	11.132998410000
0.602033019200	6.250442651000	6.800473778000	0.602033019200	27.595350600000	11.133237770000
0.625188135300	6.249569325000	6.800649465000	0.625188135300	27.594146460000	11.133205150000
0.648343251400	6.251659776000	6.800776218000	0.648343251400	27.595214080000	11.132959290000
0.671498367600	6.254989701000	6.800083467000	0.671498367600	27.594980950000	11.133159880000
0.694653483700	6.254397300000	6.800206914000	0.694653483700	27.596966210000	11.133050210000
0.717808599800	6.253256060000	6.800440993000	0.717808599800	27.595069610000	11.132899590000
0.740963715900	6.253633038000	6.800677326000	0.740963715900	27.594212010000	11.132821860000
0.764118832100	6.255346285000	6.800302707000	0.764118832100	27.594581780000	11.132815700000
0.787273948200	6.254542405000	6.800165434000	0.787273948200	27.596296310000	11.132780760000
0.810429064300	6.253348213000	6.800530759000	0.810429064300	27.594967250000	11.132920450000
0.833584180400	6.250644419000	6.800813774000	0.833584180400	27.594854380000	11.132777950000
0.856739296500	6.249684002000	6.800905931000	0.856739296500	27.595351260000	11.132613400000
0.879894412700	6.250429893000	6.800698998000	0.879894412700	27.594086960000	11.132790560000
0.903049528800	6.253919772000	6.800367078000	0.903049528800	27.595189800000	11.132912620000
0.926204644900	6.254634091000	6.800523298000	0.926204644900	27.594671210000	11.132969690000
0.949359761000	6.253211457000	6.800740353000	0.949359761000	27.596060440000	11.132963340000
0.972514877200	6.254114748000	6.800509190000	0.972514877200	27.595370810000	11.132375680000
0.995669993300	6.252465801000	6.800829399000	0.995669993300	27.594813990000	11.132552120000
1.018825109000	6.253249489000	6.800089252000	1.018825109000	27.594654790000	11.132515950000
1.041980226000	6.251135564000	6.800315495000	1.041980226000	27.595236960000	11.132677600000
1.065135342000	6.252234335000	6.800509449000	1.065135342000	27.595030790000	11.132727170000
1.088290458000	6.251228782000	6.800593405000	1.088290458000	27.594956070000	11.132857050000
1.111445574000	6.252115864000	6.800243961000	1.111445574000	27.594998750000	11.132784540000
1.134600690000	6.255302900000	6.800143220000	1.134600690000	27.594621530000	11.132767740000
1.157755806000	6.258551269000	6.800093070000	1.157755806000	27.595468120000	11.132572530000
1.180910922000	6.262307153000	6.799240794000	1.180910922000	27.596213780000	11.132809450000
1.204066038000	6.261408396000	6.799545309000	1.204066038000	27.596577490000	11.133178600000
1.227221155000	6.258739759000	6.800052083000	1.227221155000	27.597619660000	11.132839020000
1.250376271000	6.257052683000	6.799989098000	1.250376271000	27.597348000000	11.133274750000
1.273531387000	6.256461348000	6.800106098000	1.273531387000	27.596256220000	11.133168420000
