GMendBEST			GMextBEST		
t	x	y	t	x	y
0.000000000000	27.940009510000	0.286466058400	0.000000000000	49.358615310000	9.118807907000
0.018880036250	27.939926410000	0.286367123000	0.018880036250	49.358622030000	9.118654939000
0.037760072500	27.940175950000	0.286884453600	0.037760072500	49.357971420000	9.118587141000
0.056640108750	27.939579440000	0.286900043600	0.056640108750	49.357840510000	9.118570985000
0.075520145000	27.940118700000	0.286528689200	0.075520145000	49.358300560000	9.118799237000
0.094400181250	27.941510520000	0.287240815800	0.094400181250	49.358072980000	9.118659294000
0.113280217500	27.939554120000	0.286791408000	0.113280217500	49.358195980000	9.118566694000
0.132160253700	27.939932250000	0.287116448400	0.132160253700	49.357392190000	9.119170582000
0.151040290000	27.939307900000	0.286600101700	0.151040290000	49.357958370000	9.119064136000
0.169920326200	27.940124730000	0.286877994500	0.169920326200	49.357968240000	9.118977127000
0.188800362500	27.940627390000	0.286664339800	0.188800362500	49.358117760000	9.118754480000
0.207680398700	27.941594780000	0.286851059500	0.207680398700	49.358736700000	9.118865821000
0.226560435000	27.942244730000	0.286423774300	0.226560435000	49.357981340000	9.119055083000
0.245440471200	27.940988520000	0.286483828500	0.245440471200	49.357570750000	9.119039550000
0.264320507500	27.942137000000	0.287090400000	0.264320507500	49.357980760000	9.119022885000
0.283200543700	27.941658870000	0.286247164400	0.283200543700	49.358088870000	9.119347198000
0.302080580000	27.940422070000	0.286856262200	0.302080580000	49.357279650000	9.119748331000
0.320960616200	27.938589600000	0.287128238800	0.320960616200	49.356708330000	9.120066958000
0.339840652500	27.938914960000	0.287531345500	0.339840652500	49.357060950000	9.120344574000
0.358720688700	27.938731270000	0.287046601100	0.358720688700	49.356278460000	9.120518029000
0.377600725000	27.938937400000	0.287843140400	0.377600725000	49.357459430000	9.120650076000
0.396480761200	27.939783270000	0.287545428800	0.396480761200	49.356254610000	9.120727663000
0.415360797500	27.939127750000	0.287623131600	0.415360797500	49.356678100000	9.120773942000
0.434240833700	27.938212520000	0.287351005200	0.434240833700	49.356413000000	9.120670310000
0.453120870000	27.937676300000	0.287220436800	0.453120870000	49.356792940000	9.121179000000
0.472000906200	27.940320870000	0.287415151200	0.472000906200	49.355874040000	9.121298242000
0.490880942500	27.939015010000	0.287718297100	0.490880942500	49.357213840000	9.120580666000
0.509760978700	27.939989650000	0.287559813200	0.509760978700	49.356694870000	9.120946016000
0.528641015000	27.939138070000	0.287725957100	0.528641015000	49.357348880000	9.120378599000
0.547521051200	27.939205240000	0.287670930600	0.547521051200	49.356223090000	9.120845125000
0.566401087500	27.940172760000	0.287761854600	0.566401087500	49.357002310000	9.120801591000
0.585281123700	27.939627160000	0.287728548400	0.585281123700	49.357132720000	9.120692340000
0.604161160000	27.938345860000	0.287311163900	0.604161160000	49.355380460000	9.121004191000
0.623041196200	27.940135170000	0.287923225600	0.623041196200	49.356053310000	9.121143021000
0.641921232500	27.939919440000	0.287607773800	0.641921232500	49.355534370000	9.121478626000
0.660801268700	27.939456600000	0.288030666800	0.660801268700	49.356576270000	9.120972486000
0.679681305000	27.939196900000	0.288172459000	0.679681305000	49.355696820000	9.121138739000
0.698561341200	27.939612680000	0.287998317000	0.698561341200	49.355204960000	9.121341754000
0.717441377500	27.940148190000	0.287594485400	0.717441377500	49.356184250000	9.121002803000
0.736321413700	27.939547130000	0.287924469800	0.736321413700	49.355704640000	9.120951517000
0.755201450000	27.938960120000	0.287833625700	0.755201450000	49.355647890000	9.121241944000
0.774081486200	27.939569970000	0.288127917900	0.774081486200	49.356727270000	9.121124799000
0.792961522500	27.937154540000	0.287849025100	0.792961522500	49.356439680000	9.121353212000
0.811841558700	27.938947640000	0.287864647300	0.811841558700	49.354808530000	9.121412604000
0.830721595000	27.937840110000	0.287810603300	0.830721595000	49.356026480000	9.121568121000
0.849601631200	27.938773130000	0.288270269500	0.849601631200	49.355748470000	9.121501819000
0.868481667500	27.939573050000	0.288244964800	0.868481667500	49.356289070000	9.121393595000
0.887361703700	27.940752150000	0.287420154700	0.887361703700	49.355541070000	9.121846343000
0.906241740000	27.938621800000	0.288136745200	0.906241740000	49.356616590000	9.121596032000
0.925121776200	27.940653100000	0.287952434900	0.925121776200	49.356042480000	9.122154184000
0.944001812500	27.937981620000	0.287841943900	0.944001812500	49.355663970000	9.122277350000
0.962881848700	27.939059230000	0.288311649000	0.962881848700	49.354534730000	9.122461971000
0.981761885000	27.938179330000	0.288246054200	0.981761885000	49.355140390000	9.122733514000
1.000641921000	27.939458340000	0.288550806300	1.000641921000	49.355167790000	9.122763313000
1.019521957000	27.938301320000	0.289078619900	1.019521957000	49.353798560000	9.123657290000
1.038401994000	27.937287220000	0.289060963300	1.038401994000	49.353921170000	9.123769240000
1.057282030000	27.937959730000	0.288782147500	1.057282030000	49.354150670000	9.123353291000
1.076162066000	27.937426690000	0.288176632400	1.076162066000	49.355048720000	9.123506884000
1.095042102000	27.939156750000	0.288722948600	1.095042102000	49.354497140000	9.123560366000
1.113922139000	27.938553540000	0.288586721200	1.113922139000	49.354186700000	9.123532816000
1.132802175000	27.938310930000	0.287936104700	1.132802175000	49.354426970000	9.123378953000
1.151682211000	27.939527530000	0.288071246100	1.151682211000	49.354127770000	9.123912484000
1.170562247000	27.939439640000	0.287989925600	1.170562247000	49.353990100000	9.124255483000
1.189442284000	27.938424100000	0.288226235900	1.189442284000	49.355143860000	9.123641027000
1.208322320000	27.939731390000	0.288038505200	1.208322320000	49.353960030000	9.123876125000
