GMfasBEST			GMext		
t	x	y	t	x	y
0.0000000000	26.1102294100	2.0855700970	0.0000000000	46.8214566000	8.5855793530
0.0240274875	26.1102748300	2.0858640510	0.0240274875	46.8219715400	8.5855346480
0.0480549749	26.1085254400	2.0867685170	0.0480549749	46.8213626200	8.5858006770
0.0720824623	26.1077103500	2.0870109770	0.0720824623	46.8216378800	8.5857065350
0.0961099498	26.1068990000	2.0871043460	0.0961099498	46.8216601200	8.5860701970
0.1201374372	26.1069698700	2.0870052880	0.1201374372	46.8213839100	8.5857626420
0.1441649247	26.1070856500	2.0873654080	0.1441649247	46.8216283200	8.5862198270
0.1681924121	26.1076980900	2.0871419700	0.1681924121	46.8213567700	8.5859302570
0.1922198996	26.1071473700	2.0866702370	0.1922198996	46.8210501400	8.5861982010
0.2162473870	26.1081681500	2.0864258330	0.2162473870	46.8211445000	8.5859523010
0.2402748745	26.1079412600	2.0865856050	0.2402748745	46.8212849300	8.5859549040
0.2643023619	26.1066800600	2.0866764160	0.2643023619	46.8217829000	8.5857170620
0.2883298493	26.1086866600	2.0865659730	0.2883298493	46.8215340400	8.5856358290
0.3123573368	26.1096516400	2.0861428120	0.3123573368	46.8219327700	8.5855126440
0.3363848242	26.1093214000	2.0859489310	0.3363848242	46.8214685400	8.5854742240
0.3604123117	26.1103283400	2.0854996250	0.3604123117	46.8218201400	8.5853996460
0.3844397991	26.1102300700	2.0857573120	0.3844397991	46.8221235900	8.5853551210
0.4084672866	26.1118161800	2.0854339700	0.4084672866	46.8221099100	8.5853505310
0.4324947740	26.1119917400	2.0856756030	0.4324947740	46.8214172500	8.5856004900
0.4565222615	26.1103568600	2.0859991840	0.4565222615	46.8218663400	8.5855510540
0.4805497489	26.1142629400	2.0854375420	0.4805497489	46.8219920100	8.5854124020
0.5045772364	26.1137008300	2.0854634750	0.5045772364	46.8219786500	8.5853347990
0.5286047238	26.1140150600	2.0851216060	0.5286047238	46.8218748300	8.5856094590
