GFsup2BEST?			GFext		
t	x	y	t	x	y
0.00000000000000	-7.40612325500000	18.27500963000000	0.00000000000000	1.13291996300000	23.52987615000000
0.05526083112000	-7.40849240700000	18.27159923000000	0.05526083112000	1.13213608500000	23.52910315000000
0.11052166220000	-7.40608277200000	18.27196597000000	0.11052166220000	1.12579497300000	23.52934549000000
0.16578249340000	-7.40880262400000	18.27111543000000	0.16578249340000	1.12286280300000	23.52995558000000
0.22104332450000	-7.41018690600000	18.27268752000000	0.22104332450000	1.12002338100000	23.52981464000000
0.27630415560000	-7.40454991000000	18.27299159000000	0.27630415560000	1.11680691700000	23.52977417000000
0.33156498670000	-7.40029766300000	18.27405537000000	0.33156498670000	1.11420067600000	23.53047744000000
0.38682581790000	-7.40636263600000	18.27165524000000	0.38682581790000	1.11124937000000	23.52976862000000
0.44208664900000	-7.40446579400000	18.27025329000000	0.44208664900000	1.10873727500000	23.53020859000000
0.49734748010000	-7.37994651900000	18.27298837000000	0.49734748010000	1.11185089100000	23.52973915000000
0.55260831120000	-7.40420107300000	18.26853862000000	0.55260831120000	1.10747406100000	23.53020319000000
0.60786914240000	-7.39646148000000	18.26846786000000	0.60786914240000	1.10741840400000	23.52920758000000
0.66312997350000	-7.39260700600000	18.26777933000000	0.66312997350000	1.10482641700000	23.52846199000000
0.71839080460000	-7.37964795000000	18.27044031000000	0.71839080460000	1.10942682400000	23.52922080000000
0.77365163570000	-7.38665528000000	18.26980382000000	0.77365163570000	1.10495135900000	23.52905565000000
0.82891246680000	-7.39297205700000	18.26836599000000	0.82891246680000	1.10703728500000	23.52886068000000
0.88417329800000	-7.39525370500000	18.26419828000000	0.88417329800000	1.10607640800000	23.52968821000000
0.93943412910000	-7.38638452100000	18.26794370000000	0.93943412910000	1.10170471900000	23.52950509000000
0.99469496020000	-7.38779837200000	18.26867763000000	0.99469496020000	1.10192922600000	23.52944320000000
1.04995579100000	-7.38511678900000	18.26853899000000	1.04995579100000	1.10340839200000	23.52952594000000
1.10521662200000	-7.37071199600000	18.26889820000000	1.10521662200000	1.10664447600000	23.52963731000000
1.16047745400000	-7.39532806700000	18.26697207000000	1.16047745400000	1.10408472500000	23.53073393000000
1.21573828500000	-7.38931805300000	18.26285147000000	1.21573828500000	1.10668626700000	23.53033587000000
1.27099911600000	-7.40014214500000	18.26591028000000	1.27099911600000	1.10493867300000	23.52957428000000
1.32625994700000	-7.40451653000000	18.26012350000000	1.32625994700000	1.10191855300000	23.52994729000000
1.38152077800000	-7.39411554600000	18.26385626000000	1.38152077800000	1.10101699500000	23.52966007000000
1.43678160900000	-7.38833776300000	18.26597597000000	1.43678160900000	1.10577679000000	23.52984225000000
1.49204244000000	-7.39260394800000	18.26396241000000	1.49204244000000	1.10529690900000	23.52879010000000
