CALbump			5+D1:F275		
1.66915052200000	18.96212143000000	6.36618505900000	1.66915052200000	-11.62943472000000	13.70507654000000
1.72876304000000	18.93274332000000	6.40581294600000	1.72876304000000	-11.61786360000000	13.70500542000000
1.78837555900000	18.94023453000000	6.41802418300000	1.78837555900000	-11.61209267000000	13.70505299000000
1.84798807700000	18.92465407000000	6.41596744300000	1.84798807700000	-11.60915037000000	13.70550228000000
1.90760059600000	18.92050084000000	6.41410509800000	1.90760059600000	-11.60630316000000	13.70605457000000
1.96721311500000	18.91806314000000	6.40892758300000	1.96721311500000	-11.60355765000000	13.70584865000000
2.02682563300000	18.91079299000000	6.40603375500000	2.02682563300000	-11.60224620000000	13.70591342000000
2.08643815200000	18.90308544000000	6.40779872900000	2.08643815200000	-11.60054523000000	13.70552441000000
2.14605067100000	18.91875971000000	6.41177742400000	2.14605067100000	-11.59930746000000	13.70556749000000
2.20566318900000	18.92473944000000	6.41737436400000	2.20566318900000	-11.60055212000000	13.70635608000000
2.26527570800000	18.92825848000000	6.42019592200000	2.26527570800000	-11.59960845000000	13.70628373000000
2.32488822700000	18.91793637000000	6.42088679000000	2.32488822700000	-11.60055080000000	13.70636528000000
2.38450074500000	18.92148006000000	6.42038522200000	2.38450074500000	-11.59643296000000	13.70567198000000
2.44411326400000	18.92443396000000	6.41636221400000	2.44411326400000	-11.59115201000000	13.70590751000000
2.50372578200000	18.93295783000000	6.42565046700000	2.50372578200000	-11.59855837000000	13.70645177000000
2.56333830100000	18.92893661000000	6.43170414100000	2.56333830100000	-11.59939159000000	13.70589495000000
2.62295082000000	18.93553287000000	6.43266939100000	2.62295082000000	-11.59894749000000	13.70657626000000
2.68256333800000	18.94753095000000	6.42623895500000	2.68256333800000	-11.59781142000000	13.70617888000000
2.74217585700000	18.98109488000000	6.42802832900000	2.74217585700000	-11.59110312000000	13.70555135000000
2.80178837600000	18.99588935000000	6.43032213600000	2.80178837600000	-11.58586798000000	13.70512689000000
2.86140089400000	19.00351915000000	6.43193619000000	2.86140089400000	-11.59352760000000	13.70522671000000
2.92101341300000	19.00144540000000	6.42985207200000	2.92101341300000	-11.59727252000000	13.70621075000000
2.98062593100000	19.00144285000000	6.42755384900000	2.98062593100000	-11.59705699000000	13.70643863000000
3.04023845000000	19.01080165000000	6.42719498300000	3.04023845000000	-11.59969564000000	13.70621398000000
3.09985096900000	19.01156473000000	6.42925042000000	3.09985096900000	-11.59975093000000	13.70630067000000
3.15946348700000	19.02583160000000	6.42577094400000	3.15946348700000	-11.59995634000000	13.70541193000000
3.21907600600000	19.04748114000000	6.42700386400000	3.21907600600000	-11.59826848000000	13.70493959000000
3.27868852500000	19.06867263000000	6.42996535600000	3.27868852500000	-11.59693500000000	13.70211205000000
3.33830104300000	19.08522961000000	6.43554551900000	3.33830104300000	-11.60760324000000	13.70031414000000
3.39791356200000	19.11124577000000	6.43891134800000	3.39791356200000	-11.60880346000000	13.70105424000000
3.45752608000000	19.13311110000000	6.44070525500000	3.45752608000000	-11.60784793000000	13.70286018000000
3.51713859900000	19.14569963000000	6.44267317400000	3.51713859900000	-11.61375643000000	13.70185805000000
3.57675111800000	19.16101839000000	6.44629658000000	3.57675111800000	-11.61241023000000	13.70266220000000
3.63636363600000	19.21215436000000	6.44370545400000	3.63636363600000	-11.61093852000000	13.70304797000000
3.69597615500000	19.24729510000000	6.42859871100000	3.69597615500000	-11.61049510000000	13.70439347000000
3.75558867400000	19.28085332000000	6.42555383500000	3.75558867400000	-11.60821996000000	13.70510450000000
3.81520119200000	19.30835953000000	6.42489646200000	3.81520119200000	-11.60546565000000	13.70539745000000
3.87481371100000	19.33754097000000	6.41781711200000	3.87481371100000	-11.60555352000000	13.70504695000000
3.93442623000000	19.37384180000000	6.41856826900000	3.93442623000000	-11.60221945000000	13.70493210000000
3.99403874800000	19.38912115000000	6.41501415900000	3.99403874800000	-11.59811780000000	13.70548333000000
4.05365126700000	19.37597750000000	6.42119187600000	4.05365126700000	-11.60199116000000	13.70550244000000
4.11326378500000	19.36525244000000	6.41994999600000	4.11326378500000	-11.60180630000000	13.70573435000000
4.17287630400000	19.36339341000000	6.42090121400000	4.17287630400000	-11.59965034000000	13.70595807000000
4.23248882300000	19.35810959000000	6.42235256200000	4.23248882300000	-11.59982886000000	13.70589857000000
4.29210134100000	19.35524052000000	6.42223569600000	4.29210134100000	-11.59888148000000	13.70556825000000
4.35171386000000	19.35846936000000	6.41713162700000	4.35171386000000	-11.59773380000000	13.70541064000000
4.41132637900000	19.36080279000000	6.41598654600000	4.41132637900000	-11.59736490000000	13.70528451000000
4.47093889700000	19.36603611000000	6.41811387700000	4.47093889700000	-11.59594962000000	13.70545785000000
4.53055141600000	19.37101553000000	6.42070701900000	4.53055141600000	-11.60045335000000	13.70521218000000
4.59016393400000	19.37363975000000	6.42122191400000	4.59016393400000	-11.60814041000000	13.70504172000000
4.64977645300000	19.37126640000000	6.41958308400000	4.64977645300000	-11.61348342000000	13.70469836000000
4.70938897200000	19.36740917000000	6.42036949400000	4.70938897200000	-11.61922811000000	13.70465923000000
4.76900149000000	19.36592148000000	6.42081261200000	4.76900149000000	-11.62085113000000	13.70517087000000
4.82861400900000	19.36717327000000	6.42399594800000	4.82861400900000	-11.61980450000000	13.70427701000000
4.88822652800000	19.37745330000000	6.42397081600000	4.88822652800000	-11.62051795000000	13.70346554000000
4.94783904600000	19.37865751000000	6.42529145500000	4.94783904600000	-11.62206741000000	13.70186493000000
5.00745156500000	19.38553337000000	6.42997982800000	5.00745156500000	-11.61781707000000	13.70121033000000
5.06706408300000	19.36376260000000	6.42818713600000	5.06706408300000	-11.61180424000000	13.70197732000000
5.12667660200000	19.35538805000000	6.42893677700000	5.12667660200000	-11.60719624000000	13.70307985000000
5.18628912100000	19.35730816000000	6.43213264100000	5.18628912100000	-11.60441144000000	13.70270209000000
5.24590163900000	19.36095483000000	6.43546283300000	5.24590163900000	-11.59702217000000	13.70272239000000
5.30551415800000	19.36509297000000	6.44042913700000	5.30551415800000	-11.59539971000000	13.70287629000000
5.36512667700000	19.37078571000000	6.44227905400000	5.36512667700000	-11.58276918000000	13.70299788000000
5.42473919500000	19.36774602000000	6.43761489700000	5.42473919500000	-11.57932912000000	13.70254443000000
5.48435171400000	19.36226437000000	6.43557317100000	5.48435171400000	-11.57828368000000	13.70326283000000
5.54396423200000	19.35663646000000	6.43376837100000	5.54396423200000	-11.58401748000000	13.70231851000000
5.60357675100000	19.34650854000000	6.43131673000000	5.60357675100000	-11.59272828000000	13.70302463000000
5.66318927000000	19.34808527000000	6.43244114000000	5.66318927000000	-11.59547896000000	13.70334157000000
5.72280178800000	19.35533073000000	6.43162030400000	5.72280178800000	-11.59469279000000	13.70363360000000
5.78241430700000	19.36424784000000	6.43498124700000	5.78241430700000	-11.60132823000000	13.70441123000000
5.84202682600000	19.35610487000000	6.43282039000000	5.84202682600000	-11.60660822000000	13.70458976000000
5.90163934400000	19.35014561000000	6.43278104500000	5.90163934400000	-11.61480471000000	13.70456035000000
5.96125186300000	19.34019506000000	6.43267902600000	5.96125186300000	-11.61601059000000	13.70384842000000
6.02086438200000	19.31808905000000	6.43038749700000	6.02086438200000	-11.62001350000000	13.69621224000000
6.08047690000000	19.30990003000000	6.43051531400000	6.08047690000000	-11.60275596000000	13.69458272000000
6.14008941900000	19.29032754000000	6.42879536700000	6.14008941900000	-11.60392422000000	13.69610668000000
6.19970193700000	19.26972973000000	6.42785008900000	6.19970193700000	-11.60705224000000	13.70012946000000
6.25931445600000	19.25768124000000	6.42693709500000	6.25931445600000	-11.62181382000000	13.70160945000000
6.31892697500000	19.26049692000000	6.42730714700000	6.31892697500000	-11.61890519000000	13.70140533000000
6.37853949300000	19.23957986000000	6.43150255400000	6.37853949300000	-11.61809972000000	13.70210334000000
6.43815201200000	19.20244715000000	6.43098948000000	6.43815201200000	-11.61768591000000	13.70346678000000
6.49776453100000	19.18405154000000	6.42672506100000	6.49776453100000	-11.61863208000000	13.70345162000000
6.55737704900000	19.14179131000000	6.42614767400000	6.55737704900000	-11.61817966000000	13.70477334000000
6.61698956800000	19.11785251000000	6.42647413600000	6.61698956800000	-11.61762391000000	13.70675722000000
6.67660208600000	19.11580638000000	6.42780580700000	6.67660208600000	-11.61613654000000	13.70715794000000
6.73621460500000	19.11461093000000	6.42851491000000	6.73621460500000	-11.61559230000000	13.70759783000000
6.79582712400000	19.09970301000000	6.42760382500000	6.79582712400000	-11.61723730000000	13.70794111000000
6.85543964200000	19.07728124000000	6.43596517900000	6.85543964200000	-11.62077428000000	13.70795197000000
6.91505216100000	19.04924280000000	6.43302727100000	6.91505216100000	-11.62636706000000	13.70789639000000
6.97466468000000	19.01125230000000	6.43710581600000	6.97466468000000	-11.62507621000000	13.70814943000000
7.03427719800000	18.92808753000000	6.42894904700000	7.03427719800000	-11.62310933000000	13.70808360000000
7.09388971700000	18.87660711000000	6.42447752000000	7.09388971700000	-11.62018132000000	13.70784453000000
7.15350223500000	18.83307858000000	6.42717520300000	7.15350223500000	-11.62154230000000	13.70701195000000
7.21311475400000	18.80140214000000	6.42681828800000	7.21311475400000	-11.62312347000000	13.70723702000000
7.27272727300000	18.75605670000000	6.42813624100000	7.27272727300000	-11.62309353000000	13.70780680000000
7.33233979100000	18.71789914000000	6.42396184700000	7.33233979100000	-11.62368558000000	13.70758683000000
7.39195231000000	18.70367858000000	6.42640636100000	7.39195231000000	-11.62063350000000	13.70754876000000
7.45156482900000	18.68551856000000	6.42444542200000	7.45156482900000	-11.62315912000000	13.70712794000000
7.51117734700000	18.62883499000000	6.42250182700000	7.51117734700000	-11.62739040000000	13.70676158000000
7.57078986600000	18.58432730000000	6.41588172700000	7.57078986600000	-11.62258622000000	13.70603921000000
7.63040238500000	18.53304905000000	6.41786133000000	7.63040238500000	-11.61939446000000	13.70490618000000
7.69001490300000	18.52573926000000	6.42043417100000	7.69001490300000	-11.61544449000000	13.70277861000000
7.74962742200000	18.52415700000000	6.42361815000000	7.74962742200000	-11.61853552000000	13.70261742000000
7.80923994000000	18.51772404000000	6.42530055100000	7.80923994000000	-11.63310941000000	13.70238609000000
7.86885245900000	18.50496367000000	6.42696337900000	7.86885245900000	-11.65724646000000	13.70299889000000
7.92846497800000	18.51149394000000	6.42881353700000	7.92846497800000	-11.67546447000000	13.70513699000000
7.98807749600000	18.50541595000000	6.42976912500000	7.98807749600000	-11.69147612000000	13.70588664000000
8.04769001500000	18.49842263000000	6.42894236200000	8.04769001500000	-11.69269352000000	13.70628710000000
8.10730253400000	18.50242867000000	6.42725993900000	8.10730253400000	-11.69256820000000	13.70687142000000
8.16691505200000	18.50241199000000	6.42436045800000	8.16691505200000	-11.68854113000000	13.70704492000000
8.22652757100000	18.50708035000000	6.42290808700000	8.22652757100000	-11.69019622000000	13.70714690000000
8.28614008900000	18.50618565000000	6.42189878600000	8.28614008900000	-11.68841724000000	13.70727520000000
8.34575260800000	18.50617956000000	6.42017488100000	8.34575260800000	-11.68684848000000	13.70714154000000
8.40536512700000	18.51648176000000	6.42184726200000	8.40536512700000	-11.68900690000000	13.70716000000000
8.46497764500000	18.52118335000000	6.42238556100000	8.46497764500000	-11.68877886000000	13.70708135000000
8.52459016400000	18.52473901000000	6.42322028300000	8.52459016400000	-11.68938126000000	13.70750158000000
8.58420268300000	18.52534306000000	6.42250681100000	8.58420268300000	-11.68958653000000	13.70743215000000
8.64381520100000	18.52502881000000	6.42174201600000	8.64381520100000	-11.68912456000000	13.70743904000000
8.70342772000000	18.52276776000000	6.42095395500000	8.70342772000000	-11.69108372000000	13.70775535000000
8.76304023800000	18.51589318000000	6.41985059100000	8.76304023800000	-11.68966333000000	13.70797539000000
8.82265275700000	18.51952031000000	6.42136136300000	8.82265275700000	-11.68744159000000	13.70789641000000
8.88226527600000	18.52618084000000	6.42305213200000	8.88226527600000	-11.68584554000000	13.70724219000000
8.94187779400000	18.53917296000000	6.42683738100000	8.94187779400000	-11.68290721000000	13.70651635000000
9.00149031300000	18.53976994000000	6.42517103700000	9.00149031300000	-11.67954750000000	13.70672248000000
9.06110283200000	18.53868830000000	6.42468859400000	9.06110283200000	-11.68001709000000	13.70580261000000
9.12071535000000	18.54375006000000	6.42542856600000	9.12071535000000	-11.67900116000000	13.70567152000000
9.18032786900000	18.54580773000000	6.42242809100000	9.18032786900000	-11.67634688000000	13.70538243000000
9.23994038700000	18.53276131000000	6.41494608300000	9.23994038700000	-11.68184360000000	13.70615421000000
9.29955290600000	18.52876208000000	6.41349950500000	9.29955290600000	-11.68372876000000	13.70601518000000
9.35916542500000	18.54420398000000	6.41793559400000	9.35916542500000	-11.67779461000000	13.70477485000000
9.41877794300000	18.54792966000000	6.41814624200000	9.41877794300000	-11.67959080000000	13.70538035000000
9.47839046200000	18.54359171000000	6.41832975300000	9.47839046200000	-11.68183741000000	13.70494430000000
9.53800298100000	18.54211485000000	6.41704360200000	9.53800298100000	-11.67781600000000	13.70477504000000
9.59761549900000	18.54725542000000	6.41443271400000	9.59761549900000	-11.68080327000000	13.70548856000000
9.65722801800000	18.52784552000000	6.40581809400000	9.65722801800000	-11.68118650000000	13.70535542000000
9.71684053700000	18.51775363000000	6.39785308600000	9.71684053700000	-11.67940435000000	13.70587565000000
9.77645305500000	18.52462371000000	6.40188999200000	9.77645305500000	-11.68132181000000	13.70616961000000
9.83606557400000	18.52618412000000	6.40230687100000	9.83606557400000	-11.68360721000000	13.70646760000000
9.89567809200000	18.53267337000000	6.40915294400000	9.89567809200000	-11.68265800000000	13.70656552000000
9.95529061100000	18.53605742000000	6.41056079900000	9.95529061100000	-11.68275741000000	13.70670175000000
10.01490313000000	18.53957455000000	6.41233264200000	10.01490313000000	-11.68102302000000	13.70680241000000
10.07451565000000	18.54837185000000	6.41734763100000	10.07451565000000	-11.68043073000000	13.70679648000000
10.13412817000000	18.54700903000000	6.41283000800000	10.13412817000000	-11.68032375000000	13.70714202000000
10.19374069000000	18.54631715000000	6.41382118700000	10.19374069000000	-11.67730410000000	13.70752003000000
10.25335320000000	18.54601423000000	6.41534635600000	10.25335320000000	-11.67732720000000	13.70750444000000
10.31296572000000	18.54762461000000	6.41732120600000	10.31296572000000	-11.67647518000000	13.70734791000000
10.37257824000000	18.54057026000000	6.41396820700000	10.37257824000000	-11.67704459000000	13.70726093000000
10.43219076000000	18.54368225000000	6.41667622300000	10.43219076000000	-11.67691614000000	13.70742639000000
10.49180328000000	18.54911251000000	6.42081294200000	10.49180328000000	-11.67675791000000	13.70713767000000
10.55141580000000	18.54769442000000	6.42135982300000	10.55141580000000	-11.67535355000000	13.70704461000000
10.61102832000000	18.54699016000000	6.41903043100000	10.61102832000000	-11.67505922000000	13.70674206000000
10.67064083000000	18.55937120000000	6.42247881500000	10.67064083000000	-11.67276475000000	13.70528398000000
10.73025335000000	18.56044870000000	6.42257279700000	10.73025335000000	-11.67641434000000	13.70613298000000
10.78986587000000	18.55407776000000	6.42086065300000	10.78986587000000	-11.67363676000000	13.70649660000000
10.84947839000000	18.54713478000000	6.41988069200000	10.84947839000000	-11.67239977000000	13.70582658000000
10.90909091000000	18.54145671000000	6.42224533600000	10.90909091000000	-11.67663376000000	13.70680035000000
10.96870343000000	18.54205257000000	6.42707710900000	10.96870343000000	-11.67859491000000	13.70740975000000
11.02831595000000	18.52902641000000	6.42521589600000	11.02831595000000	-11.67894673000000	13.70771992000000
11.08792846000000	18.52561598000000	6.42262837900000	11.08792846000000	-11.68068750000000	13.70786990000000
11.14754098000000	18.52459977000000	6.42105520300000	11.14754098000000	-11.68059123000000	13.70742886000000
11.20715350000000	18.52076008000000	6.41736438200000	11.20715350000000	-11.67944171000000	13.70735412000000
11.26676602000000	18.52785991000000	6.41760913700000	11.26676602000000	-11.67768980000000	13.70640550000000
11.32637854000000	18.54224287000000	6.42021770200000	11.32637854000000	-11.67807313000000	13.70581507000000
11.38599106000000	18.54308547000000	6.41876154500000	11.38599106000000	-11.67253210000000	13.70519283000000
11.44560358000000	18.56587126000000	6.42285583600000	11.44560358000000	-11.67095427000000	13.70503683000000
11.50521610000000	18.59365859000000	6.40771166000000	11.50521610000000	-11.66712039000000	13.70511052000000
11.56482861000000	18.63554000000000	6.41723567000000	11.56482861000000	-11.66374361000000	13.70557300000000
11.62444113000000	18.65782734000000	6.40111500800000	11.62444113000000	-11.66220946000000	13.70549661000000
11.68405365000000	18.68882466000000	6.40766799100000	11.68405365000000	-11.65939126000000	13.70488555000000
11.74366617000000	18.69855469000000	6.41971502200000	11.74366617000000	-11.65665116000000	13.70389079000000
11.80327869000000	18.70551315000000	6.43177083200000	11.80327869000000	-11.67003820000000	13.70182491000000
11.86289121000000	18.71331503000000	6.43848867600000	11.86289121000000	-11.67319646000000	13.70242412000000
11.92250373000000	18.71073802000000	6.43861593900000	11.92250373000000	-11.67700095000000	13.70427526000000
11.98211624000000	18.69877840000000	6.43277628800000	11.98211624000000	-11.67932786000000	13.70510700000000
12.04172876000000	18.69903173000000	6.43367290300000	12.04172876000000	-11.67755610000000	13.70576235000000
12.10134128000000	18.69338619000000	6.43085244300000	12.10134128000000	-11.67636849000000	13.70586700000000
12.16095380000000	18.69269303000000	6.42991473900000	12.16095380000000	-11.67366185000000	13.70602207000000
12.22056632000000	18.68881097000000	6.42744447300000	12.22056632000000	-11.67749322000000	13.70650839000000
12.28017884000000	18.68763792000000	6.42709606300000	12.28017884000000	-11.67549965000000	13.70649612000000
12.33979136000000	18.68282159000000	6.42354714600000	12.33979136000000	-11.67501722000000	13.70656549000000
12.39940387000000	18.68056994000000	6.42313218900000	12.39940387000000	-11.67579685000000	13.70689234000000
12.45901639000000	18.68332405000000	6.42422332200000	12.45901639000000	-11.67428436000000	13.70690225000000
12.51862891000000	18.68787658000000	6.42570133200000	12.51862891000000	-11.67384617000000	13.70716097000000
12.57824143000000	18.69182969000000	6.42594795300000	12.57824143000000	-11.67785057000000	13.70703492000000
12.63785395000000	18.69625480000000	6.42688184600000	12.63785395000000	-11.67866843000000	13.70735767000000
12.69746647000000	18.68482902000000	6.42235741500000	12.69746647000000	-11.67943105000000	13.70715306000000
12.75707899000000	18.67770103000000	6.41835522200000	12.75707899000000	-11.68279526000000	13.70733512000000
12.81669151000000	18.66636482000000	6.41863212200000	12.81669151000000	-11.68500764000000	13.70766525000000
12.87630402000000	18.66063355000000	6.41648658400000	12.87630402000000	-11.68717796000000	13.70762608000000
12.93591654000000	18.65710737000000	6.41797451500000	12.93591654000000	-11.68781606000000	13.70761201000000
12.99552906000000	18.65609529000000	6.42056924400000	12.99552906000000	-11.68842671000000	13.70763828000000
13.05514158000000	18.65832524000000	6.42352836600000	13.05514158000000	-11.68832870000000	13.70742000000000
13.11475410000000	18.66914333000000	6.42845327400000	13.11475410000000	-11.68682519000000	13.70775124000000
13.17436662000000	18.67542209000000	6.43148295200000	13.17436662000000	-11.68487563000000	13.70794232000000
13.23397914000000	18.67785707000000	6.43194829700000	13.23397914000000	-11.68498893000000	13.70777193000000
13.29359165000000	18.67831195000000	6.43308274400000	13.29359165000000	-11.68696897000000	13.70772059000000
13.35320417000000	18.68862450000000	6.44413792700000	13.35320417000000	-11.68623779000000	13.70772629000000
13.41281669000000	18.69264086000000	6.45103054200000	13.41281669000000	-11.68672318000000	13.70804763000000
13.47242921000000	18.69817696000000	6.45739806700000	13.47242921000000	-11.68722477000000	13.70762689000000
13.53204173000000	18.68904720000000	6.44769008700000	13.53204173000000	-11.68666742000000	13.70749795000000
13.59165425000000	18.69012539000000	6.44922324200000	13.59165425000000	-11.68733741000000	13.70752557000000
13.65126677000000	18.69355095000000	6.44962870200000	13.65126677000000	-11.68645002000000	13.70746448000000
13.71087928000000	18.69503340000000	6.45050027700000	13.71087928000000	-11.68711901000000	13.70751928000000
13.77049180000000	18.68876640000000	6.44317792100000	13.77049180000000	-11.68952920000000	13.70726627000000
13.83010432000000	18.67965694000000	6.43796465200000	13.83010432000000	-11.69131887000000	13.70669305000000
13.88971684000000	18.67803368000000	6.43632747800000	13.88971684000000	-11.69158190000000	13.70670650000000
13.94932936000000	18.66484351000000	6.43112313800000	13.94932936000000	-11.69299221000000	13.70569570000000
14.00894188000000	18.65324640000000	6.42850273800000	14.00894188000000	-11.69348714000000	13.70617416000000
14.06855440000000	18.63192408000000	6.43820883900000	14.06855440000000	-11.69510210000000	13.70580857000000
14.12816692000000	18.61524478000000	6.43720590600000	14.12816692000000	-11.69618140000000	13.70573290000000
14.18777943000000	18.61212909000000	6.43753321100000	14.18777943000000	-11.69798563000000	13.70649201000000
14.24739195000000	18.59643491000000	6.43364850400000	14.24739195000000	-11.69907000000000	13.70592190000000
14.30700447000000	18.56063372000000	6.43981129300000	14.30700447000000	-11.69714021000000	13.70627774000000
14.36661699000000	18.53523434000000	6.43427452100000	14.36661699000000	-11.69826349000000	13.70619779000000
14.42622951000000	18.52878520000000	6.43528366100000	14.42622951000000	-11.69593282000000	13.70670917000000
14.48584203000000	18.52258107000000	6.43518604600000	14.48584203000000	-11.69525988000000	13.70735603000000
14.54545455000000	18.49494079000000	6.42932925700000	14.54545455000000	-11.69416149000000	13.70735633000000
14.60506706000000	18.49801325000000	6.42962349700000	14.60506706000000	-11.69344207000000	13.70717338000000
14.66467958000000	18.50656703000000	6.42917602600000	14.66467958000000	-11.69282483000000	13.70679572000000
14.72429210000000	18.50082323000000	6.42719853100000	14.72429210000000	-11.69069487000000	13.70599954000000
14.78390462000000	18.50126513000000	6.42580692000000	14.78390462000000	-11.69203293000000	13.70588019000000
14.84351714000000	18.47161454000000	6.43003271700000	14.84351714000000	-11.69035875000000	13.70601585000000
14.90312966000000	18.51638784000000	6.41227277400000	14.90312966000000	-11.62429187000000	13.70270649000000
14.96274218000000	19.64669450000000	6.33929294800000	14.96274218000000	-11.68494959000000	13.69647274000000
15.02235469000000	20.82035856000000	6.27032961400000	15.02235469000000	-11.40792330000000	13.67540987000000
15.08196721000000	21.00846679000000	6.26318817100000	15.08196721000000	-11.23632187000000	13.67176796000000
15.14157973000000	20.69648633000000	6.26407308800000	15.14157973000000	-11.24784989000000	13.66382285000000
15.20119225000000	20.40143266000000	6.27980147600000	15.20119225000000	-11.24612538000000	13.65689198000000
15.26080477000000	20.39423071000000	6.26624160300000	15.26080477000000	-11.25299788000000	13.64908854000000
15.32041729000000	20.48179463000000	6.20777507300000	15.32041729000000	-11.24488873000000	13.64814586000000
15.38002981000000	20.48966919000000	6.19817250400000	15.38002981000000	-11.23576829000000	13.64516770000000
15.43964232000000	20.47342669000000	6.18932272100000	15.43964232000000	-11.22666061000000	13.64441231000000
15.49925484000000	20.56688451000000	6.13358259200000	15.49925484000000	-11.20509147000000	13.64298487000000
15.55886736000000	20.62447951000000	6.05789480400000	15.55886736000000	-11.21395212000000	13.64132738000000
15.61847988000000	20.64293166000000	5.97349294900000	15.61847988000000	-11.21862901000000	13.64025738000000
15.67809240000000	20.68889484000000	5.83145153800000	15.67809240000000	-11.23062066000000	13.63903741000000
15.73770492000000	20.74864764000000	5.69031332100000	15.73770492000000	-11.22577251000000	13.63810266000000
15.79731744000000	20.74694305000000	5.57795006700000	15.79731744000000	-11.22150566000000	13.63542848000000
15.85692996000000	20.85437154000000	5.45387275600000	15.85692996000000	-11.21189397000000	13.63893889000000
15.91654247000000	21.04104048000000	5.30284748400000	15.91654247000000	-11.16898246000000	13.63864792000000
15.97615499000000	21.20574047000000	5.20476995900000	15.97615499000000	-11.12554467000000	13.62627148000000
16.03576751000000	21.49964268000000	5.14421278900000	16.03576751000000	-11.13356685000000	13.62538407000000
16.09538003000000	21.69166503000000	5.06623496600000	16.09538003000000	-10.99906339000000	13.60175562000000
16.15499255000000	21.77569333000000	4.94454785100000	16.15499255000000	-10.58946454000000	13.56007652000000
			16.21460507000000	-9.45839289700000	13.58947579000000
