mass_A			SOLext		
2.026825633000	16.691164200000	8.025123064000	2.026825633000	-11.303805840000	14.502958400000
2.086438152000	16.641880990000	8.014251193000	2.086438152000	-11.304728690000	14.502947900000
2.146050671000	16.550734370000	8.014782469000	2.146050671000	-11.305694210000	14.502956780000
2.205663189000	16.479225890000	8.009775284000	2.205663189000	-11.305950790000	14.502889020000
2.265275708000	16.351845220000	8.017228706000	2.265275708000	-11.309094010000	14.503011710000
2.324888227000	16.295354090000	8.013260437000	2.324888227000	-11.309070080000	14.502800740000
2.384500745000	16.207925720000	7.995048947000	2.384500745000	-11.309315400000	14.502816730000
2.444113264000	16.103629740000	7.998341064000	2.444113264000	-11.309542780000	14.502842280000
2.503725782000	16.005448100000	8.000465183000	2.503725782000	-11.310066630000	14.502939390000
2.563338301000	15.903278200000	8.003733378000	2.563338301000	-11.310630890000	14.502890880000
2.622950820000	15.767785280000	8.013672067000	2.622950820000	-11.310159310000	14.503053220000
2.682563338000	15.657042230000	8.012717705000	2.682563338000	-11.309156120000	14.502731760000
2.742175857000	15.596871120000	8.014356567000	2.742175857000	-11.307805370000	14.502966760000
2.801788376000	15.567419480000	8.015740240000	2.801788376000	-11.309765490000	14.502883100000
2.861400894000	15.423979970000	8.015614712000	2.861400894000	-11.310467350000	14.502731300000
2.921013413000	15.250316510000	8.014668490000	2.921013413000	-11.309835250000	14.502885680000
2.980625931000	15.161416770000	8.019135290000	2.980625931000	-11.310801280000	14.502925420000
3.040238450000	15.111910510000	8.028465737000	3.040238450000	-11.310713920000	14.502915240000
3.099850969000	14.955862050000	8.032284826000	3.099850969000	-11.310731800000	14.503030750000
3.159463487000	14.774342180000	8.034264518000	3.159463487000	-11.311612630000	14.502877190000
3.219076006000	14.685063670000	8.056998074000	3.219076006000	-11.308187660000	14.502868290000
3.278688525000	14.552303400000	8.066236928000	3.278688525000	-11.310359530000	14.502836150000
3.338301043000	14.457737920000	8.080437711000	3.338301043000	-11.309140450000	14.502858200000
3.397913562000	14.395518700000	8.085437573000	3.397913562000	-11.309995520000	14.502928650000
3.457526080000	14.218715520000	8.090229525000	3.457526080000	-11.311530100000	14.502857950000
3.517138599000	14.188691660000	8.098821214000	3.517138599000	-11.312383840000	14.502853890000
3.576751118000	14.085938050000	8.098234692000	3.576751118000	-11.309796420000	14.502826430000
3.636363636000	13.926077140000	8.090610826000	3.636363636000	-11.313041870000	14.502882970000
3.695976155000	13.779994660000	8.097595932000	3.695976155000	-11.312322630000	14.502803720000
3.755588674000	13.651609480000	8.104006156000	3.755588674000	-11.311125210000	14.502778530000
3.815201192000	13.467839690000	8.119535197000	3.815201192000	-11.308091200000	14.502900530000
3.874813711000	13.351914670000	8.117756993000	3.874813711000	-11.310043200000	14.502808650000
3.934426230000	13.260875930000	8.110937398000	3.934426230000	-11.311211680000	14.502960790000
3.994038748000	13.240613430000	8.115711662000	3.994038748000	-11.311302850000	14.502924970000
4.053651267000	13.141776310000	8.115984571000	4.053651267000	-11.313353790000	14.502613590000
4.113263785000	13.138660940000	8.134693421000	4.113263785000	-11.315374860000	14.502751180000
4.172876304000	13.138409000000	8.146525732000	4.172876304000	-11.313294070000	14.502641420000
4.232488823000	13.128458580000	8.154087012000	4.232488823000	-11.312543000000	14.502774060000
4.292101341000	13.130837120000	8.152428351000	4.292101341000	-11.312813150000	14.502769150000
4.351713860000	13.129640150000	8.152578350000	4.351713860000	-11.310221870000	14.502678350000
4.411326379000	13.136863060000	8.159436649000	4.411326379000	-11.312100440000	14.502723410000
4.470938897000	13.126701430000	8.163233568000	4.470938897000	-11.311809420000	14.502599000000
4.530551416000	13.120106410000	8.167239181000	4.530551416000	-11.310055290000	14.502783240000
4.590163934000	13.114293240000	8.165049204000	4.590163934000	-11.313410020000	14.502738790000
4.649776453000	13.125056870000	8.168196774000	4.649776453000	-11.313589260000	14.502786810000
4.709388972000	13.131293710000	8.167578235000	4.709388972000	-11.312604930000	14.502790740000
4.769001490000	13.157965950000	8.170605277000	4.769001490000	-11.314909640000	14.502649630000
4.828614009000	13.148395150000	8.171929661000	4.828614009000	-11.315028070000	14.502607420000
4.888226528000	13.187870330000	8.169845056000	4.888226528000	-11.314822460000	14.502547090000
4.947839046000	13.221946640000	8.171441941000	4.947839046000	-11.312064660000	14.502492560000
5.007451565000	13.292998520000	8.180901481000	5.007451565000	-11.312764190000	14.502565380000
5.067064083000	13.403460920000	8.174638515000	5.067064083000	-11.313164070000	14.502572420000
5.126676602000	13.449004250000	8.178691962000	5.126676602000	-11.311590460000	14.502652240000
5.186289121000	13.534831800000	8.181410353000	5.186289121000	-11.313406080000	14.502523170000
5.245901639000	13.579414040000	8.183124798000	5.245901639000	-11.311211860000	14.502594500000
5.305514158000	13.691415300000	8.178358060000	5.305514158000	-11.310547810000	14.502616360000
5.365126677000	13.807216700000	8.170851276000	5.365126677000	-11.307601010000	14.502659030000
5.424739195000	13.936215800000	8.169138990000	5.424739195000	-11.308061720000	14.502575160000
5.484351714000	14.039428840000	8.156840535000	5.484351714000	-11.307377480000	14.502673480000
5.543964232000	14.145300370000	8.154532395000	5.543964232000	-11.307175680000	14.502684610000
5.603576751000	14.255146760000	8.142968871000	5.603576751000	-11.308587430000	14.502668190000
5.663189270000	14.380013090000	8.134862729000	5.663189270000	-11.308378190000	14.502508710000
5.722801788000	14.489719090000	8.134421060000	5.722801788000	-11.308316970000	14.502539490000
5.782414307000	14.567286960000	8.117080709000	5.782414307000	-11.307072510000	14.502680870000
5.842026826000	14.731906160000	8.137072049000	5.842026826000	-11.307345670000	14.502652430000
5.901639344000	14.843131600000	8.130523745000	5.901639344000	-11.307640750000	14.502548930000
5.961251863000	14.928892360000	8.140319579000	5.961251863000	-11.305845690000	14.502617290000
6.020864382000	15.037676500000	8.139200675000	6.020864382000	-11.305025000000	14.502562050000
6.080476900000	15.111303690000	8.148750944000	6.080476900000	-11.306103150000	14.502589950000
6.140089419000	15.221950840000	8.137072611000	6.140089419000	-11.305063300000	14.502642720000
6.199701937000	15.221688820000	8.122147161000	6.199701937000	-11.303104090000	14.502477280000
6.259314456000	15.298602170000	8.102332282000	6.259314456000	-11.304557080000	14.502678210000
6.318926975000	15.348434870000	8.098633767000	6.318926975000	-11.303161310000	14.502554350000
6.378539493000	15.424837890000	8.080531806000	6.378539493000	-11.304185480000	14.502671550000
6.438152012000	15.417897140000	8.086959121000	6.438152012000	-11.300896070000	14.502599460000
6.497764531000	15.501382730000	8.084694575000	6.497764531000	-11.301790910000	14.502642380000
6.557377049000	15.557652560000	8.075447924000	6.557377049000	-11.301210690000	14.502601190000
6.616989568000	15.598139630000	8.078295919000	6.616989568000	-11.297230040000	14.502703870000
6.676602086000	15.730293100000	8.067460347000	6.676602086000	-11.299064280000	14.502708580000
6.736214605000	15.747333060000	8.029340747000	6.736214605000	-11.299936960000	14.502728310000
6.795827124000	15.763670630000	8.013082320000	6.795827124000	-11.297524530000	14.502583670000
6.855439642000	15.760155040000	7.992174948000	6.855439642000	-11.300978510000	14.502777750000
6.915052161000	15.802720590000	7.987947713000	6.915052161000	-11.298645580000	14.502676510000
6.974664680000	15.874145240000	8.002351928000	6.974664680000	-11.297720770000	14.502926670000
7.034277198000	15.971876080000	7.990550663000	7.034277198000	-11.298237840000	14.502923060000
7.093889717000	16.004487780000	7.963999363000	7.093889717000	-11.295305030000	14.503095060000
7.153502235000	16.000805130000	7.939405471000	7.153502235000	-11.294762900000	14.502867220000
7.213114754000	16.055354400000	7.930048441000	7.213114754000	-11.292970710000	14.503046480000
7.272727273000	16.063333180000	7.907178310000	7.272727273000	-11.294437510000	14.503009100000
7.332339791000	16.040532620000	7.913777558000	7.332339791000	-11.295136930000	14.503136050000
7.391952310000	16.055391200000	7.917573476000	7.391952310000	-11.296525990000	14.502763320000
7.451564829000	16.061843410000	7.889112363000	7.451564829000	-11.294896690000	14.503048190000
7.511177347000	16.098396960000	7.875380643000	7.511177347000	-11.299637680000	14.503072410000
7.570789866000	16.193712800000	7.850482881000	7.570789866000	-11.297851590000	14.503091800000
7.630402385000	16.313612210000	7.851653471000	7.630402385000	-11.296949000000	14.503246020000
7.690014903000	16.328869390000	7.845826903000	7.690014903000	-11.300132660000	14.503248780000
7.749627422000	16.364312050000	7.842429045000	7.749627422000	-11.298610260000	14.503315560000
7.809239940000	16.349793430000	7.841456502000	7.809239940000	-11.301577920000	14.503200290000
7.868852459000	16.360010590000	7.844884304000	7.868852459000	-11.302439740000	14.503306150000
7.928464978000	16.332404900000	7.851041465000	7.928464978000	-11.298886570000	14.503417490000
7.988077496000	16.348860470000	7.850573420000	7.988077496000	-11.298682850000	14.503503320000
8.047690015000	16.344579870000	7.850733477000	8.047690015000	-11.299280970000	14.503660230000
8.107302534000	16.342182640000	7.858822633000	8.107302534000	-11.303861960000	14.503556690000
8.166915052000	16.331705430000	7.855893169000	8.166915052000	-11.303502940000	14.503500960000
8.226527571000	16.342219460000	7.841942657000	8.226527571000	-11.302613540000	14.503218840000
8.286140089000	16.336266880000	7.851506112000	8.286140089000	-11.306897150000	14.503359840000
8.345752608000	16.347338770000	7.861299548000	8.345752608000	-11.304051480000	14.503179110000
8.405365127000	16.356906580000	7.860787499000	8.405365127000	-11.303002630000	14.503250210000
8.464977645000	16.344593940000	7.862635239000	8.464977645000	-11.301292500000	14.503409210000
8.524590164000	16.355208360000	7.861835679000	8.524590164000	-11.302782170000	14.503541860000
8.584202683000	16.353465290000	7.855789974000	8.584202683000	-11.303531990000	14.503354010000
8.643815201000	16.351432360000	7.861364970000	8.643815201000	-11.300857140000	14.503449030000
8.703427720000	16.348930760000	7.863436916000	8.703427720000	-11.302163300000	14.503473770000
8.763040238000	16.355897300000	7.844295979000	8.763040238000	-11.298991610000	14.503743090000
8.822652757000	16.366964840000	7.843277535000	8.822652757000	-11.299389130000	14.503601830000
8.882265276000	16.345721220000	7.856220397000	8.882265276000	-11.296817550000	14.503977280000
8.941877794000	16.299701360000	7.865782772000	8.941877794000	-11.299439580000	14.503775870000
9.001490313000	16.229468080000	7.866846037000	9.001490313000	-11.299588820000	14.503553900000
9.061102832000	16.207896510000	7.866741166000	9.061102832000	-11.303393370000	14.503765230000
9.120715350000	16.177402150000	7.874007085000	9.120715350000	-11.305205580000	14.503609190000
9.180327869000	16.122184850000	7.878325016000	9.180327869000	-11.305667880000	14.503891260000
9.239940387000	16.140594730000	7.860351869000	9.239940387000	-11.307384510000	14.503809140000
9.299552906000	16.021367050000	7.863919483000	9.299552906000	-11.307398220000	14.503744200000
9.359165425000	15.997855130000	7.867223256000	9.359165425000	-11.306940100000	14.503543300000
9.418777943000	15.921135330000	7.876531593000	9.418777943000	-11.307626690000	14.503759920000
9.478390462000	15.870545590000	7.896241456000	9.478390462000	-11.308078760000	14.503612640000
9.538002981000	15.877774980000	7.913450830000	9.538002981000	-11.309845880000	14.503742990000
9.597615499000	15.814202700000	7.930604515000	9.597615499000	-11.306936180000	14.503687390000
9.657228018000	15.820599580000	7.949036490000	9.657228018000	-11.309687090000	14.503691280000
9.716840537000	15.742654560000	7.943859868000	9.716840537000	-11.310547970000	14.503812160000
9.776453055000	15.692527770000	7.946642101000	9.776453055000	-11.312519420000	14.503602880000
9.836065574000	15.676502410000	7.963464215000	9.836065574000	-11.312930160000	14.503611080000
9.895678092000	15.570664130000	7.973859346000	9.895678092000	-11.311854760000	14.503607810000
9.955290611000	15.536251140000	7.980617054000	9.955290611000	-11.316381770000	14.503461200000
10.014903130000	15.464779390000	8.005239632000	10.014903130000	-11.315834010000	14.503331090000
10.074515650000	15.500269860000	8.039531897000	10.074515650000	-11.315211900000	14.503236830000
10.134128170000	15.488148050000	8.038591324000	10.134128170000	-11.311212490000	14.503261210000
10.193740690000	15.417336500000	8.035677870000	10.193740690000	-11.314551070000	14.503139220000
10.253353200000	15.365845050000	8.062410316000	10.253353200000	-11.315081370000	14.502948770000
10.312965720000	15.245282600000	8.062895514000	10.312965720000	-11.315127750000	14.503041830000
10.372578240000	15.191450970000	8.079575855000	10.372578240000	-11.317122000000	14.502929290000
10.432190760000	15.095273050000	8.096739871000	10.432190760000	-11.315588760000	14.502820700000
10.491803280000	14.927999610000	8.100499150000	10.491803280000	-11.318466520000	14.502998510000
10.551415800000	14.890554250000	8.100066913000	10.551415800000	-11.319471140000	14.502906570000
10.611028320000	14.772139640000	8.104015587000	10.611028320000	-11.321501800000	14.502802000000
10.670640830000	14.696427320000	8.112969718000	10.670640830000	-11.322403640000	14.503040340000
10.730253350000	14.617079080000	8.129613512000	10.730253350000	-11.322163860000	14.502746470000
10.789865870000	14.459716380000	8.153640448000	10.789865870000	-11.320914080000	14.502750050000
10.849478390000	14.244325750000	8.167870866000	10.849478390000	-11.321939360000	14.502668890000
10.909090910000	14.281426860000	8.164438754000	10.909090910000	-11.321534890000	14.502664050000
10.968703430000	14.151848440000	8.170694644000	10.968703430000	-11.321615670000	14.502544340000
11.028315950000	14.018963980000	8.176723599000	11.028315950000	-11.325066980000	14.502459520000
11.087928460000	13.997021150000	8.196191705000	11.087928460000	-11.325603580000	14.502325660000
11.147540980000	13.867119080000	8.195159079000	11.147540980000	-11.322449590000	14.502498490000
11.207153500000	13.707535270000	8.216313428000	11.207153500000	-11.323220200000	14.502378870000
11.266766020000	13.597870630000	8.236964699000	11.266766020000	-11.325590550000	14.502333690000
11.326378540000	13.540016990000	8.274411626000	11.326378540000	-11.319764850000	14.502446520000
11.385991060000	13.358569860000	8.322476738000	11.385991060000	-11.317941630000	14.502217460000
11.445603580000	13.289331080000	8.320861200000	11.445603580000	-11.320920040000	14.502821080000
11.505216100000	13.271082640000	8.330659297000	11.505216100000	-11.321332400000	14.502516250000
11.564828610000	13.254480040000	8.361592055000	11.564828610000	-11.326542560000	14.502573740000
11.624441130000	13.158327220000	8.370131350000	11.624441130000	-11.333219660000	14.502521960000
11.684053650000	13.053358490000	8.387675178000	11.684053650000	-11.345476520000	14.502553580000
11.743666170000	13.022344340000	8.404163033000	11.743666170000	-11.367247800000	14.502359840000
11.803278690000	12.935867460000	8.415422927000	11.803278690000	-11.366894720000	14.502012860000
11.862891210000	13.055372030000	8.439067568000	11.862891210000	-11.353431320000	14.502164450000
11.922503730000	13.030696400000	8.413007111000	11.922503730000	-11.350578490000	14.502014040000
11.982116240000	13.027634370000	8.406263162000	11.982116240000	-11.337825160000	14.502529360000
12.041728760000	13.058073490000	8.429893632000	12.041728760000	-11.335176830000	14.502302390000
12.101341280000	13.038200560000	8.453458752000	12.101341280000	-11.326150730000	14.502979640000
12.160953800000	13.009980550000	8.454968924000	12.160953800000	-11.318507630000	14.503242760000
12.220566320000	12.988744760000	8.464147742000	12.220566320000	-11.317001820000	14.503224140000
12.280178840000	12.956213570000	8.466465924000	12.280178840000	-11.310073160000	14.503399590000
12.339791360000	12.962782900000	8.469161730000	12.339791360000	-11.301713830000	14.503229120000
12.399403870000	12.909930300000	8.473989690000	12.399403870000	-11.298724070000	14.503290430000
12.459016390000	12.929379630000	8.475122531000	12.459016390000	-11.300221650000	14.503243330000
12.518628910000	12.962347860000	8.486768709000	12.518628910000	-11.300774030000	14.502857080000
12.578241430000	12.967112880000	8.483955959000	12.578241430000	-11.308021580000	14.502493320000
12.637853950000	12.965746710000	8.484971819000	12.637853950000	-11.311544800000	14.502359960000
12.697466470000	12.906944850000	8.490482241000	12.697466470000	-11.313503370000	14.501950310000
12.757078990000	12.962666650000	8.482794327000	12.757078990000	-11.319566530000	14.501351710000
12.816691510000	13.033756190000	8.483655215000	12.816691510000	-11.311754560000	14.501336770000
12.876304020000	13.066236030000	8.480925940000	12.876304020000	-11.315706890000	14.500951520000
12.935916540000	13.180167830000	8.471108030000	12.935916540000	-11.317827470000	14.500934950000
12.995529060000	13.264091330000	8.464478158000	12.995529060000	-11.315945780000	14.500762350000
13.055141580000	13.379498570000	8.453427080000	13.055141580000	-11.316822640000	14.501167880000
13.114754100000	13.380600550000	8.458251167000	13.114754100000	-11.316451220000	14.500917710000
13.174366620000	13.411620190000	8.468791541000	13.174366620000	-11.322174600000	14.501233140000
13.233979140000	13.584016520000	8.464128852000	13.233979140000	-11.314804260000	14.501286950000
13.293591650000	13.684861590000	8.456613434000	13.293591650000	-11.320349800000	14.501795680000
13.353204170000	13.750811500000	8.453583161000	13.353204170000	-11.316358270000	14.502020590000
13.412816690000	13.832661270000	8.449689126000	13.412816690000	-11.310612730000	14.502226500000
13.472429210000	13.902604050000	8.445474213000	13.472429210000	-11.304593730000	14.502182290000
13.532041730000	14.015944050000	8.455644894000	13.532041730000	-11.300980410000	14.502143280000
13.591654250000	14.023604430000	8.454819161000	13.591654250000	-11.303644440000	14.502314600000
13.651266770000	14.052058500000	8.442994497000	13.651266770000	-11.308299970000	14.502562060000
13.710879280000	14.064916820000	8.408790351000	13.710879280000	-11.305620250000	14.502472390000
13.770491800000	14.092249660000	8.399295645000	13.770491800000	-11.307449830000	14.502106240000
13.830104320000	14.153448830000	8.394971414000	13.830104320000	-11.309689530000	14.502183750000
13.889716840000	14.216511420000	8.398573301000	13.889716840000	-11.308743060000	14.502066710000
13.949329360000	14.289596480000	8.392299308000	13.949329360000	-11.312054260000	14.501988150000
14.008941880000	14.326439070000	8.381420461000	14.008941880000	-11.311355450000	14.501970750000
14.068554400000	14.356733280000	8.379536170000	14.068554400000	-11.307405720000	14.501830170000
14.128166920000	14.456755440000	8.387923801000	14.128166920000	-11.304298200000	14.501469900000
14.187779430000	14.527434960000	8.383352064000	14.187779430000	-11.305188580000	14.501775450000
14.247391950000	14.616392330000	8.378619352000	14.247391950000	-11.304735390000	14.501762200000
14.307004470000	14.603994700000	8.333825959000	14.307004470000	-11.305844270000	14.502286880000
14.366616990000	14.686138300000	8.313449908000	14.366616990000	-11.308581190000	14.502763490000
14.426229510000	14.746739720000	8.304909263000	14.426229510000	-11.303509620000	14.502564200000
14.485842030000	14.842160670000	8.310993756000	14.485842030000	-11.309709060000	14.503193930000
14.545454550000	14.952383350000	8.298592182000	14.545454550000	-11.305045200000	14.503252770000
14.605067060000	14.956238020000	8.257103904000	14.605067060000	-11.306753960000	14.503481670000
14.664679580000	15.042520370000	8.250901089000	14.664679580000	-11.309360330000	14.503695910000
14.724292100000	15.132031680000	8.238984438000	14.724292100000	-11.307333760000	14.503696740000
14.783904620000	14.951455610000	8.247554087000	14.783904620000	-11.319295660000	14.503490890000
14.843517140000	13.866899330000	8.319595486000	14.843517140000	-11.320505780000	14.503353500000
14.903129660000	12.751752990000	8.321099674000	14.903129660000	-11.321494400000	14.503291350000
14.962742180000	11.836329680000	8.309888520000	14.962742180000	-11.331186400000	14.504463000000
15.022354690000	10.879458750000	8.289865361000	15.022354690000	-11.312576540000	14.502178870000
15.081967210000	10.110651580000	8.319468920000	15.081967210000	-11.304781360000	14.498554340000
15.141579730000	9.649429509000	8.180434243000			
15.201192250000	9.352527773000	8.165923158000			
15.260804770000	9.305751044000	8.223732030000			
15.320417290000	9.262000475000	8.224748224000			
15.380029810000	9.046259489000	8.251461239000			
15.439642320000	8.919682003000	8.244201428000			
15.499254840000	8.743843328000	8.183886423000			
15.558867360000	8.655707760000	8.086033828000			
15.618479880000	8.676959070000	8.090825585000			
15.678092400000	8.619582384000	8.039406086000			
15.737704920000	8.581897235000	7.991727157000			
15.797317440000	8.730218484000	7.848926182000			
15.856929960000	8.929998655000	7.643474917000			
15.916542470000	9.173313807000	7.417682542000			
15.976154990000	9.308429783000	7.347543770000			
16.035767510000	9.423109589000	6.972273737000			
16.095380030000	10.040414500000	6.508779146000			
16.154992550000	12.255260510000	6.087507487000			
16.214605070000	20.946097650000	8.380252540000			
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
