CALins3BEST			CALext		
t	x	y	t	x	y
0.000000000000	18.087972570000	6.380274376000	0.000000000000	-11.360796620000	14.750055760000
0.018292236770	18.086746100000	6.380013934000	0.018292236770	-11.360099830000	14.748830420000
0.036584473550	18.088064240000	6.380817583000	0.036584473550	-11.360001690000	14.749097640000
0.054876710320	18.088874340000	6.380679172000	0.054876710320	-11.360487170000	14.748765900000
0.073168947100	18.086897100000	6.380552872000	0.073168947100	-11.359076310000	14.748723940000
0.091461183870	18.086498190000	6.380851406000	0.091461183870	-11.361908390000	14.747837200000
0.109753420600	18.090116730000	6.380540583000	0.109753420600	-11.360870840000	14.748843100000
0.128045657400	18.089524060000	6.380628174000	0.128045657400	-11.359955100000	14.748972320000
0.146337894200	18.089786240000	6.381238511000	0.146337894200	-11.361404250000	14.749226060000
0.164630131000	18.087870390000	6.380379533000	0.164630131000	-11.360864120000	14.749398230000
0.182922367700	18.088007880000	6.380516465000	0.182922367700	-11.362447100000	14.748301680000
0.201214604500	18.087651840000	6.380587019000	0.201214604500	-11.362385310000	14.748626920000
0.219506841300	18.089371770000	6.381455113000	0.219506841300	-11.360590710000	14.748317330000
0.237799078100	18.088449870000	6.380858690000	0.237799078100	-11.359941390000	14.749188080000
0.256091314800	18.087369940000	6.380699374000	0.256091314800	-11.362129250000	14.749043700000
0.274383551600	18.088201130000	6.380751307000	0.274383551600	-11.359907980000	14.749078600000
0.292675788400	18.087756970000	6.381316991000	0.292675788400	-11.362961940000	14.747795710000
0.310968025200	18.088823990000	6.380840418000	0.310968025200	-11.360920100000	14.748397970000
0.329260261900	18.089987500000	6.380311360000	0.329260261900	-11.361231920000	14.748455610000
0.347552498700	18.087584840000	6.379943402000	0.347552498700	-11.360615240000	14.748943610000
0.365844735500	18.088576180000	6.380065657000	0.365844735500	-11.358272980000	14.749044800000
0.384136972300	18.088299080000	6.380607659000	0.384136972300	-11.361045500000	14.748102190000
0.402429209000	18.087721040000	6.379628675000	0.402429209000	-11.360531660000	14.749266040000
