GMend2BEST			GMext		
t	x	y	t	x	y
0.00000000000	18.69169365000	1.11087069800	0.00000000000	38.54543049000	11.94570807000
0.02527422534	18.69016176000	1.11041831000	0.02527422534	38.54572909000	11.94559682000
0.05054845069	18.68860705000	1.11024388400	0.05054845069	38.54586692000	11.94563041000
0.07582267603	18.69111453000	1.11019890000	0.07582267603	38.54531283000	11.94527604000
0.10109690140	18.69205526000	1.11007760300	0.10109690140	38.54494491000	11.94562890000
0.12637112670	18.69098909000	1.10990210700	0.12637112670	38.54473898000	11.94574783000
0.15164535210	18.68813430000	1.10984247900	0.15164535210	38.54451471000	11.94584008000
0.17691957740	18.68340267000	1.10995578400	0.17691957740	38.54462332000	11.94600414000
0.20219380280	18.68320260000	1.10985818100	0.20219380280	38.54373947000	11.94561565000
0.22746802810	18.68302285000	1.11055745500	0.22746802810	38.54326607000	11.94542168000
0.25274225340	18.68125278000	1.11006449600	0.25274225340	38.54286361000	11.94586319000
0.27801647880	18.68291323000	1.11062047000	0.27801647880	38.54265852000	11.94577417000
0.30329070410	18.68323984000	1.11035617800	0.30329070410	38.54109797000	11.94601798000
0.32856492950	18.68284841000	1.11053678100	0.32856492950	38.54110724000	11.94648584000
0.35383915480	18.68267394000	1.11016397800	0.35383915480	38.54012874000	11.94665280000
0.37911338020	18.68484783000	1.11077404900	0.37911338020	38.53760510000	11.94632864000
0.40438760550	18.68503634000	1.11076765500	0.40438760550	38.53945606000	11.94677298000
0.42966183090	18.68358067000	1.11068654400	0.42966183090	38.53967181000	11.94628856000
0.45493605620	18.68228282000	1.11096381800	0.45493605620	38.53567729000	11.94722253000
0.48021028160	18.68389660000	1.11098869800	0.48021028160	38.53812919000	11.94679026000
0.50548450690	18.68540586000	1.11110499000	0.50548450690	38.53765474000	11.94667917000
0.53075873220	18.68531040000	1.11087989600	0.53075873220	38.53917865000	11.94677175000
0.55603295760	18.68590668000	1.11068701100	0.55603295760	38.53806478000	11.94710446000
0.58130718290	18.68737387000	1.11103849800	0.58130718290	38.53606365000	11.94707673000
0.60658140830	18.68586770000	1.11141209400	0.60658140830	38.53618475000	11.94685900000
0.63185563360	18.68740125000	1.11120088400	0.63185563360	38.53736219000	11.94672341000
0.65712985900	18.68835201000	1.11123348600	0.65712985900	38.53595331000	11.94713175000
0.68240408430	18.69022759000	1.11077018100	0.68240408430	38.53620403000	11.94703709000
0.70767830970	18.68684451000	1.11071707200	0.70767830970	38.53696896000	11.94660111000
0.73295253500	18.68619276000	1.11082196200	0.73295253500	38.53212373000	11.94694046000
0.75822676030	18.68676411000	1.11130534100	0.75822676030	38.53283679000	11.94803735000
0.78350098570	18.68604625000	1.11067166100	0.78350098570	38.53018818000	11.94842389000
0.80877521100	18.68545948000	1.11102044500	0.80877521100	38.53221338000	11.94783593000
0.83404943640	18.68637530000	1.11119493100	0.83404943640	38.53089318000	11.94840675000
0.85932366170	18.68707124000	1.11103874600	0.85932366170	38.53294224000	11.94796783000
0.88459788710	18.68617140000	1.11096433300	0.88459788710	38.53352649000	11.94788841000
0.90987211240	18.68067968000	1.11119601800	0.90987211240	38.53044053000	11.94850460000
0.93514633780	18.68079627000	1.11140308000	0.93514633780	38.53014378000	11.94902381000
0.96042056310	18.68003854000	1.11125196300	0.96042056310	38.53031981000	11.94855674000
0.98569478850	18.67852074000	1.11161500800	0.98569478850	38.52891304000	11.94849190000
1.01096901400	18.62740254000	1.11966374100	1.01096901400	38.52595706000	11.94918840000
1.03624323900	18.51682634000	1.12696083400	1.03624323900	38.52667795000	11.94946220000
1.06151746400	18.34485830000	1.14652574900	1.06151746400	38.52713268000	11.94917234000
1.08679169000	18.22606597000	1.13726979100	1.08679169000	38.52626434000	11.94958439000
1.11206591500	17.97347257000	1.16885465600	1.11206591500	38.52501329000	11.95036073000
1.13734014100	17.68891562000	1.20272451500	1.13734014100	38.52347639000	11.95143524000
1.16261436600	17.52765013000	1.22670905500	1.16261436600	38.52605254000	11.95103989000
1.18788859100	17.32268461000	1.24389726600	1.18788859100	38.52594315000	11.95156200000
1.21316281700	17.20272062000	1.25671915000	1.21316281700	38.52904378000	11.95127545000
1.23843704200	17.05889985000	1.24144823400	1.23843704200	38.53215035000	11.95118073000
1.26371126700	16.91452691000	1.23458908500	1.26371126700	38.53081395000	11.95167899000
1.28898549300	16.69959121000	1.25446494200	1.28898549300	38.52919343000	11.95143515000
1.31425971800	16.53413387000	1.27646267100	1.31425971800	38.53109559000	11.95158499000
1.33953394300	16.30113382000	1.31041901600	1.33953394300	38.53027345000	11.95254405000
1.36480816900	15.92924614000	1.30459713300	1.36480816900	38.52989163000	11.95343976000
1.39008239400	15.85205836000	1.31239363300	1.39008239400	38.53190666000	11.95352326000
1.41535661900	15.65433628000	1.34077968800	1.41535661900	38.53387743000	11.95355209000
1.44063084500	15.54296209000	1.32390021800	1.44063084500	38.53352228000	11.95434494000
1.46590507000	15.18261260000	1.36221847700	1.46590507000	38.53081271000	11.95577823000
1.49117929500	15.06882996000	1.37884544200	1.49117929500	38.53421305000	11.95672532000
1.51645352100	14.88021624000	1.41451313500	1.51645352100	38.53390436000	11.95720253000
1.54172774600	14.49711160000	1.48592087000	1.54172774600	38.53094275000	11.96109365000
1.56700197100	14.36269871000	1.50793421500	1.56700197100	38.53264533000	11.96115990000
1.59227619700	14.22648494000	1.51847382700	1.59227619700	38.53101020000	11.96334353000
1.61755042200	13.99949106000	1.50303387300	1.61755042200	38.53150154000	11.96540534000
1.64282464700	13.93037970000	1.50277700700	1.64282464700	38.52852663000	11.96866788000
1.66809887300	13.89858180000	1.50876513600	1.66809887300	38.52867856000	11.96722636000
1.69337309800	13.64174904000	1.54372605400	1.69337309800	38.52510497000	11.96864978000
1.71864732300	13.51194786000	1.55694687600	1.71864732300	38.52886678000	11.97031754000
1.74392154900	13.36798754000	1.58102602100	1.74392154900	38.53038657000	11.97044242000
1.76919577400	13.15054917000	1.60551221800	1.76919577400	38.52490155000	11.97154363000
1.79446999900	13.06155645000	1.61917752800	1.79446999900	38.52822058000	11.97205158000
1.81974422500	13.00599120000	1.61212023400	1.81974422500	38.53011322000	11.96740937000
1.84501845000	12.90397006000	1.61664904700	1.84501845000	38.52953618000	11.96950487000
1.87029267600	12.63367387000	1.63111557400	1.87029267600	38.52937137000	11.96766815000
