GMfasMMM			GMextMMM		
t	x	y	t	x	y
0.00000000000	21.99478127000	1.69112799800	0.00000000000	3.77328989500	15.07762598000
0.05961251863	22.14044356000	1.65563885600	0.05961251863	3.77316258000	15.07638701000
0.11922503730	22.29182828000	1.63044902600	0.11922503730	3.77243417600	15.07653259000
0.17883755590	22.30920719000	1.63118706100	0.17883755590	3.77258295300	15.07637287000
0.23845007450	22.39792644000	1.61196634800	0.23845007450	3.77327534300	15.07619419000
0.29806259310	22.52697734000	1.58495792300	0.29806259310	3.77223558200	15.07657373000
0.35767511180	22.60360606000	1.56656135500	0.35767511180	3.77363050900	15.07618130000
0.41728763040	22.71713705000	1.54838369000	0.41728763040	3.77300590700	15.07629444000
0.47690014900	22.80471208000	1.53415678300	0.47690014900	3.77393129900	15.07597351000
0.53651266770	22.89801706000	1.51319982900	0.53651266770	3.77286528400	15.07618106000
0.59612518630	22.96215717000	1.49895783400	0.59612518630	3.77276423000	15.07618943000
0.65573770490	22.97223760000	1.49859187600	0.65573770490	3.77389859600	15.07600035000
0.71535022350	23.12310582000	1.46947295100	0.71535022350	3.77530157700	15.07548723000
0.77496274220	23.18884448000	1.45482048600	0.77496274220	3.77281210700	15.07605917000
0.83457526080	23.27381215000	1.43570374000	0.83457526080	3.77339050600	15.07595986000
0.89418777940	23.43488952000	1.40713480000	0.89418777940	3.77466108000	15.07557996000
0.95380029810	23.56561415000	1.37722566900	0.95380029810	3.77470405300	15.07560160000
1.01341281700	23.67977524000	1.35892799500	1.01341281700	3.77257081600	15.07597576000
1.07302533500	23.70529085000	1.35304942200	1.07302533500	3.77379533500	15.07568439000
1.13263785400	23.77085617000	1.33435900700	1.13263785400	3.77388071200	15.07564238000
1.19225037300	23.82916988000	1.32504822500	1.19225037300	3.77383160600	15.07559575000
1.25186289100	23.88921532000	1.31418020500	1.25186289100	3.77326054100	15.07576335000
1.31147541000	23.95902629000	1.30202886600	1.31147541000	3.77382353700	15.07559232000
1.37108792800	24.10155124000	1.27458001200	1.37108792800	3.77482574000	15.07539008000
1.43070044700	24.26511869000	1.23618040500	1.43070044700	3.77566312000	15.07519127000
1.49031296600	24.33924880000	1.22216127500	1.49031296600	3.77594177800	15.07512716000
1.54992548400	24.39515017000	1.21318500600	1.54992548400	3.77429377100	15.07554342000
1.60953800300	24.50743409000	1.18915262700	1.60953800300	3.77646216700	15.07490481000
1.66915052200	24.62541130000	1.16621356300	1.66915052200	3.77523247800	15.07513079000
1.72876304000	24.73750371000	1.14063918600	1.72876304000	3.77711041800	15.07474985000
1.78837555900	24.78787943000	1.13201157800	1.78837555900	3.77639195300	15.07488897000
