SOLendUSED			SOLext		
t	x	y	t	x	y
0.000000000000	7.872340255000	4.680850962000	0.000000000000	24.823550720000	12.169390520000
0.023431276070	7.872064161000	4.680760307000	0.023431276070	24.823561910000	12.169255150000
0.046862552130	7.873274077000	4.680660191000	0.046862552130	24.823354960000	12.169184300000
0.070293828200	7.872518729000	4.680666272000	0.070293828200	24.823482770000	12.169192770000
0.093725104270	7.872179418000	4.680625789000	0.093725104270	24.823621370000	12.169035720000
0.117156380300	7.871298988000	4.680668883000	0.117156380300	24.823766960000	12.168964380000
0.140587656400	7.871704979000	4.680392832000	0.140587656400	24.823079590000	12.169066610000
0.164018932500	7.871882848000	4.680440368000	0.164018932500	24.823372370000	12.169185790000
0.187450208500	7.871509752000	4.680348769000	0.187450208500	24.822935440000	12.169164330000
0.210881484600	7.872438237000	4.680292557000	0.210881484600	24.822865500000	12.169135650000
0.234312760700	7.872273760000	4.680445537000	0.234312760700	24.822876280000	12.169180900000
0.257744036700	7.872397649000	4.680567722000	0.257744036700	24.823316610000	12.169167640000
0.281175312800	7.873132142000	4.680430162000	0.281175312800	24.823729750000	12.168951210000
0.304606588900	7.872587273000	4.680502153000	0.304606588900	24.823566190000	12.168929840000
0.328037864900	7.872835339000	4.680455269000	0.328037864900	24.823281280000	12.169198440000
0.351469141000	7.873357876000	4.680496480000	0.351469141000	24.823748200000	12.169098800000
0.374900417100	7.873117123000	4.680358911000	0.374900417100	24.823788250000	12.169195200000
0.398331693100	7.873606583000	4.680381708000	0.398331693100	24.823671320000	12.169166870000
0.421762969200	7.874521205000	4.680351040000	0.421762969200	24.823804830000	12.169087350000
0.445194245300	7.873889657000	4.680352108000	0.445194245300	24.823151260000	12.169080970000
0.468625521300	7.873519339000	4.680414648000	0.468625521300	24.823557670000	12.169028580000
0.492056797400	7.870469415000	4.680397712000	0.492056797400	24.823986080000	12.169234440000
0.515488073500	7.869211654000	4.679503977000	0.515488073500	24.823775700000	12.169058600000
0.538919349500	7.867958004000	4.679595558000	0.538919349500	24.823304400000	12.169086160000
0.562350625600	7.863536989000	4.680211909000	0.562350625600	24.823673410000	12.169137410000
0.585781901700	7.853714786000	4.682429008000	0.585781901700	24.823431720000	12.168948130000
0.609213177700	7.839927858000	4.686781488000	0.609213177700	24.822887340000	12.168782590000
0.632644453800	7.770715983000	4.698766400000	0.632644453800	24.820969950000	12.169819530000
0.656075729900	7.733438057000	4.699980610000	0.656075729900	24.818315460000	12.170258740000
0.679507006000	7.655745961000	4.714280470000	0.679507006000	24.816938820000	12.170620750000
0.702938282000	7.634953899000	4.723817717000	0.702938282000	24.816903430000	12.171166340000
0.726369558100	7.613210130000	4.734565238000	0.726369558100	24.817538030000	12.170535230000
0.749800834200	7.569194576000	4.738839957000	0.749800834200	24.818117880000	12.171124360000
0.773232110200	7.534628617000	4.741864557000	0.773232110200	24.817735640000	12.170933120000
0.796663386300	7.498308488000	4.749550705000	0.796663386300	24.814937790000	12.171123520000
0.820094662400	7.445287531000	4.753417212000	0.820094662400	24.817256820000	12.170978120000
0.843525938400	7.423993278000	4.754614565000	0.843525938400	24.816328490000	12.171148240000
0.866957214500	7.351657703000	4.753827345000	0.866957214500	24.819939770000	12.170891130000
0.890388490600	7.318519910000	4.756260575000	0.890388490600	24.821784890000	12.169969210000
0.913819766600	7.296593193000	4.752146777000	0.913819766600	24.822948020000	12.170310970000
0.937251042700	7.279221837000	4.753912473000	0.937251042700	24.823672130000	12.169940560000
0.960682318800	7.227376479000	4.753561464000	0.960682318800	24.822383420000	12.170816290000
0.984113594800	7.164639190000	4.757981998000	0.984113594800	24.823794050000	12.170482950000
1.007544871000	7.137106116000	4.752738557000	1.007544871000	24.823649180000	12.171022130000
1.030976147000	7.059224684000	4.749655139000	1.030976147000	24.823705180000	12.170560680000
1.054407423000	6.990271899000	4.750102807000	1.054407423000	24.824681770000	12.170966050000
1.077838699000	6.906706366000	4.749964498000	1.077838699000	24.824764060000	12.171545060000
1.101269975000	6.861200196000	4.755640670000	1.101269975000	24.822008830000	12.172262590000
1.124701251000	6.832083945000	4.755081093000	1.124701251000	24.822933410000	12.173601700000
1.148132527000	6.793690972000	4.758845243000	1.148132527000	24.821130670000	12.174268380000
1.171563803000	6.706367612000	4.755926046000	1.171563803000	24.817185050000	12.176493850000
1.194995079000	6.593221585000	4.754580951000	1.194995079000	24.813234390000	12.179057080000
1.218426355000	6.547743707000	4.753951026000	1.218426355000	24.811786060000	12.179763720000
1.241857632000	6.446494862000	4.755622121000	1.241857632000	24.810142840000	12.181695510000
1.265288908000	6.378888212000	4.752956588000	1.265288908000	24.810007020000	12.183159490000
1.288720184000	6.295417918000	4.753488285000	1.288720184000	24.810024630000	12.184690430000
1.312151460000	6.215196698000	4.752346935000	1.312151460000	24.810270060000	12.185262570000
1.335582736000	6.074192933000	4.745801310000	1.335582736000	24.808945850000	12.187742470000
1.359014012000	6.052112397000	4.748581072000	1.359014012000	24.808639960000	12.189184180000
1.382445288000	5.916675426000	4.745046144000	1.382445288000	24.807801380000	12.191234810000
1.405876564000	5.868544248000	4.748051354000	1.405876564000	24.807206770000	12.190706230000
1.429307840000	5.773321294000	4.747768775000	1.429307840000	24.804592940000	12.192612760000
1.452739116000	5.734858169000	4.750515783000	1.452739116000	24.803678620000	12.192724430000
1.476170392000	5.710381158000	4.748656318000	1.476170392000	24.804788860000	12.192770350000
