Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.055261	56.218	0.38328	56.247	0.35822
0.11052	56.265	0.38399	56.291	0.35896
0.16578	56.292	0.38479	56.321	0.35973
0.22104	56.231	0.385	56.251	0.35994
0.2763	56.321	0.38511	56.34	0.36013
0.33156	56.111	0.38635	56.133	0.36131
0.38683	56.065	0.38486	56.091	0.3598
0.44209	56.097	0.384	56.118	0.35907
0.49735	56.073	0.38351	56.092	0.35859
0.55261	56.228	0.38335	56.244	0.35855
0.60787	56.229	0.38472	56.244	0.35992
0.66313	56.324	0.38489	56.337	0.36007
0.71839	56.381	0.38473	56.392	0.35992
0.77365	56.409	0.38449	56.419	0.35969
0.82891	56.397	0.38528	56.407	0.36051
0.88417	56.444	0.3843	56.453	0.35957
0.93943	56.456	0.38424	56.469	0.35943
0.99469	56.529	0.38327	56.535	0.35862
1.05	56.43	0.38513	56.428	0.3605
1.1052	56.516	0.38453	56.521	0.35987
1.1605	56.25	0.38427	56.254	0.3596
1.2157	56.236	0.3824	56.241	0.3578
1.271	56.247	0.38436	56.245	0.35986
1.3263	56.18	0.38215	56.182	0.3576
1.3815	56.149	0.38268	56.148	0.35812
1.4368	56.238	0.38195	56.232	0.3575
1.492	56.326	0.3831	56.315	0.3587
1.5473	56.343	0.38333	56.327	0.35897
1.6026	56.425	0.38207	56.408	0.35778
1.6578	56.578	0.38056	56.562	0.35631
1.7131	56.527	0.38165	56.507	0.35741
1.7683	56.485	0.38174	56.464	0.35756
1.8236	56.423	0.38167	56.4	0.35749
1.8789	56.532	0.3825	56.511	0.35842
1.9341	56.581	0.38127	56.559	0.35721
1.9894	56.616	0.38156	56.59	0.35755
2.0447	56.633	0.38048	56.607	0.3565
2.0999	56.614	0.38083	56.585	0.35684
2.1552	56.802	0.38003	56.77	0.35613
2.2104	56.809	0.38134	56.77	0.35747
2.2657	56.974	0.38139	56.933	0.35755
2.321	57.011	0.38139	56.963	0.3576
2.3762	57.011	0.3807	56.961	0.35694
2.4315	57.057	0.38041	57.004	0.3567
2.4867	57.018	0.37925	56.96	0.35561
2.542	57.023	0.37927	56.963	0.35566
2.5973	57.039	0.37868	56.976	0.35513
2.6525	57.054	0.37887	56.991	0.3553
2.7078	57.166	0.37873	57.099	0.35525
2.763	57.234	0.3784	57.165	0.35497
2.8183	57.224	0.37929	57.157	0.35582
2.8736	57.366	0.37902	57.302	0.3556
2.9288	57.133	0.37962	57.062	0.35616
2.9841	57.183	0.38036	57.111	0.35691
3.0393	57.26	0.37973	57.186	0.35638
3.0946	57.174	0.38023	57.098	0.35685
3.1499	57.231	0.37872	57.156	0.35534
3.2051	57.25	0.37985	57.171	0.35659
3.2604	57.31	0.37786	57.228	0.35476
3.3156	57.329	0.37834	57.241	0.35529
3.3709	57.272	0.37809	57.18	0.35513
3.4262	57.251	0.37687	57.158	0.35391
3.4814	57.34	0.3763	57.239	0.35342
3.5367	57.467	0.37644	57.363	0.3536
3.592	57.458	0.37896	57.346	0.35611
3.6472	57.541	0.37704	57.428	0.35427
3.7025	57.541	0.37847	57.424	0.3557
3.7577	57.593	0.37783	57.473	0.35516
3.813	57.583	0.37688	57.461	0.35427
3.8683	57.59	0.37652	57.469	0.35391
3.9235	57.642	0.37682	57.522	0.35422
3.9788	57.656	0.37545	57.536	0.35289
4.034	57.74	0.37449	57.62	0.35196
4.0893	57.694	0.37632	57.565	0.35379
4.1446	57.798	0.37676	57.669	0.35425
4.1998	57.882	0.37648	57.746	0.35403
4.2551	57.928	0.37944	57.788	0.35698
4.3103	58.016	0.37944	57.876	0.35703
4.3656	58.094	0.37896	57.949	0.35661
4.4209	58.045	0.38006	57.896	0.35775
4.4761	58.114	0.3786	57.968	0.35632
4.5314	58.187	0.37937	58.038	0.35718
4.5866	58.178	0.3792	58.027	0.35704
4.6419	58.271	0.37725	58.115	0.35516
4.6972	58.294	0.3786	58.131	0.35654
4.7524	58.376	0.37971	58.21	0.35768
4.8077	58.291	0.37896	58.129	0.3569
4.863	58.328	0.37868	58.162	0.35666
4.9182	58.361	0.3798	58.194	0.35781
4.9735	58.454	0.37831	58.286	0.35642
5.0287	58.485	0.3792	58.311	0.35735
5.084	58.505	0.3793	58.331	0.35746
5.1393	58.508	0.37837	58.331	0.35655
5.1945	58.53	0.37889	58.354	0.35707
5.2498	58.514	0.37875	58.332	0.35699
5.305	58.63	0.3776	58.452	0.35586
5.3603	58.595	0.37735	58.413	0.35567
5.4156	58.647	0.37577	58.464	0.35412
5.4708	58.659	0.37674	58.468	0.3552
5.5261	58.593	0.37756	58.409	0.35595
5.5813	58.526	0.37716	58.341	0.35558
5.6366	58.544	0.37727	58.358	0.35572
5.6919	58.477	0.37747	58.299	0.35581
5.7471	58.652	0.37702	58.468	0.35549
5.8024	58.65	0.37728	58.463	0.35575
5.8576	58.73	0.37656	58.543	0.35505
5.9129	58.743	0.37686	58.552	0.35537
5.9682	58.763	0.37745	58.573	0.35594
6.0234	58.777	0.37741	58.585	0.35594
6.0787	58.826	0.37936	58.632	0.35791
6.134	58.822	0.37831	58.632	0.35691
6.1892	58.817	0.37829	58.625	0.35694
6.2445	58.806	0.379	58.61	0.35769
6.2997	58.852	0.37809	58.66	0.3568
6.355	58.789	0.37825	58.594	0.35697
6.4103	58.829	0.37839	58.632	0.35713
6.4655	58.882	0.37837	58.684	0.35714
6.5208	58.847	0.3772	58.654	0.35593
6.576	58.826	0.37757	58.633	0.35629
6.6313	58.932	0.37733	58.737	0.35611
6.6866	59.019	0.37719	58.82	0.35604
6.7418	58.918	0.37716	58.722	0.35592
6.7971	58.898	0.37656	58.701	0.35533
6.8523	58.81	0.37656	58.611	0.3553
6.9076	58.954	0.37571	58.754	0.3545
6.9629	58.837	0.37667	58.633	0.35545
7.0181	58.778	0.37686	58.575	0.35559
7.0734	58.857	0.37663	58.657	0.35539
7.1286	58.892	0.37729	58.689	0.35608
7.1839	58.827	0.37708	58.629	0.35586
7.2392	58.797	0.37693	58.599	0.35568
7.2944	58.835	0.3772	58.638	0.35596
7.3497	58.802	0.37637	58.605	0.35514
7.405	58.826	0.37684	58.627	0.3556
7.4602	58.918	0.37614	58.719	0.35496
7.5155	58.839	0.37646	58.639	0.35524
7.5707	58.964	0.37622	58.762	0.35508
7.626	58.94	0.37666	58.737	0.35553
7.6813	59.098	0.37587	58.891	0.35482
7.7365	59.128	0.37601	58.918	0.35499
7.7918	59.111	0.37525	58.901	0.35431
7.847	59.154	0.3747	58.942	0.35376
7.9023	59.257	0.37464	59.046	0.35374
7.9576	59.274	0.37552	59.057	0.35467
8.0128	59.334	0.37618	59.116	0.35532
8.0681	59.404	0.37565	59.184	0.35486
8.1233	59.551	0.37591	59.335	0.35508
8.1786	59.549	0.37591	59.332	0.35514
8.2339	59.555	0.37669	59.336	0.35598
8.2891	59.501	0.3772	59.283	0.35647
8.3444	59.505	0.37612	59.287	0.35542
8.3996	59.455	0.37796	59.237	0.35727
8.4549	59.428	0.37758	59.208	0.35691
8.5102	59.409	0.37782	59.194	0.3571
8.5654	59.36	0.37766	59.152	0.35693
8.6207	59.352	0.37585	59.145	0.35513
8.676	59.495	0.37703	59.283	0.35642
8.7312	59.404	0.37733	59.191	0.35667
8.7865	59.488	0.37715	59.276	0.35649
8.8417	59.493	0.37594	59.28	0.35532
8.897	59.452	0.3751	59.241	0.35448
8.9523	59.573	0.3747	59.356	0.35418
9.0075	59.639	0.37408	59.422	0.35358
9.0628	59.752	0.37278	59.532	0.35239
9.118	59.739	0.3728	59.517	0.35247
9.1733	59.773	0.37235	59.551	0.35202
9.2286	59.696	0.37285	59.475	0.35244
9.2838	59.895	0.37183	59.672	0.35156
9.3391	59.727	0.3707	59.505	0.35042
9.3943	59.882	0.37228	59.658	0.35195
9.4496	59.998	0.37109	59.771	0.35082
9.5049	60.114	0.3719	59.884	0.35167
9.5601	60.197	0.37181	59.964	0.35161
9.6154	60.306	0.37186	60.07	0.35173
9.6706	60.217	0.37189	59.983	0.35177
9.7259	60.263	0.37072	60.028	0.35061
9.7812	60.341	0.37167	60.103	0.35161
