Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	65.696	0.14383
0.11052	65.554	0.14624
0.16578	65.788	0.14425
0.22104	65.781	0.14353
0.2763	65.779	0.14412
0.33156	65.958	0.14333
0.38683	65.928	0.14375
0.44209	66.009	0.14382
0.49735	65.928	0.1445
0.55261	65.998	0.14399
0.60787	66.203	0.14291
0.66313	65.949	0.14413
0.71839	66.109	0.14285
0.77365	66.283	0.14178
0.82891	66.027	0.1425
0.88417	66.232	0.14192
0.93943	66.319	0.14101
0.99469	66.282	0.1413
1.05	66.302	0.14078
1.1052	66.428	0.14112
1.1605	66.525	0.14146
1.2157	66.421	0.14142
1.271	66.536	0.14079
1.3263	66.517	0.14129
1.3815	66.678	0.14045
1.4368	66.601	0.1411
1.492	66.669	0.14067
1.5473	66.609	0.14063
1.6026	66.883	0.1394
1.6578	66.729	0.14018
1.7131	66.854	0.13872
1.7683	67.046	0.13773
1.8236	66.793	0.13911
1.8789	67.097	0.13768
1.9341	66.974	0.13846
1.9894	67.014	0.13897
2.0447	67.158	0.13808
2.0999	67.026	0.1383
2.1552	67.113	0.13759
2.2104	67.305	0.13818
2.2657	67.243	0.13774
2.321	67.314	0.13764
2.3762	67.244	0.13774
2.4315	67.458	0.1376
2.4867	67.259	0.13765
2.542	67.447	0.13658
2.5973	67.601	0.13586
2.6525	67.364	0.13663
2.7078	67.555	0.13588
2.763	67.621	0.13574
2.8183	67.587	0.13573
2.8736	67.598	0.1346
2.9288	67.725	0.13404
2.9841	67.878	0.13326
3.0393	67.772	0.13309
3.0946	67.997	0.13313
3.1499	67.904	0.13377
3.2051	68.116	0.13265
3.2604	67.997	0.13321
3.3156	68.165	0.13187
3.3709	68.167	0.13169
3.4262	68.197	0.13104
3.4814	68.28	0.13146
3.5367	68.353	0.13173
3.592	68.255	0.13202
3.6472	68.436	0.13208
3.7025	68.438	0.13226
3.7577	68.527	0.13283
3.813	68.408	0.13261
3.8683	68.576	0.13284
3.9235	68.662	0.13175
3.9788	68.646	0.13343
4.034	68.672	0.13315
4.0893	68.756	0.13163
4.1446	68.703	0.13113
4.1998	68.803	0.13074
4.2551	68.879	0.13062
4.3103	68.811	0.13087
4.3656	68.874	0.1311
4.4209	68.877	0.13244
4.4761	68.943	0.13154
4.5314	68.812	0.13283
4.5866	69.051	0.13352
4.6419	68.976	0.13325
4.6972	69.017	0.13297
4.7524	68.954	0.13395
4.8077	69.13	0.13421
4.863	69.152	0.13384
4.9182	69.142	0.13295
4.9735	69.164	0.13347
5.0287	69.237	0.13241
5.084	69.217	0.13179
5.1393	69.409	0.13128
5.1945	69.429	0.13097
5.2498	69.394	0.13126
5.305	69.361	0.13114
5.3603	69.425	0.13097
5.4156	69.488	0.13047
5.4708	69.366	0.13114
5.5261	69.64	0.13101
5.5813	69.507	0.13202
5.6366	69.65	0.13226
5.6919	69.512	0.13241
5.7471	69.796	0.13219
5.8024	69.52	0.13302
5.8576	69.525	0.1335
5.9129	69.789	0.13361
5.9682	69.73	0.13533
6.0234	69.971	0.13586
6.0787	69.967	0.1364
6.134	70.045	0.13633
6.1892	70.142	0.13667
6.2445	69.987	0.13782
6.2997	69.958	0.13737
6.355	70.188	0.13659
6.4103	70.092	0.13694
6.4655	69.946	0.13772
6.5208	70.259	0.13599
6.576	70.084	0.13657
6.6313	70.137	0.13671
6.6866	70.268	0.13635
6.7418	70.237	0.13758
6.7971	70.33	0.138
6.8523	70.283	0.13821
6.9076	70.366	0.13797
6.9629	70.325	0.13875
7.0181	70.332	0.14023
7.0734	70.592	0.13954
7.1286	70.698	0.13937
7.1839	70.802	0.14043
7.2392	70.522	0.14167
7.2944	70.694	0.14199
7.3497	70.712	0.14173
7.405	70.6	0.14175
7.4602	70.778	0.14244
7.5155	70.662	0.14306
7.5707	70.738	0.14257
7.626	70.956	0.14264
7.6813	70.857	0.14233
7.7365	70.847	0.14299
7.7918	70.985	0.14249
7.847	71.021	0.14335
7.9023	70.982	0.14335
7.9576	71.028	0.14421
8.0128	71.035	0.14416
8.0681	71.202	0.14439
8.1233	71.019	0.14505
8.1786	71.223	0.14466
8.2339	71.058	0.14444
8.2891	71.262	0.14436
8.3444	71.267	0.14351
8.3996	71.317	0.14368
8.4549	71.377	0.14321
8.5102	71.306	0.14406
8.5654	71.509	0.14292
8.6207	71.506	0.14321
8.676	71.514	0.14433
8.7312	71.603	0.14355
8.7865	71.643	0.14342
8.8417	71.646	0.1439
8.897	71.572	0.14499
8.9523	71.707	0.14519
9.0075	71.758	0.14512
9.0628	71.727	0.14527
9.118	71.847	0.14537
9.1733	71.756	0.1461
9.2286	72.148	0.14503
9.2838	71.974	0.14647
9.3391	72.069	0.14664
9.3943	72.055	0.1483
9.4496	72.175	0.14742
9.5049	72.072	0.14737
9.5601	72.287	0.14873
9.6154	72.177	0.14823
9.6706	72.065	0.14943
9.7259	72.203	0.14938
9.7812	72.432	0.14859
9.8364	72.324	0.14924
9.8917	72.262	0.15031
9.9469	72.473	0.14998
10.002	72.526	0.15002
10.057	72.314	0.15055
10.113	72.444	0.15051
10.168	72.522	0.15109
10.223	72.618	0.151
10.279	72.727	0.1515
10.334	72.615	0.15222
10.389	72.672	0.15265
10.444	72.715	0.1529
10.5	72.794	0.15327
10.555	72.934	0.15301
10.61	72.888	0.15368
10.665	72.912	0.15484
10.721	73.005	0.15483
10.776	72.827	0.15508
10.831	72.949	0.1549
10.886	73.049	0.15519
10.942	73.007	0.15508
10.997	73.165	0.15605
11.052	73.056	0.15551
11.107	73.161	0.15563
11.163	73.262	0.15563
11.218	73.297	0.15631
11.273	73.457	0.15589
11.328	73.471	0.15596
11.384	73.546	0.15589
11.439	73.465	0.15652
11.494	73.66	0.15588
11.55	73.674	0.15637
11.605	73.664	0.15618
11.66	73.949	0.15617
11.715	73.884	0.15706
11.771	73.833	0.15748
11.826	74.084	0.15675
11.881	74.113	0.15721
11.936	73.861	0.15851
11.992	73.99	0.15768
12.047	74.084	0.15726
12.102	74.044	0.15773
12.157	74.177	0.1577
12.213	74.148	0.1574
12.268	74.162	0.15729
12.323	74.197	0.15731
12.378	74.368	0.15662
12.434	74.359	0.15679
12.489	74.356	0.15708
12.544	74.463	0.15678
12.599	74.355	0.15708
12.655	74.436	0.15716
12.71	74.294	0.1579
12.765	74.559	0.15696
12.821	74.485	0.15713
12.876	74.707	0.15617
12.931	74.684	0.157
12.986	74.622	0.15713
13.042	74.64	0.1571
13.097	74.651	0.15725
13.152	74.705	0.15822
13.207	74.836	0.15702
13.263	74.727	0.15738
13.318	74.76	0.15807
13.373	74.845	0.1576
13.428	74.846	0.15866
13.484	74.928	0.15956
13.539	75.033	0.15949
13.594	74.928	0.15992
13.649	74.935	0.15989
13.705	75.142	0.15983
13.76	75.158	0.16058
13.815	75.029	0.16122
13.87	75.136	0.16133
