Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2
0.055261	49.153	0.18429	48.936	0.15874
0.11052	49.163	0.18428	48.946	0.15875
0.16578	49.209	0.18334	48.99	0.15786
0.22104	49.238	0.18293	49.017	0.15747
0.2763	49.248	0.18324	49.026	0.15778
0.33156	49.321	0.18252	49.097	0.15711
0.38683	49.366	0.18204	49.139	0.15665
0.44209	49.416	0.18192	49.186	0.15656
0.49735	49.46	0.18103	49.229	0.1557
0.55261	49.498	0.18093	49.265	0.15562
0.60787	49.523	0.18064	49.288	0.15535
0.66313	49.523	0.18059	49.287	0.15533
0.71839	49.602	0.1797	49.364	0.15451
0.77365	49.62	0.17955	49.38	0.15439
0.82891	49.649	0.17908	49.409	0.15394
0.88417	49.674	0.17898	49.433	0.15388
0.93943	49.742	0.17812	49.5	0.15307
0.99469	49.707	0.17834	49.464	0.15327
1.05	49.795	0.17769	49.55	0.15268
1.1052	49.81	0.1771	49.563	0.15209
1.1605	49.834	0.17643	49.586	0.15143
1.2157	49.875	0.17627	49.625	0.15129
1.271	49.899	0.17589	49.646	0.15094
1.3263	49.944	0.17606	49.691	0.15115
1.3815	49.996	0.17511	49.741	0.15024
1.4368	50.042	0.17465	49.786	0.14981
1.492	50.073	0.17442	49.815	0.14959
1.5473	50.13	0.17433	49.87	0.14956
1.6026	50.177	0.174	49.916	0.14928
1.6578	50.185	0.1738	49.922	0.14912
1.7131	50.243	0.17348	49.979	0.14887
1.7683	50.3	0.17286	50.034	0.1483
1.8236	50.28	0.17246	50.013	0.14789
1.8789	50.333	0.17236	50.063	0.14784
1.9341	50.354	0.17219	50.082	0.14769
1.9894	50.415	0.17173	50.143	0.1473
2.0447	50.422	0.17054	50.15	0.14612
2.0999	50.497	0.17005	50.222	0.14568
2.1552	50.558	0.16978	50.281	0.14545
2.2104	50.509	0.16965	50.233	0.14532
2.2657	50.555	0.16917	50.276	0.14488
2.321	50.609	0.16884	50.33	0.14459
2.3762	50.659	0.16767	50.378	0.14345
2.4315	50.671	0.16695	50.389	0.14272
2.4867	50.689	0.16671	50.406	0.14249
2.542	50.77	0.16623	50.484	0.14208
2.5973	50.785	0.1652	50.499	0.14108
2.6525	50.783	0.16537	50.495	0.14125
2.7078	50.861	0.16491	50.572	0.14085
2.763	50.912	0.16419	50.621	0.14013
2.8183	50.94	0.16515	50.647	0.14114
2.8736	51.074	0.16539	50.779	0.1415
2.9288	51.074	0.16508	50.777	0.14123
2.9841	51.093	0.16441	50.796	0.14059
3.0393	51.161	0.16397	50.862	0.1402
3.0946	51.166	0.16299	50.866	0.13921
3.1499	51.206	0.16246	50.905	0.1387
3.2051	51.236	0.16178	50.935	0.13803
3.2604	51.23	0.16163	50.928	0.13787
3.3156	51.278	0.16099	50.975	0.13727
3.3709	51.289	0.16107	50.984	0.13735
3.4262	51.375	0.16046	51.07	0.1368
3.4814	51.382	0.15966	51.077	0.13599
3.5367	51.419	0.15905	51.113	0.1354
3.592	51.424	0.15938	51.116	0.13573
3.6472	51.498	0.15898	51.189	0.13537
3.7025	51.541	0.15831	51.23	0.13473
3.7577	51.529	0.15845	51.216	0.13488
3.813	51.578	0.15824	51.264	0.13471
3.8683	51.63	0.15778	51.314	0.1343
3.9235	51.633	0.15718	51.316	0.1337
3.9788	51.714	0.15691	51.396	0.13348
4.034	51.719	0.15686	51.4	0.13346
4.0893	51.746	0.15689	51.425	0.13356
4.1446	51.798	0.15568	51.477	0.13238
4.1998	51.818	0.15563	51.495	0.13234
4.2551	51.81	0.15555	51.486	0.13227
4.3103	51.881	0.15508	51.555	0.13185
4.3656	51.885	0.15452	51.558	0.1313
4.4209	51.927	0.15413	51.599	0.13094
4.4761	51.94	0.15362	51.611	0.13046
4.5314	52.001	0.15328	51.671	0.13017
4.5866	52.016	0.15259	51.685	0.12951
4.6419	52.122	0.15234	51.789	0.12931
4.6972	52.124	0.15209	51.79	0.12908
4.7524	52.159	0.15198	51.824	0.12899
4.8077	52.194	0.15131	51.858	0.12836
4.863	52.223	0.15024	51.888	0.1273
4.9182	52.247	0.14961	51.911	0.12668
4.9735	52.278	0.14889	51.943	0.12595
5.0287	52.311	0.14951	51.974	0.1266
5.084	52.315	0.14824	51.978	0.12534
5.1393	52.354	0.1486	52.015	0.12573
5.1945	52.33	0.14854	51.991	0.12568
5.2498	52.388	0.14749	52.049	0.12466
