"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
26.0853	-0.508889	-0.058995	0.20403	-0.337522	-2.19783	-0.134078	-52.3727	0.034998	-0.449796	-52.3373	-51.574	-52.7962	-52.4908	0.0301578	-60.4263		
26.086	-0.805741	-0.058995	0.816118	-0.0323439	-3.70491	-0.134078	-57.8684	0.034998	-0.449796	-52.0324	-51.574	-52.7962	-52.337	0.030445	-56.2997		
26.0867	-0.212037	0.246173	0.816118	-0.0323439	-4.33287	-0.134078	-61.5238	0.034998	-0.449796	-52.3373	-51.728	-52.6429	-52.337	0.0305886	-43.1735		
26.0873	0.424074	0.246173	0.510074	-0.0323439	-3.10836	-0.134078	-67.322	0.034998	-0.443643	-52.1849	-51.4217	-52.3379	-52.337	0.0305886	-53.3966		
26.088	-0.508889	-0.058995	-0.408059	-0.0323439	-1.88385	-0.134078	-65.7968	0.034998	-0.443643	-51.88	-51.4217	-52.3379	-52.337	0.0307323	-50.058		
26.0887	-0.508889	0.246173	-0.408059	-0.0323439	-1.2873	0.171091	-61.8389	0.340172	-0.449796	-51.7275	-51.574	-52.1846	-51.8791	0.0312349	-49.2907		
26.0893	0.424074	0.246173	0.510074	0.272834	0.251181	0.171091	-65.1918	0.034998	-0.449796	-52.1849	-51.8803	-52.3379	-52.1849	0.0307323	-50.2031		
26.09	1.61148	-0.058995	-0.102015	-0.0323439	2.07224	-0.134078	-14.8358	0.034998	-0.449796	-51.88	-51.4217	-52.1846	-52.1849	0.0310913	-50.058		
26.0907	3.77426	0.246173	-1.02015	0.272834	3.9247	0.171091	99.9052	0.034998	-0.449796	-51.1178	-50.6584	-51.728	-51.5749	0.0319529	-49.2907		
26.0913	3.77426	0.246173	-1.02015	0.272834	3.29675	0.171091	129.816	0.340172	-0.455948	-51.4226	-50.9647	-51.728	-51.8791	0.0316657	-49.4359		
26.092	1.61148	-0.058995	-0.102015	-0.0323439	1.78966	-0.134078	62.0658	0.034998	-0.449796	-52.0324	-51.4217	-52.1846	-52.337	0.0310913	-50.058		
26.0927	0.0848149	-0.058995	0.816118	-0.337522	1.47569	-0.134078	21.781	0.034998	-0.443643	-52.0324	-51.574	-52.3379	-52.337	0.0312349	-50.2031		
26.0933	-1.10259	-0.058995	1.42821	-0.0323439	0.251181	-0.134078	14.7602	0.034998	-0.449796	-51.4226	-51.117	-51.8797	-51.5749	0.0316657	-49.581		
26.094	-1.44185	0.246173	1.12216	-0.0323439	-1.56988	-0.134078	15.9828	0.034998	-0.449796	-51.1178	-50.5061	-51.4214	-51.2691	0.0321683	-49.1248		
