mass_B			ExtMarker		
t	x	y	t	x	y
0	26.77980591	0	0	46.46827733	0
0.023198627	26.77958934	0	0.023198627	46.46779899	0
0.046397253	26.78048399	0	0.046397253	46.46793099	0
0.06959588	26.78030877	0	0.06959588	46.46813606	0
0.092794507	26.78014251	0	0.092794507	46.46841674	0
0.115993133	26.78024621	0	0.115993133	46.46867404	0
0.13919176	26.78007888	0	0.13919176	46.46832628	0
0.162390387	26.78028862	0	0.162390387	46.46850229	0
0.185589013	26.77981404	0	0.185589013	46.46820943	0
0.20878764	26.77975695	0	0.20878764	46.46805946	0
0.231986266	26.77980431	0	0.231986266	46.46808274	0
0.255184893	26.77978663	0	0.255184893	46.46770278	0
0.27838352	26.77965055	0	0.27838352	46.4681244	0
0.301582146	26.77943248	0	0.301582146	46.46810149	0
0.324780773	26.77958553	0	0.324780773	46.46835345	0
0.3479794	26.77954347	0	0.3479794	46.46859515	0
0.371178026	26.77922263	0	0.371178026	46.46879465	0
0.394376653	26.77965954	0	0.394376653	46.46842391	0
0.41757528	26.77963464	0	0.41757528	46.46829957	0
0.440773906	26.78022302	0	0.440773906	46.46818517	0
0.463972533	26.77993019	0	0.463972533	46.46850489	0
0.48717116	26.77980202	0	0.48717116	46.4689807	0
0.510369786	26.78020582	0	0.510369786	46.46826966	0
0.533568413	26.78008487	0	0.533568413	46.46820714	0
0.556767039	26.77974452	0	0.556767039	46.46799885	0
0.579965666	26.77946604	0	0.579965666	46.46780659	0
0.603164293	26.78026193	0	0.603164293	46.4687068	0
0.626362919	26.7795836	0	0.626362919	46.46832934	0
0.649561546	26.78050934	0	0.649561546	46.46862163	0
0.672760173	26.78080213	0	0.672760173	46.46782625	0
0.695958799	26.78107481	0	0.695958799	46.4682621	0
0.719157426	26.7808467	0	0.719157426	46.46807706	0
0.742356053	26.78057108	0	0.742356053	46.46815601	0
0.765554679	26.78011824	0	0.765554679	46.46829912	0
0.788753306	26.77991007	0	0.788753306	46.46880442	0
0.811951932	26.7797042	0	0.811951932	46.46834726	0
0.835150559	26.78009836	0	0.835150559	46.4683885	0
0.858349186	26.7792581	0	0.858349186	46.46892333	0
0.881547812	26.77702138	0	0.881547812	46.46776672	0
0.904746439	26.7732466	0	0.904746439	46.46827496	0
0.927945066	26.74122673	0	0.927945066	46.46874526	0
0.951143692	26.69105748	0	0.951143692	46.46781141	0
0.974342319	26.6578237	0	0.974342319	46.46627563	0
0.997540946	26.62670648	0	0.997540946	46.46723263	0
1.020739572	26.60391032	0	1.020739572	46.46655319	0
1.043938199	26.58639027	0	1.043938199	46.46715041	0
