FASC_sup			mass_A		
t	x	y	t	x	y
0.00000000000000	5.00120142300000	17.93383144000000	0.00000000000000	17.28559858000000	25.38821447000000
0.05526083112000	5.00211563000000	17.93394734000000	0.05526083112000	17.28657056000000	25.38841551000000
0.11052166220000	5.00565057900000	17.93400514000000	0.11052166220000	17.28962117000000	25.38844729000000
0.16578249340000	5.01018850300000	17.93445778000000	0.16578249340000	17.28979337000000	25.38889179000000
0.22104332450000	5.01222657200000	17.93409825000000	0.22104332450000	17.29136099000000	25.38926134000000
0.27630415560000	5.01928272000000	17.93372393000000	0.27630415560000	17.29422286000000	25.38918825000000
0.33156498670000	5.01182977200000	17.93440830000000	0.33156498670000	17.29153403000000	25.38937520000000
0.38682581790000	4.99693785100000	17.93460628000000	0.38682581790000	17.28888558000000	25.38929561000000
0.44208664900000	4.98336159400000	17.93473991000000	0.44208664900000	17.28688144000000	25.38949617000000
0.49734748010000	5.00621271200000	17.93491651000000	0.49734748010000	17.28766003000000	25.38923749000000
0.55260831120000	5.01986644500000	17.93466129000000	0.55260831120000	17.29134486000000	25.38952324000000
0.60786914240000	5.01262619800000	17.93440604000000	0.60786914240000	17.28882334000000	25.38965940000000
0.66312997350000	5.00758389700000	17.93451244000000	0.66312997350000	17.29063351000000	25.38935101000000
0.71839080460000	5.00045763100000	17.93434241000000	0.71839080460000	17.28809579000000	25.38969566000000
0.77365163570000	5.02595492900000	17.93431068000000	0.77365163570000	17.29058065000000	25.38957312000000
0.82891246680000	5.02097384600000	17.93437539000000	0.82891246680000	17.29229496000000	25.38958530000000
0.88417329800000	5.02042172500000	17.93479689000000	0.88417329800000	17.29249636000000	25.38948503000000
0.93943412910000	5.01456038200000	17.93449939000000	0.93943412910000	17.29184359000000	25.38949795000000
0.99469496020000	5.02146975200000	17.93452657000000	0.99469496020000	17.29315164000000	25.38980990000000
1.04995579100000	5.01946350500000	17.93458570000000	1.04995579100000	17.29463388000000	25.38959566000000
1.10521662200000	5.02490322700000	17.93493675000000	1.10521662200000	17.29395119000000	25.38970918000000
1.16047745400000	5.02784634800000	17.93512207000000	1.16047745400000	17.29382829000000	25.38960908000000
1.21573828500000	5.02463858600000	17.93497543000000	1.21573828500000	17.29370910000000	25.38907859000000
1.27099911600000	5.02219096300000	17.93538732000000	1.27099911600000	17.29450253000000	25.38925100000000
1.32625994700000	5.04115067500000	17.93565097000000	1.32625994700000	17.30047508000000	25.38876288000000
1.38152077800000	5.03561754900000	17.93526468000000	1.38152077800000	17.29795573000000	25.38882111000000
1.43678160900000	5.03346873200000	17.93551082000000	1.43678160900000	17.30183409000000	25.38881347000000
1.49204244000000	5.04119274600000	17.93561381000000	1.49204244000000	17.30286449000000	25.38863842000000
1.54730327100000	5.03029402400000	17.93598465000000	1.54730327100000	17.30359650000000	25.38891778000000
1.60256410300000	5.05393245700000	17.93558758000000	1.60256410300000	17.31393255000000	25.38794159000000
1.65782493400000	5.02628902700000	17.93542041000000	1.65782493400000	17.30580648000000	25.38848238000000
1.71308576500000	5.03639673800000	17.93541772000000	1.71308576500000	17.31313804000000	25.38716404000000
1.76834659600000	5.04368325200000	17.93562384000000	1.76834659600000	17.31562807000000	25.38785515000000
1.82360742700000	5.07092338200000	17.93143053000000	1.82360742700000	17.32346562000000	25.38733017000000
