mass_A			mass_B		
1.031758015	36.32578612	0	1.031758015	16.9038942	0
1.056922845	36.32708426	0	1.056922845	16.65640148	0
1.082087674	36.32069156	0	1.082087674	16.52815343	0
1.107252504	36.31773244	0	1.107252504	16.36253692	0
1.132417334	36.32547671	0	1.132417334	16.27481648	0
1.157582163	36.32953893	0	1.157582163	16.12431535	0
1.182746993	36.33079846	0	1.182746993	15.83562433	0
1.207911822	36.32562402	0	1.207911822	15.71702346	0
1.233076652	36.32299209	0	1.233076652	15.53873665	0
1.258241482	36.32022144	0	1.258241482	15.4278565	0
1.283406311	36.32017003	0	1.283406311	15.17942493	0
1.308571141	36.32162578	0	1.308571141	15.1375439	0
1.333735971	36.31876102	0	1.333735971	14.99521878	0
1.3589008	36.31566295	0	1.3589008	14.89098047	0
1.38406563	36.30857563	0	1.38406563	14.7050396	0
1.40923046	36.3049655	0	1.40923046	14.5974002	0
1.434395289	36.30331429	0	1.434395289	14.4763304	0
1.459560119	36.30446377	0	1.459560119	14.29879114	0
1.484724948	36.30738722	0	1.484724948	14.1715332	0
1.509889778	36.30591086	0	1.509889778	14.0184084	0
1.535054608	36.30124138	0	1.535054608	13.86058508	0
1.560219437	36.29708417	0	1.560219437	13.76670077	0
1.585384267	36.30577611	0	1.585384267	13.56414177	0
1.610549097	36.30809756	0	1.610549097	13.53438272	0
1.635713926	36.30704555	0	1.635713926	13.45140207	0
1.660878756	36.31014069	0	1.660878756	13.38356085	0
1.686043585	36.30669245	0	1.686043585	13.22750952	0
1.711208415	36.30451839	0	1.711208415	13.18619194	0
1.736373245	36.30476942	0	1.736373245	13.0136605	0
1.761538074	36.30742526	0	1.761538074	12.92007842	0
1.786702904	36.31196672	0	1.786702904	12.79355995	0
1.811867734	36.31493872	0	1.811867734	12.71463196	0
1.837032563	36.31482533	0	1.837032563	12.63052853	0
1.862197393	36.31063863	0	1.862197393	12.56253236	0
1.887362223	36.3059891	0	1.887362223	12.45221192	0
1.912527052	36.30369218	0	1.912527052	12.346805	0
1.937691882	36.30360926	0	1.937691882	12.26953376	0
1.962856711	36.30989426	0	1.962856711	12.20145448	0
1.988021541	36.31268814	0	1.988021541	12.097607	0
2.013186371	36.31791539	0	2.013186371	12.07109596	0
2.0383512	36.31765932	0	2.0383512	12.0355966	0
2.06351603	36.31622926	0	2.06351603	11.91825341	0
2.08868086	36.31710522	0	2.08868086	11.89640825	0
2.113845689	36.31458377	0	2.113845689	11.84042789	0
2.139010519	36.31582632	0	2.139010519	11.82254437	0
2.164175349	36.31816595	0	2.164175349	11.75166203	0
2.189340178	36.32231259	0	2.189340178	11.65120702	0
2.214505008	36.32749595	0	2.214505008	11.60153627	0
2.239669837	36.33116109	0	2.239669837	11.51381337	0
2.264834667	36.32724294	0	2.264834667	11.45148446	0
2.289999497	36.32829164	0	2.289999497	11.39175136	0
2.315164326	36.32329507	0	2.315164326	11.33519628	0
2.340329156	36.32230324	0	2.340329156	11.24843237	0
2.365493986	36.31757796	0	2.365493986	11.19792421	0
2.390658815	36.31776615	0	2.390658815	11.12860134	0
2.415823645	36.32159622	0	2.415823645	11.09997502	0
2.440988475	36.32043997	0	2.440988475	11.05443055	0
2.466153304	36.32182747	0	2.466153304	10.99674717	0
2.491318134	36.32498673	0	2.491318134	10.8967634	0
2.516482963	36.3245832	0	2.516482963	10.88081307	0
2.541647793	36.32475051	0	2.541647793	10.8484964	0
2.566812623	36.32240836	0	2.566812623	10.79872983	0
2.591977452	36.32626318	0	2.591977452	10.74663353	0
2.617142282	36.32487492	0	2.617142282	10.69135285	0
2.642307112	36.323434	0	2.642307112	10.65187985	0
2.667471941	36.31782382	0	2.667471941	10.56093492	0
2.692636771	36.31868912	0	2.692636771	10.53890068	0
2.7178016	36.3149063	0	2.7178016	10.50547522	0
2.74296643	36.31537193	0	2.74296643	10.46566883	0
2.76813126	36.30692979	0	2.76813126	10.38458571	0
2.793296089	36.30787756	0	2.793296089	10.35241072	0
2.818460919	36.30679292	0	2.818460919	10.32088566	0
2.843625749	36.30380105	0	2.843625749	10.25429705	0
2.868790578	36.30711271	0	2.868790578	10.23430018	0
2.893955408	36.30413088	0	2.893955408	10.14984695	0
2.919120238	36.30785659	0	2.919120238	10.11562663	0
2.944285067	36.30641581	0	2.944285067	10.07093082	0
2.969449897	36.30476431	0	2.969449897	10.03632151	0
2.994614726	36.30873438	0	2.994614726	10.02187451	0
3.019779556	36.29746635	0	3.019779556	9.981066289	0
3.044944386	36.2871382	0	3.044944386	9.915647956	0
3.070109215	36.27098255	0	3.070109215	9.889752336	0
3.095274045	36.25550673	0	3.095274045	9.866380928	0
3.120438875	36.25496592	0	3.120438875	9.84310499	0
3.145603704	36.24839989	0	3.145603704	9.796099752	0
3.170768534	36.24712701	0	3.170768534	9.738430309	0
3.195933364	36.24476028	0	3.195933364	9.711088369	0
3.221098193	36.24216382	0	3.221098193	9.688302868	0
3.246263023	36.24152971	0	3.246263023	9.619123833	0
3.271427852	36.23576066	0	3.271427852	9.527860253	0
3.296592682	36.23344306	0	3.296592682	9.477993068	0
3.321757512	36.2282981	0	3.321757512	9.435326965	0
3.346922341	36.22523742	0	3.346922341	9.417903381	0
3.372087171	36.2252022	0	3.372087171	9.395010603	0
3.397252001	36.23193841	0	3.397252001	9.350597775	0
3.42241683	36.22677568	0	3.42241683	9.313833984	0
3.44758166	36.22751633	0	3.44758166	9.270604105	0
3.47274649	36.22559171	0	3.47274649	9.21984797	0
3.497911319	36.22756703	0	3.497911319	9.189181968	0
3.523076149	36.22505687	0	3.523076149	9.131842296	0
3.548240978	36.22970086	0	3.548240978	9.113115078	0
3.573405808	36.22745711	0	3.573405808	9.05987589	0
3.598570638	36.2006645	0	3.598570638	8.948586133	0
3.623735467	36.18284522	0	3.623735467	8.891273404	0
3.648900297	36.17830729	0	3.648900297	8.865641337	0
3.674065127	36.15730682	0	3.674065127	8.767723792	0
3.699229956	36.15349403	0	3.699229956	8.723975568	0
3.724394786	36.12374025	0	3.724394786	8.629688244	0
3.749559615	36.10590633	0	3.749559615	8.580773374	0
3.774724445	36.08856064	0	3.774724445	8.517338334	0
3.799889275	36.08589818	0	3.799889275	8.510401479	0
3.825054104	36.08661995	0	3.825054104	8.482891335	0
3.850218934	36.07509646	0	3.850218934	8.427601172	0
3.875383764	36.07880692	0	3.875383764	8.423482538	0
3.900548593	36.07762588	0	3.900548593	8.40483141	0
3.925713423	36.07102167	0	3.925713423	8.361695082	0
3.950878253	36.06673127	0	3.950878253	8.349216549	0
3.976043082	36.04081181	0	3.976043082	8.315270738	0
4.001207912	36.02684592	0	4.001207912	8.296358062	0
4.026372741	36.01972696	0	4.026372741	8.286137062	0
4.051537571	36.02183107	0	4.051537571	8.271483705	0
4.076702401	36.01443565	0	4.076702401	8.2415089	0
4.10186723	36.01043892	0	4.10186723	8.211471519	0
4.12703206	36.00046251	0	4.12703206	8.165910331	0
4.15219689	35.98740566	0	4.15219689	8.09888844	0
4.177361719	35.97642683	0	4.177361719	8.026023315	0
4.202526549	35.97186489	0	4.202526549	8.001229375	0
4.227691379	35.97080001	0	4.227691379	7.973081238	0
4.252856208	35.96719629	0	4.252856208	7.945905417	0
4.278021038	35.96659964	0	4.278021038	7.908995308	0
4.303185867	35.96693243	0	4.303185867	7.880037094	0
4.328350697	35.96216902	0	4.328350697	7.787520687	0
4.353515527	35.94812664	0	4.353515527	7.701821817	0
4.378680356	35.92281558	0	4.378680356	7.64252861	0
4.403845186	35.87263083	0	4.403845186	7.538802537	0
4.429010016	35.80372675	0	4.429010016	7.34034651	0
4.454174845	35.7583099	0	4.454174845	7.21992686	0
4.479339675	35.74750839	0	4.479339675	7.154211574	0
4.504504505	35.7233136	0	4.504504505	7.022974609	0
4.529669334	35.71260054	0	4.529669334	6.965429935	0
4.554834164	35.70691204	0	4.554834164	6.928304648	0
4.579998993	35.68569041	0	4.579998993	6.854555262	0
4.605163823	35.65210536	0	4.605163823	6.797817269	0
4.630328653	35.63927536	0	4.630328653	6.707249988	0
4.655493482	35.63949621	0	4.655493482	6.697628969	0
4.680658312	35.63520888	0	4.680658312	6.667124803	0
4.705823142	35.63199234	0	4.705823142	6.622003317	0
4.730987971	35.63215085	0	4.730987971	6.574524454	0
4.756152801	35.63002727	0	4.756152801	6.528334108	0
4.78131763	35.63013294	0	4.78131763	6.496415376	0
4.80648246	35.62937591	0	4.80648246	6.474381789	0
4.83164729	35.62317624	0	4.83164729	6.414476852	0
4.856812119	35.63169542	0	4.856812119	6.390687111	0
4.881976949	35.6280961	0	4.881976949	6.346547775	0
4.907141779	35.60858265	0	4.907141779	6.297315262	0
4.932306608	35.58278728	0	4.932306608	6.26116918	0
4.957471438	35.57807498	0	4.957471438	6.247482	0
4.982636268	35.56789343	0	4.982636268	6.22507491	0
5.007801097	35.56093323	0	5.007801097	6.199956147	0
5.032965927	35.55406185	0	5.032965927	6.18345983	0
5.058130756	35.55125358	0	5.058130756	6.131407881	0
5.083295586	35.55521851	0	5.083295586	6.109858492	0
5.108460416	35.55479818	0	5.108460416	6.078897698	0
5.133625245	35.55495827	0	5.133625245	6.019235717	0
5.158790075	35.55246242	0	5.158790075	5.97813718	0
5.183954905	35.55303501	0	5.183954905	5.953298488	0
5.209119734	35.55465004	0	5.209119734	5.920278662	0
5.234284564	35.5519076	0	5.234284564	5.889461002	0
5.259449394	35.53679608	0	5.259449394	5.820110943	0
5.284614223	35.52351095	0	5.284614223	5.805176326	0
5.309779053	35.50039351	0	5.309779053	5.721318577	0
5.334943882	35.48939794	0	5.334943882	5.685807124	0
5.360108712	35.47432462	0	5.360108712	5.669564504	0
5.385273542	35.47352077	0	5.385273542	5.660821221	0
5.410438371	35.46942325	0	5.410438371	5.653642111	0
5.435603201	35.47737579	0	5.435603201	5.645391511	0
5.460768031	35.47167717	0	5.460768031	5.643653103	0
5.48593286	35.47059779	0	5.48593286	5.595711836	0
5.51109769	35.47172383	0	5.51109769	5.521816236	0
5.53626252	35.45784941	0	5.53626252	5.44136172	0
5.561427349	35.43470791	0	5.561427349	5.412894086	0
5.586592179	35.43163622	0	5.586592179	5.429035505	0
5.611757008	35.43017161	0	5.611757008	5.43492643	0
5.636921838	35.42924272	0	5.636921838	5.436735935	0
5.662086668	35.42894373	0	5.662086668	5.438153733	0
5.687251497	35.43080876	0	5.687251497	5.471257741	0
5.712416327	35.43232705	0	5.712416327	5.489786943	0
5.737581157	35.43335825	0	5.737581157	5.5323254	0
5.762745986	35.43218197	0	5.762745986	5.528396662	0
5.787910816	35.431186	0	5.787910816	5.533605069	0
5.813075645	35.43051195	0	5.813075645	5.528709909	0
5.838240475	35.42950785	0	5.838240475	5.527845396	0
5.863405305	35.42852095	0	5.863405305	5.516305971	0
5.888570134	35.42782962	0	5.888570134	5.513599859	0
5.913734964	35.42664245	0	5.913734964	5.50307873	0
5.938899794	35.42710751	0	5.938899794	5.493180988	0
5.964064623	35.42760559	0	5.964064623	5.503806009	0
5.989229453	35.42951127	0	5.989229453	5.508845554	0
6.014394283	35.42705752	0	6.014394283	5.515365954	0
6.039559112	35.42777193	0	6.039559112	5.507262783	0
6.064723942	35.42762256	0	6.064723942	5.507447627	0
6.089888771	35.42721718	0	6.089888771	5.489707879	0
6.115053601	35.4283821	0	6.115053601	5.452367711	0
6.140218431	35.42791792	0	6.140218431	5.422656184	0
6.16538326	35.42737248	0	6.16538326	5.407611628	0
6.19054809	35.4243277	0	6.19054809	5.38587389	0
6.21571292	35.41991039	0	6.21571292	5.291337045	0
6.240877749	35.41819004	0	6.240877749	5.26414027	0
6.266042579	35.41569985	0	6.266042579	5.212864306	0
6.291207409	35.40690222	0	6.291207409	5.163407689	0
6.316372238	35.4088427	0	6.316372238	5.145423929	0
6.341537068	35.40674452	0	6.341537068	5.12330207	0
6.366701897	35.4061994	0	6.366701897	5.097809832	0
6.391866727	35.40313939	0	6.391866727	5.044938888	0
6.417031557	35.40918005	0	6.417031557	5.049450472	0
6.442196386	35.40246377	0	6.442196386	5.030505057	0
6.467361216	35.40573085	0	6.467361216	5.03954219	0
6.492526046	35.40857121	0	6.492526046	5.049990071	0
6.517690875	35.40949923	0	6.517690875	5.046213046	0
6.542855705	35.41036568	0	6.542855705	5.055587227	0
6.568020535	35.4116053	0	6.568020535	5.054328532	0
6.593185364	35.41210847	0	6.593185364	5.04999942	0
6.618350194	35.41052595	0	6.618350194	5.048729986	0
6.643515023	35.41489914	0	6.643515023	5.054879344	0
6.668679853	35.41551039	0	6.668679853	5.054242738	0
6.693844683	35.41296169	0	6.693844683	5.048212884	0
6.719009512	35.41350541	0	6.719009512	5.050010084	0
6.744174342	35.41098385	0	6.744174342	5.052996503	0
6.769339172	35.4129283	0	6.769339172	5.055927611	0
6.794504001	35.41483816	0	6.794504001	5.056966458	0
6.819668831	35.41639733	0	6.819668831	5.05770809	0
6.84483366	35.41825441	0	6.84483366	5.058730955	0
6.86999849	35.41474906	0	6.86999849	5.060893573	0
6.89516332	35.41829015	0	6.89516332	5.064141441	0
6.920328149	35.41843572	0	6.920328149	5.065510723	0
6.945492979	35.42080387	0	6.945492979	5.079181477	0
6.970657809	35.42075695	0	6.970657809	5.111724427	0
