Bump_1			mass_A		
t	x	y	t	x	y
0	28.63636364	-2.130681818	0	12.52840909	5.028409091
0.059612519	28.63531154	-2.130103138	0.059612519	12.52941315	5.028434911
0.119225037	28.63614114	-2.130187686	0.119225037	12.52865506	5.028577016
0.178837556	28.63531052	-2.130112828	0.178837556	12.52765015	5.028416935
0.238450075	28.63717088	-2.130606395	0.238450075	12.52939321	5.028440358
0.298062593	28.63169488	-2.127045482	0.298062593	12.5282449	5.028567019
0.357675112	28.63555616	-2.12957944	0.357675112	12.53013643	5.028182305
0.41728763	28.63661668	-2.130018678	0.41728763	12.52969597	5.028366845
0.476900149	28.63699263	-2.130343795	0.476900149	12.52869625	5.028198648
0.536512668	28.63697524	-2.13079734	0.536512668	12.52998547	5.028403391
0.596125186	28.63347351	-2.128897967	0.596125186	12.52802491	5.028344416
0.655737705	28.63316758	-2.129395315	0.655737705	12.52691561	5.02864791
0.715350224	28.62654326	-2.127555705	0.715350224	12.52236784	5.028735379
0.774962742	28.62922833	-2.128918229	0.774962742	12.52313437	5.029486464
0.834575261	28.63570269	-2.132178866	0.834575261	12.52314476	5.029373578
0.894187779	28.63453039	-2.131276165	0.894187779	12.5207832	5.029879217
0.953800298	28.61364121	-2.123930184	0.953800298	12.50119714	5.03043713
1.013412817	28.53654907	-2.067399468	1.013412817	12.39840749	5.033351599
1.073025335	28.44493106	-2.005541501	1.073025335	12.25366975	5.03411825
1.132637854	28.336191	-1.936480659	1.132637854	11.99598783	5.03001583
1.192250373	28.19558027	-1.903761903	1.192250373	11.86482534	5.030289613
1.251862891	28.14007919	-1.862979918	1.251862891	11.64704125	5.034839025
1.31147541	28.03907856	-1.819425037	1.31147541	11.41962172	5.032384034
1.371087928	27.97913282	-1.791297225	1.371087928	11.33857845	5.031281393
1.430700447	27.96558977	-1.778460264	1.430700447	11.34432313	5.029230637
1.490312966	27.98920303	-1.776710583	1.490312966	11.33786371	5.033058686
1.549925484	27.99846825	-1.774689543	1.549925484	11.33857095	5.032172517
1.609538003	28.02521941	-1.775768952	1.609538003	11.35451246	5.031422072
1.669150522	28.04116271	-1.768308707	1.669150522	11.36489062	5.03045629
1.72876304	28.04298108	-1.765112238	1.72876304	11.34857454	5.03018928
1.788375559	28.06728149	-1.785504806	1.788375559	11.34046203	5.031323392
1.847988077	28.07824204	-1.821909687	1.847988077	11.36324438	5.034315203
1.907600596	28.0485833	-1.822737318	1.907600596	11.37660146	5.035321779
1.967213115	28.04054865	-1.824960274	1.967213115	11.38922671	5.035864301
2.026825633	28.05215816	-1.845547596	2.026825633	11.39153943	5.033333658
2.086438152	28.05376477	-1.845298358	2.086438152	11.38126668	5.03179931
2.146050671	28.05384905	-1.850404977	2.146050671	11.38031857	5.031081499
2.205663189	28.07079082	-1.870098053	2.205663189	11.39643001	5.029841498
2.265275708	28.06464346	-1.892670852	2.265275708	11.39127985	5.029151891
2.324888227	28.0887038	-1.91348014	2.324888227	11.38461377	5.02884556
2.384500745	28.13282684	-1.926078322	2.384500745	11.3823726	5.029011027
