mass_B			mass_A		
t	x	y	t	x	y
0	34.97163793	0	0	11.18978523	0
0.018340211	34.96946258	0	0.018340211	11.18790444	0
0.036680422	34.96893696	0	0.036680422	11.18722512	0
0.055020633	34.96880025	0	0.055020633	11.18472361	0
0.073360844	34.96870295	0	0.073360844	11.18554896	0
0.091701055	34.96925068	0	0.091701055	11.18909314	0
0.110041266	34.97072034	0	0.110041266	11.18922886	0
0.128381476	34.97318787	0	0.128381476	11.19017476	0
0.146721687	34.97222282	0	0.146721687	11.19118885	0
0.165061898	34.9721247	0	0.165061898	11.1956998	0
0.183402109	34.97395264	0	0.183402109	11.19147554	0
0.20174232	34.97452624	0	0.20174232	11.19189568	0
0.220082531	34.97283494	0	0.220082531	11.18975583	0
0.238422742	34.97181056	0	0.238422742	11.18613411	0
0.256762953	34.96862826	0	0.256762953	11.17308312	0
0.275103164	34.96620323	0	0.275103164	11.16504979	0
0.293443375	34.96514239	0	0.293443375	11.17005621	0
0.311783586	34.96593621	0	0.311783586	11.17353425	0
0.330123796	34.96477169	0	0.330123796	11.17757936	0
0.348464007	34.95654323	0	0.348464007	11.17384234	0
0.366804218	34.96094784	0	0.366804218	11.15417701	0
0.385144429	34.96638785	0	0.385144429	11.15994572	0
0.40348464	34.96821562	0	0.40348464	11.17045715	0
0.421824851	34.97176834	0	0.421824851	11.17710513	0
0.440165062	34.97341946	0	0.440165062	11.1685874	0
0.458505273	34.97360006	0	0.458505273	11.14245617	0
0.476845484	34.97217638	0	0.476845484	11.12406348	0
0.495185695	34.97177185	0	0.495185695	11.12336745	0
0.513525906	34.97203952	0	0.513525906	11.12309148	0
0.531866117	34.96835375	0	0.531866117	11.11030788	0
0.550206327	34.96646053	0	0.550206327	11.10890333	0
0.568546538	34.96500235	0	0.568546538	11.11181484	0
0.586886749	34.96859253	0	0.586886749	11.11423547	0
0.60522696	34.96911863	0	0.60522696	11.11431956	0
0.623567171	34.97004258	0	0.623567171	11.11571562	0
0.641907382	34.96950701	0	0.641907382	11.11367699	0
0.660247593	34.96858977	0	0.660247593	11.11524729	0
0.678587804	34.96978773	0	0.678587804	11.12066258	0
0.696928015	34.97011156	0	0.696928015	11.1197171	0
0.715268226	34.97168923	0	0.715268226	11.11748159	0
0.733608437	34.97291258	0	0.733608437	11.11894266	0
0.751948647	34.97603201	0	0.751948647	11.12958904	0
0.770288858	34.9778845	0	0.770288858	11.13097168	0
0.788629069	34.97842223	0	0.788629069	11.12919338	0
0.80696928	34.9774341	0	0.80696928	11.13053817	0
0.825309491	34.97819156	0	0.825309491	11.121675	0
0.843649702	34.97908833	0	0.843649702	11.1200565	0
0.861989913	34.97811086	0	0.861989913	11.11776419	0
0.880330124	34.98251557	0	0.880330124	11.12004495	0
0.898670335	34.98330483	0	0.898670335	11.12144656	0
0.917010546	34.98034868	0	0.917010546	11.1176521	0
0.935350757	34.98331274	0	0.935350757	11.11765997	0
0.953690967	34.97900624	0	0.953690967	11.11742395	0
0.972031178	34.98066213	0	0.972031178	11.11845259	0
0.990371389	34.9811393	0	0.990371389	11.12103414	0
1.0087116	34.98753111	0	1.0087116	11.12322702	0
1.027051811	34.99075506	0	1.027051811	11.12520426	0
1.045392022	34.98832117	0	1.045392022	11.12387321	0
