GMfas			Ext		
4.365605659	13.73638613	16.08207893	4.365605659	-1.760461006	23.83641671
4.42086649	13.74018941	16.08321516	4.42086649	-1.758797526	23.83654612
4.476127321	13.73528487	16.08213243	4.476127321	-1.76034373	23.83636359
4.531388152	13.73703218	16.08270033	4.531388152	-1.756913651	23.83646803
4.586648983	13.73341397	16.08158455	4.586648983	-1.757828192	23.83579487
4.641909814	13.7370843	16.08301831	4.641909814	-1.754048033	23.83593329
4.697170645	13.74154603	16.08374333	4.697170645	-1.755319094	23.835784
4.752431477	13.74569953	16.08401774	4.752431477	-1.752020506	23.83572413
4.807692308	13.74471271	16.08340307	4.807692308	-1.751773467	23.83560677
4.862953139	13.74445079	16.0841847	4.862953139	-1.750583961	23.83517397
4.91821397	13.73862645	16.08332267	4.91821397	-1.750776871	23.83545437
4.973474801	13.73952463	16.08405841	4.973474801	-1.750709669	23.83556427
5.028735632	13.73512858	16.08383547	5.028735632	-1.751477915	23.83592653
5.083996463	13.74000234	16.08472256	5.083996463	-1.748664408	23.83580866
5.139257294	13.74561264	16.08560753	5.139257294	-1.751013311	23.83550272
5.194518126	13.74587314	16.08533842	5.194518126	-1.750840091	23.83558375
5.249778957	13.74165058	16.08525863	5.249778957	-1.750863406	23.83548157
5.305039788	13.75146968	16.08650038	5.305039788	-1.749687795	23.83512941
5.360300619	13.76361858	16.08773686	5.360300619	-1.751991605	23.83529961
5.41556145	13.7549878	16.08633758	5.41556145	-1.748461687	23.83565403
5.470822281	13.75973569	16.08727637	5.470822281	-1.749580077	23.83595849
5.526083112	13.77910779	16.09075668	5.526083112	-1.750192988	23.83629051
5.581343943	13.80418483	16.08588769	5.581343943	-1.74737116	23.83602486
5.636604775	13.88448392	16.08842755	5.636604775	-1.744061799	23.83662867
5.691865606	13.88200344	16.08867082	5.691865606	-1.748916515	23.83631023
5.747126437	13.88224983	16.08865502	5.747126437	-1.7494013	23.83650339
5.802387268	13.87149241	16.08794511	5.802387268	-1.748355713	23.83633694
5.857648099	13.86342828	16.08686493	5.857648099	-1.749666745	23.83642312
5.91290893	13.8577992	16.08624426	5.91290893	-1.751343505	23.83621224
5.968169761	13.85647102	16.08495581	5.968169761	-1.74892765	23.83603336
6.023430592	13.84268279	16.08323364	6.023430592	-1.750641733	23.83607308
6.078691424	13.77514595	16.08304517	6.078691424	-1.750636744	23.83606044
6.133952255	13.70904606	16.08124872	6.133952255	-1.751475881	23.83567616
6.189213086	13.69921712	16.0798618	6.189213086	-1.75078312	23.8357684
6.244473917	13.68019317	16.08286253	6.244473917	-1.748981302	23.83553404
6.299734748	13.63877362	16.08131365	6.299734748	-1.752411896	23.83592533
6.354995579	13.61830299	16.07988258	6.354995579	-1.750884289	23.83577983
6.41025641	13.6224312	16.07975084	6.41025641	-1.752088177	23.83568076
6.465517241	13.62313948	16.07964218	6.465517241	-1.753963954	23.83567916
6.520778073	13.61745597	16.07918423	6.520778073	-1.753133007	23.83495922
6.576038904	13.60276893	16.07804934	6.576038904	-1.755318212	23.83540601
6.631299735	13.57069971	16.08188999	6.631299735	-1.757194278	23.83514442
6.686560566	13.51000796	16.07957561	6.686560566	-1.758521974	23.83423451
6.741821397	13.46780662	16.07798422	6.741821397	-1.757783578	23.83434337
6.797082228	13.48989463	16.0780588	6.797082228	-1.755354808	23.83426017
6.852343059	13.5137775	16.08069951	6.852343059	-1.756172708	23.83470197
6.90760389	13.52445	16.08338655	6.90760389	-1.753842998	23.83483659
6.962864721	13.52571898	16.0843772	6.962864721	-1.754716704	23.83488272
7.018125553	13.51891835	16.08428945	7.018125553	-1.755726195	23.83508791
7.073386384	13.5375285	16.08721649	7.073386384	-1.752732099	23.83484622
7.128647215	13.55070691	16.08709993	7.128647215	-1.752887707	23.83514953
7.183908046	13.53779094	16.08704272	7.183908046	-1.753318021	23.83524002
7.239168877	13.52466055	16.08273707	7.239168877	-1.753120428	23.83503175
7.294429708	13.51408254	16.07810225	7.294429708	-1.755762751	23.83494804
7.349690539	13.51683505	16.07290684	7.349690539	-1.759535843	23.83487364
7.40495137	13.53665278	16.07823801	7.40495137	-1.761359685	23.83504132
7.460212202	13.54084565	16.08626486	7.460212202	-1.759435417	23.8349383
7.515473033	13.547026	16.09112439	7.515473033	-1.763597313	23.83515686
7.570733864	13.55243539	16.09890611	7.570733864	-1.767070168	23.83539164
7.625994695	13.55836636	16.09953152	7.625994695	-1.764402404	23.83557737
7.681255526	13.55731408	16.09882286	7.681255526	-1.76509835	23.83579173
7.736516357	13.58887054	16.09160988	7.736516357	-1.762797312	23.83587131
7.791777188	13.61777056	16.08947753	7.791777188	-1.759323067	23.83565091
7.847038019	13.61444824	16.08716305	7.847038019	-1.76290557	23.83570957
7.902298851	13.62280088	16.08588547	7.902298851	-1.76673942	23.83538513
7.957559682	13.63273324	16.08634513	7.957559682	-1.765517716	23.83494901
8.012820513	13.65502432	16.08823547	8.012820513	-1.769973921	23.83489678
8.068081344	13.64531941	16.08725501	8.068081344	-1.766880759	23.834559
8.123342175	13.63743785	16.08660386	8.123342175	-1.763100951	23.83434629
8.178603006	13.64811262	16.08731008	8.178603006	-1.763930916	23.83429788
8.233863837	13.66598104	16.08950123	8.233863837	-1.762224573	23.8340786
8.289124668	13.69030382	16.08301156	8.289124668	-1.763485918	23.83436283
8.3443855	13.76858785	16.08578076	8.3443855	-1.759757926	23.83498577
8.399646331	13.79415013	16.09076721	8.399646331	-1.759609185	23.8346664
8.454907162	13.81195403	16.09088579	8.454907162	-1.75618231	23.83451231
8.510167993	13.85553801	16.09451247	8.510167993	-1.760157792	23.83477961
8.565428824	13.88709414	16.10175713	8.565428824	-1.757667133	23.83556476
8.620689655	13.92402187	16.09960121	8.620689655	-1.755681264	23.83545051
8.675950486	13.97321697	16.10058428	8.675950486	-1.755957497	23.83570001
8.731211317	13.99845285	16.10057887	8.731211317	-1.756020563	23.83620392
8.786472149	14.00608572	16.0994035	8.786472149	-1.753610775	23.83611103
8.84173298	13.99867801	16.09664625	8.84173298	-1.752314103	23.83575055
8.896993811	13.99794919	16.09586725	8.896993811	-1.753087426	23.8360044
8.952254642	13.99407732	16.09389838	8.952254642	-1.751563436	23.83607231
9.007515473	13.97277734	16.08881341	9.007515473	-1.754436067	23.83573258
9.062776304	13.96810579	16.08722845	9.062776304	-1.751821141	23.83558444
9.118037135	13.97795014	16.08614928	9.118037135	-1.753904094	23.83594074
9.173297966	13.9823819	16.08746612	9.173297966	-1.753927102	23.836084
9.228558798	13.98302041	16.08661299	9.228558798	-1.75561862	23.83660972
9.283819629	13.97628473	16.08569613	9.283819629	-1.755771999	23.83649605
9.33908046	13.96519307	16.0849391	9.33908046	-1.754068018	23.83617444
9.394341291	13.9574887	16.08302703	9.394341291	-1.751951119	23.83629994
9.449602122	13.94998481	16.08279131	9.449602122	-1.757151044	23.835867
9.504862953	13.94569827	16.08350296	9.504862953	-1.753971517	23.83541173
9.560123784	13.94828299	16.08411648	9.560123784	-1.748510687	23.83514847
9.615384615	13.96441575	16.0851256	9.615384615	-1.746947932	23.83515259
9.670645447	13.95351801	16.08447915	9.670645447	-1.747138653	23.83528125
9.725906278	13.95761949	16.08744271	9.725906278	-1.747915419	23.83521939
9.781167109	13.96005741	16.08869379	9.781167109	-1.74507943	23.8353839
9.83642794	13.9557182	16.08917234	9.83642794	-1.746215843	23.83549665
9.891688771	13.95056108	16.08836278	9.891688771	-1.743316655	23.8353182
9.946949602	13.95113931	16.09136255	9.946949602	-1.746192854	23.83525912
10.00221043	13.96361388	16.094226	10.00221043	-1.745017855	23.83498722
10.05747126	13.96649384	16.09838283	10.05747126	-1.746115051	23.83511483
10.1127321	13.97017114	16.09870193	10.1127321	-1.74727609	23.8348707
10.16799293	13.96324692	16.09466288	10.16799293	-1.751043568	23.83514877
10.22325376	13.95852443	16.09299961	10.22325376	-1.747836846	23.83505125
10.27851459	13.96345968	16.08950442	10.27851459	-1.750614907	23.83511841
10.33377542	13.96472524	16.08816565	10.33377542	-1.75048009	23.83551367
10.38903625	13.96118974	16.08671666	10.38903625	-1.751487134	23.83542312
10.44429708	13.98397558	16.08829493	10.44429708	-1.752379276	23.83538623
10.49955791	13.97947337	16.08884003	10.49955791	-1.755772667	23.83545391
10.55481874	13.99600311	16.09335214	10.55481874	-1.76165881	23.83571611
10.61007958	13.98909514	16.09344053	10.61007958	-1.761910073	23.83529639
10.66534041	13.99160956	16.08607588	10.66534041	-1.765859468	23.83549665
10.72060124	13.96338259	16.08165762	10.72060124	-1.768346752	23.83517401
10.77586207	13.92008797	16.074106	10.77586207	-1.768119495	23.83494463
10.8311229	13.92341966	16.08127744	10.8311229	-1.764357979	23.83534572
10.88638373	13.93275415	16.0799425	10.88638373	-1.769482189	23.83526439
10.94164456	13.94518555	16.08353833	10.94164456	-1.765523058	23.83588487
10.99690539	13.948877	16.08396944	10.99690539	-1.763889059	23.83622358
11.05216622	13.95809819	16.0860521	11.05216622	-1.759433844	23.83666967
11.10742706	13.94007179	16.08573031	11.10742706	-1.76023354	23.83574061
11.16268789	13.93329526	16.08615204	11.16268789	-1.759904632	23.83667681
11.21794872	13.94461317	16.08854636	11.21794872	-1.759220612	23.83654833
11.27320955	13.96660518	16.09301226	11.27320955	-1.755840318	23.83613044
11.32847038	13.97861545	16.09570812	11.32847038	-1.759075551	23.83571247
11.38373121	13.98539045	16.09893349	11.38373121	-1.759194399	23.83641635
11.43899204	13.96906987	16.09650944	11.43899204	-1.760359904	23.8369178
11.49425287	13.9650141	16.09401614	11.49425287	-1.755972104	23.8373111
11.5495137	13.96100153	16.09162137	11.5495137	-1.754802508	23.83665191
11.60477454	13.96414993	16.09293364	11.60477454	-1.75439127	23.83646172
11.66003537	13.94684433	16.08933019	11.66003537	-1.749385082	23.83625256
11.7152962	13.92734105	16.08624649	11.7152962	-1.747787602	23.83582601
11.77055703	13.93040422	16.08614851	11.77055703	-1.747230126	23.83639274
11.82581786	13.94994672	16.08774534	11.82581786	-1.745794902	23.83634474
11.88107869	13.96297716	16.08971727	11.88107869	-1.745976646	23.83623437
11.93633952	13.9734112	16.09048625	11.93633952	-1.743311322	23.83638111
11.99160035	13.96968274	16.08916795	11.99160035	-1.743116875	23.83644684
12.04686118	13.97339582	16.08926374	12.04686118	-1.740084017	23.83608432
12.10212202	13.97429095	16.08939583	12.10212202	-1.740741378	23.83587032
12.15738285	13.97927151	16.09027985	12.15738285	-1.740161188	23.83580825
12.21264368	13.97831328	16.08990888	12.21264368	-1.741618933	23.83580705
12.26790451	13.9985724	16.09381753	12.26790451	-1.742610941	23.83592238
12.32316534	14.012256	16.09776705	12.32316534	-1.740014616	23.83572003
12.37842617	14.01424446	16.10005629	12.37842617	-1.739211009	23.83523474
12.433687	14.06818591	16.09488842	12.433687	-1.735263171	23.83449657
12.48894783	14.09312525	16.09665196	12.48894783	-1.735478226	23.83469724
12.54420866	14.05803213	16.08864919	12.54420866	-1.737354713	23.83417707
12.5994695	14.05062863	16.08510877	12.5994695	-1.738168857	23.83471758
12.65473033	14.06093106	16.08548406	12.65473033	-1.737819295	23.83463531
12.70999116	14.0700536	16.08572528	12.70999116	-1.742446463	23.83478338
12.76525199	14.07190973	16.08590412	12.76525199	-1.739959549	23.83468142
12.82051282	14.06841473	16.08692191	12.82051282	-1.746762194	23.83463488
12.87577365	14.05765235	16.0846832	12.87577365	-1.745015044	23.83420569
12.93103448	14.06361287	16.08604838	12.93103448	-1.746325637	23.83413357
12.98629531	14.04668848	16.08364403	12.98629531	-1.747321644	23.83465908
13.04155615	14.04972738	16.08256117	13.04155615	-1.75086633	23.83460706
13.09681698	14.05281238	16.07971249	13.09681698	-1.751468143	23.8345159
13.15207781	14.06450411	16.08068842	13.15207781	-1.749225961	23.83454229
13.20733864	14.06236366	16.07769649	13.20733864	-1.743571441	23.83403012
13.26259947	14.06662585	16.08196156	13.26259947	-1.742320986	23.83489469
13.3178603	14.07674985	16.08788726	13.3178603	-1.74186443	23.83597313
13.37312113	14.0975503	16.09342353	13.37312113	-1.74048918	23.83625087
13.42838196	14.08456039	16.09268127	13.42838196	-1.739078057	23.83682962
13.48364279	14.08724885	16.0917438	13.48364279	-1.742906873	23.83724618
13.53890363	14.08805759	16.09081992	13.53890363	-1.739189059	23.83690729
13.59416446	14.07933279	16.08809699	13.59416446	-1.740713353	23.83675779
13.64942529	14.08232536	16.08670928	13.64942529	-1.744388119	23.83636633
13.70468612	14.07360098	16.08556258	13.70468612	-1.747987549	23.83570341
13.75994695	14.07483091	16.0863202	13.75994695	-1.748637249	23.83507179
13.81520778	14.0723113	16.08641453	13.81520778	-1.749201567	23.83500094
13.87046861	14.06463755	16.08587564	13.87046861	-1.75151371	23.83476982
13.92572944	14.0614511	16.08578312	13.92572944	-1.752032067	23.83462436
13.98099027	14.06980805	16.086347	13.98099027	-1.753974749	23.83468273
14.03625111	14.0712848	16.08621061	14.03625111	-1.752023615	23.83443507
14.09151194	14.09339267	16.08883646	14.09151194	-1.7512682	23.83424505
14.14677277	14.1046696	16.09044772	14.14677277	-1.75165374	23.83485549
14.2020336	14.10407545	16.09002185	14.2020336	-1.756497164	23.83487137
14.25729443	14.09063752	16.08942357	14.25729443	-1.75487789	23.83533312
14.31255526	14.08335655	16.09112988	14.31255526	-1.755467036	23.83617504
14.36781609	14.06828834	16.08847255	14.36781609	-1.755300748	23.83613659
14.42307692	14.06536801	16.08743502	14.42307692	-1.755843915	23.83615544
14.47833775	14.07344691	16.08786702	14.47833775	-1.754160054	23.83671843
14.53359859	14.08712068	16.09035307	14.53359859	-1.748228329	23.83642299
14.58885942	14.10115419	16.09216867	14.58885942	-1.742848136	23.83598457
14.64412025	14.08592095	16.08930259	14.64412025	-1.737371226	23.83590049
14.69938108	14.07603416	16.08706288	14.69938108	-1.739053985	23.8359813
14.75464191	14.05398455	16.08364266	14.75464191	-1.7416746	23.83558243
14.80990274	14.06611984	16.08550394	14.80990274	-1.741168503	23.83548456
14.86516357	14.08032683	16.08829392	14.86516357	-1.740711363	23.83571133
14.9204244	14.07877991	16.08762815	14.9204244	-1.740706037	23.83574776
14.97568523	14.0768339	16.08776117	14.97568523	-1.740673192	23.83647639
15.03094607	14.06429878	16.08516138	15.03094607	-1.745296659	23.83642881
15.0862069	14.06726558	16.08632673	15.0862069	-1.746899585	23.8359641
15.14146773	14.06910232	16.08631558	15.14146773	-1.745836556	23.83604373
15.19672856	14.07347199	16.08818613	15.19672856	-1.745856412	23.83631403
15.25198939	14.07199797	16.08822824	15.25198939	-1.746101599	23.83606891
15.30725022	14.09204417	16.09540632	15.30725022	-1.747334236	23.83632119
15.36251105	14.10200937	16.09873554	15.36251105	-1.74710987	23.83653141
15.41777188	14.12153245	16.10494492	15.41777188	-1.747391469	23.83663981
15.47303271	14.12636645	16.10465817	15.47303271	-1.74853147	23.8361438
15.52829355	14.13440371	16.0931645	15.52829355	-1.751877613	23.83587019
15.58355438	14.18203476	16.09214493	15.58355438	-1.748760675	23.83449373
15.63881521	14.18787115	16.09137753	15.63881521	-1.749051151	23.83425459
15.69407604	14.21687908	16.09580975	15.69407604	-1.748836144	23.83433495
15.74933687	14.24914039	16.09084625	15.74933687	-1.752308935	23.83393153
15.8045977	14.32417014	16.0964556	15.8045977	-1.755540649	23.83452955
15.85985853	14.36466171	16.09284981	15.85985853	-1.75468117	23.83347438
15.91511936	14.41274404	16.09681496	15.91511936	-1.754469044	23.8330549
15.97038019	14.43465347	16.10142153	15.97038019	-1.751920583	23.83242354
16.02564103	14.45499908	16.10703431	16.02564103	-1.749522809	23.83251376
16.08090186	14.44911565	16.1054151	16.08090186	-1.746705842	23.83254714
16.13616269	14.45366912	16.10371498	16.13616269	-1.746281339	23.83298317
16.19142352	14.44526632	16.10296037	16.19142352	-1.745837664	23.83413251
16.24668435	14.44835198	16.10366765	16.24668435	-1.746906426	23.83482177
16.30194518	14.47237464	16.09754909	16.30194518	-1.742438557	23.8348664
16.35720601	14.55218247	16.10696994	16.35720601	-1.733783123	23.83525927
16.41246684	14.53877878	16.10125063	16.41246684	-1.734675584	23.83502205
16.46772767	14.5413487	16.09777887	16.46772767	-1.732877442	23.83497293
16.52298851	14.53518798	16.09410304	16.52298851	-1.735123726	23.83439075
16.57824934	14.53292861	16.09227713	16.57824934	-1.732640796	23.83435317
16.63351017	14.54146696	16.09329138	16.63351017	-1.728512379	23.83363179
16.688771	14.56225327	16.09553564	16.688771	-1.726848051	23.83338448
16.74403183	14.54977494	16.09356912	16.74403183	-1.723067531	23.83243623
16.79929266	14.55817312	16.09624	16.79929266	-1.716685622	23.83229242
16.85455349	14.54230542	16.09363197	16.85455349	-1.721977668	23.83145035
16.90981432	14.52733534	16.09149686	16.90981432	-1.7247437	23.83147729
16.96507515	14.52965047	16.09177235	16.96507515	-1.728975922	23.83239485
17.02033599	14.51960664	16.0893011	17.02033599	-1.732697761	23.83235271
17.07559682	14.52709525	16.09175744	17.07559682	-1.735637444	23.83252834
17.13085765	14.52634178	16.09080524	17.13085765	-1.740233407	23.83347452
17.18611848	14.53814903	16.09347864	17.18611848	-1.740063625	23.83421037
17.24137931	14.53737704	16.09299574	17.24137931	-1.74048222	23.83448457
17.29664014	14.53789689	16.09418487	17.29664014	-1.73991783	23.83526719
17.35190097	14.53590442	16.09479647	17.35190097	-1.745263541	23.83534416
17.4071618	14.53592487	16.09513168	17.4071618	-1.744929758	23.83531567
17.46242263	14.52548571	16.09155713	17.46242263	-1.747024216	23.83538898
17.51768347	14.5146783	16.08790335	17.51768347	-1.74588254	23.83557033
17.5729443	14.51047738	16.08639989	17.5729443	-1.747386531	23.83560749
17.62820513	14.51389608	16.08645659	17.62820513	-1.745665873	23.83540545
17.68346596	14.50470194	16.08465987	17.68346596	-1.747596052	23.83549384
17.73872679	14.50073537	16.08497143	17.73872679	-1.746551959	23.83547623
17.79398762	14.5035303	16.08472684	17.79398762	-1.748912099	23.83538278
17.84924845	14.51100331	16.0861455	17.84924845	-1.744727475	23.8357185
17.90450928	14.50490865	16.08515218	17.90450928	-1.745901893	23.83550848
17.95977011	14.5097397	16.08540826	17.95977011	-1.746380822	23.83547748
18.01503095	14.50871201	16.08630732	18.01503095	-1.744782868	23.83523399
18.07029178	14.50003845	16.08585229	18.07029178	-1.744884439	23.83515803
18.12555261	14.50632285	16.08648509	18.12555261	-1.744592068	23.83523212
18.18081344	14.50298059	16.0851927	18.18081344	-1.74541242	23.83512547
18.23607427	14.50917988	16.08553393	18.23607427	-1.744973018	23.83528655
18.2913351	14.51821334	16.08890952	18.2913351	-1.744692922	23.8352008
18.34659593	14.51847601	16.08938502	18.34659593	-1.74561794	23.83510734
18.40185676	14.51829107	16.08854098	18.40185676	-1.744956074	23.83502813
18.4571176	14.51159688	16.08716069	18.4571176	-1.745668635	23.83510289
18.51237843	14.50430562	16.08522023	18.51237843	-1.744981086	23.8351293
18.56763926	14.47383438	16.08112923	18.56763926	-1.746163187	23.8351155
18.62290009	14.4707594	16.08058861	18.62290009	-1.745640115	23.83522218
18.67816092	14.46880328	16.07852868	18.67816092	-1.745247821	23.83511297
18.73342175	14.4615621	16.07804405	18.73342175	-1.746360464	23.83508263
18.78868258	14.46709607	16.07834126	18.78868258	-1.746030456	23.83505391
18.84394341	14.4558583	16.08512209	18.84394341	-1.745290744	23.83518772
18.89920424	14.43517524	16.08592213	18.89920424	-1.74479899	23.83504736
18.95446508	14.44435418	16.08724601	18.95446508	-1.745295553	23.83493202
19.00972591	14.41999171	16.08583061	19.00972591	-1.745783516	23.8351076
19.06498674	14.42350986	16.08683621	19.06498674	-1.745554909	23.83507689
19.12024757	14.41073751	16.08566927	19.12024757	-1.746153946	23.83503606
19.1755084	14.41038723	16.08637362	19.1755084	-1.745574583	23.83499341
19.23076923	14.40501867	16.08458928	19.23076923	-1.745878428	23.8351449
19.28603006	14.4052399	16.08742638	19.28603006	-1.745592753	23.83506667
19.34129089	14.38123603	16.08597999	19.34129089	-1.745364184	23.83504057
19.39655172	14.37067845	16.08436095	19.39655172	-1.745218447	23.83502945
19.45181256	14.29456096	16.0818008	19.45181256	-1.746445798	23.83511969
19.50707339	14.21523778	16.08403883	19.50707339	-1.746846664	23.83504068
19.56233422	14.15842452	16.07962566	19.56233422	-1.747280427	23.83513093
19.61759505	14.04761738	16.07248189	19.61759505	-1.748940372	23.83486415
19.67285588	13.96029039	16.07723082	19.67285588	-1.748982278	23.83483477
19.72811671	13.9370828	16.07764506	19.72811671	-1.750909635	23.8349815
19.78337754	13.90184561	16.08097987	19.78337754	-1.752492256	23.8349909
19.83863837	13.85254096	16.08220807	19.83863837	-1.75211413	23.83466518
19.8938992	13.83623522	16.08015261	19.8938992	-1.753319954	23.83469021
19.94916004	13.84889497	16.08291504	19.94916004	-1.752042146	23.83474903
20.00442087	13.84340818	16.0805051	20.00442087	-1.752296282	23.83495712
20.0596817	13.84674424	16.08205387	20.0596817	-1.751118005	23.83488396
20.11494253	13.84897862	16.08313064	20.11494253	-1.751195654	23.83505327
20.17020336	13.86488149	16.08686037	20.17020336	-1.749932913	23.83503668
20.22546419	13.86239883	16.08876091	20.22546419	-1.749071049	23.83510381
20.28072502	13.85175169	16.08760787	20.28072502	-1.749326766	23.83491378
20.33598585	13.86111828	16.08873102	20.33598585	-1.748344661	23.83504046
20.39124668	13.85431673	16.0868497	20.39124668	-1.74767085	23.83504877
20.44650752	13.85248877	16.08607098	20.44650752	-1.74774636	23.83488282
20.50176835	13.84514937	16.08500171	20.50176835	-1.748901439	23.8347386
20.55702918	13.84241005	16.08452941	20.55702918	-1.750211679	23.83470973
20.61229001	13.83575125	16.08398712	20.61229001	-1.749240543	23.83483258
20.66755084	13.84242439	16.08513681	20.66755084	-1.74892056	23.83485172
20.72281167	13.85886029	16.08739347	20.72281167	-1.748138023	23.83496409
20.7780725	13.85355788	16.08649472	20.7780725	-1.747834973	23.83486762
20.83333333	13.86481759	16.08776572	20.83333333	-1.747973298	23.83499916
