GMfas			Ext		
20.88859416	13.85569029	16.08527511	20.88859416	-1.746831761	23.83491632
20.943855	13.85842801	16.08569594	20.943855	-1.746646846	23.83482671
20.99911583	13.85652974	16.08525203	20.99911583	-1.746511193	23.83477293
21.05437666	13.864475	16.08667625	21.05437666	-1.746865118	23.83493094
21.10963749	13.86046403	16.08636196	21.10963749	-1.746335925	23.83491422
21.16489832	13.86345842	16.0874424	21.16489832	-1.74673481	23.83485524
21.22015915	13.86448119	16.089304	21.22015915	-1.746016331	23.83498445
21.27541998	13.84267071	16.0864452	21.27541998	-1.746977182	23.83504432
21.33068081	13.84071821	16.08639256	21.33068081	-1.747478826	23.8347297
21.38594164	13.85330188	16.08787284	21.38594164	-1.747975481	23.83500871
21.44120248	13.85665665	16.08739594	21.44120248	-1.748178701	23.83503718
21.49646331	13.87673341	16.09171002	21.49646331	-1.745896571	23.83495846
21.55172414	13.89949215	16.09458471	21.55172414	-1.746229462	23.83495291
21.60698497	13.90897864	16.09083047	21.60698497	-1.746439353	23.83480511
21.6622458	13.94882579	16.09156564	21.6622458	-1.746642944	23.8349981
21.71750663	13.95551363	16.09339672	21.71750663	-1.746435986	23.83506687
21.77276746	13.95888118	16.09386938	21.77276746	-1.746705151	23.83495412
21.82802829	13.95783919	16.09176814	21.82802829	-1.74570894	23.83505397
21.88328912	13.9824555	16.09505154	21.88328912	-1.74628781	23.83490086
21.93854996	13.96491053	16.09353809	21.93854996	-1.746664023	23.83516236
