Bump_2			mass_A		
t	x	y	t	x	y
0.00000000000000	41.81156907000000	1.04616760600000	0.00000000000000	17.94008939000000	7.06181060200000
0.05961251863000	41.81138291000000	1.04558837800000	0.05961251863000	17.93577074000000	7.06186825800000
0.11922503730000	41.81096148000000	1.04249899500000	0.11922503730000	17.93042295000000	7.06222926400000
0.17883755590000	41.78027845000000	1.02461954800000	0.17883755590000	17.89573036000000	7.06178783300000
0.23845007450000	41.64174411000000	0.98651311690000	0.23845007450000	17.82912975000000	7.06005855200000
0.29806259310000	41.53728839000000	0.97414167370000	0.29806259310000	17.79726158000000	7.06082582800000
0.35767511180000	41.52468801000000	0.97238020490000	0.35767511180000	17.77975164000000	7.06112830200000
0.41728763040000	41.49309830000000	0.96938575620000	0.41728763040000	17.76513137000000	7.06077500000000
0.47690014900000	41.43207735000000	0.97079804040000	0.47690014900000	17.75678632000000	7.06018918100000
0.53651266770000	41.33700596000000	0.96217929130000	0.53651266770000	17.75983306000000	7.06102260600000
0.59612518630000	41.23311010000000	0.94411736890000	0.59612518630000	17.70941966000000	7.06034759400000
0.65573770490000	41.10185801000000	0.91380847640000	0.65573770490000	17.62247135000000	7.05631797400000
0.71535022350000	41.02551776000000	0.89887171590000	0.71535022350000	17.54331575000000	7.05651184600000
0.77496274220000	40.96538762000000	0.88818151490000	0.77496274220000	17.49199099000000	7.05759000800000
0.83457526080000	40.89405696000000	0.88059195290000	0.83457526080000	17.40075886000000	7.05620834300000
0.89418777940000	40.78505422000000	0.87364478490000	0.89418777940000	17.28270355000000	7.05436208500000
0.95380029810000	40.63728649000000	0.80447963240000	0.95380029810000	17.17909285000000	7.05342442400000
1.01341281700000	40.52081427000000	0.77223835780000	1.01341281700000	17.13521628000000	7.04996294600000
1.07302533500000	40.39117938000000	0.71492481150000	1.07302533500000	17.13069767000000	7.05289599500000
1.13263785400000	40.44278687000000	0.72704606370000	1.13263785400000	17.11210869000000	7.04988991900000
1.19225037300000	40.49671474000000	0.74132698910000	1.19225037300000	17.09934094000000	7.04783483300000
1.25186289100000	40.49849774000000	0.74236922340000	1.25186289100000	17.10194368000000	7.04760406900000
1.31147541000000	40.50837084000000	0.73644562760000	1.31147541000000	17.10728440000000	7.04677651500000
1.37108792800000	40.52025864000000	0.73212181300000	1.37108792800000	17.11685256000000	7.04538659800000
1.43070044700000	40.58487220000000	0.72704823230000	1.43070044700000	17.11647921000000	7.04456153500000
1.49031296600000	40.63851606000000	0.73371275340000	1.49031296600000	17.12246833000000	7.04365800600000
1.54992548400000	40.72645463000000	0.73925036920000	1.54992548400000	17.13128355000000	7.04331065500000
1.60953800300000	40.79840814000000	0.73703954860000	1.60953800300000	17.15077651000000	7.04283844400000
1.66915052200000	40.94386885000000	0.74517119470000	1.66915052200000	17.16124553000000	7.04071797400000
1.72876304000000	40.97766930000000	0.72634024280000	1.72876304000000	17.15551680000000	7.04159206800000
1.78837555900000	41.01749798000000	0.72104572950000	1.78837555900000	17.15498535000000	7.04172903500000
1.84798807700000	41.04535691000000	0.72608500890000	1.84798807700000	17.15404563000000	7.04244182400000
1.90760059600000	41.04740713000000	0.72723659410000	1.90760059600000	17.15135844000000	7.04233669300000
1.96721311500000	41.07035358000000	0.72744642020000	1.96721311500000	17.15331899000000	7.04284030700000
2.02682563300000	41.11079026000000	0.73115700330000	2.02682563300000	17.15532742000000	7.04453096500000
2.08643815200000	41.12704930000000	0.72721119040000	2.08643815200000	17.15251756000000	7.04298420800000
2.14605067100000	41.16305127000000	0.71967064780000	2.14605067100000	17.15620140000000	7.04310618200000
2.20566318900000	41.17396923000000	0.71432510660000	2.20566318900000	17.15272170000000	7.04296890000000
2.26527570800000	41.18190480000000	0.71755265770000	2.26527570800000	17.14726343000000	7.04339085000000
2.32488822700000	41.18153789000000	0.72113153320000	2.32488822700000	17.14712005000000	7.04321680200000
2.38450074500000	41.18749063000000	0.73368522450000	2.38450074500000	17.14321417000000	7.04285605400000
2.44411326400000	41.22168648000000	0.73389335810000	2.44411326400000	17.14510307000000	7.04306496200000
2.50372578200000	41.24084768000000	0.73348996510000	2.50372578200000	17.15025072000000	7.04443579200000
2.56333830100000	41.27942622000000	0.73584375640000	2.56333830100000	17.15581176000000	7.04279395700000
2.62295082000000	41.31099818000000	0.74242415480000	2.62295082000000	17.15346558000000	7.04248239200000
2.68256333800000	41.35282376000000	0.75522317780000	2.68256333800000	17.16116378000000	7.04231927300000
2.74217585700000	41.38531727000000	0.75922578060000	2.74217585700000	17.16152362000000	7.04251159200000
2.80178837600000	41.42195234000000	0.76261671340000	2.80178837600000	17.16076948000000	7.04294598100000
2.86140089400000	41.46416127000000	0.76381547350000	2.86140089400000	17.15877855000000	7.04284928400000
2.92101341300000	41.48864422000000	0.76841543160000	2.92101341300000	17.16010440000000	7.04269747400000
2.98062593100000	41.53964252000000	0.77846018100000	2.98062593100000	17.17382322000000	7.04464990800000
3.04023845000000	41.57631148000000	0.79370658340000	3.04023845000000	17.21537218000000	7.04478534700000
3.09985096900000	41.64336909000000	0.81600686500000	3.09985096900000	17.23424066000000	7.04533821900000
3.15946348700000	41.69796795000000	0.82984433250000	3.15946348700000	17.24008564000000	7.04536716900000
3.21907600600000	41.71804143000000	0.84691482370000	3.21907600600000	17.22337975000000	7.04435186700000
3.27868852500000	41.74936569000000	0.84956980250000	3.27868852500000	17.20470440000000	7.04505460400000
3.33830104300000	41.75212137000000	0.84326367340000	3.33830104300000	17.20622681000000	7.04561489800000
3.39791356200000	41.76359983000000	0.84558090860000	3.39791356200000	17.21182334000000	7.04559118900000
3.45752608000000	41.76335144000000	0.87611338650000	3.45752608000000	17.21624564000000	7.04542724600000
3.51713859900000	41.77254847000000	0.89633051850000	3.51713859900000	17.22016904000000	7.04559604300000
3.57675111800000	41.80248507000000	0.89995815750000	3.57675111800000	17.22207471000000	7.04560034300000
3.63636363600000	41.86092452000000	0.90426543220000	3.63636363600000	17.22158382000000	7.04579498700000
3.69597615500000	41.88815916000000	0.90970828570000	3.69597615500000	17.22462893000000	7.04600922100000
3.75558867400000	41.87387462000000	0.90319792090000	3.75558867400000	17.21190981000000	7.04600986600000
3.81520119200000	41.86158511000000	0.90149218690000	3.81520119200000	17.20855572000000	7.04605871700000
3.87481371100000	41.86237645000000	0.89928623700000	3.87481371100000	17.20777582000000	7.04633498900000
3.93442623000000	41.84796918000000	0.89971359710000	3.93442623000000	17.21095298000000	7.04643678600000
3.99403874800000	41.82584500000000	0.89870189590000	3.99403874800000	17.20990663000000	7.04659864500000
4.05365126700000	41.82491768000000	0.89729253460000	4.05365126700000	17.21446470000000	7.04652008100000
4.11326378500000	41.82058141000000	0.89564352150000	4.11326378500000	17.23164592000000	7.04686136800000
4.17287630400000	41.85232336000000	0.89701689510000	4.17287630400000	17.22840200000000	7.04683628100000
