Bump_2			mass_A		
3.57675112	42.18247654	-1.32631144	3.57675112	34.71749933	5.09536584
3.63636364	42.23459772	-1.32308135	3.63636364	34.71876875	5.09526281
3.69597616	42.21995411	-1.32300931	3.69597616	34.71940954	5.09534322
3.75558867	42.21747186	-1.32854352	3.75558867	34.71469763	5.09501243
3.81520119	42.21462052	-1.33095514	3.81520119	34.70967757	5.09487218
3.87481371	42.20980040	-1.33139208	3.87481371	34.70962897	5.09482535
3.93442623	42.21306830	-1.33521606	3.93442623	34.70715300	5.09472585
3.99403875	42.21500497	-1.33266336	3.99403875	34.70581212	5.09461984
4.05365127	42.21725714	-1.33016969	4.05365127	34.70446118	5.09460870
4.11326379	42.21830078	-1.32215219	4.11326379	34.70238975	5.09441546
4.17287630	42.22215880	-1.31583101	4.17287630	34.70135870	5.09450792
4.23248882	42.22042012	-1.31653437	4.23248882	34.69969166	5.09445836
4.29210134	42.21764084	-1.31768278	4.29210134	34.69828115	5.09475212
4.35171386	42.22192080	-1.32338561	4.35171386	34.69707043	5.09453866
4.41132638	42.22781340	-1.33001775	4.41132638	34.69741094	5.09441290
4.47093890	42.23925517	-1.34527229	4.47093890	34.69620437	5.09405149
4.53055142	42.23825352	-1.34766016	4.53055142	34.69693416	5.09417230
4.59016393	42.23343702	-1.34308418	4.59016393	34.70086236	5.09406177
4.64977645	42.23140744	-1.33634770	4.64977645	34.70304688	5.09387050
4.70938897	42.21267873	-1.34058592	4.70938897	34.70667268	5.09409834
4.76900149	42.21749944	-1.34770207	4.76900149	34.70420625	5.09434846
4.82861401	42.21027487	-1.34389976	4.82861401	34.70289486	5.09446240
4.88822653	42.19776606	-1.34081606	4.88822653	34.70362687	5.09443092
4.94783905	42.19862789	-1.33723718	4.94783905	34.70277575	5.09429899
5.00745157	42.20318802	-1.33575938	5.00745157	34.70206571	5.09454020
5.06706408	42.21190229	-1.33453225	5.06706408	34.70122006	5.09452195
5.12667660	42.20871273	-1.33129838	5.12667660	34.69783798	5.09417988
5.18628912	42.20529544	-1.33071101	5.18628912	34.70173491	5.09431244
5.24590164	42.19548187	-1.32898974	5.24590164	34.70376254	5.09431469
5.30551416	42.19338822	-1.32980756	5.30551416	34.70636374	5.09459151
5.36512668	42.18606279	-1.32875555	5.36512668	34.70624321	5.09465104
5.42473920	42.19004700	-1.33087693	5.42473920	34.70453057	5.09527356
5.48435171	42.20425558	-1.33761094	5.48435171	34.70181344	5.09561387
5.54396423	42.21897856	-1.34235930	5.54396423	34.69951434	5.09518654
5.60357675	42.22219827	-1.34394496	5.60357675	34.69285253	5.09486660
5.66318927	42.22931008	-1.34724812	5.66318927	34.69553977	5.09440911
5.72280179	42.23226863	-1.34369390	5.72280179	34.69416177	5.09395425
5.78241431	42.22870665	-1.34062138	5.78241431	34.69621738	5.09349257
5.84202683	42.22105244	-1.33543943	5.84202683	34.69356380	5.09331859
5.90163934	42.20966002	-1.33145012	5.90163934	34.69300799	5.09368721
5.96125186	42.20128876	-1.32991975	5.96125186	34.69672905	5.09356521
6.02086438	42.19785948	-1.32731235	6.02086438	34.69675826	5.09327830
6.08047690	42.19533984	-1.32609486	6.08047690	34.70002326	5.09352839
6.14008942	42.18102594	-1.32761479	6.14008942	34.69816517	5.09413238
6.19970194	42.18425031	-1.33161809	6.19970194	34.70325393	5.09447570
6.25931446	42.19726096	-1.33726283	6.25931446	34.70483461	5.09468261
6.31892698	42.19853417	-1.33662565	6.31892698	34.70742160	5.09499485
6.37853949	42.18873313	-1.33743853	6.37853949	34.71089737	5.09498585
6.43815201	42.19089309	-1.34721005	6.43815201	34.71162107	5.09498959
6.49776453	42.15067742	-1.37840212	6.49776453	34.71575969	5.09460132
6.55737705	42.09477797	-1.42388314	6.55737705	34.73102265	5.09490270
6.61698957	42.02168961	-1.48628215	6.61698957	34.76972788	5.09603366
6.67660209	41.98633838	-1.54009421	6.67660209	34.79421604	5.09678047
6.73621461	41.97051813	-1.56999799	6.73621461	34.79244918	5.09654489
6.79582712	41.92307899	-1.61703104	6.79582712	34.78765156	5.09673569
6.85543964	41.91694770	-1.63894780	6.85543964	34.79765312	5.09655912
6.91505216	41.88703940	-1.68691083	6.91505216	34.79921112	5.09557575
6.97466468	41.84442359	-1.71406051	6.97466468	34.79024107	5.09558456
7.03427720	41.79976815	-1.74667460	7.03427720	34.77725404	5.09618186
7.09388972	41.69898247	-1.78322064	7.09388972	34.76807879	5.09621037
7.15350224	41.65599081	-1.81078934	7.15350224	34.77970315	5.09568346
7.21311475	41.54865107	-1.84272795	7.21311475	34.77341503	5.09569119
7.27272727	41.50446406	-1.86999476	7.27272727	34.78178225	5.09562294
7.33233979	41.44697499	-1.90850155	7.33233979	34.78145864	5.09535194
7.39195231	41.42635770	-1.94006232	7.39195231	34.78552864	5.09520137
7.45156483	41.37619526	-1.96432779	7.45156483	34.78263210	5.09575501
7.51117735	41.31688139	-2.00679945	7.51117735	34.78428155	5.09542087
7.57078987	41.29188050	-2.03698444	7.57078987	34.77027404	5.09432617
7.63040239	41.27628542	-2.02971236	7.63040239	34.77698760	5.09423295
7.69001490	41.27165124	-2.03171934	7.69001490	34.78696813	5.09612065
7.74962742	41.24416199	-2.05308811	7.74962742	34.79794965	5.09748446
7.80923994	41.20123445	-2.07649222	7.80923994	34.78630510	5.09628442
7.86885246	41.08552280	-2.11327007	7.86885246	34.78278934	5.09573971
7.92846498	41.02938748	-2.12738326	7.92846498	34.78055487	5.09440847
7.98807750	40.90429717	-2.08204948	7.98807750	34.76820904	5.09535950
8.04769002	40.71954007	-2.01277165	8.04769002	34.85535174	5.09779509
8.10730253	39.99945980	-1.61757694	8.10730253	34.81854744	5.09397804
8.16691505	40.28293726	-1.53144044	8.16691505	34.87489966	5.09730683
8.22652757	40.22909165	-1.50308119	8.22652757	34.81683511	5.09589330
8.28614009	40.20313693	-1.53877483	8.28614009	34.80648380	5.09496069
8.34575261	40.24442479	-1.48862166	8.34575261	34.83201717	5.09539157
8.40536513	40.23366903	-1.39104831	8.40536513	34.85750098	5.09555724
8.46497765	40.04083790	-1.31256834	8.46497765	34.83650187	5.09602959
8.52459016	40.13366904	-1.28367148	8.52459016	34.83764483	5.09589872
8.58420268	40.27247783	-1.28162433	8.58420268	34.85226605	5.09694827
8.64381520	40.31157197	-1.27404433	8.64381520	34.83154165	5.09752835
8.70342772	40.35128455	-1.27134459	8.70342772	34.83794793	5.09745567
8.76304024	40.42027637	-1.24587141	8.76304024	34.83313900	5.09782502
8.82265276	40.43795328	-1.22312205	8.82265276	34.83703202	5.09851756
8.88226528	40.41652476	-1.21590426	8.88226528	34.83633116	5.09868033
8.94187779	40.40377343	-1.21305535	8.94187779	34.84162092	5.09943803
9.00149031	40.40947723	-1.22132815	9.00149031	34.84767844	5.09942449
9.06110283	40.41691915	-1.22706189	9.06110283	34.84891665	5.09908653
9.12071535	40.42039075	-1.23022333	9.12071535	34.84970093	5.09893455
9.18032787	40.42558469	-1.22977484	9.18032787	34.85186060	5.09850643
9.23994039	40.42909583	-1.23012599	9.23994039	34.85004994	5.09838069
9.29955291	40.43280769	-1.22950530	9.29955291	34.84690415	5.09814567
9.35916543	40.43342230	-1.23010656	9.35916543	34.84866744	5.09830410
9.41877794	40.43133938	-1.22832158	9.41877794	34.85156450	5.09842793
9.47839046	40.43510974	-1.22748814	9.47839046	34.85201207	5.09840262
9.53800298	40.43053416	-1.22700492	9.53800298	34.85444524	5.09829704
9.59761550	40.42697016	-1.22604226	9.59761550	34.85404453	5.09841184
9.65722802	40.43479671	-1.22878922	9.65722802	34.85351829	5.09831664
9.71684054	40.43627764	-1.23036699	9.71684054	34.85317766	5.09833480
9.77645306	40.44405705	-1.23442205	9.77645306	34.85350574	5.09838947
9.83606557	40.44990423	-1.23571599	9.83606557	34.85400793	5.09820778
9.89567809	40.45122245	-1.23662157	9.89567809	34.85347308	5.09813509
9.95529061	40.44770843	-1.24143853	9.95529061	34.85303032	5.09839447
10.01490313	40.44078931	-1.24430876	10.01490313	34.85531870	5.09820448
10.07451565	40.42926420	-1.24600592	10.07451565	34.85415855	5.09797089
10.13412817	40.43021952	-1.24281853	10.13412817	34.85554213	5.09780687
10.19374069	40.43398685	-1.23711849	10.19374069	34.85480299	5.09822911
10.25335320	40.43215100	-1.23381516	10.25335320	34.85558036	5.09815496
10.31296572	40.44008129	-1.23383532	10.31296572	34.85331079	5.09824645
10.37257824	40.45374063	-1.22779002	10.37257824	34.85155300	5.09789531
10.43219076	40.45341432	-1.23002211	10.43219076	34.85081441	5.09812997
10.49180328	40.45978154	-1.22817952	10.49180328	34.85290096	5.09802277
10.55141580	40.46438104	-1.23163237	10.55141580	34.85347632	5.09783635
10.61102832	40.46105885	-1.22997229	10.61102832	34.85194161	5.09782230
10.67064083	40.47184082	-1.22206712	10.67064083	34.85427912	5.09808747
10.73025335	40.50577225	-1.22778733	10.73025335	34.85362914	5.09823056
10.78986587	40.54685037	-1.22585694	10.78986587	34.85362499	5.09813064
10.84947839	40.57638950	-1.22716572	10.84947839	34.85380815	5.09811013
10.90909091	40.61871826	-1.22397703	10.90909091	34.85111855	5.09843068
10.96870343	40.66314657	-1.22283549	10.96870343	34.85067587	5.09839838
11.02831595	40.69914025	-1.21430866	11.02831595	34.84886417	5.09839686
11.08792846	40.74459629	-1.20693233	11.08792846	34.84593101	5.09822385
11.14754098	40.77184576	-1.20047275	11.14754098	34.84403308	5.09790596
11.20715350	40.81539827	-1.19301113	11.20715350	34.83880752	5.09759078
11.26676602	40.83801181	-1.19631554	11.26676602	34.84417743	5.09750846
11.32637854	40.84944532	-1.19576118	11.32637854	34.84566492	5.09769154
11.38599106	40.92108135	-1.18602706	11.38599106	34.85104643	5.09720614
11.44560358	40.94071142	-1.18229570	11.44560358	34.85322168	5.09780166
11.50521610	40.95403805	-1.19215692	11.50521610	34.85625601	5.09774090
11.56482861	40.95998643	-1.20394433	11.56482861	34.85537233	5.09775610
11.62444113	40.96556406	-1.20573865	11.62444113	34.85355771	5.09771424
11.68405365	40.96437096	-1.20737863	11.68405365	34.85595968	5.09777548
11.74366617	40.96853308	-1.21037294	11.74366617	34.85570331	5.09773309
11.80327869	40.96772928	-1.20974269	11.80327869	34.85388616	5.09766381
11.86289121	40.96872938	-1.20915028	11.86289121	34.85360865	5.09758625
11.92250373	40.97339383	-1.20699434	11.92250373	34.85240521	5.09757373
11.98211624	40.98477944	-1.20469641	11.98211624	34.85434739	5.09758115
12.04172876	40.99717210	-1.19804901	12.04172876	34.85343480	5.09760587
12.10134128	41.02806479	-1.20058068	12.10134128	34.85528491	5.09755849
12.16095380	41.04494566	-1.20190176	12.16095380	34.85370411	5.09752496
12.22056632	41.04780566	-1.20208461	12.22056632	34.85301393	5.09760689
12.28017884	41.05441335	-1.20314154	12.28017884	34.85179913	5.09765813
12.33979136	41.04986658	-1.20318422	12.33979136	34.85250248	5.09776893
12.39940387	41.04136533	-1.20473504	12.39940387	34.85263251	5.09768644
12.45901639	41.02598127	-1.20820233	12.45901639	34.85440841	5.09822274
12.51862891	41.01689254	-1.21092809	12.51862891	34.85184430	5.09826740
12.57824143	40.99939964	-1.21018997	12.57824143	34.85012849	5.09861116
12.63785395	40.97416696	-1.21281857	12.63785395	34.84641164	5.09913102
12.69746647	40.94782713	-1.21263846	12.69746647	34.84564408	5.09919928
12.75707899	40.94344004	-1.21310603	12.75707899	34.84795324	5.09930842
12.81669151	40.95209975	-1.21232605	12.81669151	34.84381768	5.09896514
12.87630402	40.96553368	-1.21251641	12.87630402	34.84775711	5.09892896
12.93591654	40.97274883	-1.20851057	12.93591654	34.84689987	5.09845709
12.99552906	40.98649841	-1.20658077	12.99552906	34.84476945	5.09841610
13.05514158	40.98432338	-1.19894267	13.05514158	34.84541543	5.09818468
13.11475410	40.96654994	-1.19492825	13.11475410	34.84339218	5.09833174
13.17436662	40.95110128	-1.19549960	13.17436662	34.84435180	5.09888711
13.23397914	40.94115622	-1.19425040	13.23397914	34.84197707	5.09940515
13.29359165	40.94283269	-1.20043600	13.29359165	34.84183127	5.09902224
13.35320417	40.94147355	-1.20309983	13.35320417	34.84166865	5.09891514
13.41281669	40.94196987	-1.20447306	13.41281669	34.84122578	5.09838858
13.47242921	40.93859434	-1.19980694	13.47242921	34.83876895	5.09866608
13.53204173	40.93174149	-1.19087556	13.53204173	34.83549928	5.09878027
13.59165425	40.92930120	-1.19164770	13.59165425	34.83480185	5.09907921
13.65126677	40.91392968	-1.18296215	13.65126677	34.83411261	5.09959629
13.71087928	40.92119926	-1.18684427	13.71087928	34.83718759	5.09920773
13.77049180	40.93361530	-1.19345505	13.77049180	34.83897070	5.09895976
13.83010432	40.93608279	-1.19507673	13.83010432	34.83990359	5.09897686
13.88971684	40.93350129	-1.19851987	13.88971684	34.84018196	5.09871363
13.94932936	40.92842180	-1.20106519	13.94932936	34.84374218	5.09867523
14.00894188	40.92183542	-1.20474296	14.00894188	34.84833097	5.09858599
14.06855440	40.93146462	-1.21043577	14.06855440	34.84907340	5.09857695
14.12816692	40.92968624	-1.21214351	14.12816692	34.85016491	5.09868035
14.18777943	40.92760699	-1.21301341	14.18777943	34.85044102	5.09878182
14.24739195	40.91597291	-1.21530751	14.24739195	34.85118367	5.09910810
14.30700447	40.91395562	-1.21574189	14.30700447	34.85098390	5.09919170
14.36661699	40.90672371	-1.22391843	14.36661699	34.85135259	5.09833105
14.42622951	40.86882196	-1.22683481	14.42622951	34.85028635	5.09826758
14.48584203	40.85211741	-1.22993272	14.48584203	34.84906062	5.09825244
14.54545455	41.07599076	-1.22451677	14.54545455	34.82454515	5.09504729
14.60506706	41.83219692	-1.48581056	14.60506706	34.88571509	5.08989868
14.66467958	42.70172859	-1.66609669	14.66467958	35.01660471	5.08922285
14.72429210	43.80112529	-1.93332563			
14.78390462	43.54610787	-1.61532475			
14.84351714	43.47344266	-1.57231923			
14.90312966	43.47060609	-1.59822910			
14.96274218	43.47482144	-1.59727518			
15.02235469	43.48613952	-1.59494140			
15.08196721	43.49175624	-1.60199740			
15.14157973	43.50907611	-1.62206850			
15.20119225	43.58661626	-1.67098593			
15.26080477	43.66147265	-1.73019994			
15.32041729	43.76665957	-1.78859784			
15.38002981	43.81511395	-1.80558956			
15.43964232	43.83048840	-1.80198941			
15.49925484	43.85920034	-1.80404330			
15.55886736	43.89472775	-1.82720405			
15.61847988	43.94408121	-1.86153853			
15.67809240	44.02179389	-1.90321442			
15.73770492	44.07832285	-1.91227145			
15.79731744	44.08745915	-1.88955655			
15.85692996	44.08500684	-1.87747690			
15.91654247	44.09529370	-1.88153942			
15.97615499	44.20848814	-1.94537487			
16.03576751	44.36850465	-2.08887247			
16.09538003	44.59037807	-2.25410712			
16.15499255	44.84606896	-2.44958445			
