mass_B			ExtMarker		
t	x	y	t	x	y
0	34.77645579	0	0	12.2060043	0
0.01860569	34.7753319	0	0.01860569	12.20472692	0
0.037211379	34.77590471	0	0.037211379	12.2054766	0
0.055817069	34.77846875	0	0.055817069	12.20588856	0
0.074422758	34.78070455	0	0.074422758	12.20704225	0
0.093028448	34.77713722	0	0.093028448	12.20519779	0
0.111634138	34.77630537	0	0.111634138	12.20609469	0
0.130239827	34.77656147	0	0.130239827	12.20653396	0
0.148845517	34.77884038	0	0.148845517	12.20570844	0
0.167451207	34.7784078	0	0.167451207	12.20639535	0
0.186056896	34.77805893	0	0.186056896	12.20624076	0
0.204662586	34.77820685	0	0.204662586	12.20616924	0
0.223268275	34.77840928	0	0.223268275	12.20587885	0
0.241873965	34.77913574	0	0.241873965	12.20729934	0
0.260479655	34.77945717	0	0.260479655	12.20682436	0
0.279085344	34.78015386	0	0.279085344	12.20605125	0
0.297691034	34.78122447	0	0.297691034	12.20801446	0
0.316296724	34.78170841	0	0.316296724	12.20740587	0
0.334902413	34.78071323	0	0.334902413	12.20825848	0
0.353508103	34.77960217	0	0.353508103	12.20806645	0
0.372113792	34.77854495	0	0.372113792	12.20597529	0
0.390719482	34.77884141	0	0.390719482	12.20715998	0
0.409325172	34.77891678	0	0.409325172	12.20702256	0
0.427930861	34.7799183	0	0.427930861	12.20704839	0
0.446536551	34.77906611	0	0.446536551	12.20641467	0
0.465142241	34.77884212	0	0.465142241	12.20699121	0
0.48374793	34.7786532	0	0.48374793	12.2060478	0
0.50235362	34.77876516	0	0.50235362	12.20596717	0
0.520959309	34.77928597	0	0.520959309	12.20744588	0
0.539564999	34.78005612	0	0.539564999	12.20588358	0
0.558170689	34.78005375	0	0.558170689	12.20610025	0
0.576776378	34.78141479	0	0.576776378	12.20676331	0
0.595382068	34.78171029	0	0.595382068	12.20697739	0
0.613987758	34.78151902	0	0.613987758	12.20713621	0
0.632593447	34.78227065	0	0.632593447	12.20736144	0
0.651199137	34.78464382	0	0.651199137	12.20813191	0
0.669804826	34.78714093	0	0.669804826	12.20770857	0
0.688410516	34.78371552	0	0.688410516	12.20699421	0
0.707016206	34.78086484	0	0.707016206	12.2064938	0
0.725621895	34.78318871	0	0.725621895	12.2068005	0
0.744227585	34.78270063	0	0.744227585	12.20701245	0
