mass_C			ExtMarker		
2.952121062	10.7426792	0	2.952121062	31.30723674	0
2.976928802	10.70432813	0	2.976928802	31.30712342	0
3.001736542	10.67909922	0	3.001736542	31.30949646	0
3.026544282	10.63919754	0	3.026544282	31.30682508	0
3.051352022	10.60892861	0	3.051352022	31.30907923	0
3.076159762	10.57633801	0	3.076159762	31.31159464	0
3.100967502	10.54557269	0	3.100967502	31.31432105	0
3.125775242	10.450238	0	3.125775242	31.29722049	0
3.150582982	10.41108828	0	3.150582982	31.29824926	0
3.175390722	10.3588996	0	3.175390722	31.29668411	0
3.200198462	10.31408405	0	3.200198462	31.2990313	0
3.225006202	10.28612303	0	3.225006202	31.31070383	0
3.249813942	10.18958928	0	3.249813942	31.3091891	0
3.274621682	10.12687046	0	3.274621682	31.30256339	0
3.299429422	10.05565717	0	3.299429422	31.29604003	0
3.324237162	10.02589735	0	3.324237162	31.3019414	0
3.349044902	9.944155591	0	3.349044902	31.30586742	0
3.373852642	9.822245552	0	3.373852642	31.32297544	0
3.398660382	9.772958293	0	3.398660382	31.32397026	0
3.423468122	9.627609488	0	3.423468122	31.32323873	0
3.448275862	9.44529159	0	3.448275862	31.31686076	0
3.473083602	9.331078632	0	3.473083602	31.29959215	0
3.497891342	9.259709509	0	3.497891342	31.28943723	0
3.522699082	9.199960568	0	3.522699082	31.30224282	0
3.547506822	9.169743472	0	3.547506822	31.29979249	0
3.572314562	9.11090756	0	3.572314562	31.29539604	0
3.597122302	9.074666213	0	3.597122302	31.29052325	0
3.621930042	9.056632899	0	3.621930042	31.29013994	0
3.646737782	9.024524906	0	3.646737782	31.29863577	0
3.671545522	8.966614903	0	3.671545522	31.30477353	0
3.696353262	8.888493665	0	3.696353262	31.30847828	0
3.721161002	8.886969253	0	3.721161002	31.30749152	0
3.745968742	8.87217599	0	3.745968742	31.31182813	0
3.770776482	8.813447322	0	3.770776482	31.31498013	0
3.795584222	8.771341305	0	3.795584222	31.30511177	0
3.820391962	8.757672241	0	3.820391962	31.3103932	0
3.845199702	8.688678415	0	3.845199702	31.30789781	0
3.870007442	8.635636744	0	3.870007442	31.29667587	0
3.894815182	8.612570856	0	3.894815182	31.2998148	0
3.919622922	8.582600263	0	3.919622922	31.27839166	0
3.944430662	8.586563251	0	3.944430662	31.25585693	0
3.969238402	8.591880767	0	3.969238402	31.25423241	0
3.994046142	8.502344182	0	3.994046142	31.24397522	0
4.018853882	8.470213143	0	4.018853882	31.24603963	0
4.043661622	8.411528546	0	4.043661622	31.24357552	0
4.068469362	8.330056502	0	4.068469362	31.23115746	0
4.093277102	8.246312321	0	4.093277102	31.20835293	0
4.118084842	8.211626418	0	4.118084842	31.1780762	0
4.142892582	8.112481758	0	4.142892582	31.16944984	0
4.167700323	8.069894948	0	4.167700323	31.16246699	0
4.192508063	7.949733889	0	4.192508063	31.16756076	0
4.217315803	7.937157789	0	4.217315803	31.17755921	0
4.242123543	7.903778138	0	4.242123543	31.17715117	0
4.266931283	7.873831278	0	4.266931283	31.17624625	0
4.291739023	7.854502852	0	4.291739023	31.1712797	0
4.316546763	7.849581654	0	4.316546763	31.17300057	0
4.341354503	7.823481842	0	4.341354503	31.17215376	0
4.366162243	7.718972146	0	4.366162243	31.17051511	0
4.390969983	7.696461266	0	4.390969983	31.16992676	0
4.415777723	7.664650929	0	4.415777723	31.16819751	0
4.440585463	7.558214189	0	4.440585463	31.15799381	0
4.465393203	7.531629576	0	4.465393203	31.15281192	0
4.490200943	7.534052607	0	4.490200943	31.15060068	0
4.515008683	7.540650512	0	4.515008683	31.15542248	0
4.539816423	7.543746295	0	4.539816423	31.1548107	0
4.564624163	7.552171827	0	4.564624163	31.15478311	0
4.589431903	7.572134513	0	4.589431903	31.16258424	0
4.614239643	7.578471445	0	4.614239643	31.16605345	0
4.639047383	7.577163315	0	4.639047383	31.16435586	0
4.663855123	7.577287202	0	4.663855123	31.16817148	0
4.688662863	7.573336942	0	4.688662863	31.16833917	0
4.713470603	7.574168202	0	4.713470603	31.16016349	0
4.738278343	7.569935432	0	4.738278343	31.16572739	0
4.763086083	7.569402484	0	4.763086083	31.16198651	0
4.787893823	7.579780436	0	4.787893823	31.16565726	0
4.812701563	7.57871941	0	4.812701563	31.16846396	0
4.837509303	7.57580726	0	4.837509303	31.16458171	0
4.862317043	7.571572425	0	4.862317043	31.1661247	0
4.887124783	7.567162151	0	4.887124783	31.16627336	0
4.911932523	7.561284709	0	4.911932523	31.167064	0
4.936740263	7.474509361	0	4.936740263	31.17431764	0
4.961548003	7.456421296	0	4.961548003	31.18059317	0
4.986355743	7.423868156	0	4.986355743	31.19903085	0
5.011163483	7.363153265	0	5.011163483	31.20477468	0
5.035971223	7.324257191	0	5.035971223	31.19600036	0
5.060778963	7.298678091	0	5.060778963	31.19144053	0
5.085586703	7.272257056	0	5.085586703	31.1834418	0
5.110394443	7.221595238	0	5.110394443	31.17714524	0
5.135202183	7.205311408	0	5.135202183	31.17396984	0
5.160009923	7.167099029	0	5.160009923	31.16816878	0
5.184817663	7.140599768	0	5.184817663	31.16671647	0
5.209625403	7.102157726	0	5.209625403	31.16534833	0
5.234433143	7.0764498	0	5.234433143	31.16351033	0
5.259240883	7.013439744	0	5.259240883	31.15958039	0
5.284048623	6.965915972	0	5.284048623	31.15476891	0
5.308856363	6.943324191	0	5.308856363	31.15202352	0
5.333664103	6.87998674	0	5.333664103	31.13965497	0
5.358471843	6.861953331	0	5.358471843	31.14736751	0
5.383279583	6.779774156	0	5.383279583	31.13831721	0
5.408087323	6.729173895	0	5.408087323	31.14110186	0
5.432895063	6.718365194	0	5.432895063	31.14272277	0
5.457702803	6.700703525	0	5.457702803	31.14447294	0
5.482510543	6.67777816	0	5.482510543	31.14436095	0
5.507318283	6.669835735	0	5.507318283	31.15353447	0
5.532126023	6.606588502	0	5.532126023	31.14324849	0
5.556933763	6.563119006	0	5.556933763	31.13869327	0
5.581741503	6.432294629	0	5.581741503	31.10319021	0
5.606549243	6.372093899	0	5.606549243	31.07474548	0
5.631356983	6.343325856	0	5.631356983	31.06931423	0
5.656164723	6.198049772	0	5.656164723	31.02923865	0
5.680972463	6.153459888	0	5.680972463	31.01465942	0
5.705780203	6.129270108	0	5.705780203	31.01155244	0
5.730587943	6.071798249	0	5.730587943	31.00433149	0
5.755395683	6.036058739	0	5.755395683	31.00016474	0
5.780203423	5.967153514	0	5.780203423	30.97839203	0
5.805011163	5.96545896	0	5.805011163	30.9507276	0
5.829818903	5.964487213	0	5.829818903	30.94234677	0
5.854626644	5.970053492	0	5.854626644	30.94065305	0
5.879434384	5.961924916	0	5.879434384	30.93626827	0
5.904242124	5.970075414	0	5.904242124	30.9375149	0
5.929049864	5.95722535	0	5.929049864	30.92916526	0
5.953857604	5.961219912	0	5.953857604	30.93161282	0
5.978665344	5.96366358	0	5.978665344	30.93291974	0
6.003473084	5.963566273	0	6.003473084	30.92777367	0
6.028280824	5.967842699	0	6.028280824	30.92804247	0
6.053088564	5.971069396	0	6.053088564	30.93870087	0
6.077896304	5.977051646	0	6.077896304	30.93632394	0
6.102704044	5.987734445	0	6.102704044	30.9379735	0
6.127511784	5.998421562	0	6.127511784	30.94146723	0
6.152319524	6.00136478	0	6.152319524	30.94311869	0
6.177127264	6.10893468	0	6.177127264	30.94526352	0
6.201935004	6.145452523	0	6.201935004	30.94982818	0
6.226742744	6.248563289	0	6.226742744	30.95279166	0
6.251550484	6.312797544	0	6.251550484	30.967015	0
6.276358224	6.444610913	0	6.276358224	30.97897156	0
6.301165964	6.487307799	0	6.301165964	30.97803882	0
6.325973704	6.60328462	0	6.325973704	30.98438519	0
6.350781444	6.630458582	0	6.350781444	30.97146154	0
6.375589184	6.678416793	0	6.375589184	30.96395478	0
6.400396924	6.677401724	0	6.400396924	30.95852999	0
6.425204664	6.653859337	0	6.425204664	30.95508853	0
6.450012404	6.665584828	0	6.450012404	30.95239302	0
6.474820144	6.674391812	0	6.474820144	30.94859611	0
6.499627884	6.656938656	0	6.499627884	30.94815349	0
6.524435624	6.591957091	0	6.524435624	30.94689209	0
6.549243364	6.519256261	0	6.549243364	30.94290631	0
6.574051104	6.487337311	0	6.574051104	30.93878613	0
6.598858844	6.398339902	0	6.598858844	30.93721677	0
6.623666584	6.359147822	0	6.623666584	30.93169162	0
6.648474324	6.289819445	0	6.648474324	30.93051238	0
6.673282064	6.278050409	0	6.673282064	30.93409583	0
6.698089804	6.282510755	0	6.698089804	30.9360934	0
6.722897544	6.273277092	0	6.722897544	30.93514706	0
6.747705284	6.272542182	0	6.747705284	30.94225956	0
6.772513024	6.259300223	0	6.772513024	30.93892176	0
6.797320764	6.231923164	0	6.797320764	30.93917253	0
6.822128504	6.20163871	0	6.822128504	30.93931947	0
6.846936244	6.173314759	0	6.846936244	30.93926592	0
6.871743984	6.142487525	0	6.871743984	30.93833568	0
6.896551724	6.124236964	0	6.896551724	30.93965304	0
6.921359464	6.105379029	0	6.921359464	30.9348094	0
6.946167204	6.121032217	0	6.946167204	30.93843307	0
6.970974944	6.131845681	0	6.970974944	30.94182883	0
