MTJ			mass_A		
t	x	y	t	x	y
0.00000000	35.66653643	0.00000000	0.00000000	52.25711725	0.00000000
0.02496817	35.64962120	0.00000000	0.02496817	52.24752103	0.00000000
0.04993633	35.64805533	0.00000000	0.04993633	52.24651809	0.00000000
0.07490450	35.64985636	0.00000000	0.07490450	52.24651224	0.00000000
0.09987266	35.64399735	0.00000000	0.09987266	52.24854164	0.00000000
0.12484083	35.63113811	0.00000000	0.12484083	52.24750046	0.00000000
0.14980899	35.63860196	0.00000000	0.14980899	52.24730641	0.00000000
0.17477716	35.63650058	0.00000000	0.17477716	52.24732613	0.00000000
0.19974532	35.63665052	0.00000000	0.19974532	52.24695967	0.00000000
0.22471349	35.61731569	0.00000000	0.22471349	52.24755031	0.00000000
0.24968166	35.59538421	0.00000000	0.24968166	52.24756131	0.00000000
0.27464982	35.58275435	0.00000000	0.27464982	52.24808928	0.00000000
0.29961799	35.58290691	0.00000000	0.29961799	52.24737590	0.00000000
0.32458615	35.58301940	0.00000000	0.32458615	52.24765492	0.00000000
0.34955432	35.57753358	0.00000000	0.34955432	52.24801048	0.00000000
0.37452248	35.58215747	0.00000000	0.37452248	52.24797675	0.00000000
0.39949065	35.58403706	0.00000000	0.39949065	52.24814549	0.00000000
0.42445882	35.58547351	0.00000000	0.42445882	52.24804967	0.00000000
0.44942698	35.58687155	0.00000000	0.44942698	52.24682634	0.00000000
0.47439515	35.58931468	0.00000000	0.47439515	52.24753157	0.00000000
0.49936331	35.58978222	0.00000000	0.49936331	52.24788579	0.00000000
0.52433148	35.58964284	0.00000000	0.52433148	52.24814211	0.00000000
0.54929964	35.59030103	0.00000000	0.54929964	52.24752911	0.00000000
0.57426781	35.59217643	0.00000000	0.57426781	52.24785267	0.00000000
0.59923597	35.59354561	0.00000000	0.59923597	52.24788383	0.00000000
0.62420414	35.59589694	0.00000000	0.62420414	52.24684348	0.00000000
0.64917231	35.59351740	0.00000000	0.64917231	52.24767674	0.00000000
0.67414047	35.59262486	0.00000000	0.67414047	52.24801696	0.00000000
