mass_C			mass_A		
t	x	y	t	x	y
0.00000000000000	25.26837304000000	-1.31190695300000	0.00000000000000	4.75256858500000	2.38398521400000
0.05961251863000	25.27319672000000	-1.31106725800000	0.05961251863000	4.75259457600000	2.38382064600000
0.11922503730000	25.39780428000000	-1.31398250900000	0.11922503730000	4.75707013200000	2.38309795600000
0.17883755590000	25.41495611000000	-1.31057136400000	0.17883755590000	4.75348405400000	2.38301747800000
0.23845007450000	25.48438177000000	-1.31170360500000	0.23845007450000	4.75587970200000	2.38334540000000
0.29806259310000	25.54304980000000	-1.31043523200000	0.29806259310000	4.75881717700000	2.38329037700000
0.35767511180000	25.55780815000000	-1.30857272600000	0.35767511180000	4.75684881200000	2.38318064600000
0.41728763040000	25.59061324000000	-1.31171871800000	0.41728763040000	4.75713788300000	2.38355151000000
0.47690014900000	25.62200428000000	-1.31150199600000	0.47690014900000	4.75812917400000	2.38348251100000
0.53651266770000	25.71779784000000	-1.31111719100000	0.53651266770000	4.75646306200000	2.38500891100000
0.59612518630000	25.85509620000000	-1.30579162700000	0.59612518630000	4.75866298600000	2.38628122100000
0.65573770490000	25.84778460000000	-1.29742330900000	0.65573770490000	4.75870425200000	2.38380388400000
0.71535022350000	25.90119007000000	-1.30620108600000	0.71535022350000	4.75839527000000	2.38512478300000
0.77496274220000	26.00152731000000	-1.31169291200000	0.77496274220000	4.75942561700000	2.38436753200000
0.83457526080000	26.02192082000000	-1.31727486600000	0.83457526080000	4.75891960600000	2.38368565400000
0.89418777940000	26.07823017000000	-1.32431634300000	0.89418777940000	4.75921136700000	2.38451203400000
0.95380029810000	26.11279486000000	-1.32238267500000	0.95380029810000	4.76072625200000	2.38398555900000
1.01341281700000	26.21813869000000	-1.32270931500000	1.01341281700000	4.75796592500000	2.38463566400000
1.07302533500000	26.27351833000000	-1.32272337700000	1.07302533500000	4.76021124800000	2.38440847500000
1.13263785400000	26.35137001000000	-1.32406998400000	1.13263785400000	4.76325215000000	2.38531286000000
1.19225037300000	26.47762771000000	-1.32447795700000	1.19225037300000	4.76731700200000	2.38548850200000
1.25186289100000	26.49942956000000	-1.32758804700000	1.25186289100000	4.76624505900000	2.38462695000000
1.31147541000000	26.53277225000000	-1.32951029600000	1.31147541000000	4.77059700100000	2.38425358700000
1.37108792800000	26.55516443000000	-1.33223819800000	1.37108792800000	4.76881228100000	2.38275564700000
1.43070044700000	26.59146834000000	-1.32871804300000	1.43070044700000	4.76789746200000	2.38256277000000
1.49031296600000	26.57930618000000	-1.31710995200000	1.49031296600000	4.77351583700000	2.38260452500000
1.54992548400000	26.64093321000000	-1.32445760900000	1.54992548400000	4.78505300700000	2.38200988500000
1.60953800300000	26.70553908000000	-1.32936274300000	1.60953800300000	4.78469404100000	2.38287238800000
1.66915052200000	26.76014705000000	-1.33201273900000	1.66915052200000	4.79512306600000	2.38299179000000
1.72876304000000	26.81436025000000	-1.33495001300000	1.72876304000000	4.82348694200000	2.38275450000000
1.78837555900000	26.85717512000000	-1.34102339200000	1.78837555900000	4.83481018000000	2.38349099000000
1.84798807700000	26.91107168000000	-1.34458259300000	1.84798807700000	4.85059521100000	2.38434752500000
1.90760059600000	26.96322721000000	-1.34036244900000	1.90760059600000	4.86353014300000	2.38336707200000
1.96721311500000	27.03960239000000	-1.33774880200000	1.96721311500000	4.87602691900000	2.38393858700000
2.02682563300000	27.07714749000000	-1.33667747500000	2.02682563300000	4.89083248900000	2.38324977000000
2.08643815200000	27.09571841000000	-1.33103746900000	2.08643815200000	4.90005151500000	2.38376876900000
2.14605067100000	27.11567039000000	-1.31768491400000	2.14605067100000	4.90468875100000	2.38309098800000
2.20566318900000	27.17387547000000	-1.33190378900000	2.20566318900000	4.90824168000000	2.38292140600000
2.26527570800000	27.22796584000000	-1.33775690200000	2.26527570800000	4.91397971700000	2.38296793500000
2.32488822700000	27.28629318000000	-1.33889633000000	2.32488822700000	4.91972844200000	2.38265441100000
2.38450074500000	27.34236456000000	-1.33844474800000	2.38450074500000	4.91022477000000	2.38233510600000
2.44411326400000	27.42445739000000	-1.34036858000000	2.44411326400000	4.90317173700000	2.38259398100000
2.50372578200000	27.48565184000000	-1.33364221900000	2.50372578200000	4.90296325800000	2.38285619500000
2.56333830100000	27.52914466000000	-1.33177094800000	2.56333830100000	4.90219486700000	2.38262699700000
2.62295082000000	27.58054849000000	-1.33290892700000	2.62295082000000	4.90773164400000	2.38228973800000
2.68256333800000	27.64295266000000	-1.33717428700000	2.68256333800000	4.90639697900000	2.38273150100000
