SOLfas			Ext		
3.93442623	21.7809157	-1.453912149	3.93442623	15.31045844	4.335286895
3.994038748	21.78568797	-1.453511873	3.994038748	15.31187015	4.335363774
4.053651267	21.83441626	-1.452897674	4.053651267	15.31090666	4.335279183
4.113263785	21.85638521	-1.455557632	4.113263785	15.31612064	4.334626145
4.172876304	21.87477493	-1.456620898	4.172876304	15.31869339	4.333933439
4.232488823	21.91265225	-1.457301135	4.232488823	15.30688076	4.332825818
4.292101341	21.89461753	-1.457701452	4.292101341	15.29791924	4.33404359
4.35171386	21.91224229	-1.455496295	4.35171386	15.25614805	4.333902914
4.411326379	21.91416127	-1.452754382	4.411326379	15.23833405	4.334283859
4.470938897	21.89278136	-1.452273916	4.470938897	15.21257878	4.335256429
4.530551416	21.90149835	-1.4527557	4.530551416	15.1728435	4.334983411
4.590163934	21.90690766	-1.451528138	4.590163934	15.1328207	4.335237841
4.649776453	21.90884882	-1.45024294	4.649776453	15.09977962	4.335683086
4.709388972	21.91355575	-1.44986406	4.709388972	15.07613856	4.335607519
4.76900149	21.90808317	-1.450357697	4.76900149	15.02386802	4.3366896
4.828614009	21.91969134	-1.451386904	4.828614009	15.01350443	4.337149431
4.888226528	21.91988374	-1.454717976	4.888226528	15.00218678	4.338040636
4.947839046	21.92653423	-1.456890845	4.947839046	14.96895656	4.338272604
5.007451565	21.93154035	-1.459274545	5.007451565	14.95195603	4.337103601
5.067064083	21.94167014	-1.455248385	5.067064083	14.94028963	4.336283805
5.126676602	21.96812371	-1.455712351	5.126676602	14.93707337	4.336815895
5.186289121	21.99759211	-1.45745054	5.186289121	14.93664553	4.337094018
5.245901639	21.970195	-1.455015485	5.245901639	14.90260181	4.336492837
5.305514158	21.97913349	-1.454500282	5.305514158	14.87411288	4.33585733
5.365126677	21.9623626	-1.451506641	5.365126677	14.84044587	4.336463762
5.424739195	21.97899065	-1.454991286	5.424739195	14.81125062	4.337092123
5.484351714	21.97270674	-1.454067151	5.484351714	14.79153038	4.338660285
5.543964232	21.97293182	-1.454140918	5.543964232	14.76400248	4.337762683
5.603576751	21.95954188	-1.449311644	5.603576751	14.7006525	4.336454728
5.66318927	21.96146708	-1.450677304	5.66318927	14.67438346	4.336743348
5.722801788	21.95767962	-1.448949807	5.722801788	14.63639299	4.33665388
5.782414307	21.96465337	-1.450761905	5.782414307	14.62224604	4.337115799
5.842026826	21.97169337	-1.4522435	5.842026826	14.58848108	4.336514243
5.901639344	21.97623012	-1.455162326	5.901639344	14.5672584	4.335896728
5.961251863	21.98219123	-1.457348524	5.961251863	14.56484629	4.335290788
6.020864382	22.00030851	-1.464367674	6.020864382	14.55520731	4.335146244
6.0804769	22.00192932	-1.46403878	6.0804769	14.55183119	4.335586793
6.140089419	22.00363804	-1.462726674	6.140089419	14.52611069	4.334966885
6.199701937	22.03862756	-1.460053009	6.199701937	14.51209865	4.335118928
6.259314456	22.06365072	-1.459465195	6.259314456	14.50347907	4.334912762
6.318926975	22.06954772	-1.458745319	6.318926975	14.49652034	4.33532979
6.378539493	22.09043317	-1.456301997	6.378539493	14.49443311	4.335308678
6.438152012	22.11044515	-1.455371518	6.438152012	14.48734078	4.33515063
6.497764531	22.14284933	-1.458821235	6.497764531	14.48657753	4.334480296
6.557377049	22.14539352	-1.457897556	6.557377049	14.48962108	4.334778056
6.616989568	22.17116587	-1.455727128	6.616989568	14.49177105	4.33427592
6.676602086	22.20876428	-1.456241894	6.676602086	14.49550979	4.334623329
6.736214605	22.21546506	-1.456185845	6.736214605	14.49366523	4.334291974
6.795827124	22.20256254	-1.455880106	6.795827124	14.48475225	4.3342414
6.855439642	22.20481906	-1.455876488	6.855439642	14.47345863	4.333882779
6.915052161	22.20343017	-1.455444312	6.915052161	14.43435866	4.335026931
6.97466468	22.20005202	-1.453324771	6.97466468	14.42461572	4.336492935
7.034277198	22.20205103	-1.453537653	7.034277198	14.41128567	4.337169284
7.093889717	22.20148554	-1.453191079	7.093889717	14.39404461	4.336826592
7.153502235	22.2013376	-1.453017008	7.153502235	14.36496666	4.336621524
7.213114754	22.21173362	-1.454927627	7.213114754	14.35148344	4.336345772
7.272727273	22.20509585	-1.454596535	7.272727273	14.33480682	4.335870175
7.332339791	22.22179366	-1.454852492	7.332339791	14.33145505	4.336315066
7.39195231	22.21830966	-1.453973527	7.39195231	14.31685379	4.337051575
7.451564829	22.2553462	-1.454500817	7.451564829	14.29590751	4.337068554
7.511177347	22.27084872	-1.454512773	7.511177347	14.2803223	4.336926523
7.570789866	22.28237572	-1.454842379	7.570789866	14.27444878	4.336694481
7.630402385	22.281979	-1.455607997	7.630402385	14.26668638	4.336786339
7.690014903	22.29167252	-1.455646737	7.690014903	14.26424969	4.336971764
7.749627422	22.28197439	-1.455147544	7.749627422	14.26153391	4.337167931
7.80923994	22.27968891	-1.454875228	7.80923994	14.25099519	4.336343641
7.868852459	22.27459846	-1.454395439	7.868852459	14.21010727	4.335912776
7.928464978	22.28141766	-1.454590427	7.928464978	14.20151592	4.336295346
7.988077496	22.28399292	-1.454078465	7.988077496	14.19413101	4.335883505
8.047690015	22.28479968	-1.452435457	8.047690015	14.1957635	4.33600248
8.107302534	22.29416331	-1.454706801	8.107302534	14.19815799	4.337451258
8.166915052	22.29940315	-1.454447672	8.166915052	14.20058111	4.338259664
8.226527571	22.30504232	-1.454775641	8.226527571	14.20484884	4.338526302
8.286140089	22.35131506	-1.453526591	8.286140089	14.20657803	4.338054574
8.345752608	22.36602418	-1.453516149	8.345752608	14.21116133	4.337660728
8.405365127	22.37048438	-1.453202024	8.405365127	14.21005399	4.337271143
8.464977645	22.36561809	-1.454584653	8.464977645	14.21058748	4.337230287
8.524590164	22.40088641	-1.454253742	8.524590164	14.21118495	4.336553468
8.584202683	22.42301218	-1.454409448	8.584202683	14.2137932	4.336744051
8.643815201	22.4443107	-1.454192646	8.643815201	14.21347987	4.336742183
8.70342772	22.45596798	-1.455117375	8.70342772	14.21513313	4.336266753
8.763040238	22.44744696	-1.455223597	8.763040238	14.2108439	4.336276056
8.822652757	22.44454744	-1.458388041	8.822652757	14.21109618	4.336314447
8.882265276	22.45488787	-1.457631556	8.882265276	14.20927243	4.336123017
8.941877794	22.44682842	-1.456716059	8.941877794	14.21019127	4.336169668
9.001490313	22.44491609	-1.456068949	9.001490313	14.20960766	4.336449932
9.061102832	22.43489302	-1.456587582	9.061102832	14.20865174	4.336501058
9.12071535	22.45766139	-1.45605878	9.12071535	14.21044884	4.336493527
9.180327869	22.44490363	-1.456562807	9.180327869	14.20845477	4.336712175
9.239940387	22.43891631	-1.456764986	9.239940387	14.2046981	4.336694084
9.299552906	22.44452495	-1.457164611	9.299552906	14.2048478	4.336828232
9.359165425	22.43432098	-1.455911278	9.359165425	14.20275238	4.336681212
9.418777943	22.43401757	-1.454420962	9.418777943	14.19877762	4.336778925
9.478390462	22.42196505	-1.45297394	9.478390462	14.19158966	4.336816596
9.538002981	22.42199373	-1.452027668	9.538002981	14.19748138	4.336354421
9.597615499	22.41167313	-1.451710324	9.597615499	14.18686098	4.33583408
9.657228018	22.41206969	-1.451440959	9.657228018	14.18005371	4.335794204
9.716840537	22.41515806	-1.450863878	9.716840537	14.17864595	4.336205008
9.776453055	22.40856696	-1.448070541	9.776453055	14.130943	4.336411721
9.836065574	22.40811336	-1.448609958	9.836065574	14.12029057	4.336133937
9.895678092	22.41654826	-1.452604913	9.895678092	14.12477195	4.336334364
9.955290611	22.43144126	-1.454221271	9.955290611	14.1283432	4.335721624
10.01490313	22.42851828	-1.454569095	10.01490313	14.13154907	4.335401409
10.07451565	22.42422454	-1.455394983	10.07451565	14.12931445	4.33557351
10.13412817	22.4367969	-1.456043428	10.13412817	14.13391927	4.335740394
10.19374069	22.431287	-1.457040982	10.19374069	14.13389765	4.335774693
10.2533532	22.42791393	-1.455238722	10.2533532	14.12508077	4.335158379
10.31296572	22.4310152	-1.455149884	10.31296572	14.12826192	4.3355393
10.37257824	22.42996015	-1.455510292	10.37257824	14.12719723	4.335498914
10.43219076	22.43858573	-1.456003794	10.43219076	14.12961299	4.335896375
10.49180328	22.43371495	-1.456053948	10.49180328	14.13173763	4.335707353
10.5514158	22.44500887	-1.455702136	10.5514158	14.13582979	4.335893684
10.61102832	22.45250029	-1.455759451	10.61102832	14.13752096	4.336153378
10.67064083	22.46950744	-1.452299266	10.67064083	14.13913584	4.336451428
10.73025335	22.51091179	-1.454024476	10.73025335	14.14147782	4.33655703
10.78986587	22.51988433	-1.454080106	10.78986587	14.14071326	4.336252271
10.84947839	22.52144477	-1.453772602	10.84947839	14.14074726	4.335973278
10.90909091	22.52532241	-1.454635456	10.90909091	14.14341245	4.335651272
10.96870343	22.53829945	-1.45224588	10.96870343	14.14377166	4.335606544
11.02831595	22.5519084	-1.451257792	11.02831595	14.14227804	4.336475178
11.08792846	22.57367912	-1.452647874	11.08792846	14.14175827	4.336074685
11.14754098	22.55869359	-1.451449386	11.14754098	14.13974527	4.335849134
11.2071535	22.56853505	-1.45202903	11.2071535	14.14099581	4.336019828
11.26676602	22.5669936	-1.45276162	11.26676602	14.13867434	4.335555929
11.32637854	22.57213675	-1.452951538	11.32637854	14.13876731	4.336020247
11.38599106	22.57942346	-1.454504965	11.38599106	14.14063166	4.336204107
11.44560358	22.57829675	-1.454312953	11.44560358	14.14074911	4.336131393
11.5052161	22.59171723	-1.455962836	11.5052161	14.1426336	4.335822195
11.56482861	22.59075435	-1.456107877	11.56482861	14.14428848	4.335767455
11.62444113	22.60547279	-1.458276307	11.62444113	14.1434324	4.335818183
11.68405365	22.60365017	-1.458890505	11.68405365	14.14144287	4.33539813
11.74366617	22.62883517	-1.457037101	11.74366617	14.13953719	4.335253179
11.80327869	22.64699035	-1.456737251	11.80327869	14.13708351	4.335598574
11.86289121	22.66702963	-1.456520429	11.86289121	14.13876062	4.335469034
11.92250373	22.66117253	-1.456775694	11.92250373	14.13397047	4.334971791
11.98211624	22.66510488	-1.457099276	11.98211624	14.13740562	4.335340313
12.04172876	22.67793501	-1.457722655	12.04172876	14.134829	4.33525222
12.10134128	22.69196288	-1.454693897	12.10134128	14.13498259	4.335899915
12.1609538	22.72831794	-1.454961628	12.1609538	14.13568282	4.336037602
12.22056632	22.74229479	-1.454882366	12.22056632	14.13808	4.335931742
12.28017884	22.76349711	-1.453256463	12.28017884	14.1392509	4.336140842
12.33979136	22.79962662	-1.454977133	12.33979136	14.13845632	4.33603113
12.39940387	22.8122155	-1.456458597	12.39940387	14.13903082	4.335920771
12.45901639	22.83437772	-1.458274807	12.45901639	14.14129837	4.335660051
12.51862891	22.82066906	-1.457109153	12.51862891	14.14033306	4.335514718
12.57824143	22.81934554	-1.457163938	12.57824143	14.13887261	4.335809665
12.63785395	22.81733524	-1.456074735	12.63785395	14.13496213	4.335580466
12.69746647	22.82158924	-1.456986785	12.69746647	14.13865608	4.335555891
12.75707899	22.81081351	-1.45619649	12.75707899	14.13452868	4.335457851
12.81669151	22.81291653	-1.456220301	12.81669151	14.13586391	4.335417958
12.87630402	22.81032986	-1.456301915	12.87630402	14.1390013	4.335785056
12.93591654	22.80992156	-1.456619622	12.93591654	14.14631337	4.335910616
12.99552906	22.81698089	-1.457702103	12.99552906	14.14491547	4.335828118
13.05514158	22.81226116	-1.457555448	13.05514158	14.14599947	4.335890196
13.1147541	22.8185518	-1.458507042	13.1147541	14.14508403	4.335610489
13.17436662	22.86034244	-1.457185761	13.17436662	14.15019717	4.335432697
13.23397914	22.90371948	-1.459034217	13.23397914	14.15214025	4.334861566
13.29359165	22.93228311	-1.458347295	13.29359165	14.15108736	4.335251313
13.35320417	22.99402824	-1.457191289	13.35320417	14.15489731	4.335327255
13.41281669	23.02737755	-1.4563685	13.41281669	14.15445871	4.335964328
13.47242921	23.03714879	-1.455363933	13.47242921	14.15557803	4.336237465
13.53204173	23.03806163	-1.454009334	13.53204173	14.14998519	4.336387149
13.59165425	23.03815766	-1.451952666	13.59165425	14.15052241	4.336377918
13.65126677	23.0466861	-1.451118583	13.65126677	14.152873	4.335814603
13.71087928	23.04318687	-1.450762115	13.71087928	14.15323949	4.335475632
13.7704918	23.0403363	-1.450098847	13.7704918	14.1521966	4.335046034
13.83010432	23.05316726	-1.449689609	13.83010432	14.1519815	4.334764931
13.88971684	23.08324787	-1.445710224	13.88971684	14.15465333	4.334553281
13.94932936	23.09882287	-1.445193463	13.94932936	14.15057796	4.334250175
14.00894188	23.13506515	-1.440976069	14.00894188	14.15126753	4.333231139
14.0685544	23.18541273	-1.436163618	14.0685544	14.15383997	4.333309371
14.12816692	23.22374323	-1.431165056	14.12816692	14.15846921	4.334439308
14.18777943	23.31780328	-1.416652452	14.18777943	14.17137833	4.336813536
14.24739195	23.33423681	-1.395563453	14.24739195	14.17552794	4.33636681
14.30700447	23.38476698	-1.390141894	14.30700447	14.20046121	4.335722452
14.36661699	23.40794158	-1.388927774	14.36661699	14.22135673	4.335011116
14.42622951	23.41827112	-1.387639621	14.42622951	14.23216655	4.335682467
14.48584203	23.41969154	-1.387630798	14.48584203	14.23129574	4.335470708
14.54545455	23.45821983	-1.385957812	14.54545455	14.24026689	4.335293939
14.60506706	23.50903015	-1.386587868	14.60506706	14.24617792	4.334985258
14.66467958	23.54277	-1.384561035	14.66467958	14.27864788	4.333528551
14.7242921	23.60061086	-1.381407052	14.7242921	14.32435136	4.334164579
14.78390462	23.67324613	-1.378958134	14.78390462	14.3411872	4.335170773
14.84351714	23.71108247	-1.379388583	14.84351714	14.37989079	4.335434524
14.90312966	23.7775355	-1.378213982	14.90312966	14.40740268	4.337074415
14.96274218	23.80113676	-1.378849921	14.96274218	14.44667124	4.338419658
15.02235469	23.80329728	-1.379086772	15.02235469	14.44911579	4.337367125
15.08196721	23.81483678	-1.377655265	15.08196721	14.45950061	4.337465085
15.14157973	23.84492991	-1.377881343	15.14157973	14.46473673	4.337035774
15.20119225	23.86645533	-1.379008422	15.20119225	14.46726118	4.335832982
15.26080477	23.909585	-1.376643949	15.26080477	14.48671798	4.335211557
15.32041729	23.9366459	-1.377303044	15.32041729	14.51212538	4.334790957
15.38002981	23.94249192	-1.37618377	15.38002981	14.517725	4.33562464
15.43964232	23.96146036	-1.374300945	15.43964232	14.52928264	4.334923544
15.49925484	24.00506127	-1.374718138	15.49925484	14.54537085	4.334772096
15.55886736	24.00332366	-1.372048671	15.55886736	14.54020237	4.334775868
15.61847988	24.0131328	-1.371126184	15.61847988	14.53608081	4.334798999
15.6780924	24.03604421	-1.370034407	15.6780924	14.54561626	4.335695091
15.73770492	24.06092374	-1.37099611	15.73770492	14.54402858	4.336309409
15.79731744	24.07090463	-1.374248095	15.79731744	14.54342363	4.336571406
15.85692996	24.07029931	-1.375052589	15.85692996	14.54162979	4.336025432
15.91654247	24.07683534	-1.376829233	15.91654247	14.54316252	4.335913321
15.97615499	24.0770166	-1.3762297	15.97615499	14.53662864	4.335629561
16.03576751	24.08326342	-1.378125347	16.03576751	14.53461829	4.335602223
16.09538003	24.07950525	-1.376918075	16.09538003	14.53694725	4.335636623
16.15499255	24.08655715	-1.378442132	16.15499255	14.54029661	4.335869355
16.21460507	24.09176994	-1.378147347	16.21460507	14.54059735	4.335527688
16.27421759	24.12384609	-1.375323838	16.27421759	14.54239351	4.335307474
16.3338301	24.16815299	-1.375358014	16.3338301	14.5489218	4.335325498
16.39344262	24.16750975	-1.375403166	16.39344262	14.54076619	4.33615281
16.45305514	24.17384062	-1.376205765	16.45305514	14.54270394	4.336543724
16.51266766	24.17831988	-1.376412753	16.51266766	14.54900314	4.336419034
16.57228018	24.17418926	-1.376815042	16.57228018	14.55584965	4.335646373
16.6318927	24.15825588	-1.374925675	16.6318927	14.57445966	4.335605641
16.69150522	24.16762852	-1.375966881	16.69150522	14.58670894	4.336371195
16.75111773	24.17346908	-1.37504148	16.75111773	14.59503898	4.336553253
16.81073025	24.17070186	-1.374687032	16.81073025	14.60685374	4.337578901
16.87034277	24.16253532	-1.372305858	16.87034277	14.6010597	4.337673605
16.92995529	24.1610597	-1.371141101	16.92995529	14.6037973	4.338154067
16.98956781	24.15676214	-1.370897291	16.98956781	14.60468075	4.337468733
17.04918033	24.15421017	-1.371752744	17.04918033	14.60603744	4.336139015
17.10879285	24.14416746	-1.369581158	17.10879285	14.60377042	4.336242068
17.16840537	24.14355025	-1.371128723	17.16840537	14.60323702	4.33568318
17.22801788	24.14408215	-1.37168034	17.22801788	14.59998533	4.335872994
17.2876304	24.14653232	-1.37132566	17.2876304	14.60010734	4.335874059
17.34724292	24.14143079	-1.37050904	17.34724292	14.60241587	4.335955198
17.40685544	24.14820413	-1.368802697	17.40685544	14.60374492	4.334878761
17.46646796	24.15005627	-1.365682235	17.46646796	14.61353608	4.334848441
17.52608048	24.16128881	-1.366338533	17.52608048	14.62407252	4.334649622
17.585693	24.16007103	-1.367461944	17.585693	14.6421326	4.335389966
17.64530551	24.14364087	-1.367253993	17.64530551	14.67437759	4.335972648
17.70491803	24.15248389	-1.369892771	17.70491803	14.69852009	4.335508407
17.76453055	24.14852799	-1.370394504	17.76453055	14.70922242	4.335585844
17.82414307	24.1486869	-1.369876134	17.82414307	14.7438737	4.335379872
17.88375559	24.15863178	-1.374401394	17.88375559	14.75497568	4.335235699
17.94336811	24.1579718	-1.377867437	17.94336811	14.76454411	4.335688011
18.00298063	24.15705041	-1.377777626	18.00298063	14.75955236	4.335865629
18.06259314	24.15867557	-1.379167764	18.06259314	14.76307519	4.336197636
18.12220566	24.1598406	-1.38068988	18.12220566	14.76453638	4.336081338
18.18181818	24.14618085	-1.377595016	18.18181818	14.7702613	4.336796181
18.2414307	24.14337938	-1.378057845	18.2414307	14.76399371	4.336902275
18.30104322	24.14797856	-1.378818717	18.30104322	14.76675203	4.336508296
18.36065574	24.14637905	-1.377397976	18.36065574	14.7611334	4.336510771
18.42026826	24.14659063	-1.378080209	18.42026826	14.7579998	4.336513343
18.47988077	24.15497977	-1.381308142	18.47988077	14.75671456	4.335823614
18.53949329	24.16008438	-1.381099256	18.53949329	14.7637562	4.335626281
18.59910581	24.16711244	-1.381639617	18.59910581	14.7605111	4.335793598
18.65871833	24.17716076	-1.384021639	18.65871833	14.76091489	4.336011741
18.71833085	24.17476686	-1.385165159	18.71833085	14.75825221	4.335995698
18.77794337	24.17869375	-1.387350971	18.77794337	14.75677779	4.335964833
18.83755589	24.1776763	-1.389334298	18.83755589	14.75480398	4.335919377
18.89716841	24.16870797	-1.38786244	18.89716841	14.7581485	4.335681052
18.95678092	24.16010134	-1.385759923	18.95678092	14.75539328	4.335991998
19.01639344	24.15501568	-1.385690491	19.01639344	14.76035077	4.335370598
19.07600596	24.15198285	-1.384592028	19.07600596	14.76397835	4.335175242
19.13561848	24.1604865	-1.381461044	19.13561848	14.76320322	4.335459509
19.195231	24.16877806	-1.375549658	19.195231	14.78035018	4.334766041
19.25484352	24.17764071	-1.360923217	19.25484352	14.82724066	4.334013194
19.31445604	24.28601316	-1.340552495	19.31445604	14.86670063	4.334145787
19.37406855	24.30593238	-1.309646228	19.37406855	14.89495343	4.336183871
19.43368107	24.32487508	-1.297496042	19.43368107	14.9191571	4.33620425
19.49329359	24.40061962	-1.297139814	19.49329359	14.94509717	4.336199009
19.55290611	24.44334413	-1.30442293	19.55290611	14.99067954	4.335787238
19.61251863	24.47247528	-1.30611663	19.61251863	15.01562052	4.335458794
19.67213115	24.50029654	-1.311547974	19.67213115	15.04934592	4.334891197
19.73174367	24.53722212	-1.311072341	19.73174367	15.07435954	4.33489908
19.79135618	24.55431745	-1.310386295	19.79135618	15.1178071	4.335770137
19.8509687	24.5813842	-1.306917749	19.8509687	15.16893696	4.336527891
19.91058122	24.61682119	-1.307108817	19.91058122	15.2205141	4.337147563
19.97019374	24.65338318	-1.303365128	19.97019374	15.23429068	4.337551028
20.02980626	24.70417694	-1.302310738	20.02980626	15.27653254	4.335770672
20.08941878	24.75825405	-1.294667658	20.08941878	15.33893854	4.33706564
20.1490313	24.80458227	-1.291666095	20.1490313	15.41359742	4.335427019
20.20864382	24.88700295	-1.298612916	20.20864382	15.48108235	4.334644383
20.26825633	24.96015792	-1.30498294	20.26825633	15.52640888	4.331918339
20.32786885	25.02077173	-1.304619727	20.32786885	15.57729333	4.334010595
20.38748137	25.10987976	-1.306952355	20.38748137	15.64356231	4.336289309
20.44709389	25.17075102	-1.302569108	20.44709389	15.72689329	4.335616632
20.50670641	25.25076165	-1.298286296	20.50670641	15.78901597	4.335113393
20.56631893	25.27981556	-1.300331153	20.56631893	15.82152969	4.336204011
20.62593145	25.2964211	-1.30469372	20.62593145	15.83153673	4.335684591
20.68554396	25.3084313	-1.308106843	20.68554396	15.86759811	4.335676254
20.74515648	25.3023791	-1.30507587	20.74515648	15.88430545	4.336178119
20.804769	25.3247581	-1.304772064	20.804769	15.91073807	4.336026326
20.86438152	25.35876972	-1.30484897	20.86438152	15.95575774	4.337198274
20.92399404	25.37434207	-1.302993087	20.92399404	15.98551924	4.337337492
20.98360656	25.39011434	-1.288690659	20.98360656	16.03218459	4.337198296
21.04321908	25.45194325	-1.289926135	21.04321908	16.09775811	4.336092127
21.10283159	25.48468133	-1.295271204	21.10283159	16.10088277	4.335956819
21.16244411	25.54669402	-1.302206257	21.16244411	16.1153114	4.336205394
21.22205663	25.58750898	-1.305582483	21.22205663	16.13360129	4.335296972
21.28166915	25.60387367	-1.305254813	21.28166915	16.16715812	4.335454669
21.34128167	25.63189835	-1.304085908	21.34128167	16.1734888	4.336058495
21.40089419	25.64698502	-1.300609023	21.40089419	16.17327663	4.335690397
21.46050671	25.64973993	-1.299958182	21.46050671	16.17747334	4.336084165
21.52011923	25.6594254	-1.299791805	21.52011923	16.17114788	4.33582525
21.57973174	25.67676497	-1.300254449	21.57973174	16.17034866	4.336312136
21.63934426	25.66584212	-1.299606085	21.63934426	16.16958602	4.336168204
21.69895678	25.65619391	-1.299321849	21.69895678	16.1720905	4.336298594
21.7585693	25.65259065	-1.300237692	21.7585693	16.17261525	4.336031906
21.81818182	25.65424992	-1.304628375	21.81818182	16.17035237	4.335993488
21.87779434	25.65131574	-1.3046557	21.87779434	16.17486638	4.336202644
21.93740686	25.64741062	-1.303389142	21.93740686	16.17361262	4.336212055
21.99701937	25.63851423	-1.301691842	21.99701937	16.17320646	4.336459842
22.05663189	25.6340463	-1.302017683	22.05663189	16.17182008	4.336293956
22.11624441	25.63437192	-1.301754359	22.11624441	16.16887552	4.336286719
22.17585693	25.62916456	-1.302873532	22.17585693	16.16726659	4.336186868
22.23546945	25.63480429	-1.306738088	22.23546945	16.16473092	4.335581697
22.29508197	25.62002051	-1.307052443	22.29508197	16.16227518	4.335732296
22.35469449	25.62966898	-1.312362321	22.35469449	16.16310043	4.335494615
22.414307	25.63095502	-1.309571451	22.414307	16.16527927	4.335769294
22.47391952	25.6284147	-1.306009139	22.47391952	16.16553071	4.335466627
