GM fasc			ExtMarker		
t	x	y	t	x	y
0.000000000000	23.340229154337	2.375717523731	0.000000000000	50.030404423574	17.792095781920
0.025328639092	23.335518260602	2.376726400799	0.025328639092	50.021136024903	17.793315940763
0.050657278184	23.314934838576	2.379623352919	0.050657278184	50.019509671066	17.793679207390
0.075985917277	23.316706809239	2.379622118190	0.075985917277	50.021179807000	17.793314624926
0.101314556369	23.306897883085	2.381259409129	0.101314556369	50.021636113462	17.793173427229
0.126643195461	23.249124996321	2.390744236607	0.126643195461	50.017226947573	17.794609358254
0.151971834553	23.248559460271	2.389242978471	0.151971834553	50.019491365234	17.793858539443
0.177300473646	23.253688275177	2.384591862340	0.177300473646	50.018383324806	17.793723443302
0.202629112738	23.249194347465	2.385251176973	0.202629112738	50.018922679033	17.793781800752
0.227957751830	23.241134902558	2.383498530846	0.227957751830	50.016477980446	17.793834465444
0.253286390922	23.241255037392	2.384813343275	0.253286390922	50.016871051581	17.793944279723
0.278615030014	23.246045233564	2.384194021544	0.278615030014	50.016536204594	17.793822898851
0.303943669107	23.246183856303	2.385057676085	0.303943669107	50.016382130666	17.794046374206
0.329272308199	23.229362130292	2.390147451665	0.329272308199	50.011650412525	17.795213113349
0.354600947291	23.235141041576	2.389679646329	0.354600947291	50.014356205542	17.794551961655
0.379929586383	23.244754163426	2.386457361546	0.379929586383	50.014568931261	17.794287418326
0.405258225476	23.267360727930	2.384401235886	0.405258225476	50.013608065493	17.794014472895
0.430586864568	23.262938925984	2.382949675161	0.430586864568	50.012566477015	17.794488960134
0.455915503660	23.268660416301	2.382151858543	0.455915503660	50.015144655165	17.793839643635
0.481244142752	23.276935712900	2.381169036465	0.481244142752	50.016551152905	17.793692639142
0.506572781844	23.270294877792	2.381297504571	0.506572781844	50.016875198614	17.793514637938
0.531901420937	23.263077744304	2.382132303457	0.531901420937	50.017776807385	17.793365036021
0.557230060029	23.259949386836	2.381171384910	0.557230060029	50.019257045546	17.793425272510
0.582558699121	23.255524214330	2.379964659460	0.582558699121	50.018513562566	17.793454901638
0.607887338213	23.247362836877	2.380714748474	0.607887338213	50.020357114532	17.793200534760
0.633215977306	23.236118450613	2.382431127010	0.633215977306	50.020091258574	17.793206772045
0.658544616398	23.228118019597	2.384254532776	0.658544616398	50.020355998519	17.793482984035
0.683873255490	23.188029476482	2.389568227162	0.683873255490	50.020283380052	17.793249945350
0.709201894582	23.174938414959	2.392076732657	0.709201894582	50.020567917658	17.793289155566
0.734530533674	23.175251507874	2.393117245746	0.734530533674	50.020634863431	17.793189447817
0.759859172767	23.175115032281	2.393110704505	0.759859172767	50.020597495181	17.793289878947
0.785187811859	23.173895754749	2.393239423898	0.785187811859	50.021277407580	17.793326873152
0.810516450951	23.181304644840	2.393753957800	0.810516450951	50.020823836074	17.793523379178
0.835845090043	23.174683971769	2.396014715120	0.835845090043	50.020873159886	17.793552362286
0.861173729136	23.111734780391	2.406072220354	0.861173729136	50.019671753805	17.793982830406
0.886502368228	23.102857489710	2.405792425937	0.886502368228	50.019398534468	17.794112329289
0.911831007320	23.093831908191	2.406355984375	0.911831007320	50.019862024005	17.794026621704
0.937159646412	23.111245346191	2.405601741113	0.937159646412	50.021194538134	17.793684309760
0.962488285504	23.133033831808	2.404520823928	0.962488285504	50.020914450412	17.793787549839
0.987816924597	23.139091501609	2.403311371652	0.987816924597	50.021302979996	17.793465584243
1.013145563689	23.116187655077	2.402665391855	1.013145563689	50.020794453917	17.793444288861
1.038474202781	23.120359290287	2.402483613724	1.038474202781	50.020907578234	17.793440201574
1.063802841873	23.118063201232	2.402314174038	1.063802841873	50.020967054269	17.793521057892
1.089131480966	23.115998628339	2.401776551909	1.089131480966	50.021683651112	17.793434671261
1.114460120058	23.114590933145	2.401213457469	1.114460120058	50.021649601161	17.793620135016
1.139788759150	23.118648948795	2.401230823434	1.139788759150	50.021441183262	17.793530560133
1.165117398242	23.121072371484	2.401038018531	1.165117398242	50.020674757220	17.793884714524
1.190446037334	23.110871638029	2.400838326581	1.190446037334	50.019710328084	17.794191283576
1.215774676427	23.094019768739	2.400271753374	1.215774676427	50.018988720388	17.794188356663
1.241103315519	23.029957795081	2.407028174384	1.241103315519	50.017438392448	17.795096209353
1.266431954611	23.037988329178	2.408273335612	1.266431954611	50.018848681915	17.794668994631
1.291760593703	23.058464081195	2.408709734627	1.291760593703	50.018236633995	17.794469986611
1.317089232796	23.087306701331	2.404426271937	1.317089232796	50.019141201509	17.794386793160
1.342417871888	23.101752763327	2.402977103118	1.342417871888	50.018514581464	17.794636733010
1.367746510980	23.109495977519	2.402577352192	1.367746510980	50.019052169263	17.794468767047
1.393075150072	23.116420721843	2.401896725135	1.393075150072	50.018896683208	17.794519627914
1.418403789164	23.126729576603	2.401809471050	1.418403789164	50.020406903243	17.794224328092
1.443732428257	23.136928586160	2.401104534462	1.443732428257	50.020634537211	17.793702303528
1.469061067349	23.138641470398	2.400801140989	1.469061067349	50.021120474798	17.793671605901
1.494389706441	23.130324446797	2.401335753160	1.494389706441	50.020501584422	17.793616838578
