Sol end			ExtMarker		
t	x	y	t	x	y
0.000000000000000	22.040816326530600	3.422011661807560	0.000000000000000	33.061224489795800	9.544460641399400
0.024985008994603	22.040047131081900	3.421689389157780	0.024985008994603	33.061462268407000	9.544183707517910
0.049970017989206	22.040294409256800	3.421744889040730	0.049970017989206	33.062231768094800	9.544087638063550
0.074955026983810	22.040569294334700	3.422001994239260	0.074955026983810	33.062346017395500	9.544154078520880
0.099940035978413	22.040956455399500	3.421978018418480	0.099940035978413	33.062593811792600	9.544192943850760
0.124925044973016	22.040894390837300	3.421836239856200	0.124925044973016	33.061806388857200	9.544272545734000
0.149910053967619	22.040599875460100	3.421833026369890	0.149910053967619	33.061747298239600	9.544293690065100
0.174895062962222	22.040323379573400	3.421807188813970	0.174895062962222	33.060485096683500	9.544257118779190
0.199880071956825	22.041236398270900	3.421903144174240	0.199880071956825	33.061320220468300	9.544265294584090
0.224865080951429	22.040944649147900	3.421911666274780	0.224865080951429	33.061569697983600	9.544197741197070
0.249850089946032	22.040555129913700	3.421848853380930	0.249850089946032	33.061680746902400	9.544187667855460
0.274835098940635	22.040725961105700	3.421885973241680	0.274835098940635	33.061644942550800	9.544243119095030
0.299820107935238	22.040028827274000	3.421911093488040	0.299820107935238	33.060991272167200	9.544204926752110
0.324805116929842	22.039627827387500	3.422041536696030	0.324805116929842	33.061204978618800	9.544227445019040
0.349790125924445	22.040671288107600	3.421651499904090	0.349790125924445	33.061528571200900	9.544215230021190
0.374775134919048	22.040910204360700	3.421832476008780	0.374775134919048	33.060771864379200	9.544252446984760
0.399760143913651	22.040839441705500	3.421930763359340	0.399760143913651	33.061137131853100	9.544248208038830
0.424745152908255	22.040125102831900	3.421751757426880	0.424745152908255	33.061425792893400	9.544257905992210
0.449730161902858	22.040571028935700	3.421901546011850	0.449730161902858	33.060940494067200	9.544224334669070
0.474715170897461	22.040591876432600	3.421686426367290	0.474715170897461	33.061315645112000	9.544261451638000
0.499700179892064	22.041223182144000	3.422043156988540	0.499700179892064	33.060784799032600	9.544198492414970
0.524685188886668	22.040965350472400	3.421561301191720	0.524685188886668	33.062127104058600	9.544271675151270
0.549670197881271	22.040768199060500	3.421986721738660	0.549670197881271	33.061568019971800	9.544225720951000
