Fasc_BEST			mass_A		
1.49031296600000	10.10447058000000	1.33292591700000	1.49031296600000	3.32548554900000	10.66529406000000
1.54992548400000	10.15837346000000	1.31966974900000	1.54992548400000	3.32622582800000	10.66497092000000
1.60953800300000	10.17586640000000	1.31490107100000	1.60953800300000	3.33035224300000	10.66451916000000
1.66915052200000	10.21286153000000	1.31080626900000	1.66915052200000	3.31828986600000	10.66616840000000
1.72876304000000	10.22528087000000	1.30870815700000	1.72876304000000	3.32184528900000	10.66754987000000
1.78837555900000	10.30288262000000	1.29914646000000	1.78837555900000	3.33001171200000	10.66542147000000
1.84798807700000	10.34457264000000	1.29824566300000	1.84798807700000	3.33419808400000	10.66545039000000
1.90760059600000	10.41838320000000	1.28207594900000	1.90760059600000	3.33995575200000	10.66476910000000
1.96721311500000	10.53124520000000	1.26087064400000	1.96721311500000	3.34313312800000	10.66491014000000
2.02682563300000	10.61070367000000	1.25596248300000	2.02682563300000	3.34459647000000	10.66501232000000
2.08643815200000	10.69923901000000	1.24297105500000	2.08643815200000	3.34571500100000	10.66483563000000
2.14605067100000	10.75932833000000	1.23516592900000	2.14605067100000	3.34747477800000	10.66485435000000
2.20566318900000	10.81537309000000	1.22367647600000	2.20566318900000	3.34725944400000	10.66446441000000
2.26527570800000	10.88104124000000	1.21712200900000	2.26527570800000	3.34875423300000	10.66438698000000
2.32488822700000	10.93976749000000	1.20890345600000	2.32488822700000	3.34969222400000	10.66437106000000
2.38450074500000	10.97633131000000	1.20744287800000	2.38450074500000	3.34906623500000	10.66395657000000
2.44411326400000	11.04222998000000	1.19699114100000	2.44411326400000	3.34921551900000	10.66427769000000
2.50372578200000	11.08456097000000	1.19350935100000	2.50372578200000	3.34872902700000	10.66420148000000
2.56333830100000	11.14466281000000	1.18760159300000	2.56333830100000	3.35007306300000	10.66373743000000
2.62295082000000	11.19740735000000	1.18280405000000	2.62295082000000	3.35035597500000	10.66386641000000
2.68256333800000	11.23172540000000	1.18563943300000	2.68256333800000	3.34951916700000	10.66430468000000
2.74217585700000	11.23553931000000	1.18534554300000	2.74217585700000	3.34965937300000	10.66393744000000
2.80178837600000	11.24449229000000	1.19267054600000	2.80178837600000	3.34919603400000	10.66414358000000
2.86140089400000	11.24737811000000	1.19437527600000	2.86140089400000	3.34966655200000	10.66396148000000
2.92101341300000	11.36728853000000	1.20044483400000	2.92101341300000	3.34733468500000	10.66472239000000
2.98062593100000	11.39029868000000	1.21387762000000	2.98062593100000	3.34890905000000	10.66451500000000
3.04023845000000	11.38858968000000	1.22176727600000	3.04023845000000	3.35063639700000	10.66415707000000
3.09985096900000	11.39163966000000	1.22654419500000	3.09985096900000	3.35071816900000	10.66399304000000
3.15946348700000	11.39549542000000	1.22637878700000	3.15946348700000	3.35096092200000	10.66421271000000
3.21907600600000	11.39614042000000	1.22631803300000	3.21907600600000	3.35130137100000	10.66469062000000
3.27868852500000	11.40498966000000	1.22327069800000	3.27868852500000	3.34959966400000	10.66413187000000
3.33830104300000	11.39804496000000	1.22654718100000	3.33830104300000	3.35026907200000	10.66437854000000
3.39791356200000	11.40548416000000	1.22335428900000	3.39791356200000	3.34989939100000	10.66453577000000
3.45752608000000	11.39987792000000	1.22726155600000	3.45752608000000	3.34924404700000	10.66418467000000
3.51713859900000	11.42756121000000	1.22699939100000	3.51713859900000	3.35042244100000	10.66452812000000
3.57675111800000	11.49979063000000	1.21793592000000	3.57675111800000	3.34995351800000	10.66463893000000
3.63636363600000	11.51910793000000	1.21574912100000	3.63636363600000	3.35016516600000	10.66443772000000
3.69597615500000	11.55284190000000	1.20489886100000	3.69597615500000	3.35053219000000	10.66471553000000
3.75558867400000	11.65764962000000	1.19589334600000	3.75558867400000	3.35121723600000	10.66465686000000
3.81520119200000	11.70013874000000	1.18666004600000	3.81520119200000	3.35112732700000	10.66422841000000
3.87481371100000	11.80026226000000	1.17166707300000	3.87481371100000	3.35040495400000	10.66479049000000
3.93442623000000	11.83828793000000	1.16523590300000	3.93442623000000	3.35116492400000	10.66426905000000
3.99403874800000	11.94870724000000	1.15432242700000	3.99403874800000	3.35179285600000	10.66412471000000
4.05365126700000	12.10070400000000	1.12982208600000	4.05365126700000	3.35209666500000	10.66371746000000
4.11326378500000	12.12792696000000	1.12766595400000	4.11326378500000	3.35133548200000	10.66413695000000
4.17287630400000	12.13485097000000	1.12721836900000	4.17287630400000	3.35256685300000	10.66394910000000
4.23248882300000	12.20714425000000	1.11842204000000	4.23248882300000	3.35264124900000	10.66391564000000
4.29210134100000	12.24113481000000	1.11762779100000	4.29210134100000	3.35046698800000	10.66371249000000
4.35171386000000	12.26276474000000	1.11657966300000	4.35171386000000	3.35185747300000	10.66386852000000
4.41132637900000	12.29944517000000	1.11255945300000	4.41132637900000	3.35258827400000	10.66399968000000
4.47093889700000	12.37624533000000	1.10397877200000	4.47093889700000	3.35263586000000	10.66431908000000
4.53055141600000	12.40894010000000	1.10040401800000	4.53055141600000	3.35192912600000	10.66443676000000
4.59016393400000	12.40397648000000	1.10163039200000	4.59016393400000	3.34972423800000	10.66451725000000
4.64977645300000	12.40962338000000	1.09910907800000	4.64977645300000	3.35073067900000	10.66433927000000
4.70938897200000	12.43452649000000	1.09588797100000	4.70938897200000	3.34835667700000	10.66476257000000
4.76900149000000	12.50247183000000	1.08615029800000	4.76900149000000	3.34986692100000	10.66461425000000
4.82861400900000	12.54256291000000	1.07866370300000	4.82861400900000	3.35013889500000	10.66432699000000
4.88822652800000	12.55652099000000	1.07821755000000	4.88822652800000	3.35006214100000	10.66404569000000
4.94783904600000	12.56997385000000	1.07667727900000	4.94783904600000	3.35102757100000	10.66432085000000
5.00745156500000	12.60901916000000	1.07260267000000	5.00745156500000	3.34930588700000	10.66419755000000
5.06706408300000	12.65024547000000	1.06515684400000	5.06706408300000	3.34962825100000	10.66426865000000
5.12667660200000	12.65218184000000	1.06524627100000	5.12667660200000	3.35061540900000	10.66400358000000
5.18628912100000	12.68977965000000	1.06412992300000	5.18628912100000	3.35073720600000	10.66410436000000
5.24590163900000	12.75034664000000	1.05725047500000	5.24590163900000	3.35090726700000	10.66448913000000
5.30551415800000	12.78805584000000	1.05538536100000	5.30551415800000	3.35152532400000	10.66406395000000
5.36512667700000	12.84505243000000	1.04880425900000	5.36512667700000	3.35151266500000	10.66424929000000
5.42473919500000	12.87255262000000	1.03880589900000	5.42473919500000	3.35107037700000	10.66427201000000
5.48435171400000	12.89638035000000	1.04043651000000	5.48435171400000	3.35146476100000	10.66418045000000
5.54396423200000	12.92972592000000	1.03466091400000	5.54396423200000	3.35167261300000	10.66432621000000
5.60357675100000	12.94877408000000	1.02749493600000	5.60357675100000	3.35178360100000	10.66457969000000
5.66318927000000	12.95584275000000	1.03032699400000	5.66318927000000	3.35056917600000	10.66442304000000
5.72280178800000	12.99786126000000	1.02388946300000	5.72280178800000	3.35105917600000	10.66432991000000
5.78241430700000	13.03411770000000	1.01996936300000	5.78241430700000	3.35135452800000	10.66424948000000
5.84202682600000	13.05828495000000	1.01632330200000	5.84202682600000	3.35159659700000	10.66415066000000
5.90163934400000	13.08009763000000	1.01279101700000	5.90163934400000	3.35229426700000	10.66406523000000
5.96125186300000	13.14163078000000	1.00548920800000	5.96125186300000	3.35240659300000	10.66447553000000
6.02086438200000	13.15978075000000	0.99933806250000	6.02086438200000	3.35181052600000	10.66415319000000
6.08047690000000	13.16392901000000	0.99991920700000	6.08047690000000	3.35129209500000	10.66400820000000
6.14008941900000	13.15063026000000	0.99992684980000	6.14008941900000	3.35167580400000	10.66387332000000
6.19970193700000	13.15689440000000	0.99867719680000	6.19970193700000	3.35148135200000	10.66436679000000
6.25931445600000	13.16367359000000	0.99786179920000	6.25931445600000	3.35237490500000	10.66430191000000
6.31892697500000	13.18440056000000	0.99750646160000	6.31892697500000	3.35090214300000	10.66476305000000
6.37853949300000	13.21460676000000	0.99366235390000	6.37853949300000	3.35143170600000	10.66450976000000
6.43815201200000	13.21872198000000	0.99184132340000	6.43815201200000	3.34957741100000	10.66488196000000
6.49776453100000	13.21646143000000	0.99137938100000	6.49776453100000	3.32653139200000	10.66817869000000
6.55737704900000	13.21893475000000	0.99134232290000	6.55737704900000	3.32869237800000	10.66739436000000
6.61698956800000	13.23246642000000	0.98963951110000	6.61698956800000	3.33546271800000	10.66737742000000
6.67660208600000	13.23852574000000	0.98985594110000	6.67660208600000	3.33822674600000	10.66651818000000
6.73621460500000	13.23825016000000	0.98973203560000	6.73621460500000	3.34292887500000	10.66654078000000
6.79582712400000	13.23528629000000	0.98905204100000	6.79582712400000	3.34267307700000	10.66578591000000
6.85543964200000	13.24612049000000	0.98986082760000	6.85543964200000	3.34634115800000	10.66557609000000
6.91505216100000	13.29817486000000	0.98479651890000	6.91505216100000	3.34661013200000	10.66578283000000
6.97466468000000	13.26277249000000	0.99142677330000	6.97466468000000	3.34834577600000	10.66544923000000
7.03427719800000	13.26971823000000	0.99006870020000	7.03427719800000	3.34751671000000	10.66551905000000
7.09388971700000	13.29937370000000	0.98860666180000	7.09388971700000	3.34879198900000	10.66556343000000
7.15350223500000	13.32884936000000	0.98234760410000	7.15350223500000	3.34843280200000	10.66616376000000
7.21311475400000	13.35707949000000	0.97556457200000	7.21311475400000	3.34995377100000	10.66624065000000
7.27272727300000	13.37392284000000	0.97243192180000	7.27272727300000	3.34859082900000	10.66633903000000
7.33233979100000	13.38019614000000	0.97026723170000	7.33233979100000	3.35060185700000	10.66603610000000
7.39195231000000	13.40819357000000	0.96933186190000	7.39195231000000	3.35094925100000	10.66632456000000
7.45156482900000	13.43711664000000	0.96522277670000	7.45156482900000	3.35095576800000	10.66666379000000
7.51117734700000	13.44678583000000	0.96376954550000	7.51117734700000	3.35076678800000	10.66637870000000
7.57078986600000	13.43404631000000	0.96557648920000	7.57078986600000	3.35277402600000	10.66670078000000
7.63040238500000	13.42851438000000	0.96763207900000	7.63040238500000	3.35140778900000	10.66669494000000
7.69001490300000	13.44449079000000	0.96591245880000	7.69001490300000	3.35285051700000	10.66674215000000
7.74962742200000	13.42667457000000	0.96759021360000	7.74962742200000	3.35068347200000	10.66637112000000
7.80923994000000	13.42740204000000	0.96635421650000	7.80923994000000	3.35063228700000	10.66587472000000
7.86885245900000	13.44380299000000	0.96592625760000	7.86885245900000	3.35167073300000	10.66625523000000
7.92846497800000	13.46692003000000	0.96288713180000	7.92846497800000	3.35430771600000	10.66605101000000
7.98807749600000	13.54258084000000	0.95374141880000	7.98807749600000	3.35801731700000	10.66675627000000
8.04769001500000	13.60533930000000	0.94472451880000	8.04769001500000	3.36201303000000	10.66724228000000
8.10730253400000	13.67443555000000	0.93351834450000	8.10730253400000	3.35758536600000	10.66659232000000
8.16691505200000	13.70079990000000	0.93143951950000	8.16691505200000	3.35546630100000	10.66622290000000
8.22652757100000	13.72994289000000	0.92742616870000	8.22652757100000	3.35469342000000	10.66600722000000
8.28614008900000	13.77104878000000	0.92183953320000	8.28614008900000	3.35412069600000	10.66571695000000
8.34575260800000	13.84163370000000	0.91133232670000	8.34575260800000	3.35438898800000	10.66593874000000
8.40536512700000	13.88786450000000	0.90414889990000	8.40536512700000	3.35560442700000	10.66643131000000
8.46497764500000	13.91780036000000	0.89939541410000	8.46497764500000	3.35576775200000	10.66640640000000
8.52459016400000	14.02102338000000	0.88497418970000	8.52459016400000	3.35630368400000	10.66732437000000
8.58420268300000	14.06029089000000	0.87974392900000	8.58420268300000	3.35396221600000	10.66688511000000
8.64381520100000	14.13800672000000	0.86823492580000	8.64381520100000	3.35211644000000	10.66678844000000
8.70342772000000	14.20904747000000	0.86102786100000	8.70342772000000	3.35409096200000	10.66686171000000
8.76304023800000	14.23800844000000	0.85900981480000	8.76304023800000	3.35278035700000	10.66646212000000
8.82265275700000	14.24097464000000	0.85742818090000	8.82265275700000	3.35209417700000	10.66608600000000
8.88226527600000	14.29690946000000	0.84892478630000	8.88226527600000	3.35365258100000	10.66603352000000
8.94187779400000	14.36568732000000	0.84266650060000	8.94187779400000	3.35255921100000	10.66600241000000
9.00149031300000	14.38258704000000	0.84077387480000	9.00149031300000	3.35439783900000	10.66611440000000
9.06110283200000	14.41034266000000	0.83818989790000	9.06110283200000	3.35206208000000	10.66590046000000
9.12071535000000	14.46925826000000	0.83099275070000	9.12071535000000	3.35079425500000	10.66594142000000
9.18032786900000	14.48663010000000	0.82873039490000	9.18032786900000	3.35074358200000	10.66562096000000
9.23994038700000	14.52219544000000	0.82450438070000	9.23994038700000	3.35113523400000	10.66570743000000
9.29955290600000	14.54294089000000	0.82139358920000	9.29955290600000	3.35299416300000	10.66545679000000
9.35916542500000	14.61853245000000	0.81161810340000	9.35916542500000	3.35203421500000	10.66563802000000
9.41877794300000	14.65193965000000	0.80753946130000	9.41877794300000	3.35245123100000	10.66542414000000
9.47839046200000	14.68862490000000	0.80067362440000	9.47839046200000	3.35547175000000	10.66490513000000
9.53800298100000	14.72607638000000	0.79733819240000	9.53800298100000	3.35289070900000	10.66521306000000
9.59761549900000	14.75034506000000	0.79265376530000	9.59761549900000	3.35084972600000	10.66486751000000
9.65722801800000	14.79546855000000	0.78882369010000	9.65722801800000	3.35587801800000	10.66526515000000
9.71684053700000	14.82305638000000	0.78432850500000	9.71684053700000	3.35188427200000	10.66518097000000
9.77645305500000	14.84814462000000	0.78170691470000	9.77645305500000	3.35191855600000	10.66495080000000
9.83606557400000	14.90087481000000	0.77231887550000	9.83606557400000	3.36352796600000	10.66481037000000
9.89567809200000	14.94768256000000	0.76741968390000	9.89567809200000	3.36717777000000	10.66547202000000
9.95529061100000	14.95476076000000	0.76690429760000	9.95529061100000	3.36700053900000	10.66531568000000
10.01490313000000	15.00476191000000	0.76157616120000	10.01490313000000	3.36840866500000	10.66520278000000
10.07451565000000	15.05516142000000	0.75585708210000	10.07451565000000	3.36369268100000	10.66577793000000
10.13412817000000	15.08023047000000	0.75108949290000	10.13412817000000	3.35901212200000	10.66635821000000
10.19374069000000	15.11318089000000	0.74594451720000	10.19374069000000	3.35777904400000	10.66705288000000
10.25335320000000	15.15016047000000	0.74250408620000	10.25335320000000	3.35399400300000	10.66678631000000
10.31296572000000	15.17891221000000	0.73902337340000	10.31296572000000	3.35427209700000	10.66729785000000
10.37257824000000	15.21211149000000	0.73390841810000	10.37257824000000	3.35481770100000	10.66656888000000
10.43219076000000	15.23541427000000	0.73287017920000	10.43219076000000	3.35438698000000	10.66653818000000
10.49180328000000	15.25449923000000	0.72995141760000	10.49180328000000	3.35255618100000	10.66634514000000
10.55141580000000	15.28713662000000	0.72605010090000	10.55141580000000	3.35283715600000	10.66657892000000
10.61102832000000	15.33600943000000	0.71946358540000	10.61102832000000	3.35264811000000	10.66602126000000
10.67064083000000	15.32940711000000	0.72082533930000	10.67064083000000	3.35271878900000	10.66567874000000
10.73025335000000	15.35085398000000	0.71858776850000	10.73025335000000	3.35362941500000	10.66502881000000
10.78986587000000	15.35920295000000	0.71650383240000	10.78986587000000	3.35509385500000	10.66490075000000
10.84947839000000	15.38931611000000	0.71248216620000	10.84947839000000	3.35673042900000	10.66432542000000
10.90909091000000	15.43823334000000	0.70615008700000	10.90909091000000	3.35494321800000	10.66464259000000
10.96870343000000	15.47059111000000	0.70144674060000	10.96870343000000	3.35403677700000	10.66391321000000
11.02831595000000	15.48456612000000	0.70011827350000	11.02831595000000	3.35564544300000	10.66414277000000
11.08792846000000	15.49061348000000	0.70084158490000	11.08792846000000	3.35453204500000	10.66408176000000
11.14754098000000	15.49818749000000	0.69882998260000	11.14754098000000	3.35405229500000	10.66321760000000
11.20715350000000	15.49889248000000	0.69768525640000	11.20715350000000	3.35269938900000	10.66353782000000
11.26676602000000	15.50823765000000	0.69861545610000	11.26676602000000	3.35270525000000	10.66349346000000
11.32637854000000	15.56747567000000	0.69132334620000	11.32637854000000	3.35328418400000	10.66335945000000
11.38599106000000	15.58483371000000	0.69154565450000	11.38599106000000	3.35181810000000	10.66377363000000
11.44560358000000	15.59492382000000	0.69018091450000	11.44560358000000	3.35034187400000	10.66343852000000
11.50521610000000	15.61192811000000	0.68719909970000	11.50521610000000	3.35205841600000	10.66310210000000
11.56482861000000	15.62301421000000	0.68486057340000	11.56482861000000	3.35196875500000	10.66316362000000
11.62444113000000	15.63590321000000	0.68206839220000	11.62444113000000	3.35252864100000	10.66327921000000
11.68405365000000	15.64854986000000	0.68029430780000	11.68405365000000	3.35319759200000	10.66326472000000
11.74366617000000	15.70555024000000	0.67200110680000	11.74366617000000	3.35573640200000	10.66369072000000
11.80327869000000	15.74090540000000	0.66799378830000	11.80327869000000	3.35653210900000	10.66326382000000
11.86289121000000	15.77485550000000	0.66347806520000	11.86289121000000	3.35850325100000	10.66305029000000
11.92250373000000	15.76715783000000	0.66477235200000	11.92250373000000	3.35472151800000	10.66350188000000
11.98211624000000	15.77384269000000	0.66448562220000	11.98211624000000	3.35292202500000	10.66348522000000
12.04172876000000	15.87540699000000	0.65306438070000	12.04172876000000	3.35421686600000	10.66371810000000
12.10134128000000	15.90887314000000	0.64569064930000	12.10134128000000	3.35254697400000	10.66333615000000
12.16095380000000	15.91562307000000	0.64526194400000	12.16095380000000	3.35582201700000	10.66340133000000
12.22056632000000	15.92576944000000	0.64364081200000	12.22056632000000	3.35598361400000	10.66333972000000
12.28017884000000	15.93715877000000	0.64165172610000	12.28017884000000	3.35562682600000	10.66311356000000
12.33979136000000	15.93411641000000	0.64172853420000	12.33979136000000	3.35434198300000	10.66336519000000
12.39940387000000	15.99839596000000	0.63333002050000	12.39940387000000	3.35514035200000	10.66304539000000
12.45901639000000	16.02242012000000	0.63171296020000	12.45901639000000	3.35361356300000	10.66306054000000
12.51862891000000	16.05453884000000	0.62354385120000	12.51862891000000	3.35409109400000	10.66322005000000
12.57824143000000	16.06613860000000	0.62175994530000	12.57824143000000	3.35595973300000	10.66337245000000
12.63785395000000	16.08292170000000	0.61774148670000	12.63785395000000	3.35676361400000	10.66280823000000
12.69746647000000	16.11646579000000	0.61400477530000	12.69746647000000	3.35369368500000	10.66456585000000
12.75707899000000	16.17142453000000	0.61010984770000	12.75707899000000	3.35252552900000	10.66388137000000
12.81669151000000	16.18408821000000	0.60855961490000	12.81669151000000	3.34952468000000	10.66507786000000
12.87630402000000	16.19137721000000	0.60747737930000	12.87630402000000	3.35603725400000	10.66420661000000
12.93591654000000	16.20325141000000	0.60649950740000	12.93591654000000	3.35486239000000	10.66477439000000
12.99552906000000	16.20349368000000	0.60764599780000	12.99552906000000	3.35249221700000	10.66495680000000
13.05514158000000	16.21018882000000	0.60754400990000	13.05514158000000	3.35126897700000	10.66517389000000
13.11475410000000	16.21913556000000	0.60626202790000	13.11475410000000	3.35178920700000	10.66531454000000
13.17436662000000	16.22441495000000	0.60733075540000	13.17436662000000	3.35311447200000	10.66517330000000
13.23397914000000	16.23477055000000	0.60544370100000	13.23397914000000	3.35253705200000	10.66506571000000
13.29359165000000	16.25170938000000	0.60427597540000	13.29359165000000	3.35200024500000	10.66516937000000
13.35320417000000	16.27488582000000	0.60120468010000	13.35320417000000	3.34996207600000	10.66548174000000
13.41281669000000	16.26090587000000	0.60283690330000	13.41281669000000	3.34876431100000	10.66569994000000
13.47242921000000	16.29311650000000	0.59876913670000	13.47242921000000	3.34647369000000	10.66597873000000
13.53204173000000	16.32335504000000	0.59489847670000	13.53204173000000	3.35179570500000	10.66522860000000
13.59165425000000	16.33887494000000	0.59325151670000	13.59165425000000	3.34991441600000	10.66547699000000
13.65126677000000	16.35826644000000	0.59025759900000	13.65126677000000	3.34968745000000	10.66614765000000
13.71087928000000	16.36612319000000	0.58944494450000	13.71087928000000	3.34763487400000	10.66613535000000
13.77049180000000	16.36045837000000	0.59048540970000	13.77049180000000	3.34675475800000	10.66606127000000
13.83010432000000	16.35699131000000	0.58983936240000	13.83010432000000	3.34720291400000	10.66617741000000
13.88971684000000	16.35615056000000	0.59023828360000	13.88971684000000	3.34807190400000	10.66580152000000
13.94932936000000	16.35245108000000	0.59123538110000	13.94932936000000	3.34742146400000	10.66584922000000
14.00894188000000	16.36377236000000	0.58901690350000	14.00894188000000	3.34861542400000	10.66582051000000
14.06855440000000	16.36274446000000	0.58929859640000	14.06855440000000	3.34816261800000	10.66567616000000
14.12816692000000	16.35498687000000	0.58939930710000	14.12816692000000	3.34666242500000	10.66539265000000
14.18777943000000	16.37073703000000	0.58858170750000	14.18777943000000	3.34656637100000	10.66534888000000
14.24739195000000	16.38705273000000	0.58862221630000	14.24739195000000	3.34693621700000	10.66542413000000
14.30700447000000	16.40828768000000	0.58427910060000	14.30700447000000	3.34672668600000	10.66550697000000
14.36661699000000	16.42309192000000	0.58093397900000	14.36661699000000	3.34464597800000	10.66543742000000
14.42622951000000	16.44051865000000	0.57844682610000	14.42622951000000	3.34018815600000	10.66596480000000
14.48584203000000	16.48036689000000	0.57334131670000	14.48584203000000	3.33934235400000	10.66570746000000
14.54545455000000	16.49147729000000	0.57245023940000	14.54545455000000	3.33764827800000	10.66625642000000
14.60506706000000	16.49194987000000	0.57311680710000	14.60506706000000	3.33369616700000	10.66683142000000
14.66467958000000	16.49134589000000	0.57325716320000	14.66467958000000	3.33340762600000	10.66700947000000
14.72429210000000	16.50033264000000	0.57249506300000	14.72429210000000	3.33688490700000	10.66674627000000
14.78390462000000	16.49744520000000	0.57268445090000	14.78390462000000	3.33587592600000	10.66703896000000
14.84351714000000	16.51818326000000	0.56746708270000	14.84351714000000	3.33480691000000	10.66722272000000
14.90312966000000	16.54123833000000	0.56645377020000	14.90312966000000	3.33705520000000	10.66663693000000
14.96274218000000	16.56951620000000	0.56213475960000	14.96274218000000	3.33600341600000	10.66660595000000
15.02235469000000	16.58877412000000	0.56109229130000	15.02235469000000	3.33241272900000	10.66712430000000
15.08196721000000	16.60312335000000	0.55935073710000	15.08196721000000	3.33027594000000	10.66676749000000
15.14157973000000	16.63568138000000	0.55456234840000	15.14157973000000	3.33366792700000	10.66703830000000
15.20119225000000	16.66648655000000	0.54763444730000	15.20119225000000	3.33055114000000	10.66666464000000
15.26080477000000	16.69277674000000	0.54630837780000	15.26080477000000	3.33420075100000	10.66618588000000
15.32041729000000	16.73409636000000	0.53858559670000	15.32041729000000	3.33478806700000	10.66461793000000
15.38002981000000	16.74077709000000	0.53677583690000	15.38002981000000	3.33207685600000	10.66471182000000
15.43964232000000	16.75246805000000	0.53739782530000	15.43964232000000	3.33457777000000	10.66513099000000
15.49925484000000	16.79014567000000	0.53457116170000	15.49925484000000	3.34037377300000	10.66481392000000
15.55886736000000	16.78934673000000	0.53461865740000	15.55886736000000	3.34724599800000	10.66375184000000
15.61847988000000	16.77893437000000	0.53648129600000	15.61847988000000	3.34699781200000	10.66393838000000
15.67809240000000	16.78922178000000	0.53467089280000	15.67809240000000	3.34944554400000	10.66384971000000
15.73770492000000	16.80035751000000	0.53385527960000	15.73770492000000	3.35073467300000	10.66408835000000
15.79731744000000	16.81131428000000	0.53232934700000	15.79731744000000	3.35054102700000	10.66404091000000
15.85692996000000	16.80975835000000	0.53299174650000	15.85692996000000	3.34991297700000	10.66388344000000
15.91654247000000	16.81258945000000	0.53214242230000	15.91654247000000	3.35294386900000	10.66348647000000
15.97615499000000	16.83035655000000	0.53054190320000	15.97615499000000	3.35148337500000	10.66310938000000
16.03576751000000	16.86161027000000	0.52576392420000	16.03576751000000	3.35030836800000	10.66268526000000
16.09538003000000	16.87282600000000	0.52413402320000	16.09538003000000	3.34559081000000	10.66172697000000
16.15499255000000	16.87112591000000	0.52392827810000	16.15499255000000	3.35202752800000	10.66060859000000
16.21460507000000	16.89068626000000	0.52226397300000	16.21460507000000	3.35542404600000	10.66089616000000
16.27421759000000	16.88176687000000	0.52344398730000	16.27421759000000	3.35432780300000	10.66088240000000
16.33383010000000	16.86769444000000	0.52562742870000	16.33383010000000	3.35413277400000	10.66185825000000
16.39344262000000	16.87442576000000	0.52575935740000	16.39344262000000	3.35437965000000	10.66181550000000
16.45305514000000	16.87813567000000	0.52459253830000	16.45305514000000	3.35582011500000	10.66173299000000
16.51266766000000	16.87752400000000	0.52422278700000	16.51266766000000	3.35599700400000	10.66212430000000
16.57228018000000	16.88669268000000	0.52249151790000	16.57228018000000	3.35596371000000	10.66214953000000
16.63189270000000	16.88013417000000	0.52313884260000	16.63189270000000	3.35522007000000	10.66234444000000
16.69150522000000	16.87839470000000	0.52479196510000	16.69150522000000	3.35447865900000	10.66201562000000
16.75111773000000	16.87484467000000	0.52541857300000	16.75111773000000	3.35452957200000	10.66259045000000
16.81073025000000	16.86837912000000	0.52624598020000	16.81073025000000	3.35353376500000	10.66329305000000
16.87034277000000	16.86375570000000	0.52616383370000	16.87034277000000	3.35305856600000	10.66384237000000
16.92995529000000	16.86186210000000	0.52805638140000	16.92995529000000	3.35147429100000	10.66420787000000
16.98956781000000	16.85892077000000	0.52811021060000	16.98956781000000	3.35229734100000	10.66445417000000
17.04918033000000	16.86167800000000	0.52668859760000	17.04918033000000	3.35249914200000	10.66394289000000
17.10879285000000	16.86224121000000	0.52638083240000	17.10879285000000	3.35076232900000	10.66490627000000
17.16840537000000	16.85962532000000	0.52583590990000	17.16840537000000	3.35061934500000	10.66499604000000
17.22801788000000	16.85766086000000	0.52669959260000	17.22801788000000	3.34942558300000	10.66494926000000
