Calc_1			ExtMarker		
4.390389717	31.29795435	0	4.390389717	11.6418535	0
4.409072227	31.26531978	0	4.409072227	11.63615226	0
4.427754736	31.23948272	0	4.427754736	11.62268621	0
4.446437245	31.23000264	0	4.446437245	11.59049778	0
4.465119755	31.14781742	0	4.465119755	11.5629663	0
4.483802264	31.10232738	0	4.483802264	11.56272431	0
4.502484774	31.06949878	0	4.502484774	11.53947299	0
4.521167283	31.01881069	0	4.521167283	11.52477471	0
4.539849793	31.00586163	0	4.539849793	11.51262873	0
4.558532302	30.9595951	0	4.558532302	11.50807158	0
4.577214811	30.95321743	0	4.577214811	11.50581758	0
4.595897321	30.92456123	0	4.595897321	11.50538892	0
4.61457983	30.89575962	0	4.61457983	11.50486748	0
4.63326234	30.87446382	0	4.63326234	11.51190627	0
4.651944849	30.86517045	0	4.651944849	11.50726034	0
4.670627359	30.84740973	0	4.670627359	11.5133683	0
4.689309868	30.85033802	0	4.689309868	11.51951103	0
4.707992378	30.84528465	0	4.707992378	11.52004211	0
4.726674887	30.84157103	0	4.726674887	11.52328132	0
4.745357396	30.82610985	0	4.745357396	11.5186448	0
4.764039906	30.81557996	0	4.764039906	11.5152195	0
4.782722415	30.79640266	0	4.782722415	11.51090241	0
4.801404925	30.78908299	0	4.801404925	11.51097045	0
4.820087434	30.69139136	0	4.820087434	11.50070021	0
4.838769944	30.63643175	0	4.838769944	11.50397755	0
4.857452453	30.60614546	0	4.857452453	11.49920849	0
4.876134962	30.59187145	0	4.876134962	11.50275967	0
4.894817472	30.59835197	0	4.894817472	11.51095683	0
4.913499981	30.60017782	0	4.913499981	11.51806267	0
4.932182491	30.60435679	0	4.932182491	11.52197949	0
4.950865	30.61271847	0	4.950865	11.52533708	0
4.96954751	30.62761513	0	4.96954751	11.52900153	0
4.988230019	30.62732882	0	4.988230019	11.5285975	0
5.006912528	30.6242851	0	5.006912528	11.52903571	0
5.025595038	30.61850742	0	5.025595038	11.52664731	0
5.044277547	30.60890592	0	5.044277547	11.52538114	0
5.062960057	30.59108444	0	5.062960057	11.51903469	0
5.081642566	30.5772192	0	5.081642566	11.51506363	0
5.100325076	30.58043089	0	5.100325076	11.51804721	0
5.119007585	30.54104647	0	5.119007585	11.50969005	0
5.137690095	30.47590688	0	5.137690095	11.48570617	0
5.156372604	30.41043334	0	5.156372604	11.44768843	0
5.175055113	30.37079214	0	5.175055113	11.44319511	0
5.193737623	30.32655903	0	5.193737623	11.42092741	0
5.212420132	30.28991654	0	5.212420132	11.41207117	0
5.231102642	30.23796391	0	5.231102642	11.39975695	0
5.249785151	30.1800087	0	5.249785151	11.36956302	0
5.268467661	30.16219234	0	5.268467661	11.36888802	0
5.28715017	30.12456523	0	5.28715017	11.35383197	0
5.305832679	30.06681126	0	5.305832679	11.31811026	0
5.324515189	30.03314904	0	5.324515189	11.2989402	0
5.343197698	30.01780849	0	5.343197698	11.30487067	0
5.361880208	29.98860522	0	5.361880208	11.29370124	0
5.380562717	29.95597565	0	5.380562717	11.29981129	0
5.399245227	29.94113336	0	5.399245227	11.30255548	0
5.417927736	29.93071123	0	5.417927736	11.29691194	0
5.436610245	29.92413251	0	5.436610245	11.30017569	0
5.455292755	29.87838051	0	5.455292755	11.28675838	0
5.473975264	29.85639594	0	5.473975264	11.29665244	0
5.492657774	29.8660152	0	5.492657774	11.29971785	0
5.511340283	29.85717776	0	5.511340283	11.2916951	0
5.530022793	29.85131864	0	5.530022793	11.2984022	0
5.548705302	29.85084684	0	5.548705302	11.2968326	0
5.567387812	29.85984696	0	5.567387812	11.30220456	0
5.586070321	29.86859284	0	5.586070321	11.30576461	0
5.60475283	29.87095301	0	5.60475283	11.30659426	0
5.62343534	29.86966877	0	5.62343534	11.30685552	0
5.642117849	29.87420733	0	5.642117849	11.30274067	0
5.660800359	29.87459924	0	5.660800359	11.30678938	0
5.679482868	29.87337215	0	5.679482868	11.30539867	0
5.698165378	29.87351215	0	5.698165378	11.30817659	0
5.716847887	29.87794186	0	5.716847887	11.30876295	0
5.735530396	29.87741022	0	5.735530396	11.30328121	0
5.754212906	29.87327749	0	5.754212906	11.30321006	0
5.772895415	29.8793036	0	5.772895415	11.30746619	0
5.791577925	29.88418738	0	5.791577925	11.31136253	0
5.810260434	29.88295082	0	5.810260434	11.31117166	0
5.828942944	29.87920107	0	5.828942944	11.31037675	0
5.847625453	29.87939348	0	5.847625453	11.30753308	0
5.866307962	29.87804606	0	5.866307962	11.30550356	0
5.884990472	29.87990064	0	5.884990472	11.30983158	0
5.903672981	29.88515833	0	5.903672981	11.31270337	0
5.922355491	29.88438763	0	5.922355491	11.31352422	0
5.941038	29.88417709	0	5.941038	11.3144574	0
5.95972051	29.88663456	0	5.95972051	11.31556422	0
5.978403019	29.88460791	0	5.978403019	11.31319259	0
5.997085529	29.88395764	0	5.997085529	11.31297144	0
6.015768038	29.89050155	0	6.015768038	11.31834272	0
6.034450547	29.89169284	0	6.034450547	11.31797646	0
6.053133057	29.89393682	0	6.053133057	11.32053512	0
6.071815566	29.8981092	0	6.071815566	11.32280228	0
6.090498076	29.89486679	0	6.090498076	11.31995867	0
6.109180585	29.88980486	0	6.109180585	11.31596256	0
6.127863095	29.88810243	0	6.127863095	11.31454242	0
6.146545604	29.89210052	0	6.146545604	11.31919193	0
6.165228113	29.90841983	0	6.165228113	11.32329824	0
6.183910623	29.89809121	0	6.183910623	11.31882191	0
6.202593132	29.88926543	0	6.202593132	11.31867318	0
6.221275642	29.88958869	0	6.221275642	11.31841496	0
6.239958151	29.88700542	0	6.239958151	11.31329349	0
6.258640661	29.89191132	0	6.258640661	11.31889536	0
6.27732317	29.89819917	0	6.27732317	11.31677178	0
6.296005679	29.90138965	0	6.296005679	11.32000803	0
6.314688189	29.9056706	0	6.314688189	11.32156152	0
6.333370698	29.92404044	0	6.333370698	11.31981943	0
6.352053208	29.92676332	0	6.352053208	11.31774519	0
6.370735717	29.95281406	0	6.370735717	11.32067961	0
6.389418227	29.98301628	0	6.389418227	11.32940551	0
6.408100736	30.02028855	0	6.408100736	11.3389435	0
6.426783246	30.01472153	0	6.426783246	11.32587049	0
6.445465755	30.01891036	0	6.445465755	11.32089627	0
6.464148264	30.03540642	0	6.464148264	11.32193903	0
6.482830774	30.03795851	0	6.482830774	11.3159056	0
6.501513283	30.04135306	0	6.501513283	11.31606034	0
6.520195793	30.03656609	0	6.520195793	11.31394725	0
6.538878302	30.03203892	0	6.538878302	11.31069194	0
6.557560812	30.03519154	0	6.557560812	11.31347912	0
6.576243321	30.05357752	0	6.576243321	11.31843519	0
6.59492583	30.04571819	0	6.59492583	11.31698039	0
6.61360834	30.03690082	0	6.61360834	11.31329394	0
6.632290849	30.03352646	0	6.632290849	11.31318	0
6.650973359	30.03292201	0	6.650973359	11.31237048	0
6.669655868	30.03266973	0	6.669655868	11.31210733	0
6.688338378	30.02947694	0	6.688338378	11.30604532	0
6.707020887	30.0253689	0	6.707020887	11.30692398	0
6.725703396	30.02675594	0	6.725703396	11.30846411	0
6.744385906	30.03271701	0	6.744385906	11.31529731	0
6.763068415	30.04144535	0	6.763068415	11.3215179	0
6.781750925	30.03585323	0	6.781750925	11.31471512	0
6.800433434	30.02011634	0	6.800433434	11.30086144	0
6.819115944	30.02343519	0	6.819115944	11.30759995	0
6.837798453	30.0282625	0	6.837798453	11.30951622	0
6.856480963	30.02734294	0	6.856480963	11.30791526	0
6.875163472	30.02526351	0	6.875163472	11.30415003	0
6.893845981	30.02105544	0	6.893845981	11.29775868	0
6.912528491	30.02365019	0	6.912528491	11.30580157	0
6.931211	30.02625226	0	6.931211	11.30700222	0
6.94989351	30.02774731	0	6.94989351	11.31092037	0
6.968576019	30.031925	0	6.968576019	11.30908042	0
6.987258529	30.01881858	0	6.987258529	11.30449805	0
