mass_C			ExtMarker		
t	x	y	t	x	y
0	25.87367815	0	0	10.58617132	0
0.024948855	25.87675508	0	0.024948855	10.59174105	0
0.04989771	25.87901066	0	0.04989771	10.59410752	0
0.074846565	25.88846488	0	0.074846565	10.59983221	0
0.099795419	25.89010427	0	0.099795419	10.59420046	0
0.124744274	25.90092687	0	0.124744274	10.58835643	0
0.149693129	25.89568808	0	0.149693129	10.58674475	0
0.174641984	25.89327748	0	0.174641984	10.5810663	0
0.199590839	25.8894655	0	0.199590839	10.58283567	0
0.224539694	25.88642827	0	0.224539694	10.5846067	0
0.249488549	25.8862382	0	0.249488549	10.58764841	0
0.274437403	25.88532273	0	0.274437403	10.59105912	0
0.299386258	25.88413381	0	0.299386258	10.59314939	0
0.324335113	25.88035289	0	0.324335113	10.59334267	0
0.349283968	25.87519488	0	0.349283968	10.59406692	0
0.374232823	25.87270571	0	0.374232823	10.58909406	0
0.399181678	25.86709326	0	0.399181678	10.58307573	0
0.424130532	25.8674644	0	0.424130532	10.58446006	0
0.449079387	25.86909454	0	0.449079387	10.58637378	0
0.474028242	25.86548905	0	0.474028242	10.584927	0
0.498977097	25.86266287	0	0.498977097	10.5839215	0
0.523925952	25.86566823	0	0.523925952	10.58394823	0
0.548874807	25.86632747	0	0.548874807	10.58655398	0
0.573823662	25.86802292	0	0.573823662	10.58578289	0
0.598772516	25.8653687	0	0.598772516	10.58732125	0
0.623721371	25.8675657	0	0.623721371	10.58854364	0
0.648670226	25.86874609	0	0.648670226	10.58666939	0
0.673619081	25.87060119	0	0.673619081	10.58869988	0
0.698567936	25.87134528	0	0.698567936	10.59161662	0
0.723516791	25.8739917	0	0.723516791	10.60448943	0
0.748465645	25.87450534	0	0.748465645	10.60156189	0
0.7734145	25.8881902	0	0.7734145	10.60661116	0
0.798363355	25.89592453	0	0.798363355	10.61648742	0
0.82331221	25.89995567	0	0.82331221	10.6163485	0
0.848261065	25.90905446	0	0.848261065	10.60173587	0
0.87320992	25.90259728	0	0.87320992	10.59580241	0
0.898158775	25.89022054	0	0.898158775	10.59115398	0
0.923107629	25.88782338	0	0.923107629	10.58717335	0
0.948056484	25.8827076	0	0.948056484	10.58569022	0
0.973005339	25.88178594	0	0.973005339	10.5835158	0
0.997954194	25.87876536	0	0.997954194	10.58271598	0
1.022903049	25.87659405	0	1.022903049	10.58341652	0
1.047851904	25.87273837	0	1.047851904	10.58373454	0
1.072800758	25.87024012	0	1.072800758	10.58333859	0
1.097749613	25.86881923	0	1.097749613	10.58335489	0
1.122698468	25.86985138	0	1.122698468	10.58517857	0
1.147647323	25.87292897	0	1.147647323	10.58373362	0
1.172596178	25.87271814	0	1.172596178	10.58599243	0
1.197545033	25.87179637	0	1.197545033	10.58405635	0
1.222493888	25.87049695	0	1.222493888	10.584993	0
1.247442742	25.87061676	0	1.247442742	10.58594627	0
1.272391597	25.87127574	0	1.272391597	10.58394668	0
1.297340452	25.87099178	0	1.297340452	10.58477571	0
1.322289307	25.8710517	0	1.322289307	10.58479369	0
1.347238162	25.87067226	0	1.347238162	10.58541181	0
1.372187017	25.87431511	0	1.372187017	10.5875916	0
1.397135871	25.88179423	0	1.397135871	10.58840312	0
1.422084726	25.88460859	0	1.422084726	10.58819696	0
1.447033581	25.88723929	0	1.447033581	10.58697199	0
1.471982436	25.88459091	0	1.471982436	10.58575509	0
1.496931291	25.87984803	0	1.496931291	10.58523175	0
1.521880146	25.87789171	0	1.521880146	10.58559953	0
1.546829001	25.88081529	0	1.546829001	10.58630547	0
