mass_C			ExtMarker		
1.571777855	25.88029161	0	1.571777855	10.58743087	0
1.59672671	25.87798719	0	1.59672671	10.58611893	0
1.621675565	25.87694763	0	1.621675565	10.5864398	0
1.64662442	25.87847033	0	1.64662442	10.58765272	0
1.671573275	25.87805498	0	1.671573275	10.58622924	0
1.69652213	25.87646833	0	1.69652213	10.58641621	0
1.721470984	25.87275663	0	1.721470984	10.58560814	0
1.746419839	25.87246263	0	1.746419839	10.58568145	0
1.771368694	25.86671128	0	1.771368694	10.58089053	0
1.796317549	25.82439958	0	1.796317549	10.57249973	0
1.821266404	25.75945326	0	1.821266404	10.57091025	0
1.846215259	25.7182655	0	1.846215259	10.57134891	0
1.871164114	25.76735586	0	1.871164114	10.57427599	0
1.896112968	25.72610899	0	1.896112968	10.57941356	0
1.921061823	25.71384872	0	1.921061823	10.5784902	0
1.946010678	25.65924327	0	1.946010678	10.57823905	0
1.970959533	25.62612325	0	1.970959533	10.57765565	0
1.995908388	25.60026031	0	1.995908388	10.57501657	0
2.020857243	25.57472752	0	2.020857243	10.57668387	0
2.045806098	25.59879276	0	2.045806098	10.57904285	0
2.070754952	25.57058722	0	2.070754952	10.58083988	0
2.095703807	25.53360625	0	2.095703807	10.57972802	0
2.120652662	25.44898569	0	2.120652662	10.58607224	0
2.145601517	25.4577459	0	2.145601517	10.58505023	0
2.170550372	25.42794161	0	2.170550372	10.59207116	0
2.195499227	25.36886409	0	2.195499227	10.59134707	0
2.220448081	25.35534502	0	2.220448081	10.58777436	0
2.245396936	25.33843264	0	2.245396936	10.58910543	0
2.270345791	25.31427744	0	2.270345791	10.59641695	0
2.295294646	25.30226707	0	2.295294646	10.5944567	0
2.320243501	25.28429055	0	2.320243501	10.59823104	0
2.345192356	25.23321775	0	2.345192356	10.59618575	0
2.370141211	25.21624215	0	2.370141211	10.59538988	0
2.395090065	25.18709793	0	2.395090065	10.58878101	0
2.42003892	25.16371897	0	2.42003892	10.58674752	0
2.444987775	25.1170226	0	2.444987775	10.58610299	0
2.46993663	25.13639596	0	2.46993663	10.59071036	0
2.494885485	25.13955995	0	2.494885485	10.6025234	0
2.51983434	25.11276904	0	2.51983434	10.59003775	0
2.544783194	25.05895009	0	2.544783194	10.58807631	0
2.569732049	25.05828828	0	2.569732049	10.5950639	0
2.594680904	25.06195759	0	2.594680904	10.5974042	0
2.619629759	25.04006022	0	2.619629759	10.59711132	0
2.644578614	25.00977957	0	2.644578614	10.59933805	0
2.669527469	25.01330416	0	2.669527469	10.59746334	0
2.694476324	24.98419011	0	2.694476324	10.59194447	0
2.719425178	24.98784155	0	2.719425178	10.58794963	0
2.744374033	24.99079679	0	2.744374033	10.58063934	0
2.769322888	24.99236915	0	2.769322888	10.58071632	0
2.794271743	24.98029304	0	2.794271743	10.58203479	0
2.819220598	24.8939415	0	2.819220598	10.56613752	0
2.844169453	24.86668988	0	2.844169453	10.5701605	0
2.869118307	24.79429733	0	2.869118307	10.55814709	0
2.894067162	24.75049724	0	2.894067162	10.5586364	0
2.919016017	24.71303057	0	2.919016017	10.55407859	0
2.943964872	24.68497138	0	2.943964872	10.55785615	0
2.968913727	24.68433327	0	2.968913727	10.56790241	0
2.993862582	24.68799187	0	2.993862582	10.5716555	0
3.018811437	24.68277154	0	3.018811437	10.57656285	0
3.043760291	24.59929155	0	3.043760291	10.57373465	0
3.068709146	24.58303089	0	3.068709146	10.57397594	0
3.093658001	24.56122411	0	3.093658001	10.58177954	0
3.118606856	24.54447793	0	3.118606856	10.58018647	0
3.143555711	24.48324071	0	3.143555711	10.58567025	0
3.168504566	24.45553155	0	3.168504566	10.58563952	0
3.19345342	24.41993972	0	3.19345342	10.59511401	0
3.218402275	24.39354382	0	3.218402275	10.60138393	0
3.24335113	24.38413842	0	3.24335113	10.5976598	0
3.268299985	24.34700618	0	3.268299985	10.59688787	0
3.29324884	24.26715075	0	3.29324884	10.57420834	0
3.318197695	24.25153006	0	3.318197695	10.57690397	0
3.34314655	24.24476912	0	3.34314655	10.57772213	0
3.368095404	24.25734308	0	3.368095404	10.566216	0
3.393044259	24.25409985	0	3.393044259	10.5658584	0
3.417993114	24.20354963	0	3.417993114	10.55170171	0
3.442941969	24.1814937	0	3.442941969	10.56064987	0
3.467890824	24.1836009	0	3.467890824	10.56849651	0
3.492839679	24.17289322	0	3.492839679	10.56545036	0
3.517788534	24.13379636	0	3.517788534	10.56314964	0
3.542737388	24.10332315	0	3.542737388	10.5569455	0
3.567686243	24.11156798	0	3.567686243	10.55282172	0
3.592635098	24.09649386	0	3.592635098	10.55934537	0
3.617583953	24.06660252	0	3.617583953	10.56139774	0
3.642532808	24.00562079	0	3.642532808	10.56369808	0
3.667481663	23.89139763	0	3.667481663	10.56298412	0
3.692430517	23.87388912	0	3.692430517	10.56824743	0
3.717379372	23.83368459	0	3.717379372	10.56946528	0
3.742328227	23.72498586	0	3.742328227	10.56761077	0
3.767277082	23.67482111	0	3.767277082	10.57179759	0
3.792225937	23.58632701	0	3.792225937	10.57096595	0
3.817174792	23.5598584	0	3.817174792	10.57130931	0
3.842123647	23.49221666	0	3.842123647	10.57129006	0
3.867072501	23.40626796	0	3.867072501	10.56882898	0
3.892021356	23.30812903	0	3.892021356	10.56763595	0
3.916970211	23.29889286	0	3.916970211	10.57198672	0
3.941919066	23.29905735	0	3.941919066	10.57739339	0
3.966867921	23.17599598	0	3.966867921	10.56353035	0
3.991816776	23.11224551	0	3.991816776	10.55382136	0
4.01676563	23.08737159	0	4.01676563	10.55919692	0
4.041714485	23.08317215	0	4.041714485	10.55348796	0
4.06666334	23.07273338	0	4.06666334	10.56416297	0
4.091612195	23.06314575	0	4.091612195	10.5683915	0
4.11656105	23.01052886	0	4.11656105	10.56680402	0
4.141509905	22.99586078	0	4.141509905	10.56540339	0
4.16645876	22.94640491	0	4.16645876	10.5508211	0
4.191407614	22.84977524	0	4.191407614	10.50650258	0
4.216356469	22.82175169	0	4.216356469	10.49351476	0
4.241305324	22.72689085	0	4.241305324	10.4699958	0
4.266254179	22.59734244	0	4.266254179	10.41549136	0
4.291203034	22.55892015	0	4.291203034	10.42289568	0
4.316151889	22.37066273	0	4.316151889	10.39998459	0
4.341100743	22.27800989	0	4.341100743	10.36495262	0
4.366049598	22.19754411	0	4.366049598	10.35778978	0
4.390998453	22.17611287	0	4.390998453	10.35518876	0
4.415947308	22.10997189	0	4.415947308	10.35444555	0
4.440896163	22.01992884	0	4.440896163	10.34293655	0
4.465845018	21.99375767	0	4.465845018	10.34489525	0
4.490793873	21.97978709	0	4.490793873	10.34710553	0
4.515742727	21.94918511	0	4.515742727	10.32879326	0
4.540691582	21.92147505	0	4.540691582	10.30177101	0
4.565640437	21.88688163	0	4.565640437	10.2817581	0
4.590589292	21.83706016	0	4.590589292	10.26937595	0
4.615538147	21.74237391	0	4.615538147	10.2451912	0
4.640487002	21.72743195	0	4.640487002	10.22901269	0
4.665435856	21.70794736	0	4.665435856	10.21955233	0
4.690384711	21.70543257	0	4.690384711	10.21905946	0
4.715333566	21.69647779	0	4.715333566	10.21457111	0
4.740282421	21.64712674	0	4.740282421	10.20805203	0
4.765231276	21.62428737	0	4.765231276	10.20177013	0
4.790180131	21.62600143	0	4.790180131	10.20525948	0
4.815128986	21.62057877	0	4.815128986	10.20901129	0
4.84007784	21.61686832	0	4.84007784	10.20720046	0
4.865026695	21.62084354	0	4.865026695	10.20837896	0
4.88997555	21.6032003	0	4.88997555	10.20263432	0
4.914924405	21.57116004	0	4.914924405	10.20133554	0
4.93987326	21.55577021	0	4.93987326	10.20267324	0
4.964822115	21.53502938	0	4.964822115	10.20321807	0
4.98977097	21.51875094	0	4.98977097	10.20797416	0
5.014719824	21.54652023	0	5.014719824	10.21556841	0
5.039668679	21.55484426	0	5.039668679	10.21524051	0
5.064617534	21.55506522	0	5.064617534	10.21195366	0
5.089566389	21.55725945	0	5.089566389	10.21458138	0
5.114515244	21.56491124	0	5.114515244	10.2163091	0
5.139464099	21.58093109	0	5.139464099	10.22132555	0
5.164412953	21.64892288	0	5.164412953	10.23104209	0
5.189361808	21.64234451	0	5.189361808	10.23025614	0
5.214310663	21.65118852	0	5.214310663	10.2290982	0
5.239259518	21.66668651	0	5.239259518	10.23266008	0
5.264208373	21.68086001	0	5.264208373	10.23529376	0
5.289157228	21.6763718	0	5.289157228	10.23310108	0
5.314106083	21.69259756	0	5.314106083	10.23788439	0
5.339054937	21.71533784	0	5.339054937	10.24299789	0
5.364003792	21.70997821	0	5.364003792	10.23805407	0
5.388952647	21.71632266	0	5.388952647	10.24500035	0
5.413901502	21.72435941	0	5.413901502	10.25370501	0
5.438850357	21.71836875	0	5.438850357	10.24471573	0
5.463799212	21.705977	0	5.463799212	10.23611124	0
5.488748066	21.69994993	0	5.488748066	10.23411729	0
5.513696921	21.68417638	0	5.513696921	10.22462817	0
5.538645776	21.67100514	0	5.538645776	10.21946127	0
5.563594631	21.64224189	0	5.563594631	10.21855198	0
5.588543486	21.61006043	0	5.588543486	10.21667306	0
5.613492341	21.60973286	0	5.613492341	10.21647196	0
5.638441196	21.61960869	0	5.638441196	10.21695175	0
5.66339005	21.61889689	0	5.66339005	10.21340479	0
5.688338905	21.55618468	0	5.688338905	10.21077799	0
5.71328776	21.55795268	0	5.71328776	10.21171391	0
5.738236615	21.58325743	0	5.738236615	10.21738662	0
5.76318547	21.57766832	0	5.76318547	10.21735955	0
5.788134325	21.57040377	0	5.788134325	10.21847011	0
5.813083179	21.58481732	0	5.813083179	10.21844942	0
5.838032034	21.58434615	0	5.838032034	10.22095858	0
5.862980889	21.57621747	0	5.862980889	10.21855088	0
5.887929744	21.57215398	0	5.887929744	10.21899003	0
5.912878599	21.5621792	0	5.912878599	10.21729679	0
5.937827454	21.56007665	0	5.937827454	10.21766191	0
5.962776309	21.56503989	0	5.962776309	10.22011766	0
5.987725163	21.56955916	0	5.987725163	10.21988261	0
6.012674018	21.57193922	0	6.012674018	10.21953021	0
6.037622873	21.57184965	0	6.037622873	10.21873508	0
6.062571728	21.55919724	0	6.062571728	10.21380931	0
6.087520583	21.56070814	0	6.087520583	10.21411072	0
6.112469438	21.56308748	0	6.112469438	10.21331147	0
6.137418293	21.56130069	0	6.137418293	10.2143478	0
6.162367147	21.56724122	0	6.162367147	10.21478039	0
6.187316002	21.56462967	0	6.187316002	10.21410235	0
6.212264857	21.56258141	0	6.212264857	10.21490656	0
6.237213712	21.56653892	0	6.237213712	10.21443613	0
6.262162567	21.57015284	0	6.262162567	10.215803	0
6.287111422	21.56811198	0	6.287111422	10.21491592	0
6.312060276	21.56430422	0	6.312060276	10.2145464	0
6.337009131	21.56611323	0	6.337009131	10.21458347	0
6.361957986	21.55938416	0	6.361957986	10.20927101	0
6.386906841	21.55257734	0	6.386906841	10.20675494	0
6.411855696	21.55802318	0	6.411855696	10.21294659	0
6.436804551	21.56232808	0	6.436804551	10.21429065	0
6.461753406	21.56477956	0	6.461753406	10.21578032	0
6.48670226	21.56703048	0	6.48670226	10.21688215	0
6.511651115	21.57042038	0	6.511651115	10.21649096	0
6.53659997	21.57071912	0	6.53659997	10.21658528	0
6.561548825	21.57097482	0	6.561548825	10.21931654	0
6.58649768	21.57111651	0	6.58649768	10.21626018	0
6.611446535	21.56926721	0	6.611446535	10.21668096	0
6.636395389	21.56959657	0	6.636395389	10.21806241	0
6.661344244	21.56854525	0	6.661344244	10.21818487	0
6.686293099	21.57072352	0	6.686293099	10.21890853	0
6.711241954	21.57277376	0	6.711241954	10.21995314	0
6.736190809	21.57402244	0	6.736190809	10.22123016	0
6.761139664	21.57142199	0	6.761139664	10.21882653	0
6.786088519	21.56271979	0	6.786088519	10.21245098	0
6.811037373	21.56094942	0	6.811037373	10.21315796	0
6.835986228	21.56274933	0	6.835986228	10.2160344	0
6.860935083	21.56565916	0	6.860935083	10.21552153	0
6.885883938	21.56600111	0	6.885883938	10.21648421	0
6.910832793	21.57205511	0	6.910832793	10.21634528	0
6.935781648	21.57350862	0	6.935781648	10.21794096	0
6.960730502	21.56910032	0	6.960730502	10.21444163	0
