mass_C			ExtMarker		
2.030967598	33.14701518	0	2.030967598	10.76479569	0
2.049600328	33.14626668	0	2.049600328	10.76399073	0
2.068233058	33.14762879	0	2.068233058	10.76737731	0
2.086865788	33.14623595	0	2.086865788	10.76347929	0
2.105498519	33.14038127	0	2.105498519	10.76203358	0
2.124131249	33.14294069	0	2.124131249	10.76507963	0
2.142763979	33.14706958	0	2.142763979	10.76641496	0
2.161396709	33.14823894	0	2.161396709	10.76554056	0
2.18002944	33.14093429	0	2.18002944	10.7644792	0
2.19866217	33.11490214	0	2.19866217	10.76213023	0
2.2172949	33.08350431	0	2.2172949	10.76147531	0
2.23592763	33.06379371	0	2.23592763	10.7611627	0
2.254560361	33.04063494	0	2.254560361	10.76139173	0
2.273193091	33.02344599	0	2.273193091	10.76312837	0
2.291825821	32.99398032	0	2.291825821	10.76130427	0
2.310458551	32.98178712	0	2.310458551	10.7622371	0
2.329091282	32.96679838	0	2.329091282	10.76011877	0
2.347724012	32.94493224	0	2.347724012	10.76080433	0
2.366356742	32.94781483	0	2.366356742	10.76450663	0
2.384989473	32.95607036	0	2.384989473	10.76904223	0
2.403622203	32.97122911	0	2.403622203	10.77384195	0
2.422254933	32.98594574	0	2.422254933	10.77697155	0
2.440887663	33.02044518	0	2.440887663	10.78185124	0
2.459520394	33.02367335	0	2.459520394	10.77622238	0
2.478153124	33.02096596	0	2.478153124	10.77632479	0
2.496785854	33.02585142	0	2.496785854	10.77639051	0
2.515418584	33.02393545	0	2.515418584	10.77724164	0
2.534051315	33.01559417	0	2.534051315	10.77087081	0
2.552684045	32.99912298	0	2.552684045	10.76736333	0
2.571316775	32.98920043	0	2.571316775	10.76546781	0
2.589949505	32.98633141	0	2.589949505	10.76343145	0
2.608582236	32.99189526	0	2.608582236	10.76303044	0
2.627214966	32.98270278	0	2.627214966	10.76076551	0
2.645847696	32.91172187	0	2.645847696	10.7485228	0
2.664480426	32.89071554	0	2.664480426	10.74784248	0
2.683113157	32.87626401	0	2.683113157	10.75367528	0
2.701745887	32.87435861	0	2.701745887	10.75584068	0
2.720378617	32.86884649	0	2.720378617	10.76025106	0
2.739011347	32.86710706	0	2.739011347	10.76265933	0
2.757644078	32.87499814	0	2.757644078	10.76570123	0
2.776276808	32.87293271	0	2.776276808	10.7666228	0
2.794909538	32.86951526	0	2.794909538	10.76725747	0
2.813542268	32.86370051	0	2.813542268	10.7673287	0
2.832174999	32.86817796	0	2.832174999	10.76975811	0
2.850807729	32.86904948	0	2.850807729	10.77103237	0
2.869440459	32.86824782	0	2.869440459	10.7700567	0
2.888073189	32.86569582	0	2.888073189	10.77103408	0
2.90670592	32.86642922	0	2.90670592	10.77142101	0
2.92533865	32.87298781	0	2.92533865	10.77448157	0
2.94397138	32.87722073	0	2.94397138	10.77262666	0
2.96260411	32.8785842	0	2.96260411	10.77358607	0
2.981236841	32.87708962	0	2.981236841	10.77639034	0
2.999869571	32.87824855	0	2.999869571	10.77526343	0
3.018502301	32.88462446	0	3.018502301	10.77612967	0
3.037135031	32.88176312	0	3.037135031	10.77606517	0
3.055767762	32.87935628	0	3.055767762	10.77506553	0
3.074400492	32.87897986	0	3.074400492	10.77339834	0
3.093033222	32.88292871	0	3.093033222	10.7745786	0
3.111665952	32.88037533	0	3.111665952	10.77228419	0
3.130298683	32.87447875	0	3.130298683	10.77071532	0
3.148931413	32.86864304	0	3.148931413	10.76592	0
3.167564143	32.86267039	0	3.167564143	10.76386586	0
3.186196873	32.84606445	0	3.186196873	10.75742834	0
3.204829604	32.83758702	0	3.204829604	10.75662734	0
3.223462334	32.73967307	0	3.223462334	10.7421152	0
3.242095064	32.72316595	0	3.242095064	10.7474337	0
3.260727794	32.71068839	0	3.260727794	10.75640164	0
3.279360525	32.70581154	0	3.279360525	10.75934934	0
3.297993255	32.69488951	0	3.297993255	10.7535954	0
3.316625985	32.67748492	0	3.316625985	10.75552216	0
3.335258715	32.64026863	0	3.335258715	10.75520073	0
3.353891446	32.64203098	0	3.353891446	10.75937818	0
3.372524176	32.64728125	0	3.372524176	10.76206746	0
3.391156906	32.64528977	0	3.391156906	10.76278652	0
3.409789636	32.64010062	0	3.409789636	10.76533658	0
3.428422367	32.64157012	0	3.428422367	10.76412255	0
3.447055097	32.64196158	0	3.447055097	10.76476228	0
3.465687827	32.63587955	0	3.465687827	10.76587731	0
3.484320557	32.62948802	0	3.484320557	10.76809512	0
3.502953288	32.63744093	0	3.502953288	10.76858951	0
3.521586018	32.64336165	0	3.521586018	10.76846216	0
3.540218748	32.64429928	0	3.540218748	10.76927237	0
3.558851479	32.63897243	0	3.558851479	10.76775213	0
3.577484209	32.63357307	0	3.577484209	10.76815077	0
3.596116939	32.63294312	0	3.596116939	10.76610765	0
3.614749669	32.61297188	0	3.614749669	10.76326408	0
3.6333824	32.54915345	0	3.6333824	10.75447007	0
3.65201513	32.54507365	0	3.65201513	10.76085554	0
3.67064786	32.55033301	0	3.67064786	10.76140415	0
3.68928059	32.54200889	0	3.68928059	10.75852323	0
3.707913321	32.51771326	0	3.707913321	10.7519412	0
3.726546051	32.48528062	0	3.726546051	10.74915433	0
3.745178781	32.46573847	0	3.745178781	10.74995259	0
3.763811511	32.44428569	0	3.763811511	10.75066571	0
3.782444242	32.42516874	0	3.782444242	10.7445404	0
3.801076972	32.40730577	0	3.801076972	10.74088126	0
3.819709702	32.40082874	0	3.819709702	10.75494603	0
3.838342432	32.3961853	0	3.838342432	10.75623649	0
3.856975163	32.39836384	0	3.856975163	10.76057111	0
3.875607893	32.38887616	0	3.875607893	10.75726712	0
3.894240623	32.36230995	0	3.894240623	10.74998198	0
3.912873353	32.3442302	0	3.912873353	10.73820469	0
3.931506084	32.34038893	0	3.931506084	10.73996223	0
3.950138814	32.34238176	0	3.950138814	10.74843647	0
3.968771544	32.33917061	0	3.968771544	10.75560685	0
3.987404274	32.33790001	0	3.987404274	10.76099431	0
4.006037005	32.34201374	0	4.006037005	10.76643801	0
4.024669735	32.34303573	0	4.024669735	10.76490551	0
4.043302465	32.33897767	0	4.043302465	10.76237967	0
4.061935195	32.34022323	0	4.061935195	10.76363325	0
4.080567926	32.32642441	0	4.080567926	10.75523714	0
4.099200656	32.28656831	0	4.099200656	10.75183117	0
4.117833386	32.25727024	0	4.117833386	10.74105675	0
4.136466116	32.25151382	0	4.136466116	10.73219936	0
4.155098847	32.24557436	0	4.155098847	10.70231264	0
4.173731577	32.20050586	0	4.173731577	10.68458568	0
4.192364307	32.15031272	0	4.192364307	10.66848048	0
4.210997037	32.12472622	0	4.210997037	10.66774905	0
4.229629768	32.12120238	0	4.229629768	10.67226408	0
4.248262498	32.09555811	0	4.248262498	10.65775274	0
4.266895228	32.03402117	0	4.266895228	10.62690573	0
4.285527958	31.94480315	0	4.285527958	10.61427262	0
4.304160689	31.9235093	0	4.304160689	10.61500164	0
4.322793419	31.90748732	0	4.322793419	10.60388333	0
4.341426149	31.88161477	0	4.341426149	10.60168699	0
4.360058879	31.84812783	0	4.360058879	10.59829963	0
4.37869161	31.83435683	0	4.37869161	10.60623892	0
4.39732434	31.81696768	0	4.39732434	10.60737947	0
4.41595707	31.80014842	0	4.41595707	10.60931748	0
4.4345898	31.76838222	0	4.4345898	10.61135334	0
4.453222531	31.76642699	0	4.453222531	10.61321744	0
4.471855261	31.75967364	0	4.471855261	10.61166831	0
4.490487991	31.75004115	0	4.490487991	10.61372853	0
4.509120721	31.74471341	0	4.509120721	10.61418504	0
4.527753452	31.75101624	0	4.527753452	10.61647873	0
4.546386182	31.75319437	0	4.546386182	10.61549925	0
4.565018912	31.74937269	0	4.565018912	10.61733844	0
4.583651642	31.74190716	0	4.583651642	10.61593691	0
4.602284373	31.74379812	0	4.602284373	10.61605866	0
4.620917103	31.73751479	0	4.620917103	10.61380305	0
4.639549833	31.73328352	0	4.639549833	10.61336996	0
4.658182563	31.74216474	0	4.658182563	10.61594904	0
4.676815294	31.75089596	0	4.676815294	10.6146425	0
4.695448024	31.75773906	0	4.695448024	10.61579093	0
4.714080754	31.76109655	0	4.714080754	10.61784115	0
4.732713485	31.7639653	0	4.732713485	10.61507407	0
4.751346215	31.76669089	0	4.751346215	10.61606718	0
4.769978945	31.76852522	0	4.769978945	10.61571222	0
4.788611675	31.7712749	0	4.788611675	10.61619655	0
4.807244406	31.77196549	0	4.807244406	10.61786706	0
4.825877136	31.77148494	0	4.825877136	10.61738509	0
4.844509866	31.77207456	0	4.844509866	10.61852358	0
4.863142596	31.77209785	0	4.863142596	10.61955535	0
4.881775327	31.77679372	0	4.881775327	10.61965156	0
4.900408057	31.77930479	0	4.900408057	10.61848149	0
4.919040787	31.77682058	0	4.919040787	10.6188145	0
4.937673517	31.77442153	0	4.937673517	10.62070252	0
4.956306248	31.7736284	0	4.956306248	10.62177181	0
4.974938978	31.77797369	0	4.974938978	10.62230097	0
4.993571708	31.77764155	0	4.993571708	10.62301537	0
5.012204438	31.77608919	0	5.012204438	10.6227265	0
5.030837169	31.77490619	0	5.030837169	10.62441208	0
5.049469899	31.7786885	0	5.049469899	10.62397773	0
5.068102629	31.77952394	0	5.068102629	10.62392616	0
5.086735359	31.77862087	0	5.086735359	10.62478662	0
5.10536809	31.77788413	0	5.10536809	10.62293371	0
5.12400082	31.78018181	0	5.12400082	10.62506074	0
5.14263355	31.7774238	0	5.14263355	10.62443578	0
5.16126628	31.77334187	0	5.16126628	10.62294178	0
5.179899011	31.77219355	0	5.179899011	10.62298487	0
5.198531741	31.77209187	0	5.198531741	10.62394462	0
5.217164471	31.77189208	0	5.217164471	10.62264686	0
5.235797201	31.77200595	0	5.235797201	10.62380954	0
5.254429932	31.77178212	0	5.254429932	10.62332068	0
5.273062662	31.77125254	0	5.273062662	10.62412842	0
5.291695392	31.77005329	0	5.291695392	10.62265824	0
5.310328122	31.76985004	0	5.310328122	10.62290064	0
5.328960853	31.76957549	0	5.328960853	10.62355519	0
5.347593583	31.76899276	0	5.347593583	10.62348623	0
5.366226313	31.76915955	0	5.366226313	10.6233921	0
5.384859043	31.76947471	0	5.384859043	10.62313209	0
5.403491774	31.76905976	0	5.403491774	10.62261799	0
5.422124504	31.76769268	0	5.422124504	10.62364439	0
5.440757234	31.76923437	0	5.440757234	10.62317512	0
5.459389964	31.76834405	0	5.459389964	10.62228908	0
5.478022695	31.76667069	0	5.478022695	10.62234421	0
5.496655425	31.77004963	0	5.496655425	10.62400123	0
5.515288155	31.77610032	0	5.515288155	10.62627758	0
5.533920885	31.7770584	0	5.533920885	10.62683011	0
5.552553616	31.77711044	0	5.552553616	10.62575517	0
5.571186346	31.77119624	0	5.571186346	10.62367973	0
5.589819076	31.76989778	0	5.589819076	10.62385609	0
5.608451806	31.76863909	0	5.608451806	10.62280512	0
5.627084537	31.76678687	0	5.627084537	10.62195777	0
5.645717267	31.76352287	0	5.645717267	10.62219459	0
5.664349997	31.7638882	0	5.664349997	10.62265304	0
5.682982727	31.76369308	0	5.682982727	10.6216803	0
5.701615458	31.76557406	0	5.701615458	10.62292708	0
5.720248188	31.76935085	0	5.720248188	10.62699652	0
5.738880918	31.77243285	0	5.738880918	10.62710329	0
5.757513648	31.7867318	0	5.757513648	10.6326269	0
5.776146379	31.80858578	0	5.776146379	10.63973185	0
5.794779109	31.88880146	0	5.794779109	10.64978459	0
5.813411839	31.9429126	0	5.813411839	10.65346427	0
5.832044569	31.96879887	0	5.832044569	10.65856494	0
5.8506773	32.05073702	0	5.8506773	10.66574388	0
5.86931003	32.15789066	0	5.86931003	10.73075635	0
5.88794276	32.25187879	0	5.88794276	10.70253166	0
5.906575491	32.3133657	0	5.906575491	10.69584597	0
5.925208221	32.41598895	0	5.925208221	10.66995524	0
5.943840951	32.53936261	0	5.943840951	10.67316168	0
5.962473681	32.64270837	0	5.962473681	10.67976851	0
5.981106412	32.70060346	0	5.981106412	10.69507073	0
5.999739142	32.79836126	0	5.999739142	10.7070493	0
6.018371872	32.87693081	0	6.018371872	10.72474711	0
6.037004602	32.9691188	0	6.037004602	10.71726642	0
6.055637333	32.99268027	0	6.055637333	10.71108435	0
6.074270063	33.06829827	0	6.074270063	10.69409033	0
6.092902793	33.11721547	0	6.092902793	10.68625451	0
6.111535523	33.09805349	0	6.111535523	10.68067419	0
6.130168254	33.10632265	0	6.130168254	10.67808641	0
6.148800984	33.20261127	0	6.148800984	10.68126145	0
6.167433714	33.28159544	0	6.167433714	10.68981846	0
6.186066444	33.35373709	0	6.186066444	10.66826768	0
6.204699175	33.35352539	0	6.204699175	10.60376939	0
6.223331905	33.346595	0	6.223331905	10.59093085	0
6.241964635	33.32161915	0	6.241964635	10.58738517	0
6.260597365	33.31085044	0	6.260597365	10.59389185	0
6.279230096	33.32342934	0	6.279230096	10.58339128	0
6.297862826	33.31528756	0	6.297862826	10.5563373	0
6.316495556	33.30444156	0	6.316495556	10.53406287	0
6.335128286	33.30615728	0	6.335128286	10.5186401	0
6.353761017	33.35253534	0	6.353761017	10.51549314	0
6.372393747	33.46399512	0	6.372393747	10.52262292	0
6.391026477	33.51084325	0	6.391026477	10.53259076	0
6.409659207	33.61820659	0	6.409659207	10.55110508	0
6.428291938	33.71428525	0	6.428291938	10.56444149	0
6.446924668	33.78544732	0	6.446924668	10.55461244	0
6.465557398	33.86030792	0	6.465557398	10.5487262	0
6.484190128	33.97782861	0	6.484190128	10.54327956	0
6.502822859	34.10749987	0	6.502822859	10.5353402	0
6.521455589	34.39219651	0	6.521455589	10.5662907	0
6.540088319	34.44099398	0	6.540088319	10.56663658	0
6.558721049	34.56438104	0	6.558721049	10.57349907	0
6.57735378	34.68043251	0	6.57735378	10.59486271	0
6.59598651	34.75493491	0	6.59598651	10.64518042	0
6.61461924	34.82799846	0	6.61461924	10.65534777	0
6.63325197	34.85152731	0	6.63325197	10.65411475	0
6.651884701	34.9138113	0	6.651884701	10.66231796	0
6.670517431	34.97960483	0	6.670517431	10.68401892	0
6.689150161	35.02112222	0	6.689150161	10.6968673	0
6.707782891	35.02688925	0	6.707782891	10.69810158	0
6.726415622	35.04563103	0	6.726415622	10.69929374	0
6.745048352	35.08056282	0	6.745048352	10.70244907	0
6.763681082	35.0964842	0	6.763681082	10.70248856	0
6.782313812	35.09340293	0	6.782313812	10.70040122	0
6.800946543	35.11235971	0	6.800946543	10.6973071	0
6.819579273	35.14312068	0	6.819579273	10.69953585	0
6.838212003	34.99918307	0	6.838212003	10.67224597	0
6.856844733	35.00479863	0	6.856844733	10.67871709	0
6.875477464	34.98209859	0	6.875477464	10.67713541	0
6.894110194	34.97931452	0	6.894110194	10.68405279	0
6.912742924	35.0098854	0	6.912742924	10.68957886	0
6.931375654	35.01137173	0	6.931375654	10.69086041	0
6.950008385	35.0089159	0	6.950008385	10.66817776	0
6.968641115	35.00553453	0	6.968641115	10.67133677	0
6.987273845	35.00533998	0	6.987273845	10.67789511	0
