mass_D			mass_A		
t	x	y	t	x	y
0.00000000000000	22.02242925000000	-1.92228909200000	0.00000000000000	4.80696958200000	1.96414768500000
0.05961251863000	22.01783055000000	-1.92087913100000	0.05961251863000	4.79737007000000	1.96438650800000
0.11922503730000	22.02782358000000	-1.91884395600000	0.11922503730000	4.79142409000000	1.96532607900000
0.17883755590000	22.04845076000000	-1.91573483800000	0.17883755590000	4.77768993200000	1.96573136700000
0.23845007450000	22.13669838000000	-1.91209479800000	0.23845007450000	4.77383709900000	1.96648773700000
0.29806259310000	22.17876224000000	-1.90739970900000	0.29806259310000	4.77887212800000	1.96612456000000
0.35767511180000	22.28750916000000	-1.90195000100000	0.35767511180000	4.77548772800000	1.96611349400000
0.41728763040000	22.34815510000000	-1.90317321300000	0.41728763040000	4.78253142100000	1.96602402400000
0.47690014900000	22.35637589000000	-1.90730480100000	0.47690014900000	4.78571523700000	1.96759183800000
0.53651266770000	22.34783602000000	-1.91051553500000	0.53651266770000	4.78281237200000	1.96891567100000
0.59612518630000	22.34210641000000	-1.91226167100000	0.59612518630000	4.78422335700000	1.96891053100000
0.65573770490000	22.34868940000000	-1.91602096300000	0.65573770490000	4.78315876100000	1.96906983700000
0.71535022350000	22.36149842000000	-1.91824443400000	0.71535022350000	4.79305719300000	1.96613700900000
0.77496274220000	22.36311970000000	-1.91963509700000	0.77496274220000	4.77444141700000	1.96615307000000
0.83457526080000	22.37237565000000	-1.91879150700000	0.83457526080000	4.78310263000000	1.96565615400000
0.89418777940000	22.38939364000000	-1.91940591500000	0.89418777940000	4.77440975300000	1.96565564500000
0.95380029810000	22.39808385000000	-1.91963714600000	0.95380029810000	4.77770138100000	1.96610359200000
1.01341281700000	22.40019432000000	-1.92162754000000	1.01341281700000	4.74970740800000	1.96642815400000
1.07302533500000	22.41703503000000	-1.92290271500000	1.07302533500000	4.72823250600000	1.96459267500000
1.13263785400000	22.43735912000000	-1.92098960900000	1.13263785400000	4.71705349500000	1.96545746100000
1.19225037300000	22.50450132000000	-1.92208636000000	1.19225037300000	4.71357864200000	1.96425882300000
1.25186289100000	22.52270044000000	-1.92038240500000	1.25186289100000	4.71562080300000	1.96417644100000
1.31147541000000	22.55395458000000	-1.92174393400000	1.31147541000000	4.70462317500000	1.96419272000000
1.37108792800000	22.55371487000000	-1.92231032800000	1.37108792800000	4.68723198000000	1.96457146800000
1.43070044700000	22.62143775000000	-1.92082309400000	1.43070044700000	4.66879890500000	1.96328576000000
