mass_B			ExtMarker		
t	x	y	t	x	y
0	28.13160572	0	0	43.92850395	0
0.023634516	28.13142242	0	0.023634516	43.92885092	0
0.047269032	28.13118632	0	0.047269032	43.92918244	0
0.070903548	28.1313182	0	0.070903548	43.92855975	0
0.094538063	28.13176635	0	0.094538063	43.92904316	0
0.118172579	28.13153254	0	0.118172579	43.92877902	0
0.141807095	28.13160047	0	0.141807095	43.92871041	0
0.165441611	28.1320217	0	0.165441611	43.92876629	0
0.189076127	28.1323605	0	0.189076127	43.9285116	0
0.212710643	28.13186413	0	0.212710643	43.92909233	0
0.236345159	28.13220269	0	0.236345159	43.92858919	0
0.259979674	28.13254251	0	0.259979674	43.92913419	0
0.28361419	28.13185412	0	0.28361419	43.92834871	0
0.307248706	28.13192343	0	0.307248706	43.92859913	0
0.330883222	28.13178072	0	0.330883222	43.92857391	0
0.354517738	28.13181245	0	0.354517738	43.92853776	0
0.378152254	28.13161562	0	0.378152254	43.92855857	0
0.401786769	28.13166056	0	0.401786769	43.92882841	0
0.425421285	28.13108301	0	0.425421285	43.92854498	0
0.449055801	28.13093355	0	0.449055801	43.92904232	0
0.472690317	28.13085487	0	0.472690317	43.9286293	0
0.496324833	28.13074978	0	0.496324833	43.92869676	0
0.519959349	28.13021294	0	0.519959349	43.92862342	0
0.543593865	28.13059814	0	0.543593865	43.92898876	0
0.56722838	28.13037368	0	0.56722838	43.92804226	0
0.590862896	28.13051771	0	0.590862896	43.92874623	0
0.614497412	28.13054083	0	0.614497412	43.92897078	0
0.638131928	28.13038712	0	0.638131928	43.92856176	0
0.661766444	28.13065083	0	0.661766444	43.92820387	0
0.68540096	28.13098508	0	0.68540096	43.92823698	0
0.709035475	28.13067154	0	0.709035475	43.92874734	0
0.732669991	28.13068241	0	0.732669991	43.92894277	0
0.756304507	28.13120241	0	0.756304507	43.92815243	0
0.779939023	28.1310009	0	0.779939023	43.92858981	0
0.803573539	28.1310536	0	0.803573539	43.92850741	0
0.827208055	28.13126431	0	0.827208055	43.92824823	0
0.850842571	28.13115313	0	0.850842571	43.92819921	0
0.874477086	28.130619	0	0.874477086	43.92826542	0
0.898111602	28.13122303	0	0.898111602	43.92887402	0
0.921746118	28.13096585	0	0.921746118	43.92827117	0
0.945380634	28.13066786	0	0.945380634	43.92873053	0
0.96901515	28.13070579	0	0.96901515	43.92870728	0
0.992649666	28.13090963	0	0.992649666	43.92885809	0
1.016284181	28.13062028	0	1.016284181	43.92874216	0
1.039918697	28.13024791	0	1.039918697	43.92895372	0
1.063553213	28.13001656	0	1.063553213	43.92855354	0
1.087187729	28.12888452	0	1.087187729	43.92819783	0
1.110822245	28.12824426	0	1.110822245	43.92839858	0
1.134456761	28.1284993	0	1.134456761	43.92829107	0
1.158091277	28.12876708	0	1.158091277	43.92847966	0
1.181725792	28.12703337	0	1.181725792	43.92851284	0
1.205360308	28.12895456	0	1.205360308	43.92869005	0
1.228994824	28.12559634	0	1.228994824	43.92842609	0
1.25262934	28.1213514	0	1.25262934	43.92742015	0
1.276263856	28.11332729	0	1.276263856	43.92758878	0
1.299898372	28.1060928	0	1.299898372	43.92751948	0
1.323532887	28.09998025	0	1.323532887	43.92686636	0
1.347167403	28.07734334	0	1.347167403	43.92749705	0
1.370801919	28.05015609	0	1.370801919	43.92765637	0
1.394436435	28.00000783	0	1.394436435	43.92640231	0
1.418070951	27.96566281	0	1.418070951	43.92724354	0
1.441705467	27.90476702	0	1.441705467	43.92646532	0
1.465339983	27.82933217	0	1.465339983	43.92609971	0
1.488974498	27.75087023	0	1.488974498	43.92594929	0
1.512609014	27.61151166	0	1.512609014	43.92368548	0
1.53624353	27.58193819	0	1.53624353	43.92378187	0
1.559878046	27.52396776	0	1.559878046	43.92307508	0
1.583512562	27.37224255	0	1.583512562	43.92130634	0
1.607147078	27.32579341	0	1.607147078	43.92362019	0
1.630781593	27.0810879	0	1.630781593	43.92000265	0
1.654416109	26.96496212	0	1.654416109	43.92188773	0
1.678050625	26.75133313	0	1.678050625	43.92235428	0
1.701685141	26.70418992	0	1.701685141	43.92345687	0
1.725319657	26.60109246	0	1.725319657	43.92306981	0
1.748954173	26.37208312	0	1.748954173	43.92009583	0
1.772588689	26.14256125	0	1.772588689	43.92127144	0
1.796223204	26.10284563	0	1.796223204	43.92203947	0
1.81985772	25.99228231	0	1.81985772	43.92181257	0
1.843492236	25.78197125	0	1.843492236	43.92054369	0
1.867126752	25.7363269	0	1.867126752	43.92286989	0
1.890761268	25.62928931	0	1.890761268	43.92295404	0
1.914395784	25.53936678	0	1.914395784	43.92334884	0
1.938030299	25.46875976	0	1.938030299	43.92364345	0
1.961664815	25.32726462	0	1.961664815	43.92331476	0
1.985299331	25.30261982	0	1.985299331	43.92341288	0
2.008933847	25.15979605	0	2.008933847	43.92223395	0
2.032568363	25.07390507	0	2.032568363	43.92356231	0
2.056202879	25.00638029	0	2.056202879	43.92376296	0
2.079837395	24.98472912	0	2.079837395	43.92482059	0
2.10347191	24.88485851	0	2.10347191	43.92378513	0
2.127106426	24.85081904	0	2.127106426	43.92288066	0
2.150740942	24.8448605	0	2.150740942	43.92567341	0
2.174375458	24.8273901	0	2.174375458	43.92504159	0
2.198009974	24.78660236	0	2.198009974	43.92587188	0
2.22164449	24.69873523	0	2.22164449	43.92332864	0
2.245279005	24.68825985	0	2.245279005	43.92538073	0
2.268913521	24.58355656	0	2.268913521	43.92463527	0
2.292548037	24.53320685	0	2.292548037	43.92470702	0
2.316182553	24.47154462	0	2.316182553	43.92385745	0
2.339817069	24.42707041	0	2.339817069	43.92487351	0
2.363451585	24.35849053	0	2.363451585	43.92322796	0
2.387086101	24.2667962	0	2.387086101	43.92335351	0
2.410720616	24.22547327	0	2.410720616	43.92320609	0
2.434355132	24.1416953	0	2.434355132	43.92292392	0
2.457989648	23.99713241	0	2.457989648	43.92032623	0
2.481624164	23.97436823	0	2.481624164	43.92123145	0
2.50525868	23.70715744	0	2.50525868	43.91691801	0
2.528893196	23.5881984	0	2.528893196	43.92046048	0
