"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
0.0573	31.3731	-0.0307164	1.99298	0.309245	-11.0243	-0.131421	0.182798	0.0598235	-1.08081	-12.97	-12.0545	-13.1224	-12.97	-0.0424357	-63.3265		
0.058	28.0117	-0.0307164	-0.140681	0.00406901	-9.48008	-0.131421	-0.121865	0.0598235	-1.08081	-13.2751	-12.2071	-13.5803	-12.8175	-0.0421142	-63.3265		
0.0587	25.8774	-0.0307164	0.164128	0.00406901	-9.1798	-0.131421	-0.426529	0.0598235	-1.08081	-12.665	-11.7493	-13.2752	-12.8175	-0.0430786	-63.9323		
0.0593	21.9291	-0.0307164	1.38336	0.00406901	-8.57926	-0.131421	0.487461	0.0598235	-1.08081	-12.8175	-11.5967	-12.665	-12.8175	-0.0444289	-64.3866		
0.06	13.659	0.274452	0.773745	0.00406901	-4.91162	0.173752	0.182798	0.0598235	-1.08695	-13.2751	-12.2071	-12.8173	-12.8175	-0.0444289	-64.3866		
0.0607	6.02918	0.274452	1.99298	0.309245	-2.76681	0.173752	-2.55917	0.364995	-1.08081	-12.665	-12.2071	-13.4275	-12.8175	-0.0439788	-63.7808		
0.0613	-0.373489	0.274452	2.9074	0.309245	-1.86599	0.173752	-4.38715	0.364995	-1.08695	-12.512	-11.9019	-13.2752	-12.665	-0.0439788	-63.6294		
0.062	-4.00167	0.274452	2.6026	0.309245	1.50137	0.173752	-4.08249	0.0598235	-1.08695	-13.2751	-12.3596	-13.1224	-12.512	-0.0432072	-63.6294		
0.0627	-0.9604	0.57964	1.99298	0.309245	4.24673	0.478925	-4.38715	0.364995	-1.08081	-12.97	-12.3596	-13.5803	-13.1225	-0.0439788	-63.175		
0.0633	2.98791	0.274452	1.38336	0.309245	3.94646	0.173752	-4.38715	0.0598235	-1.07468	-12.512	-12.3596	-13.7331	-13.4276	-0.045329	-63.6294		
0.064	4.53522	-0.0307164	0.468936	0.00406901	2.40219	0.173752	-3.47316	0.0598235	-1.08081	-12.8175	-12.2071	-13.1224	-12.97	-0.045329	-64.2352		
0.0647	4.53522	-0.0307164	-0.750298	0.00406901	1.50137	-0.131421	-3.47316	0.0598235	-1.08081	-13.1225	-12.0545	-13.1224	-12.8175	-0.0448789	-64.2352		
0.0653	3.62818	-0.0307164	-2.6026	0.00406901	2.40219	-0.131421	-2.55917	-0.245368	-1.08081	-13.1225	-12.2071	-13.4275	-12.97	-0.0447504	-63.7808		
0.066	3.89495	-0.335904	-4.43145	-0.301107	3.32446	-0.436594	-0.121865	-0.245368	-1.08695	-12.665	-11.9019	-13.5803	-13.2751	-0.0452004	-63.0236		
0.0667	2.72113	-0.335904	-3.82183	-0.301107	3.02419	-0.131421	2.31544	-0.245368	-1.08695	-12.512	-12.0545	-13.7331	-13.5805	-0.045972	-63.175		
0.0673	0.266778	-0.0307164	-1.05511	0.00406901	3.02419	0.173752	2.92477	0.0598235	-1.08695	-12.512	-12.0545	-13.5803	-13.4276	-0.0462292	-63.7808		
0.068	-2.18758	0.274452	0.773745	0.00406901	2.10192	0.173752	1.40145	0.0598235	-1.08695	-12.3595	-11.7493	-13.2752	-13.1225	-0.0467435	-63.9323		
0.0687	-2.77449	-0.0307164	0.164128	0.00406901	-1.54427	-0.131421	0.792125	0.0598235	-1.08695	-12.3595	-11.9019	-13.2752	-12.8175	-0.0468721	-64.0837		
0.0693	-2.18758	-0.0307164	-1.05511	0.00406901	-3.98935	0.173752	2.01078	0.0598235	-1.08695	-12.512	-12.3596	-13.4275	-12.8175	-0.0473222	-64.3866		
0.07	-1.60067	0.274452	-1.05511	0.309245	-4.91162	0.173752	2.31544	0.0598235	-1.08695	-12.512	-12.0545	-13.4275	-12.665	-0.0480938	-64.3866		
0.0707	-2.18758	-0.0307164	-0.750298	0.00406901	-4.31108	-0.131421	1.70612	0.0598235	-1.08695	-12.512	-11.7493	-12.9701	-12.665	-0.0479652	-64.0837		
0.0713	-4.3218	-0.0307164	-1.05511	0.00406901	-0.34317	-0.131421	0.792125	-0.245368	-1.0928	-12.665	-11.9019	-12.8173	-12.665	-0.0477723	-64.0837		
0.072	-6.13589	-0.0307164	-1.05511	0.00406901	3.62474	-0.131421	0.182798	0.0598235	-1.08695	-12.665	-11.5967	-13.1224	-13.1225	-0.0488653	-64.3866		
0.0727	-6.13589	-0.0307164	-0.750298	0.00406901	6.3701	-0.131421	-0.426529	0.0598235	-1.0928	-12.3595	-11.4441	-13.1224	-13.1225	-0.049444	-64.8409		
0.0733	-6.77615	-0.0307164	-0.140681	0.00406901	9.13691	-0.131421	-1.03586	0.0598235	-1.0928	-12.3595	-11.5967	-12.8173	-12.512	-0.0489939	-64.538		
0.074	-6.77615	-0.0307164	-0.140681	0.00406901	12.7831	-0.131421	-1.34052	0.0598235	-1.0928	-12.512	-11.9019	-12.8173	-12.665	-0.0491868	-64.2352		
0.0747	-5.86911	-0.0307164	-0.445489	0.00406901	14.9279	0.173752	-1.03586	0.0598235	-1.09893	-12.512	-11.9019	-12.8173	-12.97	-0.049444	-64.2352		
0.0753	-6.45602	-0.0307164	-0.140681	0.00406901	14.0056	0.173752	-0.426529	0.0598235	-1.09893	-12.665	-11.9019	-12.8173	-12.512	-0.0496369	-64.3866		
0.076	-8.91038	0.274452	-0.140681	0.00406901	14.9279	0.173752	-0.121865	0.0598235	-1.09893	-12.512	-12.3596	-13.2752	-12.8175	-0.050087	-64.2352		
0.0767	-9.81742	-0.0307164	1.07855	0.00406901	15.2282	0.173752	1.09679	0.0598235	-1.0928	-12.3595	-12.0545	-13.2752	-12.97	-0.0503442	-63.7808		
0.0773	-8.59024	-0.0307164	1.99298	0.309245	4.84728	-0.131421	2.31544	0.0598235	-1.0928	-12.97	-12.0545	-13.2752	-12.665	-0.0506656	-64.0837		
0.078	-8.27011	-0.0307164	1.68817	0.00406901	-10.1021	0.173752	2.62011	0.0598235	-1.09893	-13.1225	-12.3596	-13.2752	-12.8175	-0.050537	-64.2352		
0.0787	-7.6832	-0.0307164	1.68817	0.00406901	-16.5151	0.173752	2.92477	0.0598235	-1.09893	-12.97	-12.2071	-13.1224	-13.1225	-0.0509871	-64.0837		
0.0793	-7.36307	-0.335904	1.99298	0.00406901	-15.5928	-0.131421	3.22943	0.0598235	-1.09893	-13.4276	-12.5122	-13.5803	-12.8175	-0.0513086	-64.3866		
0.08	-9.23051	-0.0307164	1.38336	0.00406901	-11.3246	0.173752	3.5341	0.0598235	-1.09893	-13.4276	-12.8174	-13.5803	-12.97	-0.0511157	-63.9323		
0.0807	-11.9516	0.274452	1.07855	0.309245	-7.95726	0.478925	2.92477	0.364995	-1.09893	-12.665	-12.0545	-12.9701	-12.97	-0.0518873	-63.7808		
0.0813	-10.7245	0.274452	0.468936	0.00406901	-6.43444	0.173752	2.01078	0.0598235	-1.10507	-12.8175	-11.9019	-13.1224	-12.97	-0.0520802	-64.2352		
0.082	-7.6832	-0.0307164	-0.445489	0.00406901	-3.68908	-0.131421	1.40145	0.0598235	-1.10507	-13.1225	-12.3596	-13.2752	-12.97	-0.0514372	-64.0837		
0.0827	-7.36307	-0.0307164	-2.29779	0.00406901	-0.643444	0.173752	2.31544	0.0598235	-1.10507	-13.1225	-12.3596	-13.2752	-12.665	-0.0518873	-63.9323		
0.0833	-8.27011	0.274452	-3.82183	0.309245	0.879374	0.173752	3.22943	0.0598235	-1.10507	-13.4276	-12.3596	-13.5803	-12.8175	-0.0529803	-64.0837		
0.084	-7.36307	-0.0307164	-2.9074	0.00406901	1.80164	0.173752	2.01078	0.0598235	-1.11121	-12.97	-11.7493	-13.4275	-13.1225	-0.0537519	-64.2352		
0.0847	-6.77615	-0.0307164	-1.38336	-0.301107	3.02419	-0.131421	0.792125	-0.245368	-1.11121	-12.8175	-11.5967	-13.1224	-12.97	-0.0538805	-64.6895		
0.0853	-6.77615	0.274452	-0.750298	0.309245	5.169	-0.131421	1.09679	0.0598235	-1.11121	-13.1225	-12.2071	-13.1224	-12.8175	-0.0533018	-64.3866		
0.086	-5.22884	-0.0307164	1.38336	0.00406901	3.32446	0.173752	0.487461	0.0598235	-1.11121	-12.8175	-12.0545	-13.1224	-12.8175	-0.0529803	-63.7808		
0.0867	-4.00167	-0.335904	3.51702	-0.301107	-0.0214481	-0.131421	0.182798	-0.245368	-1.11121	-12.665	-12.0545	-13.2752	-13.1225	-0.0534304	-64.0837		
0.0873	-9.49729	-0.0307164	1.07855	0.00406901	2.40219	-0.131421	1.40145	0.0598235	-1.10507	-12.8175	-11.9019	-13.1224	-12.97	-0.053559	-64.538		
0.088	-15.6332	-0.0307164	-2.6026	0.309245	1.50137	0.173752	1.70612	0.0598235	-1.10507	-12.8175	-11.5967	-12.9701	-12.8175	-0.0540091	-64.2352		
0.0887	-17.4473	-0.0307164	-3.21221	0.00406901	-2.16626	0.173752	1.09679	0.0598235	-1.11735	-12.665	-11.5967	-13.1224	-12.665	-0.0545234	-64.3866		
0.0893	-19.5815	-0.0307164	-2.9074	0.00406901	-3.68908	-0.131421	1.70612	0.0598235	-1.11735	-12.665	-11.7493	-13.1224	-12.97	-0.054652	-64.538		
0.09	-22.3026	-0.0307164	-1.05511	0.00406901	-7.05644	-0.131421	1.09679	-0.245368	-1.11121	-12.97	-11.4441	-13.1224	-13.1225	-0.0551021	-64.2352		
0.0907	-22.9429	-0.0307164	2.29779	-0.301107	-4.91162	-0.131421	-0.731192	0.0598235	-1.11121	-12.8175	-11.4441	-13.1224	-12.512	-0.0549735	-63.9323		
0.0913	-23.8499	-0.0307164	4.12664	0.00406901	-4.31108	-0.131421	-0.731192	0.0598235	-1.11735	-12.512	-11.7493	-13.1224	-12.665	-0.0551021	-63.9323		
