"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
14.4473	71.6565	-0.0307164	13.8805	0.00406901	-52.2048	-0.131421	-10.8003	-0.245368	-3.55868	-12.8175	-11.7493	-13.1224	-12.512	-0.0635249	-38.5973		
14.448	65.2538	-0.0307164	12.6613	0.00406901	-50.0814	-0.131421	-15.6902	-0.245368	-3.55868	-12.512	-11.5967	-12.9701	-12.8175	-0.0636535	-70.3363		
14.4487	61.3055	-0.0307164	12.3565	0.00406901	-44.891	0.173752	-14.4715	0.0598235	-3.55868	-12.665	-11.9019	-13.1224	-13.1225	-0.0641036	-62.5692		
14.4493	57.9441	-0.0307164	11.442	0.00406901	-40.3225	-0.131421	-11.105	0.0598235	-3.55868	-13.2751	-12.2071	-13.2752	-12.97	-0.0644251	-64.8409		
14.45	52.1284	-0.335904	9.30838	-0.301107	-36.9551	-0.131421	-7.44902	-0.245368	-3.55868	-12.97	-12.0545	-13.1224	-12.665	-0.0650038	-65.7713		
14.4507	46.6327	-0.0307164	8.39396	0.00406901	-33.2875	-0.131421	-2.55917	0.0598235	-3.56482	-12.512	-11.5967	-13.1224	-12.512	-0.0656467	-64.6895		
14.4513	39.6432	0.274452	7.78434	0.00406901	-28.0971	-0.131421	3.5341	0.0598235	-3.56482	-12.512	-11.4441	-13.1224	-12.3595	-0.0660968	-65.3169		
14.452	33.1871	-0.0307164	7.78434	-0.301107	-21.3838	-0.131421	9.6426	-0.245368	-3.56482	-12.512	-11.9019	-13.2752	-12.512	-0.0664183	-64.9924		
14.4527	27.4247	-0.335904	9.61319	-0.301107	-16.1933	-0.131421	12.6892	-0.245368	-3.55868	-12.3595	-11.9019	-13.1224	-12.512	-0.0665469	-64.3866		
14.4533	6.98958	-0.0307164	11.7469	-0.301107	-13.1477	-0.131421	12.9939	-0.245368	-3.55254	-12.665	-11.9019	-13.1224	-12.8175	-0.0668683	-64.8409		
14.454	-27.7982	0.274452	12.0517	0.309245	-8.87953	0.173752	19.7117	0.0598235	-3.55868	-12.97	-12.3596	-13.4275	-13.1225	-0.0676399	-65.4684		
14.4547	-54.3693	-0.0307164	10.5276	0.00406901	-6.13417	0.173752	27.0389	0.0598235	-3.56482	-12.665	-12.2071	-13.2752	-12.97	-0.0682186	-64.9924		
14.4553	-68.4018	-0.0307164	9.00358	0.00406901	-4.91162	-0.131421	23.3829	0.0598235	-3.56482	-12.512	-11.5967	-13.1224	-12.665	-0.0686686	-64.8409		
14.456	-79.0729	-0.335904	9.00358	0.00406901	-2.16626	-0.131421	17.2744	0.0598235	-3.55868	-13.1225	-11.5967	-13.2752	-13.1225	-0.0686686	-64.9924		
14.4567	-86.7028	-0.0307164	8.69877	0.00406901	0.278826	0.173752	17.8837	0.0598235	-3.55254	-13.1225	-11.9019	-13.4275	-12.97	-0.0689901	-64.8409		
14.4573	-99.5614	0.274452	7.47953	0.309245	2.10192	0.173752	19.7117	0.0598235	-3.55254	-12.97	-12.2071	-13.5803	-12.665	-0.0696331	-64.6895		
14.458	-129.12	-0.0307164	3.82183	0.00406901	5.76955	-0.131421	18.1884	0.0598235	-3.55254	-12.97	-12.0545	-13.1224	-12.97	-0.0700832	-65.1655		
14.4587	-157.506	-0.335904	-1.38336	-0.301107	14.3059	-0.131421	13.9231	0.0598235	-3.55254	-13.1225	-12.2071	-12.9701	-13.1225	-0.0705332	-65.6198		
14.4593	-172.498	0.274452	-3.82183	0.00406901	27.7324	0.173752	8.42394	0.0598235	-3.55254	-13.1225	-12.2071	-13.4275	-12.97	-0.0709833	-65.4684		
14.46	-174.633	0.274452	-7.17472	0.00406901	35.6683	0.173752	4.44809	-0.245368	-3.5464	-13.2751	-12.2071	-13.4275	-12.97	-0.071562	-65.1655		
14.4607	-99.5614	-0.335904	-11.442	0.00406901	29.2767	-0.131421	5.37731	0.0598235	-3.55254	-13.4276	-12.5122	-13.5803	-13.1225	-0.0718835	-65.3169		
14.4613	19.4748	-0.335904	-9.61319	0.00406901	21.6412	-0.131421	5.37731	0.0598235	-3.55254	-13.1225	-12.2071	-13.7331	-13.1225	-0.0720121	-65.3169		
14.462	14.6194	-0.0307164	-7.17472	-0.301107	26.5313	-0.131421	4.44809	-0.245368	-3.55254	-12.97	-11.9019	-13.1224	-12.8175	-0.0720121	-64.8409		
14.4627	-74.5377	-0.0307164	-10.2228	0.00406901	30.4993	-0.131421	11.1659	-0.245368	-3.5464	-13.1225	-12.0545	-13.1224	-12.512	-0.072205	-64.8409		
14.4633	-91.6115	-0.335904	-12.3565	-0.301107	30.7995	-0.131421	17.5791	-0.245368	-3.55254	-12.97	-12.0545	-13.5803	-12.8175	-0.0725264	-64.9924		
14.464	-46.4193	-0.335904	-10.2228	-0.301107	27.7324	-0.131421	18.7977	0.0598235	-3.5464	-12.8175	-12.0545	-13.5803	-13.2751	-0.0727836	-64.6895		
14.4647	2.08087	-0.0307164	-10.5276	0.00406901	10.338	0.173752	18.1884	0.0598235	-3.54056	-13.1225	-12.2071	-13.4275	-12.97	-0.0727836	-64.3866		
14.4653	55.8099	-0.0307164	-9.30838	0.00406901	-6.43444	0.173752	12.0799	0.0598235	-3.5464	-12.97	-11.9019	-13.4275	-12.8175	-0.0740053	-64.9924		
14.466	96.3601	-0.0307164	-2.6026	0.00406901	-6.73471	-0.131421	2.92477	0.0598235	-3.54056	-12.665	-11.5967	-13.2752	-12.97	-0.0749697	-65.4684		
14.4667	75.338	0.274452	1.68817	0.00406901	-0.943718	-0.131421	-5.62104	0.0598235	-3.54056	-12.97	-12.2071	-13.4275	-12.8175	-0.0749697	-65.1655		
14.4673	34.1475	0.274452	4.73626	0.309245	7.29237	0.173752	-21.1741	0.0598235	-3.54056	-12.512	-12.3596	-13.7331	-13.2751	-0.0758699	-65.3169		
14.468	38.0959	-0.0307164	9.00358	0.309245	19.1961	0.173752	-40.0937	0.0598235	-3.54056	-12.207	-11.5967	-13.2752	-12.97	-0.0763199	-65.3169		
14.4687	48.1801	-0.0307164	6.2603	0.309245	26.2096	-0.131421	-46.2022	0.0598235	-3.54056	-12.512	-11.5967	-12.9701	-12.512	-0.0755484	-64.6895		
14.4693	19.1546	-0.335904	-3.51702	0.00406901	22.2417	-0.131421	-31.8678	0.0598235	-3.54056	-12.512	-12.2071	-13.4275	-12.8175	-0.0752269	-63.9323		
14.47	-3.41475	-0.335904	-10.8324	-0.301107	11.2603	-0.131421	-5.01171	0.0598235	-3.53442	-12.512	-12.3596	-13.5803	-13.2751	-0.0763199	-64.2352		
14.4707	7.57649	0.274452	-11.7469	0.00406901	3.02419	-0.131421	9.94726	0.0598235	-3.53442	-12.3595	-12.2071	-13.4275	-13.1225	-0.0775416	-64.9924		
14.4713	19.1546	0.274452	-5.04106	0.309245	6.99209	0.173752	2.01078	0.0598235	-3.53442	-12.0545	-11.7493	-12.9701	-12.512	-0.077863	-64.8409		
14.472	32.6002	0.274452	4.73626	0.309245	15.2282	0.173752	-7.75368	0.0598235	-3.53442	-12.0545	-11.2916	-12.665	-12.665	-0.0781202	-64.538		
14.4727	72.8837	-0.0307164	8.39396	0.00406901	13.4051	-0.131421	-10.8003	0.0598235	-3.52828	-12.512	-11.5967	-13.1224	-13.1225	-0.0786346	-64.3866		
14.4733	136.057	-0.0307164	6.56511	0.00406901	4.24673	-0.131421	-10.8003	-0.245368	-3.52828	-12.8175	-12.0545	-13.5803	-12.8175	-0.0792133	-64.6895		
14.474	172.979	-0.0307164	3.51702	-0.301107	-2.16626	-0.131421	-6.23037	-0.245368	-3.52828	-12.3595	-11.7493	-13.5803	-13.2751	-0.0801134	-64.9924		
14.4747	158.359	0.274452	2.6026	0.00406901	-4.61135	-0.131421	-6.83969	0.0598235	-3.52214	-12.665	-11.5967	-13.4275	-13.2751	-0.080885	-65.1655		
