mass_D			mass_A		
t	x	y	t	x	y
0.00000000000000	16.50982184000000	-1.19172241000000	0.00000000000000	7.94157602100000	2.64334246300000
0.05961251863000	16.54176387000000	-1.19084244300000	0.05961251863000	7.94422799000000	2.64280082100000
0.11922503730000	16.61067856000000	-1.18929397500000	0.11922503730000	7.94347748800000	2.64287031900000
0.17883755590000	16.65410079000000	-1.18769476000000	0.17883755590000	7.94055917400000	2.64323010500000
0.23845007450000	16.67371543000000	-1.18481611900000	0.23845007450000	7.93824654100000	2.64382755800000
0.29806259310000	16.66387024000000	-1.18767733600000	0.29806259310000	7.92411280900000	2.64323520900000
0.35767511180000	16.66947974000000	-1.19046682400000	0.35767511180000	7.91801832700000	2.64224225300000
0.41728763040000	16.67149242000000	-1.19053918300000	0.41728763040000	7.91879297800000	2.64198747500000
0.47690014900000	16.68080913000000	-1.19195473000000	0.47690014900000	7.92013420800000	2.64184573600000
0.53651266770000	16.68038820000000	-1.19248872500000	0.53651266770000	7.91954927200000	2.64149288600000
0.59612518630000	16.67673209000000	-1.19210924400000	0.59612518630000	7.90801490600000	2.64242713400000
0.65573770490000	16.68628770000000	-1.19254482300000	0.65573770490000	7.88857873600000	2.64000389600000
0.71535022350000	16.78395370000000	-1.19279007100000	0.71535022350000	7.86883413800000	2.64008066200000
0.77496274220000	16.80554130000000	-1.19171606900000	0.77496274220000	7.85441871400000	2.64107099400000
0.83457526080000	16.83951462000000	-1.19348406000000	0.83457526080000	7.83711193500000	2.64156025300000
0.89418777940000	16.86547537000000	-1.19245154500000	0.89418777940000	7.82177357900000	2.64193784300000
0.95380029810000	16.89482035000000	-1.19291436100000	0.95380029810000	7.78626513000000	2.64215504600000
1.01341281700000	16.97427500000000	-1.19372275800000	1.01341281700000	7.78110108300000	2.64150150300000
1.07302533500000	17.01774626000000	-1.19520804300000	1.07302533500000	7.78681036400000	2.64252495600000
1.13263785400000	17.04209290000000	-1.19610956800000	1.13263785400000	7.78546647800000	2.64265387900000
1.19225037300000	17.04954347000000	-1.19581462000000	1.19225037300000	7.78273399100000	2.64212813400000
1.25186289100000	17.05331830000000	-1.19478769600000	1.25186289100000	7.77346590900000	2.64270750400000
1.31147541000000	17.15175186000000	-1.19334651500000	1.31147541000000	7.77393438000000	2.64322305500000
1.37108792800000	17.24286866000000	-1.19500295600000	1.37108792800000	7.77055170500000	2.64461461700000
