MTJ			mass_A		
t	x	y	t	x	y
0	32.53159671	0	0	44.09479927	0
0.018265841	32.53120474	0	0.018265841	44.09616831	0
0.036531682	32.5311905	0	0.036531682	44.09524704	0
0.054797523	32.5312848	0	0.054797523	44.09514078	0
0.073063364	32.53193424	0	0.073063364	44.09372529	0
0.091329205	32.53238765	0	0.091329205	44.09503364	0
0.109595046	32.53103882	0	0.109595046	44.09427393	0
0.127860887	32.53071041	0	0.127860887	44.09469451	0
0.146126728	32.53126583	0	0.146126728	44.0948612	0
0.16439257	32.53126548	0	0.16439257	44.09550976	0
0.182658411	32.53217786	0	0.182658411	44.09540001	0
0.200924252	32.53148178	0	0.200924252	44.09445917	0
0.219190093	32.53179096	0	0.219190093	44.09548131	0
0.237455934	32.53183151	0	0.237455934	44.09524339	0
0.255721775	32.53087904	0	0.255721775	44.09525969	0
0.273987616	32.53125056	0	0.273987616	44.09506583	0
0.292253457	32.53129778	0	0.292253457	44.09571013	0
0.310519298	32.5316468	0	0.310519298	44.09456998	0
0.328785139	32.53202599	0	0.328785139	44.09513425	0
0.34705098	32.53157517	0	0.34705098	44.09561764	0
0.365316821	32.53200504	0	0.365316821	44.09549129	0
0.383582662	32.53209454	0	0.383582662	44.0950172	0
0.401848503	32.53186957	0	0.401848503	44.09583681	0
0.420114344	32.53268805	0	0.420114344	44.09464018	0
0.438380185	32.53181325	0	0.438380185	44.09573819	0
0.456646026	32.53205579	0	0.456646026	44.09519159	0
0.474911867	32.53193893	0	0.474911867	44.09555282	0
0.493177708	32.5317247	0	0.493177708	44.09508499	0
0.511443549	32.53187046	0	0.511443549	44.09468681	0
0.529709391	32.53227739	0	0.529709391	44.09451251	0
0.547975232	32.53186621	0	0.547975232	44.09523374	0
0.566241073	32.53258746	0	0.566241073	44.0954293	0
0.584506914	32.53193275	0	0.584506914	44.09507192	0
0.602772755	32.5316608	0	0.602772755	44.09640862	0
0.621038596	32.53241905	0	0.621038596	44.09625303	0
0.639304437	32.53199906	0	0.639304437	44.09503073	0
0.657570278	32.53147948	0	0.657570278	44.09518443	0
0.675836119	32.53133037	0	0.675836119	44.09485886	0
0.69410196	32.53187746	0	0.69410196	44.09602789	0
0.712367801	32.53210243	0	0.712367801	44.09561737	0
0.730633642	32.53187493	0	0.730633642	44.09498725	0
0.748899483	32.53169889	0	0.748899483	44.09544767	0
0.767165324	32.53161723	0	0.767165324	44.09437078	0
0.785431165	32.53141044	0	0.785431165	44.09563776	0
0.803697006	32.53168431	0	0.803697006	44.09571196	0
0.821962847	32.53242963	0	0.821962847	44.09603478	0
0.840228688	32.53237577	0	0.840228688	44.09574239	0
0.858494529	32.53234325	0	0.858494529	44.09445178	0
0.87676037	32.53217544	0	0.87676037	44.09479817	0
0.895026212	32.53168852	0	0.895026212	44.09511834	0
0.913292053	32.53159661	0	0.913292053	44.09511055	0
0.931557894	32.53174698	0	0.931557894	44.0947564	0
0.949823735	32.53201033	0	0.949823735	44.09543643	0
0.968089576	32.5318317	0	0.968089576	44.0960078	0
0.986355417	32.5321393	0	0.986355417	44.09658757	0
1.004621258	32.53190147	0	1.004621258	44.0963538	0
1.022887099	32.53215733	0	1.022887099	44.09432147	0
1.04115294	32.53123857	0	1.04115294	44.09505968	0
1.059418781	32.53186653	0	1.059418781	44.09549003	0
1.077684622	32.53148663	0	1.077684622	44.09605605	0
1.095950463	32.53147329	0	1.095950463	44.09504242	0
1.114216304	32.53156733	0	1.114216304	44.09577015	0
1.132482145	32.53025206	0	1.132482145	44.09448262	0
1.150747986	32.52658914	0	1.150747986	44.09507034	0
1.169013827	32.52021128	0	1.169013827	44.0937934	0
1.187279668	32.47295146	0	1.187279668	44.09128998	0
1.205545509	32.23642299	0	1.205545509	44.08046083	0
1.22381135	31.9620472	0	1.22381135	44.10197027	0
1.242077191	31.68610788	0	1.242077191	44.07558148	0
1.260343032	31.47468399	0	1.260343032	44.0563355	0
1.278608874	31.29748415	0	1.278608874	44.08326433	0
1.296874715	31.20720543	0	1.296874715	44.08192844	0
1.315140556	31.03456706	0	1.315140556	44.08210186	0
1.333406397	30.85630432	0	1.333406397	44.07653876	0
1.351672238	30.74684582	0	1.351672238	44.07162514	0
1.369938079	30.57394917	0	1.369938079	44.06619794	0
1.38820392	30.38599071	0	1.38820392	44.06969552	0
1.406469761	30.20453283	0	1.406469761	44.08384562	0
1.424735602	30.02867266	0	1.424735602	44.08271998	0
1.443001443	29.96560334	0	1.443001443	44.07982404	0
1.461267284	29.81657508	0	1.461267284	44.07428207	0
1.479533125	29.67600876	0	1.479533125	44.07019614	0
1.497798966	29.53228058	0	1.497798966	44.07164338	0
1.516064807	29.46053702	0	1.516064807	44.07430393	0
1.534330648	29.30459176	0	1.534330648	44.07464726	0
1.552596489	29.14277132	0	1.552596489	44.07501317	0
1.57086233	28.98148204	0	1.57086233	44.07078388	0
1.589128171	28.83052112	0	1.589128171	44.06600072	0
1.607394012	28.71902763	0	1.607394012	44.06698704	0
1.625659854	28.52319527	0	1.625659854	44.06610122	0
1.643925695	28.33354925	0	1.643925695	44.06409654	0
1.662191536	28.10362714	0	1.662191536	44.06657216	0
1.680457377	27.89376	0	1.680457377	44.07222183	0
1.698723218	27.7920546	0	1.698723218	44.07981962	0
1.716989059	27.59612196	0	1.716989059	44.08035153	0
1.7352549	27.38890969	0	1.7352549	44.0640999	0
1.753520741	27.19726201	0	1.753520741	44.0563802	0
1.771786582	27.01797845	0	1.771786582	44.06352063	0
1.790052423	26.95584306	0	1.790052423	44.06494626	0
1.808318264	26.81517578	0	1.808318264	44.06483758	0
1.826584105	26.68426106	0	1.826584105	44.07472316	0
1.844849946	26.53470267	0	1.844849946	44.08046412	0
1.863115787	26.48057681	0	1.863115787	44.08235011	0
1.881381628	26.3528411	0	1.881381628	44.08577633	0
1.899647469	26.21553147	0	1.899647469	44.09201248	0
1.91791331	26.10096576	0	1.91791331	44.09708112	0
1.936179151	26.07663986	0	1.936179151	44.09734042	0
1.954444992	25.95970429	0	1.954444992	44.09640718	0
1.972710833	25.86093397	0	1.972710833	44.09172577	0
1.990976675	25.75555637	0	1.990976675	44.08906719	0
2.009242516	25.65341575	0	2.009242516	44.09169218	0
2.027508357	25.61613089	0	2.027508357	44.09105752	0
2.045774198	25.53707489	0	2.045774198	44.08672034	0
2.064040039	25.4491412	0	2.064040039	44.08467955	0
2.08230588	25.36142967	0	2.08230588	44.07950001	0
2.100571721	25.27777992	0	2.100571721	44.06442292	0
2.118837562	25.23866541	0	2.118837562	44.06466446	0
2.137103403	25.14798778	0	2.137103403	44.04588042	0
2.155369244	25.04103114	0	2.155369244	44.0008778	0
2.173635085	24.94555678	0	2.173635085	43.98617111	0
2.191900926	24.89498964	0	2.191900926	43.98028893	0
2.210166767	24.79091407	0	2.210166767	43.97119622	0
2.228432608	24.67631497	0	2.228432608	43.93839984	0
2.246698449	24.57795397	0	2.246698449	43.92786685	0
2.26496429	24.47188212	0	2.26496429	43.91975502	0
2.283230131	24.43133947	0	2.283230131	43.92223204	0
2.301495972	24.33685292	0	2.301495972	43.92048856	0
2.319761813	24.27069987	0	2.319761813	43.92469529	0
2.338027654	24.18842781	0	2.338027654	43.9341721	0
2.356293496	24.1547567	0	2.356293496	43.93801498	0
2.374559337	24.07482161	0	2.374559337	43.93688332	0
2.392825178	24.00779939	0	2.392825178	43.9366725	0
2.411091019	23.93891252	0	2.411091019	43.93428568	0
2.42935686	23.8759685	0	2.42935686	43.93731511	0
2.447622701	23.84974463	0	2.447622701	43.93592806	0
2.465888542	23.78276455	0	2.465888542	43.93651789	0
2.484154383	23.70553187	0	2.484154383	43.93931331	0
2.502420224	23.61476759	0	2.502420224	43.93742859	0
2.520686065	23.57157431	0	2.520686065	43.93342091	0
2.538951906	23.4696917	0	2.538951906	43.93073625	0
2.557217747	23.37490144	0	2.557217747	43.92731437	0
2.575483588	23.28477408	0	2.575483588	43.91821808	0
2.593749429	23.17533404	0	2.593749429	43.90430247	0
2.61201527	23.13165011	0	2.61201527	43.90392524	0
2.630281111	23.03669395	0	2.630281111	43.83584239	0
2.648546952	22.95680381	0	2.648546952	43.82063769	0
2.666812793	22.8698996	0	2.666812793	43.78304164	0
2.685078634	22.82543337	0	2.685078634	43.77403463	0
2.703344475	22.74167628	0	2.703344475	43.74447992	0
2.721610317	22.64109453	0	2.721610317	43.68507035	0
2.739876158	22.54545597	0	2.739876158	43.65455272	0
2.758141999	22.45316575	0	2.758141999	43.61810164	0
2.77640784	22.30274016	0	2.77640784	43.5655054	0
2.794673681	22.19796051	0	2.794673681	43.54588065	0
2.812939522	22.09652035	0	2.812939522	43.52577285	0
2.831205363	22.05200839	0	2.831205363	43.4820855	0
2.849471204	21.94466622	0	2.849471204	43.447896	0
2.867737045	21.8345829	0	2.867737045	43.40530699	0
2.886002886	21.71946625	0	2.886002886	43.36851167	0
2.904268727	21.61113621	0	2.904268727	43.32217001	0
2.922534568	21.54663818	0	2.922534568	43.30940293	0
2.940800409	21.41359981	0	2.940800409	43.22200436	0
2.95906625	21.31054698	0	2.95906625	43.15920012	0
2.977332091	21.1734142	0	2.977332091	43.09066936	0
2.995597932	21.12524076	0	2.995597932	43.07134525	0
3.013863773	21.00278066	0	3.013863773	43.01470615	0
3.032129614	20.88993075	0	3.032129614	42.99306481	0
3.050395455	20.79964414	0	3.050395455	42.95147522	0
3.068661297	20.66425136	0	3.068661297	42.87607099	0
3.086927138	20.63483527	0	3.086927138	42.84957078	0
3.105192979	20.51815621	0	3.105192979	42.79428094	0
3.12345882	20.41741861	0	3.12345882	42.74402115	0
3.141724661	20.30497726	0	3.141724661	42.68710203	0
3.159990502	20.22353327	0	3.159990502	42.62386828	0
3.178256343	20.18232842	0	3.178256343	42.61304732	0
3.196522184	20.07694311	0	3.196522184	42.54346161	0
3.214788025	19.97139392	0	3.214788025	42.47986797	0
3.233053866	19.8795659	0	3.233053866	42.45875441	0
3.251319707	19.77636189	0	3.251319707	42.42354269	0
3.269585548	19.73569815	0	3.269585548	42.41637883	0
3.287851389	19.62382419	0	3.287851389	42.3996599	0
3.30611723	19.54031141	0	3.30611723	42.40813078	0
3.324383071	19.4626638	0	3.324383071	42.41380431	0
3.342648912	19.38392545	0	3.342648912	42.40319308	0
3.360914753	19.3539849	0	3.360914753	42.40982791	0
3.379180594	19.28558724	0	3.379180594	42.39995681	0
3.397446435	19.2353257	0	3.397446435	42.39788206	0
3.415712276	19.18161149	0	3.415712276	42.39121387	0
3.433978118	19.14853785	0	3.433978118	42.35722046	0
3.452243959	19.09147992	0	3.452243959	42.33138621	0
3.4705098	19.01602282	0	3.4705098	42.33909168	0
3.488775641	18.91662874	0	3.488775641	42.33117568	0
3.507041482	18.85001301	0	3.507041482	42.33102038	0
3.525307323	18.76378688	0	3.525307323	42.33736206	0
3.543573164	18.69907292	0	3.543573164	42.34924011	0
3.561839005	18.67773552	0	3.561839005	42.34823371	0
3.580104846	18.61187483	0	3.580104846	42.34555423	0
3.598370687	18.55922454	0	3.598370687	42.34698589	0
3.616636528	18.51448434	0	3.616636528	42.3425988	0
3.634902369	18.44852874	0	3.634902369	42.32994929	0
3.65316821	18.42572181	0	3.65316821	42.33942184	0
3.671434051	18.39321337	0	3.671434051	42.34115868	0
3.689699892	18.34450576	0	3.689699892	42.34104328	0
3.707965733	18.31180849	0	3.707965733	42.33768777	0
3.726231574	18.26993363	0	3.726231574	42.32571709	0
3.744497415	18.25690057	0	3.744497415	42.33104143	0
3.762763256	18.23003482	0	3.762763256	42.33404533	0
