GMfasSUPMMM			GMfasEXTMMM		
t	x	y	t	x	y
0.00000000000	24.06252616000	19.66711062000	0.00000000000	8.33391602900	25.60534553000
0.05526083112	24.11444840000	19.66392325000	0.05526083112	8.33288275300	25.59794328000
0.11052166220	24.22656425000	19.66640588000	0.11052166220	8.33528783000	25.59732461000
0.16578249340	24.25469804000	19.66540290000	0.16578249340	8.33816292900	25.59700165000
0.22104332450	24.27552208000	19.66473118000	0.22104332450	8.33688770200	25.59592440000
0.27630415560	24.28199645000	19.66681885000	0.27630415560	8.34963584800	25.59405950000
0.33156498670	24.36688707000	19.66828271000	0.33156498670	8.36419464600	25.59060585000
0.38682581790	24.39250705000	19.66722068000	0.38682581790	8.35789631900	25.59299852000
0.44208664900	24.43945739000	19.66699787000	0.44208664900	8.36735937500	25.59161872000
0.49734748010	24.55312674000	19.66662692000	0.49734748010	8.40473266600	25.59384746000
0.55260831120	24.58587181000	19.66622516000	0.55260831120	8.44794027100	25.59048270000
0.60786914240	24.56768400000	19.66482724000	0.60786914240	8.51373392100	25.58973553000
0.66312997350	24.53815427000	19.66764638000	0.66312997350	8.55528252700	25.58850079000
0.71839080460	24.57995851000	19.66704941000	0.71839080460	8.56731760100	25.58632374000
0.77365163570	24.62095067000	19.66597175000	0.77365163570	8.57347309700	25.58979176000
0.82891246680	24.74977180000	19.66552284000	0.82891246680	8.57652585000	25.58858134000
0.88417329800	24.78756133000	19.66356037000	0.88417329800	8.56277793700	25.59064462000
0.93943412910	24.80642683000	19.67218094000	0.93943412910	8.57807383500	25.59169579000
0.99469496020	24.77972597000	19.67633169000	0.99469496020	8.57279634800	25.59326038000
1.04995579100	24.80858455000	19.67412909000	1.04995579100	8.57377938600	25.59284516000
1.10521662200	24.80912798000	19.67092122000	1.10521662200	8.57665408500	25.59232713000
1.16047745400	24.81395985000	19.66906581000	1.16047745400	8.58197844500	25.59240329000
1.21573828500	24.81540184000	19.67031516000	1.21573828500	8.57361877500	25.59308771000
1.27099911600	24.80918208000	19.66840317000	1.27099911600	8.58068767200	25.59325409000
1.32625994700	24.80215605000	19.66860011000	1.32625994700	8.57455098400	25.59365340000
1.38152077800	24.80178642000	19.66854225000	1.38152077800	8.57557316800	25.59314268000
1.43678160900	24.75991515000	19.67015562000	1.43678160900	8.57343869000	25.59364651000
1.49204244000	24.76550722000	19.67028882000	1.49204244000	8.57715542200	25.59425658000
1.54730327100	24.77926845000	19.66996319000	1.54730327100	8.57883890000	25.59448214000
1.60256410300	24.75203672000	19.66802019000	1.60256410300	8.58100356700	25.59439929000
1.65782493400	24.71077632000	19.66775281000	1.65782493400	8.57525574000	25.59511712000
1.71308576500	24.69031214000	19.66679600000	1.71308576500	8.57852799500	25.59521900000
1.76834659600	24.63610294000	19.66721230000	1.76834659600	8.57725522000	25.59473990000
1.82360742700	24.61170607000	19.66798813000	1.82360742700	8.57293014500	25.59504174000
1.87886825800	24.61344077000	19.66943356000	1.87886825800	8.57878897800	25.59572882000
