Bump_2			mass_A		
t	x	y	t	x	y
5.901639344	36.33236797	-0.965918909	5.901639344	6.462546146	3.065899228
5.961251863	36.33069579	-0.967683134	5.961251863	6.443398702	3.065673847
6.020864382	36.33486651	-0.96841438	6.020864382	6.368639959	3.063551712
6.0804769	36.33330392	-0.96726182	6.0804769	6.325104343	3.062179214
6.140089419	36.32345796	-0.962253495	6.140089419	6.283840414	3.061046141
6.199701937	36.30784767	-0.960571525	6.199701937	6.242532298	3.059363838
6.259314456	36.29203144	-0.961793387	6.259314456	6.215107844	3.057497604
6.318926975	36.25885218	-0.963848449	6.318926975	6.193084831	3.056391612
6.378539493	36.20027916	-0.966561793	6.378539493	6.18489747	3.056381038
6.438152012	36.15970073	-0.970752358	6.438152012	6.164752194	3.055741625
6.497764531	36.12292447	-0.97683841	6.497764531	6.163732734	3.055216574
6.557377049	36.05397654	-0.979396335	6.557377049	6.159827352	3.055270471
6.616989568	36.01212489	-0.979478624	6.616989568	6.162995922	3.05552132
6.676602086	35.97196551	-0.980975691	6.676602086	6.17260914	3.055939481
6.736214605	35.92390337	-0.981843085	6.736214605	6.174237835	3.055720291
6.795827124	35.91137247	-0.983792001	6.795827124	6.164401476	3.055795105
6.855439642	35.86603168	-0.98380382	6.855439642	6.15904508	3.055446121
6.915052161	35.83388487	-0.985188178	6.915052161	6.13114059	3.054008409
6.97466468	35.81074617	-0.986148054	6.97466468	6.088271668	3.052401779
7.034277198	35.77190617	-0.987413438	7.034277198	6.048662887	3.050129285
7.093889717	35.7290756	-0.991178566	7.093889717	5.988399334	3.048597519
7.153502235	35.72294989	-0.990442264	7.153502235	5.926004757	3.046374738
7.213114754	35.71633495	-0.987867891	7.213114754	5.876149725	3.04335239
7.272727273	35.74146932	-0.987996429	7.272727273	5.870507257	3.043260646
7.332339791	35.73958678	-0.988075323	7.332339791	5.866753379	3.043394935
7.39195231	35.73827552	-0.9879994	7.39195231	5.868868294	3.044241114
7.451564829	35.73484383	-0.987893893	7.451564829	5.869578331	3.044827743
7.511177347	35.73270048	-0.987881841	7.511177347	5.863669908	3.044322871
7.570789866	35.72307079	-0.987186335	7.570789866	5.832280825	3.043812967
7.630402385	35.70454794	-0.989468631	7.630402385	5.822553022	3.04331877
7.690014903	35.61426658	-0.989926407	7.690014903	5.806825427	3.042967688
7.749627422	35.57988007	-0.990565018	7.749627422	5.798492075	3.042558599
7.80923994	35.570907	-0.993671142	7.80923994	5.786116057	3.04110381
7.868852459	35.55911074	-0.995898598	7.868852459	5.751931055	3.039265299
7.928464978	35.4989416	-0.999084356	7.928464978	5.740881417	3.039056563
7.988077496	35.43928472	-1.001617671	7.988077496	5.721706629	3.038099502
8.047690015	35.38596614	-1.002596596	8.047690015	5.729301956	3.037517429
8.107302534	35.3366662	-1.007941732	8.107302534	5.707252474	3.036885205
8.166915052	35.31844216	-1.008641319	8.166915052	5.721894056	3.040477031
8.226527571	35.32313733	-1.008307806	8.226527571	5.778861193	3.041870834
8.286140089	35.38015833	-1.001616052	8.286140089	5.790600918	3.042753069
8.345752608	35.42734955	-0.9979768	8.345752608	5.7911643	3.041613745
8.405365127	35.48563469	-0.996513037	8.405365127	5.862277421	3.039916256
8.464977645	35.56854989	-0.993475702	8.464977645	5.881952366	3.040743383
8.524590164	35.59941819	-0.990352621	8.524590164	5.877782541	3.038597846
8.584202683	35.62935536	-0.984060231	8.584202683	5.85561118	3.032523369
8.643815201	35.71328639	-0.984115276	8.643815201	5.915291809	3.042535899
8.70342772	35.76647059	-0.983772117	8.70342772	6.022845478	3.043882149
8.763040238	35.8181785	-0.984603636	8.763040238	6.084475339	3.05036249
8.822652757	35.85351382	-0.980214995	8.822652757	6.127269832	3.05259192
8.882265276	35.89085472	-0.980765091	8.882265276	6.121975389	3.052577021
8.941877794	35.90211387	-0.98461971	8.941877794	6.112041332	3.051546474
9.001490313	35.88459101	-0.990256324	9.001490313	6.067815201	3.049796848
9.061102832	35.89597498	-0.987755759	9.061102832	6.020290117	3.048420946
9.12071535	35.89958691	-0.985716188	9.12071535	6.02108013	3.048751832
9.180327869	35.94291525	-0.987391562	9.180327869	5.977015085	3.045589984
9.239940387	35.99270119	-0.990484704	9.239940387	5.924833628	3.044189513
9.299552906	36.01607444	-0.984287118	9.299552906	5.892401188	3.043355323
9.359165425	36.046713	-0.97966331	9.359165425	5.880865144	3.043845495
9.418777943	36.08037055	-0.974743416	9.418777943	5.861946914	3.043273479
9.478390462	36.14234212	-0.975210783	9.478390462	5.827252312	3.042260294
9.538002981	36.18411892	-0.976016061	9.538002981	5.827240597	3.042198993
9.597615499	36.23370261	-0.97687061	9.597615499	5.818045503	3.041307308
9.657228018	36.29826747	-0.972044509	9.657228018	5.826205888	3.041633899
9.716840537	36.33863998	-0.968002393	9.716840537	5.822382086	3.041899169
9.776453055	36.34714351	-0.966275371	9.776453055	5.823321948	3.041998504
9.836065574	36.36224217	-0.966385877	9.836065574	5.820661593	3.041843058
9.895678092	36.40978128	-0.965916012	9.895678092	5.82622727	3.042130578
9.955290611	36.43365242	-0.964311325	9.955290611	5.831494599	3.042384337
10.01490313	36.43632233	-0.960971819	10.01490313	5.833903027	3.04241723
10.07451565	36.47757492	-0.960025804	10.07451565	5.839234409	3.042699711
10.13412817	36.51690243	-0.958232914	10.13412817	5.838680424	3.042293177
10.19374069	36.59832708	-0.955031632	10.19374069	5.838956706	3.041571327
10.2533532	36.65471805	-0.95162903	10.2533532	5.843471427	3.042019332
10.31296572	36.69253961	-0.951588404	10.31296572	5.832058129	3.043020419
10.37257824	36.69536445	-0.950955043	10.37257824	5.821376048	3.042977076
10.43219076	36.69770017	-0.949475811	10.43219076	5.828075726	3.042924887
10.49180328	36.70491827	-0.949046268	10.49180328	5.824408153	3.043412864
10.5514158	36.71193973	-0.951490349	10.5514158	5.820295646	3.043047817
10.61102832	36.70507813	-0.951337649	10.61102832	5.807247322	3.043240427
10.67064083	36.69930497	-0.952809395	10.67064083	5.783495262	3.04215345
10.73025335	36.69594736	-0.951564361	10.73025335	5.742974496	3.039328607
10.78986587	36.69608425	-0.955243108	10.78986587	5.743832345	3.039358312
10.84947839	36.69258843	-0.954988798	10.84947839	5.724287447	3.038373858
10.90909091	36.68529942	-0.953022545	10.90909091	5.720371841	3.038120226
10.96870343	36.6817492	-0.951999847	10.96870343	5.730818103	3.037868548
11.02831595	36.68576097	-0.950647314	11.02831595	5.731971836	3.038642519
11.08792846	36.6957916	-0.951389995	11.08792846	5.741016102	3.039319748
11.14754098	36.68471925	-0.948993617	11.14754098	5.755248184	3.040266311
11.2071535	36.68537151	-0.951148228	11.2071535	5.75592735	3.040240462
11.26676602	36.68623587	-0.951764148	11.26676602	5.758003749	3.040409566
11.32637854	36.69018764	-0.952776981	11.32637854	5.759359674	3.040171904
11.38599106	36.69272304	-0.953468629	11.38599106	5.760790916	3.040031153
11.44560358	36.69713896	-0.954291403	11.44560358	5.756155987	3.039791597
11.5052161	36.69451589	-0.954211346	11.5052161	5.753885707	3.039597415
11.56482861	36.69276511	-0.954109708	11.56482861	5.747443207	3.038979046
11.62444113	36.69074848	-0.953176694	11.62444113	5.732684241	3.038077837
11.68405365	36.69029425	-0.953609662	11.68405365	5.708144152	3.036824043
11.74366617	36.69339614	-0.95330444	11.74366617	5.6552505	3.035021148
11.80327869	36.69855215	-0.954379238	11.80327869	5.661326947	3.035225972
11.86289121	36.71070983	-0.956564682	11.86289121	5.669017056	3.033809389
11.92250373	36.69909236	-0.954266322	11.92250373	5.678265288	3.034790943
11.98211624	36.6836019	-0.950760727	11.98211624	5.680920552	3.036047731
12.04172876	36.68246674	-0.950262837	12.04172876	5.679916926	3.036471232
12.10134128	36.67429912	-0.950071154	12.10134128	5.673184751	3.036458892
12.1609538	36.58987066	-0.954734589	12.1609538	5.680044107	3.039552037
12.22056632	36.58195775	-0.961475121	12.22056632	5.669015477	3.039583061
12.28017884	36.57839472	-0.966667637	12.28017884	5.671052056	3.038756735
12.33979136	36.54468772	-0.962159073	12.33979136	5.671580783	3.038462971
12.39940387	36.53638949	-0.959446626	12.39940387	5.67341413	3.03748192
12.45901639	36.54993331	-0.961010958	12.45901639	5.668195875	3.036399557
12.51862891	36.54511491	-0.959652004	12.51862891	5.66911537	3.036287666
12.57824143	36.51999966	-0.956993468	12.57824143	5.666406304	3.036132648
12.63785395	36.45534114	-0.960392712	12.63785395	5.664112233	3.035288039
12.69746647	36.42162068	-0.963654686	12.69746647	5.666007852	3.035668732
12.75707899	36.39415418	-0.963750549	12.75707899	5.656848252	3.034108941
12.81669151	36.38366631	-0.963630918	12.81669151	5.653704636	3.033385431
12.87630402	36.36709252	-0.96188504	12.87630402	5.652163483	3.031962585
12.93591654	36.3486051	-0.961110442	12.93591654	5.599580561	3.03023459
12.99552906	36.28076429	-0.962491501	12.99552906	5.564440113	3.029989723
13.05514158	36.24386428	-0.963177716	13.05514158	5.503047426	3.030115305
13.1147541	36.22882635	-0.96298145	13.1147541	5.474574255	3.030130304
13.17436662	36.21743459	-0.963894517	13.17436662	5.42876007	3.029770945
13.23397914	36.19603574	-0.968211246	13.23397914	5.448381851	3.028908474
13.29359165	36.14187991	-0.971797291	13.29359165	5.455155122	3.027693438
13.35320417	36.09587625	-0.973160985	13.35320417	5.447824237	3.027835277
13.41281669	36.07081213	-0.973489503	13.41281669	5.439961828	3.027564991
13.47242921	36.03841774	-0.975677111	13.47242921	5.438903489	3.028097419
13.53204173	36.02592663	-0.976333795	13.53204173	5.462726502	3.028700216
13.59165425	36.0181784	-0.976404266	13.59165425	5.465945025	3.02869401
13.65126677	36.02553587	-0.977467709	13.65126677	5.45603497	3.028483277
13.71087928	36.0143329	-0.973696088	13.71087928	5.454598749	3.029370386
13.7704918	35.97489878	-0.974033498	13.7704918	5.455040536	3.029038135
13.83010432	35.94095457	-0.9767401	13.83010432	5.451298702	3.028504585
13.88971684	35.90433566	-0.979848587	13.88971684	5.450167758	3.028560688
13.94932936	35.85388801	-0.980049199	13.94932936	5.449200075	3.027963116
14.00894188	35.81758838	-0.984585294	14.00894188	5.445448354	3.027718791
14.0685544	35.80359907	-0.986604108	14.0685544	5.444245213	3.027550991
14.12816692	35.79188275	-0.987310871	14.12816692	5.436197938	3.026815298
14.18777943	35.78472107	-0.988046806	14.18777943	5.428988669	3.026596717
14.24739195	35.77154222	-0.988771721	14.24739195	5.457448116	3.027088757
14.30700447	36.07311985	-1.003322541	14.30700447	5.477681012	3.026352672
14.36661699	36.99250282	-1.044869163	14.36661699	5.898299667	3.038730005
14.42622951	38.37697737	-1.052632957	14.42622951	6.736857597	3.066666133
14.48584203	38.82814373	-1.18263288	14.48584203	7.106535357	3.083767005
14.54545455	38.45980638	-1.013080951	14.54545455	7.067664665	3.083231136
14.60506706	37.83703878	-0.926018495	14.60506706	7.06120987	3.089215166
14.66467958	37.63627461	-0.90193518	14.66467958	6.992688908	3.092606514
14.7242921	37.4828705	-0.902882428	14.7242921	6.92773099	3.089994084
14.78390462	37.43852398	-0.911687759	14.78390462	6.916158859	3.087386793
14.84351714	37.404331	-0.92100487	14.84351714	6.923540414	3.08612978
14.90312966	37.46074213	-0.935032339	14.90312966	6.964165384	3.085761065
14.96274218	37.5230756	-0.974638544	14.96274218	7.007731805	3.087454987
15.02235469	37.66429243	-1.001516731	15.02235469	7.018241848	3.087693649
15.08196721	37.77211718	-1.00559588	15.08196721	7.033981677	3.087747116
15.14157973	37.81550797	-1.034495828	15.14157973	7.057493325	3.088786756
15.20119225	37.89820364	-1.050367555	15.20119225	7.077202122	3.089026084
15.26080477	38.02206194	-1.092654694	15.26080477	7.086885642	3.089083283
15.32041729	38.21136127	-1.130103982	15.32041729	7.083248086	3.087041514
15.38002981	38.40339965	-1.204327408	15.38002981	7.067885813	3.086297176
15.43964232	38.51779059	-1.265089618	15.43964232	7.070019308	3.086907228
15.49925484	38.57138992	-1.314309992	15.49925484	7.095726502	3.088840181
15.55886736	38.75638737	-1.379255334	15.55886736	7.165460047	3.090593249
15.61847988	38.92872258	-1.437809019	15.61847988	7.233191034	3.092852739
15.6780924	38.90606161	-1.437396703	15.6780924	7.245712699	3.094827172
15.73770492	38.92102248	-1.450905459	15.73770492	7.25404579	3.093570423
15.79731744	38.9958183	-1.51016244	15.79731744	7.375439	3.099237608
15.85692996	39.15299121	-1.590593344	15.85692996	7.440756964	3.099215494
15.91654247	39.10179521	-1.578321229	15.91654247	7.488274585	3.102428505
15.97615499	39.04795251	-1.566817178	15.97615499	7.509318237	3.104993937
16.03576751	39.05078378	-1.579498435	16.03576751	7.514775792	3.105606533
16.09538003	39.08717368	-1.592064516	16.09538003	7.531614217	3.106402576
16.15499255	39.14989371	-1.611842389	16.15499255	7.579965292	3.107484294
16.21460507	39.11009286	-1.627932073	16.21460507	7.618129434	3.111103162
16.27421759	39.1444154	-1.650592449	16.27421759	7.684576636	3.114203329
16.3338301	39.15620625	-1.655354698	16.3338301	7.710751537	3.114801823
16.39344262	39.19891892	-1.657145997	16.39344262	7.757464487	3.113825295
16.45305514	39.23744883	-1.655462106	16.45305514	7.758658905	3.114733212
16.51266766	39.34603019	-1.664942767	16.51266766	7.812789458	3.116608281
16.57228018	39.48157786	-1.723281622	16.57228018	7.85189627	3.120399458
16.6318927	39.61131866	-1.784923882	16.6318927	8.530859208	3.145652393
16.69150522	39.73636135	-1.791450138	16.69150522	8.61501763	3.149225643
16.75111773	39.83259352	-1.788670203	16.75111773	8.660167882	3.149262012
16.81073025	39.79235765	-1.770956439	16.81073025	8.689146015	3.150229353
16.87034277	39.85518203	-1.783198241	16.87034277	8.72067473	3.15311703
16.92995529	39.9154918	-1.840600288	16.92995529	8.784260463	3.155790687
16.98956781	40.0730205	-1.86116644	16.98956781	8.779004935	3.156742119
17.04918033	40.08123463	-1.847857194	17.04918033	8.735118747	3.154692064
17.10879285	40.09819276	-1.837237842	17.10879285	8.743442776	3.154249216
17.16840537	40.25161831	-1.842427965	17.16840537	8.740489722	3.154758572
17.22801788	40.36102483	-1.846747511	17.22801788	8.744343038	3.154884513
17.2876304	40.37268523	-1.856045041	17.2876304	8.748590899	3.155821026
17.34724292	39.94941507	-2.142332733	17.34724292	8.748815758	3.155695921
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
