"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
36.26	1.27129	0.0488244	-1.02238	0.0679608	-0.794437	-0.0797578	0.621624	0.0992934	-4.49743	-13.2753	-12.0543	-13.1225	-12.9701	0.0164855	-32.3419		
36.2607	2.2145	0.0488244	-3.45661	0.0679608	-2.59237	-0.0797578	1.21735	-0.205886	-4.49123	-12.9702	-12.2069	-13.428	-12.9701	0.0159881	-63.4735		
36.2613	2.2145	-0.256353	-6.52375	-0.237231	-2.59237	-0.384931	0.621624	-0.205886	-4.49123	-12.6646	-12.2069	-13.428	-12.9701	0.0159881	-40.1416		
36.262	1.59936	-0.256353	-6.81586	-0.237231	-0.16725	-0.384931	0.310812	-0.205886	-4.49123	-12.3595	-11.5965	-12.8176	-12.665	0.0164855	-50.0481		
36.2627	2.2145	0.0488244	-5.28229	0.0679608	1.338	0.225415	0.621624	0.0992934	-4.49123	-12.3595	-11.5965	-12.8176	-12.665	0.0169119	-48.8378		
36.2633	2.2145	0.354002	-4.38162	0.373132	0.459937	0.225415	-0.310812	0.0992934	-4.48502	-12.3595	-11.9017	-13.1225	-12.5124	0.0167698	-47.2913		
36.264	0.984221	0.0488244	-3.1645	0.373132	0.125437	-0.0797578	-0.595723	0.0992934	-4.49123	-12.6646	-11.7491	-12.97	-12.5124	0.0164855	-48.5241		
36.2647	-0.246055	-0.256353	-1.63094	0.0679608	-0.459937	-0.0797578	-0.595723	-0.205886	-4.49123	-12.9702	-11.5965	-13.1225	-12.665	0.0162723	-48.5241		
36.2653	-1.14826	-0.256353	-1.02238	-0.237231	-2.59237	-0.384931	-0.906535	-0.511065	-4.49123	-12.8172	-11.7491	-13.275	-12.665	0.0162723	-48.2103		
36.266	-1.7634	0.0488244	-1.02238	0.0679608	-5.64468	-0.0797578	-0.595723	-0.205886	-4.49123	-12.6646	-11.9017	-13.1225	-12.665	0.0162723	-48.3672		
36.2667	-1.14826	0.0488244	-1.63094	0.0679608	-2.29969	0.225415	0.621624	0.0992934	-4.49743	-12.5121	-11.7491	-13.1225	-12.5124	0.0161302	-48.5241		
36.2673	-1.14826	0.0488244	-1.02238	0.0679608	4.39031	-0.0797578	0.932436	-0.205886	-4.49743	-12.5121	-11.7491	-13.1225	-12.3594	0.0159881	-48.5241		
36.268	-1.7634	-0.256353	1.72831	0.0679608	1.6725	-0.384931	0	-0.205886	-4.49123	-12.5121	-11.9017	-13.275	-12.665	0.015846	-48.3672		
36.2687	-1.7634	-0.256353	4.16254	-0.237231	-3.51225	-0.384931	-0.595723	-0.205886	-4.49123	-12.5121	-11.7491	-13.275	-12.8176	0.0157039	-48.5241		
