GMfasSUP2MMM			GMfasEXTMMM		
t	x	y	t	x	y
0.00000000000	34.51370171000	19.25938084000	0.00000000000	11.91071709000	24.61440176000
0.05526083112	34.51021041000	19.25967125000	0.05526083112	11.90973526000	24.61315371000
0.11052166220	34.49770724000	19.26038464000	0.11052166220	11.91018576000	24.61372811000
0.16578249340	34.49433797000	19.26244065000	0.16578249340	11.91197122000	24.61302853000
0.22104332450	34.51066941000	19.26413687000	0.22104332450	11.91463333000	24.61289670000
0.27630415560	34.53535380000	19.26822051000	0.27630415560	11.91736354000	24.61243383000
0.33156498670	34.54755540000	19.27084799000	0.33156498670	11.92024229000	24.61111684000
0.38682581790	34.59581741000	19.27127053000	0.38682581790	11.93074599000	24.61095310000
0.44208664900	34.63235448000	19.27441775000	0.44208664900	11.93044077000	24.61052487000
0.49734748010	34.66487428000	19.27918768000	0.49734748010	11.92938495000	24.61086313000
0.55260831120	34.64663140000	19.27790484000	0.55260831120	11.93501554000	24.61079398000
0.60786914240	34.65710252000	19.27993183000	0.60786914240	11.93190987000	24.60904399000
0.66312997350	34.65341011000	19.27690231000	0.66312997350	11.92931892000	24.60961838000
0.71839080460	34.65445317000	19.27647073000	0.71839080460	11.92330484000	24.60853441000
0.77365163570	34.66197643000	19.27633544000	0.77365163570	11.91717690000	24.60883277000
0.82891246680	34.68330966000	19.27734622000	0.82891246680	11.92511287000	24.60891995000
0.88417329800	34.76353766000	19.28148001000	0.88417329800	11.91516283000	24.60963657000
0.93943412910	34.78858341000	19.27885545000	0.93943412910	11.91432031000	24.61037899000
0.99469496020	34.75601187000	19.27633693000	0.99469496020	11.91717213000	24.61069359000
1.04995579100	34.75604567000	19.27538420000	1.04995579100	11.90876621000	24.61126984000
1.10521662200	34.74367379000	19.27283192000	1.10521662200	11.89894840000	24.61040574000
1.16047745400	34.74160627000	19.27124359000	1.16047745400	11.89879148000	24.61029193000
1.21573828500	34.71883648000	19.27007124000	1.21573828500	11.89517052000	24.61106191000
1.27099911600	34.74192225000	19.27162582000	1.27099911600	11.88698445000	24.61155708000
1.32625994700	34.75458901000	19.27376990000	1.32625994700	11.88688002000	24.61140297000
1.38152077800	34.75231246000	19.27160911000	1.38152077800	11.90092177000	24.61205634000
1.43678160900	34.75524445000	19.27483678000	1.43678160900	11.89144201000	24.60941467000
1.49204244000	34.75010908000	19.27213977000	1.49204244000	11.88275973000	24.60945492000
1.54730327100	34.75726581000	19.27447287000	1.54730327100	11.87389137000	24.60851994000
1.60256410300	34.77434267000	19.27372041000	1.60256410300	11.88717039000	24.60825840000
1.65782493400	34.84630146000	19.27503678000	1.65782493400	11.89242955000	24.60882901000
1.71308576500	34.87770235000	19.27443717000	1.71308576500	11.88130431000	24.60821314000
1.76834659600	34.93596236000	19.27085248000	1.76834659600	11.87757233000	24.60842074000
1.82360742700	35.01229896000	19.26774690000	1.82360742700	11.89252199000	24.60936201000
1.87886825800	35.04304352000	19.26637664000	1.87886825800	11.88838551000	24.61014957000
1.93412908900	35.06051501000	19.26830484000	1.93412908900	11.91162977000	24.61092271000
1.98938992000	35.08482060000	19.26826264000	1.98938992000	11.91563210000	24.61168518000
2.04465075200	35.06675061000	19.26878059000	2.04465075200	11.91963427000	24.61147535000
2.09991158300	35.06072950000	19.26850750000	2.09991158300	11.91604692000	24.61215989000
2.15517241400	35.03734944000	19.26959387000	2.15517241400	11.92295391000	24.61128274000
2.21043324500	35.04531160000	19.27195053000	2.21043324500	11.91425944000	24.61155826000
2.26569407600	35.04249522000	19.27308765000	2.26569407600	11.91360149000	24.61324297000
2.32095490700	35.04646568000	19.27261405000	2.32095490700	11.90537010000	24.61233996000
2.37621573800	35.02353480000	19.27387432000	2.37621573800	11.89937417000	24.61293169000
2.43147656900	35.01836739000	19.26975123000	2.43147656900	11.90252625000	24.61283135000
2.48673740100	35.02394978000	19.26911961000	2.48673740100	11.89790997000	24.61313773000
2.54199823200	35.03480194000	19.26820936000	2.54199823200	11.90393326000	24.61327617000
2.59725906300	35.03711469000	19.26627419000	2.59725906300	11.89207019000	24.61298311000
2.65251989400	35.01941435000	19.26366176000	2.65251989400	11.88652092000	24.61297309000
2.70778072500	35.04257000000	19.26296989000	2.70778072500	11.88628736000	24.61275108000
2.76304155600	35.03377248000	19.26215755000	2.76304155600	11.89014718000	24.61146095000
2.81830238700	35.00596243000	19.26235209000	2.81830238700	11.89143682000	24.61152107000
2.87356321800	34.96070236000	19.26104637000	2.87356321800	11.87585030000	24.61142616000
2.92882405000	34.97202664000	19.26290661000	2.92882405000	11.88220014000	24.61182172000
2.98408488100	34.95843731000	19.26349259000	2.98408488100	11.88094769000	24.61138906000
3.03934571200	34.95997126000	19.26338345000	3.03934571200	11.87552911000	24.61095657000
3.09460654300	34.96621731000	19.26484501000	3.09460654300	11.87515512000	24.60980533000
3.14986737400	34.97238047000	19.26511734000	3.14986737400	11.88282177000	24.61018398000
3.20512820500	34.97559580000	19.26582012000	3.20512820500	11.87317750000	24.60976523000
3.26038903600	34.97962514000	19.26672657000	3.26038903600	11.87666575000	24.61070613000
3.31564986700	34.95972091000	19.26643545000	3.31564986700	11.88005303000	24.60986201000
3.37091069800	34.95631121000	19.26619822000	3.37091069800	11.87486482000	24.61004879000
3.42617153000	34.96833753000	19.26845312000	3.42617153000	11.87427350000	24.61029530000
3.48143236100	34.97241115000	19.26791288000	3.48143236100	11.87960263000	24.61101073000
3.53669319200	34.96139253000	19.26800794000	3.53669319200	11.87223035000	24.60954635000
3.59195402300	34.96498198000	19.26778580000	3.59195402300	11.87785851000	24.61072638000
3.64721485400	34.99088294000	19.26802615000	3.64721485400	11.87558209000	24.61047660000
