"Time,s"	"LT MED. GASTRO,uV"	"RT MED. GASTRO,uV"	"LT LAT. GASTRO,uV"	"RT LAT. GASTRO,uV"	"LT SOLEUS,uV"	"RT SOLEUS,uV"	"LT TIB.ANT.,uV"	"RT TIB.ANT.,uV"	"2D GONIOMETER,deg"	"CN ANGLE,mV"	"CN TORQUE,mV"	"CN velocity,mV"	"CN DIRECTION,mV"	"Force Achilles machine,V"	"Trigger,mV"		
14.8153	0.99435	0.0238048	0.625385	-0.0268558	4.89896	0.10051	0.97958	0.170281	2.65399	-12.8172	-10.9865	-12.207	-12.0544	-0.00643122	-92.7635		
14.816	0.693032	0.32897	0.938077	0.27832	4.89896	0.10051	0.365997	0.170281	2.64789	-12.3595	-11.2917	-13.4276	-12.9701	-0.00595484	-66.9755		
14.8167	0.391714	0.0238048	1.54507	-0.0268558	2.74767	-0.204664	0.667406	-0.134892	2.64789	-13.1227	-12.3596	-13.5805	-12.9701	-0.00611363	-46.0902		
14.8173	0.391714	0.0238048	0.625385	-0.0268558	-0.596395	-0.204664	0.667406	-0.134892	2.65399	-12.5121	-11.5969	-12.665	-12.2069	-0.00643122	-66.9755		
14.818	0.99435	0.0238048	0.331086	-0.0268558	-4.87766	0.10051	0.0538231	0.170281	2.65399	-12.0544	-11.2917	-12.8175	-12.3595	-0.00563725	-58.8978		
14.8187	2.22975	0.32897	1.23238	0.27832	-6.09174	0.10051	0.365997	0.170281	2.64789	-12.8172	-12.0544	-13.1225	-12.3595	-0.00500206	-59.8049		
14.8193	1.29567	0.0238048	0.938077	-0.0268558	-2.74767	0.10051	0.0538231	-0.134892	2.65399	-12.6646	-11.5969	-12.665	-12.3595	-0.00563725	-60.5825		
14.82	0.693032	0.0238048	0.331086	0.27832	1.53359	0.405683	0.365997	0.170281	2.65399	-12.5121	-11.4441	-12.665	-12.6646	-0.00611363	-60.1289		
14.8207	1.29567	0.32897	0.331086	0.583495	2.74767	0.405683	0.667406	0.475455	2.65399	-12.5121	-11.4441	-12.97	-12.6646	-0.00674882	-60.7337		
14.8213	0.693032	0.0238048	0.0183937	-0.0268558	2.15128	0.10051	-0.861169	0.170281	2.64789	-12.207	-11.5969	-12.97	-12.512	-0.00659002	-60.5825		
14.822	0.0903955	0.0238048	0.0183937	-0.0268558	2.44948	0.10051	-0.861169	-0.134892	2.64179	-12.3595	-11.5969	-12.665	-12.0544	-0.00627243	-60.2801		
14.8227	0.391714	0.32897	0.331086	0.27832	2.44948	0.10051	0.365997	0.170281	2.64789	-12.3595	-11.4441	-12.97	-12.6646	-0.00627243	-60.2801		
14.8233	0.693032	0.0238048	-0.294299	0.27832	1.23539	0.10051	0.667406	0.170281	2.65399	-12.6646	-12.2072	-13.5805	-12.8176	-0.00595484	-60.2801		
14.824	0.0903955	0.0238048	-0.294299	-0.0268558	0.319497	0.10051	0.365997	0.170281	2.65399	-12.8172	-11.902	-13.1225	-12.0544	-0.00643122	-60.7337		
14.8247	-0.512241	0.0238048	0.331086	-0.0268558	0	0.10051	0.0538231	0.170281	2.64789	-12.6646	-11.5969	-12.8175	-12.3595	-0.0071458	-60.4313		
