Calc			ExtMArker		
t	x	y	t	x	y
5.245901639	98.00308435	-3.230539636	5.245901639	42.7452427	17.08605525
5.305514158	97.89121145	-3.208788641	5.305514158	42.72960137	17.08649501
5.365126677	97.85261679	-3.24919634	5.365126677	42.7370621	17.08650284
5.424739195	97.8420474	-3.279766913	5.424739195	42.73332587	17.0864657
5.484351714	97.81967055	-3.277565984	5.484351714	42.73641624	17.08793259
5.543964232	97.80786885	-3.267699107	5.543964232	42.72761509	17.08675806
5.603576751	97.78721027	-3.265694357	5.603576751	42.73163336	17.08731081
5.66318927	97.77655706	-3.26820105	5.66318927	42.70623931	17.08443747
5.722801788	97.77707619	-3.271632597	5.722801788	42.71145655	17.08592748
5.782414307	97.72927383	-3.27941688	5.782414307	42.71650388	17.08539265
5.842026826	97.5588117	-3.273377126	5.842026826	42.69573209	17.08493884
5.901639344	97.5402095	-3.278193212	5.901639344	42.7004355	17.08518702
5.961251863	97.48749572	-3.296226645	5.961251863	42.71720843	17.08431782
6.020864382	97.48978442	-3.306246978	6.020864382	42.72930308	17.08602987
6.0804769	97.44933557	-3.31520558	6.0804769	42.71462741	17.08445183
6.140089419	97.35637714	-3.307315593	6.140089419	42.71318806	17.08676483
6.199701937	97.363084	-3.307202985	6.199701937	42.70828855	17.08675947
6.259314456	97.33773013	-3.302162283	6.259314456	42.70317806	17.0873404
6.318926975	97.26319472	-3.30850968	6.318926975	42.71255458	17.08731719
6.378539493	97.22961653	-3.300098555	6.378539493	42.70803422	17.08711292
6.438152012	97.32076486	-3.29738016	6.438152012	42.7161799	17.08651203
6.497764531	97.37081974	-3.30696296	6.497764531	42.72818147	17.08524214
6.557377049	97.43684352	-3.305697829	6.557377049	42.72581028	17.0852847
6.616989568	97.43351525	-3.301783937	6.616989568	42.73594799	17.08599374
6.676602086	97.46177517	-3.295522868	6.676602086	42.73050952	17.08651244
6.736214605	97.47216294	-3.28561316	6.736214605	42.72055326	17.08548286
6.795827124	97.44963326	-3.294648957	6.795827124	42.67266838	17.07956938
6.855439642	97.43175404	-3.313404382	6.855439642	42.6396119	17.07143276
6.915052161	97.40369363	-3.317716892	6.915052161	42.63703943	17.07340926
6.97466468	97.37665256	-3.311941777	6.97466468	42.50510959	17.07178639
7.034277198	97.37528843	-3.312334984	7.034277198	42.4987534	17.07251967
7.093889717	97.40243622	-3.322319724	7.093889717	42.50016571	17.07428976
7.153502235	97.40502545	-3.320015453	7.153502235	42.51002832	17.07530097
7.213114754	97.40312792	-3.323057945	7.213114754	42.51562378	17.07605337
7.272727273	97.41363053	-3.327234048	7.272727273	42.51542971	17.07604639
7.332339791	97.41025728	-3.321836007	7.332339791	42.51693365	17.07586885
7.39195231	97.39874485	-3.314725827	7.39195231	42.52831015	17.07690443
7.451564829	97.41071324	-3.321228699	7.451564829	42.52736677	17.07756615
7.511177347	97.40682439	-3.318256693	7.511177347	42.52595674	17.07685584
7.570789866	97.4204336	-3.321881471	7.570789866	42.53264534	17.07675842
7.630402385	97.40553805	-3.316948226	7.630402385	42.52607869	17.07673116
7.690014903	97.39910437	-3.314059471	7.690014903	42.52762918	17.07725174
7.749627422	97.40119401	-3.313578169	7.749627422	42.53088317	17.0771971
7.80923994	97.40254762	-3.311532124	7.80923994	42.52987976	17.07680696
7.868852459	97.40558134	-3.312922259	7.868852459	42.52922104	17.07729265
7.928464978	97.41150046	-3.316821717	7.928464978	42.52630683	17.07685998
7.988077496	97.39250666	-3.313411478	7.988077496	42.52021073	17.07660687
8.047690015	97.41106435	-3.315959062	8.047690015	42.52917682	17.0768318
8.107302534	97.40646506	-3.317340382	8.107302534	42.53688325	17.07706533
8.166915052	97.40262462	-3.312682166	8.166915052	42.53475072	17.077702
8.226527571	97.40148227	-3.319244138	8.226527571	42.52915077	17.07748183
8.286140089	97.38441649	-3.316446944	8.286140089	42.5240397	17.07809617
8.345752608	97.38407269	-3.313317853	8.345752608	42.53162647	17.07856434
8.405365127	97.38999914	-3.313573447	8.405365127	42.53332958	17.0783609
8.464977645	97.3851697	-3.314222704	8.464977645	42.52967765	17.07819101
8.524590164	97.33822839	-3.313683968	8.524590164	42.52694856	17.0775396
8.584202683	97.2799811	-3.310627485	8.584202683	42.52561174	17.0773965
8.643815201	97.20762031	-3.320167941	8.643815201	42.52006207	17.07708154
8.70342772	97.21741215	-3.324074266	8.70342772	42.53068015	17.07768884
8.763040238	97.29238789	-3.315947813	8.763040238	42.53356558	17.0782754
8.822652757	97.46363815	-3.334031781	8.822652757	42.53308922	17.0778759
8.882265276	97.62103847	-3.320047038	8.882265276	42.54386828	17.07859969
8.941877794	97.80124849	-3.312184118	8.941877794	42.52694527	17.07796837
9.001490313	97.89682208	-3.304500156	9.001490313	42.53672574	17.07766468
9.061102832	97.98839436	-3.312750626	9.061102832	42.54353274	17.07840484
9.12071535	98.02526882	-3.282046302	9.12071535	42.55039062	17.0795275
9.180327869	98.0661735	-3.263150665	9.180327869	42.55974947	17.07994995
9.239940387	98.07152031	-3.249067303	9.239940387	42.54748348	17.07953267
9.299552906	98.10165882	-3.249702034	9.299552906	42.54723688	17.07932736
9.359165425	98.11682227	-3.261776158	9.359165425	42.54472045	17.07948106
9.418777943	98.14080386	-3.27342652	9.418777943	42.55163664	17.07927137
9.478390462	98.15559284	-3.281416459	9.478390462	42.54819928	17.07942061
9.538002981	98.17345816	-3.289602222	9.538002981	42.55795338	17.08030682
9.597615499	98.30345084	-3.299922918	9.597615499	42.5591237	17.08013336
9.657228018	98.4413073	-3.312750759	9.657228018	42.55223294	17.07946613
9.716840537	98.44543138	-3.315082205	9.716840537	42.55214221	17.07914213
9.776453055	98.56595422	-3.326265801	9.776453055	42.5505869	17.07947509
9.836065574	98.66864876	-3.33403299	9.836065574	42.55647385	17.07909061
9.895678092	98.70466739	-3.333935729	9.895678092	42.55784311	17.07914502
9.955290611	98.56038588	-3.397062903	9.955290611	42.56923199	17.07887917
10.01490313	98.66265267	-3.502285137	10.01490313	42.57135752	17.07866206
10.07451565	98.78869975	-3.523909837	10.07451565	42.565062	17.07543196
10.13412817	98.94405179	-3.548005798	10.13412817	42.57964224	17.07583386
10.19374069	99.07326002	-3.559031591	10.19374069	42.58100974	17.07607428
10.2533532	99.1557456	-3.564913981	10.2533532	42.56539636	17.07577212
10.31296572	99.29179407	-3.566561542	10.31296572	42.55791479	17.07515626
10.37257824	99.16130242	-3.684622936	10.37257824	42.55486975	17.07470162
10.43219076	99.17680598	-3.716442857	10.43219076	42.55878013	17.07484635
10.49180328	99.20330597	-3.719417012	10.49180328	42.55261331	17.07521695
10.5514158	99.31596355	-3.710673196	10.5514158	42.53951331	17.0768545
10.61102832	99.37545495	-3.727843732	10.61102832	42.5395169	17.07691636
10.67064083	99.40180909	-3.745992641	10.67064083	42.53485579	17.07570046
10.73025335	99.44465277	-3.768916049	10.73025335	42.54047833	17.07454125
10.78986587	99.47887632	-3.79065755	10.78986587	42.55932174	17.07544464
10.84947839	99.57024308	-3.774153056	10.84947839	42.57572857	17.07599654
10.90909091	99.61636848	-3.734289102	10.90909091	42.56421043	17.07526362
10.96870343	99.69853222	-3.732461265	10.96870343	42.5789464	17.07573729
11.02831595	99.69188296	-3.722415658	11.02831595	42.54895534	17.07809172
11.08792846	99.64395038	-3.711841048	11.08792846	42.52777529	17.07503574
11.14754098	99.61673855	-3.708634696	11.14754098	42.52141317	17.07469726
11.2071535	99.59842956	-3.707438106	11.2071535	42.52890978	17.0739706
11.26676602	99.55639616	-3.708989442	11.26676602	42.54322715	17.07794233
11.32637854	99.57231307	-3.714547149	11.32637854	42.54090611	17.07651622
11.38599106	99.57576452	-3.718992281	11.38599106	42.54340073	17.07705548
11.44560358	99.57632848	-3.722887329	11.44560358	42.542904	17.07777162
11.5052161	99.54059746	-3.718125938	11.5052161	42.53487438	17.07510027
11.56482861	99.53245689	-3.723347893	11.56482861	42.50601689	17.07242785
11.62444113	99.55274125	-3.717783833	11.62444113	42.51931789	17.07412313
11.68405365	99.55982353	-3.715005447	11.68405365	42.52632273	17.07577947
11.74366617	99.55357426	-3.71089254	11.74366617	42.53630984	17.07601611
11.80327869	99.55204432	-3.708128816	11.80327869	42.55313067	17.07660494
11.86289121	99.55479943	-3.702834026	11.86289121	42.58062851	17.07994014
11.92250373	99.23052721	-3.71773961	11.92250373	42.54180157	17.0820478
11.98211624	99.06908742	-3.690588478	11.98211624	42.51846925	17.08531442
12.04172876	98.95913036	-3.685309824	12.04172876	42.53586551	17.08569423
12.10134128	98.67286183	-3.68373231	12.10134128	42.52142774	17.08157759
12.1609538	98.56061703	-3.684551751	12.1609538	42.53727603	17.08089292
12.22056632	98.55192705	-3.697703499	12.22056632	42.54610966	17.08503682
12.28017884	98.410632	-3.72539944	12.28017884	42.47728485	17.07277286
12.33979136	98.27747678	-3.709216431	12.33979136	42.42691888	17.05598007
12.39940387	98.28779612	-3.709852548	12.39940387	42.44338915	17.06075216
12.45901639	98.22146981	-3.709977449	12.45901639	42.46415711	17.06949348
12.51862891	98.08022556	-3.736428013	12.51862891	42.46423082	17.0719252
12.57824143	98.00299306	-3.772478774	12.57824143	42.45520988	17.07240502
12.63785395	97.85218127	-3.781005614	12.63785395	42.47573782	17.07413687
12.69746647	97.78668959	-3.782743785	12.69746647	42.4796623	17.07598796
12.75707899	97.77335489	-3.796415616	12.75707899	42.48950785	17.07804827
12.81669151	97.69812	-3.815719561	12.81669151	42.49232984	17.07643442
12.87630402	97.69695736	-3.836225266	12.87630402	42.50851533	17.07650081
12.93591654	97.68919041	-3.84304151	12.93591654	42.53200082	17.07811952
12.99552906	97.67751676	-3.840137901	12.99552906	42.52434479	17.0775159
13.05514158	97.66750272	-3.845770844	13.05514158	42.51540757	17.07615403
13.1147541	97.66765448	-3.83471868	13.1147541	42.51832194	17.07681795
13.17436662	97.65077182	-3.837853521	13.17436662	42.48959428	17.0731503
13.23397914	97.66007847	-3.84023535	13.23397914	42.51156045	17.07394431
13.29359165	97.63870555	-3.8268774	13.29359165	42.48295893	17.07333134
13.35320417	97.63317792	-3.821881338	13.35320417	42.50134042	17.07490102
13.41281669	97.64081975	-3.824100641	13.41281669	42.49368667	17.07521089
13.47242921	97.6242589	-3.817250457	13.47242921	42.47620476	17.07403159
13.53204173	97.62098759	-3.803962323	13.53204173	42.48049919	17.07385717
13.59165425	97.58701764	-3.792639821	13.59165425	42.47421715	17.07353309
13.65126677	97.56933606	-3.784351563	13.65126677	42.4720466	17.07514283
13.71087928	97.58425437	-3.789280285	13.71087928	42.46974873	17.07438232
13.7704918	97.58612752	-3.791874835	13.7704918	42.46469367	17.06861937
13.83010432	97.57927497	-3.790449368	13.83010432	42.4977124	17.06990959
13.88971684	97.55499447	-3.781914582	13.88971684	42.53703248	17.07418881
13.94932936	97.46385502	-3.780508309	13.94932936	42.51981687	17.07493232
14.00894188	97.61599967	-3.780450511	14.00894188	42.54294665	17.07688378
14.0685544	98.25696028	-3.954971839	14.0685544	42.56223206	17.07649659
14.12816692	99.92148264	-4.255286389	14.12816692	43.4258486	17.11725536
14.18777943	101.3509068	-4.717189409	14.18777943	44.05513201	17.12531387
14.24739195	102.0003263	-5.121627294	14.24739195	44.01504542	17.12512073
14.30700447	101.530208	-5.285670391	14.30700447	44.08926592	17.13284161
14.36661699	101.5921135	-5.435665005	14.36661699	43.90983071	17.10198342
14.42622951	101.718502	-5.626737872	14.42622951	43.97722283	17.1085403
14.48584203	101.9962799	-5.637610799	14.48584203	43.96052699	17.1191283
14.54545455	102.1684217	-5.665572196	14.54545455	43.95946597	17.12004252
14.60506706	102.2677594	-5.724610912	14.60506706	43.96020821	17.12168282
14.66467958	102.9568708	-6.021818441	14.66467958	43.9953288	17.117936
14.7242921	103.533893	-6.423035605	14.7242921	44.35782247	17.12205077
14.78390462	104.7382512	-7.017062621	14.78390462	44.66269137	17.11887118
14.84351714	105.3475536	-7.702441971	14.84351714	45.45258505	17.12831026
14.90312966	106.1979479	-8.61013596	14.90312966	45.85652476	17.15767071
14.96274218	107.6243988	-9.391608687	14.96274218	46.51408035	17.17480259
15.02235469	108.7461541	-10.14375514	15.02235469	47.53881216	17.24362368
			15.08196721	48.70252384	17.26630065
