mass_E			mass_A		
5.36512667700000	27.23686362000000	-1.08316575700000	5.36512667700000	5.27747584200000	2.79819060600000
5.42473919500000	27.25257161000000	-1.08305102200000	5.42473919500000	5.27708054900000	2.79841086300000
5.48435171400000	27.32219117000000	-1.08425559000000	5.48435171400000	5.27695020600000	2.79859676100000
5.54396423200000	27.36292560000000	-1.08615023100000	5.54396423200000	5.27310654400000	2.79837354800000
5.60357675100000	27.39364368000000	-1.08540046900000	5.60357675100000	5.27157500100000	2.79871190200000
5.66318927000000	27.42948008000000	-1.08573050000000	5.66318927000000	5.27417489900000	2.79878778500000
5.72280178800000	27.47338802000000	-1.08551209400000	5.72280178800000	5.27297861600000	2.79840761000000
5.78241430700000	27.50211714000000	-1.08704474300000	5.78241430700000	5.27070410600000	2.79820125500000
5.84202682600000	27.51231359000000	-1.08852642700000	5.84202682600000	5.27145507900000	2.79890039800000
5.90163934400000	27.51394783000000	-1.08903672900000	5.90163934400000	5.27369350600000	2.79915352700000
5.96125186300000	27.53102652000000	-1.08993420800000	5.96125186300000	5.27202927400000	2.79922880100000
6.02086438200000	27.57590345000000	-1.08830723600000	6.02086438200000	5.27277532900000	2.79894248200000
6.08047690000000	27.60268609000000	-1.08970363700000	6.08047690000000	5.27545170400000	2.79858261500000
6.14008941900000	27.64415242000000	-1.08935237900000	6.14008941900000	5.27787302700000	2.79821288100000
6.19970193700000	27.71715465000000	-1.08906196600000	6.19970193700000	5.27583051100000	2.79812508300000
6.25931445600000	27.74097906000000	-1.09155757600000	6.25931445600000	5.27839598800000	2.79818055700000
6.31892697500000	27.74567687000000	-1.09196577400000	6.31892697500000	5.27970167300000	2.79816935600000
6.37853949300000	27.76668767000000	-1.08986464200000	6.37853949300000	5.27561150000000	2.79804426700000
6.43815201200000	27.80433160000000	-1.09183063700000	6.43815201200000	5.26843646600000	2.79817916000000
6.49776453100000	27.80196635000000	-1.09231956900000	6.49776453100000	5.26039185100000	2.79857205200000
6.55737704900000	27.82758388000000	-1.09041575600000	6.55737704900000	5.24896200000000	2.79870003600000
6.61698956800000	27.84414878000000	-1.09039873400000	6.61698956800000	5.22115813800000	2.79830703300000
6.67660208600000	27.86665665000000	-1.09190421500000	6.67660208600000	5.20685112400000	2.79865143400000
6.73621460500000	27.88311325000000	-1.09318386400000	6.73621460500000	5.19746337400000	2.79897837400000
6.79582712400000	27.90716304000000	-1.09074792600000	6.79582712400000	5.19594068300000	2.79952762600000
6.85543964200000	27.92930207000000	-1.09235427800000	6.85543964200000	5.19264355400000	2.79948749400000
6.91505216100000	27.96258300000000	-1.09566634300000	6.91505216100000	5.19025424600000	2.79982237000000
6.97466468000000	27.97824529000000	-1.09708397400000	6.97466468000000	5.19058448600000	2.79954310000000
7.03427719800000	28.00572925000000	-1.09914918000000	7.03427719800000	5.19454001400000	2.79919743500000
7.09388971700000	28.01492643000000	-1.09920211600000	7.09388971700000	5.19751328100000	2.79878479500000
7.15350223500000	28.03545744000000	-1.10142756800000	7.15350223500000	5.18517188000000	2.79898164600000
7.21311475400000	28.05645928000000	-1.09831840500000	7.21311475400000	5.18458981000000	2.79888452500000
7.27272727300000	28.08703239000000	-1.09720967000000	7.27272727300000	5.17879847200000	2.79724598800000
7.33233979100000	28.10182306000000	-1.09632835100000	7.33233979100000	5.13998608900000	2.79657618200000
7.39195231000000	28.09887130000000	-1.09506444400000	7.39195231000000	5.13501619600000	2.79731941500000
7.45156482900000	28.10752929000000	-1.09404808900000	7.45156482900000	5.13426947000000	2.79787999700000
7.51117734700000	28.12145920000000	-1.09098382500000	7.51117734700000	5.13298979500000	2.79838881500000
7.57078986600000	28.16678245000000	-1.09255217400000	7.57078986600000	5.13353559800000	2.79926421800000
7.63040238500000	28.17481531000000	-1.09314266700000	7.63040238500000	5.12561455400000	2.80125957700000
7.69001490300000	28.18506326000000	-1.09404740300000	7.69001490300000	5.11737876700000	2.80323032600000
7.74962742200000	28.19852741000000	-1.09186196500000	7.74962742200000	5.11034003700000	2.80376724400000
7.80923994000000	28.21896397000000	-1.09282532400000	7.80923994000000	5.07310314800000	2.80239697800000
7.86885245900000	28.24308164000000	-1.09379011900000	7.86885245900000	5.03760327000000	2.80150013400000
7.92846497800000	28.25878042000000	-1.09459895700000	7.92846497800000	5.03790504000000	2.80077498500000
7.98807749600000	28.27586385000000	-1.09385296400000	7.98807749600000	5.03833824100000	2.80087303900000
8.04769001500000	28.30975778000000	-1.09586896400000	8.04769001500000	5.04481458000000	2.80077121000000
8.10730253400000	28.31203695000000	-1.09603212200000	8.10730253400000	5.04268151300000	2.80114585200000
8.16691505200000	28.32274815000000	-1.09874612100000	8.16691505200000	5.05525964000000	2.80096142200000
8.22652757100000	28.33953278000000	-1.09536798000000	8.22652757100000	5.05948138500000	2.80076793200000
8.28614008900000	28.38431461000000	-1.09582313600000	8.28614008900000	5.06245993800000	2.80058881500000
8.34575260800000	28.39304473000000	-1.09567525600000	8.34575260800000	5.06331853300000	2.80034731600000
8.40536512700000	28.42103869000000	-1.09432394500000	8.40536512700000	5.06443337700000	2.80051201400000
8.46497764500000	28.43946795000000	-1.09519105400000	8.46497764500000	5.06186147500000	2.80043299300000
8.52459016400000	28.44433826000000	-1.09629850800000	8.52459016400000	5.06178096800000	2.80048568600000
8.58420268300000	28.45317209000000	-1.09697498800000	8.58420268300000	5.06404690800000	2.80055201700000
8.64381520100000	28.45957473000000	-1.09691393500000	8.64381520100000	5.06455309500000	2.80025590700000
8.70342772000000	28.46861186000000	-1.09970694300000	8.70342772000000	5.06390067500000	2.80047276700000
8.76304023800000	28.47521948000000	-1.09758432000000	8.76304023800000	5.06357505000000	2.80005815900000
8.82265275700000	28.47180150000000	-1.09975208600000	8.82265275700000	5.06361498100000	2.80007962200000
8.88226527600000	28.46969561000000	-1.09823409000000	8.88226527600000	5.06338810300000	2.80012483200000
8.94187779400000	28.50828464000000	-1.09728863500000	8.94187779400000	5.06698295600000	2.79979044000000
9.00149031300000	28.53381295000000	-1.09777090300000	9.00149031300000	5.06695343300000	2.79978044600000
9.06110283200000	28.55980589000000	-1.09540711200000	9.06110283200000	5.06703197000000	2.79956660700000
9.12071535000000	28.58488817000000	-1.09717640300000	9.12071535000000	5.06853618300000	2.79954720600000
9.18032786900000	28.61269013000000	-1.09856156300000	9.18032786900000	5.06648226000000	2.79951938900000
9.23994038700000	28.61827863000000	-1.09952057400000	9.23994038700000	5.06821487500000	2.79959699400000
9.29955290600000	28.62179174000000	-1.09924398900000	9.29955290600000	5.06796967000000	2.79950550600000
9.35916542500000	28.61328214000000	-1.09944199000000	9.35916542500000	5.07216479400000	2.79968332100000
9.41877794300000	28.61203279000000	-1.09957727600000	9.41877794300000	5.07353204400000	2.79959307200000
9.47839046200000	28.62352863000000	-1.10006425400000	9.47839046200000	5.07140951100000	2.79950809200000
9.53800298100000	28.61946965000000	-1.10164981500000	9.53800298100000	5.07036896100000	2.79936863200000
9.59761549900000	28.61603034000000	-1.10031840200000	9.59761549900000	5.06790963300000	2.79963393900000
9.65722801800000	28.61634901000000	-1.10041241500000	9.65722801800000	5.06612122800000	2.79942051100000
9.71684053700000	28.64942562000000	-1.09904072000000	9.71684053700000	5.06965606900000	2.79959748300000
9.77645305500000	28.68522595000000	-1.10088569900000	9.77645305500000	5.06333574600000	2.79946092100000
9.83606557400000	28.68517752000000	-1.10200244500000	9.83606557400000	5.06336023700000	2.79981362400000
9.89567809200000	28.70515324000000	-1.09841481100000	9.89567809200000	5.06536905000000	2.79997838900000
9.95529061100000	28.73696366000000	-1.09944210100000	9.95529061100000	5.06071810900000	2.80000864900000
10.01490313000000	28.73362560000000	-1.10019662900000	10.01490313000000	5.05865071000000	2.79989505200000
10.07451565000000	28.75341349000000	-1.10075902800000	10.07451565000000	5.05622898100000	2.79959853700000
10.13412817000000	28.77484965000000	-1.09890736100000	10.13412817000000	5.05743285100000	2.79977654800000
10.19374069000000	28.81557928000000	-1.10164951000000	10.19374069000000	5.05668698900000	2.79946349500000
10.25335320000000	28.85927896000000	-1.10107700600000	10.25335320000000	5.05517848400000	2.79977224500000
10.31296572000000	28.88312640000000	-1.10239305700000	10.31296572000000	5.05563877700000	2.80018241100000
10.37257824000000	28.90537741000000	-1.10333764500000	10.37257824000000	5.05440627500000	2.80012640300000
10.43219076000000	28.92598744000000	-1.10086370000000	10.43219076000000	5.05751806100000	2.80014972100000
10.49180328000000	28.94534783000000	-1.10170075900000	10.49180328000000	5.06490051200000	2.80000647500000
10.55141580000000	28.96169276000000	-1.10303591200000	10.55141580000000	5.06630907300000	2.79986954000000
10.61102832000000	28.97228929000000	-1.10387677200000	10.61102832000000	5.06924954700000	2.79964143800000
10.67064083000000	28.97754100000000	-1.10437158100000	10.67064083000000	5.07114460900000	2.79963069700000
10.73025335000000	28.98072711000000	-1.10508518300000	10.73025335000000	5.07090830300000	2.79977656300000
10.78986587000000	28.99060898000000	-1.10081498900000	10.78986587000000	5.06885395700000	2.80010053400000
10.84947839000000	29.03049420000000	-1.10390017000000	10.84947839000000	5.06808501800000	2.79997249900000
10.90909091000000	29.03410503000000	-1.10385815300000	10.90909091000000	5.06741783400000	2.79955250800000
10.96870343000000	29.03751996000000	-1.10502137200000	10.96870343000000	5.06916839200000	2.79970905000000
11.02831595000000	29.04600308000000	-1.10593536600000	11.02831595000000	5.06702220400000	2.79981850200000
11.08792846000000	29.05239601000000	-1.10719787900000	11.08792846000000	5.06421951700000	2.79964817100000
11.14754098000000	29.07469888000000	-1.10414526400000	11.14754098000000	5.06410740200000	2.79961790500000
11.20715350000000	29.08644086000000	-1.10467496200000	11.20715350000000	5.06503701300000	2.79977148400000
11.26676602000000	29.12489833000000	-1.10667394400000	11.26676602000000	5.06430905800000	2.79967277100000
11.32637854000000	29.11890379000000	-1.10667756900000	11.32637854000000	5.06489532600000	2.79940863600000
11.38599106000000	29.14434447000000	-1.10427190900000	11.38599106000000	5.06744046200000	2.79953455400000
11.44560358000000	29.15468800000000	-1.10478019500000	11.44560358000000	5.06649663000000	2.79955436100000
11.50521610000000	29.17425731000000	-1.10604084200000	11.50521610000000	5.06594400100000	2.79944836000000
11.56482861000000	29.18880444000000	-1.10686781700000	11.56482861000000	5.07139938000000	2.79911164500000
11.62444113000000	29.18221528000000	-1.10639770300000	11.62444113000000	5.07129524400000	2.79896338600000
11.68405365000000	29.18763874000000	-1.10714126800000	11.68405365000000	5.07260972100000	2.79921530300000
11.74366617000000	29.18344246000000	-1.10640653700000	11.74366617000000	5.07261776500000	2.79931531100000
11.80327869000000	29.18521604000000	-1.10681412400000	11.80327869000000	5.07202942100000	2.79940155400000
11.86289121000000	29.19186600000000	-1.10683089100000	11.86289121000000	5.06993349900000	2.79943077600000
11.92250373000000	29.18987358000000	-1.10681568000000	11.92250373000000	5.07094068500000	2.79955317300000
11.98211624000000	29.18920370000000	-1.10658201900000	11.98211624000000	5.07254988600000	2.79951819700000
12.04172876000000	29.19222955000000	-1.10706156900000	12.04172876000000	5.07355001800000	2.79956898700000
12.10134128000000	29.18703370000000	-1.10567553000000	12.10134128000000	5.07588445200000	2.79970128900000
12.16095380000000	29.19014109000000	-1.10598685300000	12.16095380000000	5.07455864800000	2.79953993500000
12.22056632000000	29.17351647000000	-1.10339726500000	12.22056632000000	5.07442959400000	2.79953703400000
12.28017884000000	29.18466765000000	-1.10500725300000	12.28017884000000	5.07400402000000	2.79954370800000
12.33979136000000	29.18409640000000	-1.10597761500000	12.33979136000000	5.07313433600000	2.79957427000000
12.39940387000000	29.19233369000000	-1.10591026600000	12.39940387000000	5.07396151200000	2.79961387200000
12.45901639000000	29.18753274000000	-1.10505821500000	12.45901639000000	5.07283099500000	2.79983618400000
12.51862891000000	29.20177709000000	-1.10602630900000	12.51862891000000	5.07406819200000	2.79993889000000
12.57824143000000	29.20409750000000	-1.10610185200000	12.57824143000000	5.07288539600000	2.80020380100000
12.63785395000000	29.21537696000000	-1.10116982500000	12.63785395000000	5.07271559300000	2.80007108600000
12.69746647000000	29.26075891000000	-1.10282020500000	12.69746647000000	5.07352269500000	2.80014650100000
12.75707899000000	29.26367019000000	-1.10307054700000	12.75707899000000	5.07410542500000	2.79987438700000
12.81669151000000	29.26018357000000	-1.10258844500000	12.81669151000000	5.07382464400000	2.80003220700000
12.87630402000000	29.26178769000000	-1.10299214600000	12.87630402000000	5.07474191500000	2.79999108300000
12.93591654000000	29.25348270000000	-1.10273929200000	12.93591654000000	5.07401757400000	2.80018735000000
12.99552906000000	29.25978314000000	-1.10592838500000	12.99552906000000	5.07485574000000	2.79997593800000
13.05514158000000	29.27068317000000	-1.10854125600000	13.05514158000000	5.07470592000000	2.79982673600000
13.11475410000000	29.25928340000000	-1.10793582300000	13.11475410000000	5.07461291900000	2.79970823300000
13.17436662000000	29.26728535000000	-1.10979481100000	13.17436662000000	5.07397414900000	2.79979660300000
13.23397914000000	29.25423033000000	-1.10801387200000	13.23397914000000	5.07366167900000	2.79968083700000
13.29359165000000	29.25827621000000	-1.10869679400000	13.29359165000000	5.07269613700000	2.79977082900000
13.35320417000000	29.26485275000000	-1.10960713400000	13.35320417000000	5.07268066000000	2.79966979700000
13.41281669000000	29.25696298000000	-1.10849523300000	13.41281669000000	5.07316961900000	2.79964465100000
13.47242921000000	29.24630291000000	-1.10755354400000	13.47242921000000	5.07437937200000	2.79972158300000
13.53204173000000	29.25015954000000	-1.10773193000000	13.53204173000000	5.07488423300000	2.79972224300000
13.59165425000000	29.25502784000000	-1.10869071600000	13.59165425000000	5.07104831400000	2.79990455200000
13.65126677000000	29.24538498000000	-1.10612425700000	13.65126677000000	5.07177109000000	2.79992376500000
13.71087928000000	29.25239961000000	-1.10641659600000	13.71087928000000	5.07081802400000	2.79977052200000
13.77049180000000	29.26018329000000	-1.10859738900000	13.77049180000000	5.07075586900000	2.79987451600000
13.83010432000000	29.30445535000000	-1.10636333600000	13.83010432000000	5.06835162800000	2.79978566700000
13.88971684000000	29.33727109000000	-1.10916277500000	13.88971684000000	5.07267441500000	2.80012618600000
13.94932936000000	29.34843111000000	-1.11077311800000	13.94932936000000	5.07576720500000	2.79938308500000
14.00894188000000	29.35214551000000	-1.10633987000000	14.00894188000000	5.07821568200000	2.79956444500000
14.06855440000000	29.39391146000000	-1.10931508400000	14.06855440000000	5.07632647100000	2.79941407500000
14.12816692000000	29.40854646000000	-1.10944566800000	14.12816692000000	5.07785641500000	2.79942496400000
14.18777943000000	29.44534108000000	-1.10583859100000	14.18777943000000	5.07626316600000	2.79959645900000
14.24739195000000	29.48157061000000	-1.10753605600000	14.24739195000000	5.07680726300000	2.79945794100000
14.30700447000000	29.47798842000000	-1.10713500500000	14.30700447000000	5.07677893400000	2.79935077200000
14.36661699000000	29.49738132000000	-1.10447480800000	14.36661699000000	5.07448084500000	2.79935936700000
14.42622951000000	29.52074395000000	-1.10374047400000	14.42622951000000	5.07175488800000	2.79928961300000
14.48584203000000	29.54788634000000	-1.10772041100000	14.48584203000000	5.07041877600000	2.79962141000000
14.54545455000000	29.57145754000000	-1.10414833900000	14.54545455000000	5.06969702700000	2.79976432100000
14.60506706000000	29.61225262000000	-1.10834301700000	14.60506706000000	5.06968702300000	2.79968913500000
14.66467958000000	29.62730849000000	-1.11103361800000	14.66467958000000	5.07048991300000	2.79950821200000
14.72429210000000	29.63350985000000	-1.11209115400000	14.72429210000000	5.07140300600000	2.79943723300000
14.78390462000000	29.63984770000000	-1.11377420900000	14.78390462000000	5.07476719400000	2.79928806400000
14.84351714000000	29.65454583000000	-1.11163841000000	14.84351714000000	5.07535307800000	2.79916424200000
14.90312966000000	29.68353913000000	-1.11361986500000	14.90312966000000	5.07756569200000	2.79905639700000
14.96274218000000	29.69478662000000	-1.11621562500000	14.96274218000000	5.07896551900000	2.79881675800000
15.02235469000000	29.69340463000000	-1.11659915000000	15.02235469000000	5.07950744600000	2.79900223900000
15.08196721000000	29.70766076000000	-1.11978004700000	15.08196721000000	5.08374745700000	2.79916220500000
15.14157973000000	29.70703290000000	-1.12029799100000	15.14157973000000	5.08245634000000	2.79932099900000
15.20119225000000	29.71923783000000	-1.11457994300000	15.20119225000000	5.08189842100000	2.79931373500000
15.26080477000000	29.76145424000000	-1.11559537300000	15.26080477000000	5.07988046500000	2.79991312100000
15.32041729000000	29.78446387000000	-1.11569161400000	15.32041729000000	5.07870240400000	2.79992688700000
15.38002981000000	29.80577856000000	-1.11078731500000	15.38002981000000	5.07547670400000	2.80005191000000
15.43964232000000	29.82861645000000	-1.11084442800000	15.43964232000000	5.07548666400000	2.80014040600000
15.49925484000000	29.84222839000000	-1.11148338200000	15.49925484000000	5.07218310600000	2.80009746700000
15.55886736000000	29.85005460000000	-1.11316181300000	15.55886736000000	5.06915253800000	2.80032392300000
15.61847988000000	29.86690293000000	-1.11032196200000	15.61847988000000	5.06708810700000	2.80024278600000
15.67809240000000	29.89914217000000	-1.11200605600000	15.67809240000000	5.06149150800000	2.80024841800000
15.73770492000000	29.92288994000000	-1.11209086200000	15.73770492000000	5.05871210100000	2.80022875100000
15.79731744000000	29.93376879000000	-1.11039172500000	15.79731744000000	5.05868222900000	2.80029582000000
15.85692996000000	29.96709397000000	-1.11286825600000	15.85692996000000	5.06395812700000	2.79978126000000
15.91654247000000	29.98981744000000	-1.11308767600000	15.91654247000000	5.05969835400000	2.80017030600000
15.97615499000000	29.99634730000000	-1.11427034900000	15.97615499000000	5.06329564100000	2.79989121900000
16.03576751000000	30.01215341000000	-1.10916079200000	16.03576751000000	5.06055701900000	2.79992107300000
16.09538003000000	30.04371615000000	-1.10876467500000	16.09538003000000	5.06316979500000	2.79990211000000
16.15499255000000	30.08344089000000	-1.10643993800000	16.15499255000000	5.06595695700000	2.79955001600000
16.21460507000000	30.13010103000000	-1.11093296100000	16.21460507000000	5.06389279000000	2.79963271200000
16.27421759000000	30.13848708000000	-1.11290064000000	16.27421759000000	5.06667230700000	2.79962177900000
16.33383010000000	30.17160329000000	-1.11326927200000	16.33383010000000	5.06782328900000	2.79975211600000
16.39344262000000	30.17883606000000	-1.11351406800000	16.39344262000000	5.06760933300000	2.79994614500000
16.45305514000000	30.19263558000000	-1.11490767700000	16.45305514000000	5.06693755400000	2.79995984500000
16.51266766000000	30.18874255000000	-1.11425138000000	16.51266766000000	5.06614512700000	2.80011775800000
16.57228018000000	30.20389235000000	-1.11586640100000	16.57228018000000	5.07152639300000	2.79983849800000
16.63189270000000	30.20328795000000	-1.11572829000000	16.63189270000000	5.07278068800000	2.79949689300000
16.69150522000000	30.20802878000000	-1.11564757400000	16.69150522000000	5.07158368800000	2.79969846200000
16.75111773000000	30.21835581000000	-1.11580334100000	16.75111773000000	5.07059163300000	2.79947031800000
16.81073025000000	30.23317824000000	-1.11283286300000	16.81073025000000	5.07087338500000	2.79940206400000
16.87034277000000	30.27131444000000	-1.11443981200000	16.87034277000000	5.06914133500000	2.79960863700000
16.92995529000000	30.27890928000000	-1.11411740900000	16.92995529000000	5.06455774000000	2.80002411800000
