End			ExtMarker		
t	x	y	t	x	y
0	19.32936392	4.646481711	0	32.3613785	10.15666237
0.02379536	19.33246822	4.646538125	0.02379536	32.36135051	10.15660019
0.04759072	19.33660418	4.646546954	0.04759072	32.36071557	10.15660207
0.07138608	19.33746471	4.646387919	0.07138608	32.36192472	10.15659226
0.09518144	19.34434484	4.646385903	0.09518144	32.36208428	10.15655855
0.1189768	19.34087964	4.646390984	0.1189768	32.36146419	10.15649762
0.142772159	19.34430004	4.646610962	0.142772159	32.36158966	10.15650002
0.166567519	19.34389648	4.646291239	0.166567519	32.36154833	10.15656138
0.190362879	19.34203749	4.646341951	0.190362879	32.36166889	10.15654661
0.214158239	19.33947377	4.646315247	0.214158239	32.36157397	10.15658488
0.237953599	19.33869887	4.646584629	0.237953599	32.3616384	10.15650683
0.261748959	19.34223986	4.64636995	0.261748959	32.36153019	10.15652831
0.285544319	19.3381987	4.646542573	0.285544319	32.36147854	10.15654949
0.309339679	19.33965017	4.646456181	0.309339679	32.36167154	10.15647568
0.333135039	19.339556	4.646567524	0.333135039	32.36135874	10.15646286
0.356930399	19.33850669	4.646313565	0.356930399	32.36147651	10.1564777
0.380725758	19.33943266	4.646344243	0.380725758	32.36105482	10.15650702
0.404521118	19.33855482	4.646512258	0.404521118	32.3612486	10.15654569
0.428316478	19.33869644	4.646375254	0.428316478	32.36153405	10.15651158
0.452111838	19.33645109	4.646688437	0.452111838	32.36209165	10.15649751
0.475907198	19.33650227	4.646815255	0.475907198	32.36182755	10.15646727
0.499702558	19.3365238	4.646587696	0.499702558	32.36142917	10.15652147
0.523497918	19.33531734	4.646584774	0.523497918	32.36232537	10.15655451
0.547293278	19.3374922	4.64661128	0.547293278	32.36112609	10.15659581
0.571088638	19.33744641	4.646572624	0.571088638	32.36121428	10.15647545
0.594883998	19.33676923	4.646665444	0.594883998	32.36162558	10.15646969
0.618679358	19.34236747	4.646744788	0.618679358	32.36159266	10.15648626
0.642474717	19.3414764	4.6465805	0.642474717	32.36138819	10.15651812
0.666270077	19.34159756	4.64629944	0.666270077	32.36231346	10.15652215
0.690065437	19.33883556	4.646542048	0.690065437	32.36126429	10.15653169
0.713860797	19.34065652	4.646422373	0.713860797	32.36139412	10.15650711
0.737656157	19.33970916	4.64618462	0.737656157	32.36172066	10.15649582
0.761451517	19.33996037	4.646283228	0.761451517	32.36146207	10.15653112
0.785246877	19.33882743	4.646276952	0.785246877	32.36156184	10.15652046
0.809042237	19.33882787	4.64627844	0.809042237	32.36186243	10.15648512
0.832837597	19.33723147	4.646320592	0.832837597	32.36175051	10.15655622
0.856632957	19.33668431	4.646406002	0.856632957	32.36122783	10.15642602
0.880428316	19.33537753	4.646394158	0.880428316	32.36164526	10.15647237
0.904223676	19.33463476	4.646332704	0.904223676	32.36136257	10.15652257
0.928019036	19.33417011	4.646412909	0.928019036	32.36156061	10.15645638
0.951814396	19.33260662	4.646264642	0.951814396	32.36162943	10.15642435
0.975609756	19.33251619	4.646495957	0.975609756	32.361061	10.15645128
0.999405116	19.3312535	4.646484653	0.999405116	32.36158004	10.15647876
1.023200476	19.32585827	4.646304408	1.023200476	32.36124183	10.15645665
1.046995836	19.32382561	4.646489952	1.046995836	32.36150698	10.15652219
1.070791196	19.19994189	4.644274859	1.070791196	32.36071335	10.15644913
1.094586556	18.9728677	4.636526803	1.094586556	32.36201904	10.15637354
1.118381916	18.87864225	4.633592835	1.118381916	32.36333967	10.15634858
1.142177275	18.67193585	4.629890965	1.142177275	32.36398465	10.15625943
1.165972635	18.38518413	4.623811177	1.165972635	32.36305285	10.15633035
1.189767995	17.83264605	4.601193412	1.189767995	32.36277695	10.15750185
1.213563355	17.71513385	4.58365339	1.213563355	32.36286341	10.15754406
1.237358715	17.21195852	4.565725105	1.237358715	32.35736588	10.15803691
1.261154075	16.92413277	4.55944097	1.261154075	32.35435625	10.15807962
1.284949435	16.78593158	4.560237991	1.284949435	32.35308499	10.15785419
1.308744795	16.52984846	4.560065669	1.308744795	32.35034627	10.15817792
1.332540155	15.96569055	4.54981664	1.332540155	32.35050059	10.1582788
1.356335515	15.79500433	4.554817532	1.356335515	32.35279875	10.15776281
1.380130874	15.45841943	4.547991192	1.380130874	32.35169952	10.15744083
1.403926234	15.06008766	4.548523909	1.403926234	32.35876902	10.15750445
1.427721594	14.29253195	4.536201274	1.427721594	32.36480614	10.15791943
1.451516954	14.14361578	4.548427077	1.451516954	32.35828016	10.15825097
1.475312314	13.63291701	4.549827938	1.475312314	32.3584613	10.15935444
1.499107674	13.43607039	4.555707833	1.499107674	32.36200141	10.15916319
1.522903034	13.33663944	4.560545616	1.522903034	32.36427406	10.15831163
1.546698394	13.19638606	4.562688313	1.546698394	32.36159082	10.15791386
1.570493754	13.12589838	4.565347389	1.570493754	32.36291774	10.15753941
1.594289114	13.12481427	4.567762175	1.594289114	32.3611218	10.15751286
1.618084474	13.11740622	4.569179231	1.618084474	32.36124527	10.1572894
1.641879833	13.08833813	4.570402905	1.641879833	32.35971776	10.15720341
1.665675193	12.84296669	4.568187186	1.665675193	32.35307705	10.15700408
1.689470553	12.78312248	4.569516393	1.689470553	32.35549789	10.15679923
1.713265913	12.61634921	4.568580301	1.713265913	32.35404597	10.15686207
1.737061273	12.35892325	4.565288858	1.737061273	32.34724214	10.15692687
1.760856633	11.91894269	4.557782231	1.760856633	32.33827018	10.15683374
1.784651993	11.69876091	4.559925726	1.784651993	32.33764794	10.15662093
1.808447353	11.38798157	4.561032927	1.808447353	32.34181172	10.15688367
1.832242713	11.03133317	4.560102047	1.832242713	32.34488253	10.15728089
1.856038073	10.92780025	4.564168533	1.856038073	32.35156091	10.15691682
1.879833432	10.53700046	4.562986631	1.879833432	32.354091	10.15750943
1.903628792	10.14056078	4.561115113	1.903628792	32.36409514	10.15835598
1.927424152	10.04335919	4.563744118	1.927424152	32.36160566	10.15800054
1.951219512	9.867693026	4.565667174	1.951219512	32.35951586	10.15798119
1.975014872	9.743039382	4.5685874	1.975014872	32.35744193	10.15801479
1.998810232	9.521242208	4.571804703	1.998810232	32.35735363	10.15795698
2.022605592	9.466333178	4.572476192	2.022605592	32.35796534	10.15765867
2.046400952	9.220788817	4.574826006	2.046400952	32.35638052	10.15797349
2.070196312	9.088242281	4.574697561	2.070196312	32.35524521	10.15810575
2.093991672	8.897755523	4.574382412	2.093991672	32.35334473	10.15821083
2.117787032	8.76832238	4.573745639	2.117787032	32.35691656	10.15807028
2.141582391	8.617580604	4.574503769	2.141582391	32.35387227	10.1581345
2.165377751	8.526748971	4.573695297	2.165377751	32.3541513	10.15771603
2.189173111	8.350270371	4.573329734	2.189173111	32.34737492	10.15812499
2.212968471	8.15491875	4.575638675	2.212968471	32.34145505	10.15792088
2.236763831	7.962642152	4.576813628	2.236763831	32.34026986	10.15750632
2.260559191	7.622481981	4.578264738	2.260559191	32.34549563	10.15755861
2.284354551	7.426929259	4.576482358	2.284354551	32.34514843	10.15739944
2.308149911	7.015635846	4.580667966	2.308149911	32.3638522	10.15668263
2.331945271	6.939078247	4.579028496	2.331945271	32.365638	10.15691024
2.355740631	6.770753976	4.578865213	2.355740631	32.35858213	10.15742037
2.37953599	6.601015994	4.578598362	2.37953599	32.35480492	10.15764261
2.40333135	6.382383442	4.582372053	2.40333135	32.35967042	10.15740035
2.42712671	6.344877265	4.579854127	2.42712671	32.36004837	10.15720512
2.45092207	6.28243634	4.579609384	2.45092207	32.35782288	10.15731307
2.47471743	6.210078978	4.579063414	2.47471743	32.35717066	10.15719748
2.49851279	6.06885548	4.579931446	2.49851279	32.35583935	10.15724198
2.52230815	5.965162971	4.581059468	2.52230815	32.35351196	10.15704884
2.54610351	5.894850567	4.579482975	2.54610351	32.35763923	10.15707243
2.56989887	5.804332968	4.57720277	2.56989887	32.3574325	10.15688345
2.59369423	5.751699492	4.577383465	2.59369423	32.35601703	10.15705323
2.61748959	5.626147164	4.576770789	2.61748959	32.34933305	10.15664887
2.641284949	5.509363069	4.574975001	2.641284949	32.34740724	10.15656909
2.665080309	5.273601034	4.573525799	2.665080309	32.34263983	10.15628935
2.688875669	5.189489929	4.573047011	2.688875669	32.34861848	10.15618531
2.712671029	4.890749173	4.573821876	2.712671029	32.34646647	10.15613585
2.736466389	4.741640392	4.571993689	2.736466389	32.35588351	10.15601829
2.760261749	4.690267531	4.573328938	2.760261749	32.35691031	10.15601451
2.784057109	4.57434958	4.572231017	2.784057109	32.35830378	10.15621626
2.807852469	4.44313375	4.571009368	2.807852469	32.3631318	10.15606523
2.831647829	4.245440312	4.571298367	2.831647829	32.36549242	10.15550913
2.855443189	4.191531731	4.571152981	2.855443189	32.36441852	10.15574748
2.879238548	4.015429058	4.568584701	2.879238548	32.36445821	10.15563748
2.903033908	3.953867386	4.56941675	2.903033908	32.36100985	10.15596669
2.926829268	3.869047748	4.569706458	2.926829268	32.36128193	10.15627846
2.950624628	3.83743365	4.568592823	2.950624628	32.36106696	10.15632994
2.974419988	3.617607661	4.566135579	2.974419988	32.35809348	10.15701433
2.998215348	3.491233629	4.567406588	2.998215348	32.3558919	10.15743312
3.022010708	3.376988257	4.566111911	3.022010708	32.35508451	10.15776152
3.045806068	3.320532912	4.56608152	3.045806068	32.3554549	10.15753007
3.069601428	3.200435238	4.565062792	3.069601428	32.35347257	10.15766823
3.093396788	3.101900557	4.563993423	3.093396788	32.35070591	10.15766037
3.117192148	2.939091123	4.563030869	3.117192148	32.3493345	10.15785991
3.140987507	2.840533207	4.562724752	3.140987507	32.34972713	10.15788479
3.164782867	2.659099754	4.559007589	3.164782867	32.34872311	10.15867112
3.188578227	2.542982648	4.561349584	3.188578227	32.35266519	10.158689
3.212373587	2.39928082	4.558991471	3.212373587	32.35659624	10.15860772
3.236168947	2.301929491	4.560527578	3.236168947	32.36183479	10.15907745
3.259964307	2.224275745	4.561455031	3.259964307	32.36247831	10.15836799
3.283759667	2.18686312	4.55051007	3.283759667	32.3615677	10.15783479
3.307555027	2.045971609	4.522912938	3.307555027	32.35643774	10.15718545
3.331350387	2.01179773	4.512179682	3.331350387	32.35918688	10.15702266
3.355145747	1.940278874	4.505403112	3.355145747	32.35649058	10.15707016
3.378941106	1.87013771	4.502141404	3.378941106	32.35477978	10.15685563
3.402736466	1.847862482	4.500689797	3.402736466	32.3554403	10.15665225
3.426531826	1.770326015	4.498856725	3.426531826	32.35536052	10.15701852
3.450327186	1.723828229	4.497583466	3.450327186	32.35499316	10.15709841
3.474122546	1.649877013	4.496927183	3.474122546	32.35414054	10.15703374
3.497917906	1.538890692	4.492291638	3.497917906	32.35032835	10.15720393
3.521713266	1.479743382	4.487097556	3.521713266	32.35403412	10.1574547
3.545508626	1.346265432	4.453411059	3.545508626	32.35673806	10.15743625
3.569303986	1.33053361	4.438580632	3.569303986	32.3559505	10.15714007
3.593099346	1.193123015	4.42926597	3.593099346	32.35186727	10.15716731
3.616894706	1.121949665	4.425938925	3.616894706	32.3536668	10.1570716
3.640690065	1.102185181	4.424104791	3.640690065	32.3528612	10.15694905
3.664485425	1.080417287	4.422005594	3.664485425	32.35309422	10.15689811
3.688280785	1.058579049	4.421855077	3.688280785	32.35426549	10.15685551
