mass_C			mass_A		
1.02199852	31.91741921	0.00000000	1.02199852	48.53162618	0.00000000
1.04754848	31.91106126	0.00000000	1.04754848	48.53224996	0.00000000
1.07309844	31.90864497	0.00000000	1.07309844	48.53143503	0.00000000
1.09864841	31.87799668	0.00000000	1.09864841	48.53223133	0.00000000
1.12419837	31.84278425	0.00000000	1.12419837	48.53233270	0.00000000
1.14974833	31.84525203	0.00000000	1.14974833	48.53194535	0.00000000
1.17529830	31.83230691	0.00000000	1.17529830	48.53231449	0.00000000
1.20084826	31.81467196	0.00000000	1.20084826	48.53180563	0.00000000
1.22639822	31.76681805	0.00000000	1.22639822	48.53218360	0.00000000
1.25194819	31.72677066	0.00000000	1.25194819	48.53219277	0.00000000
1.27749815	31.61990541	0.00000000	1.27749815	48.53347565	0.00000000
1.30304811	31.53849883	0.00000000	1.30304811	48.53267130	0.00000000
1.32859807	31.29895467	0.00000000	1.32859807	48.53287076	0.00000000
1.35414804	31.01201116	0.00000000	1.35414804	48.53442720	0.00000000
1.37969800	30.94904943	0.00000000	1.37969800	48.53294888	0.00000000
1.40524796	30.81952249	0.00000000	1.40524796	48.53327056	0.00000000
1.43079793	30.78187147	0.00000000	1.43079793	48.53221008	0.00000000
1.45634789	30.66683060	0.00000000	1.45634789	48.53215638	0.00000000
1.48189785	30.51503229	0.00000000	1.48189785	48.53049745	0.00000000
1.50744781	30.39139255	0.00000000	1.50744781	48.52986512	0.00000000
1.53299778	30.22776216	0.00000000	1.53299778	48.52701491	0.00000000
1.55854774	30.01593084	0.00000000	1.55854774	48.52620627	0.00000000
1.58409770	29.83987166	0.00000000	1.58409770	48.52745288	0.00000000
1.60964767	29.59420060	0.00000000	1.60964767	48.52662236	0.00000000
1.63519763	29.41214118	0.00000000	1.63519763	48.52643197	0.00000000
1.66074759	29.19120939	0.00000000	1.66074759	48.52622393	0.00000000
1.68629756	29.04391294	0.00000000	1.68629756	48.52863169	0.00000000
1.71184752	28.90424302	0.00000000	1.71184752	48.52881583	0.00000000
1.73739748	28.67751379	0.00000000	1.73739748	48.52898185	0.00000000
1.76294744	28.49887827	0.00000000	1.76294744	48.53032041	0.00000000
1.78849741	27.88063398	0.00000000	1.78849741	48.53391606	0.00000000
1.81404737	27.58904546	0.00000000	1.81404737	48.53514898	0.00000000
1.83959733	27.43198905	0.00000000	1.83959733	48.53407850	0.00000000
1.86514730	26.89886230	0.00000000	1.86514730	48.53258344	0.00000000
1.89069726	26.61012812	0.00000000	1.89069726	48.52955715	0.00000000
1.91624722	26.09318710	0.00000000	1.91624722	48.52378914	0.00000000
1.94179718	25.77153182	0.00000000	1.94179718	48.52169662	0.00000000
1.96734715	25.11638989	0.00000000	1.96734715	48.55046080	0.00000000
1.99289711	25.01663256	0.00000000	1.99289711	48.54568968	0.00000000
2.01844707	24.76367280	0.00000000	2.01844707	48.54046422	0.00000000
2.04399704	24.61960738	0.00000000	2.04399704	48.53917032	0.00000000
2.06954700	24.20276998	0.00000000	2.06954700	48.53823276	0.00000000
2.09509696	23.75107399	0.00000000	2.09509696	48.53250629	0.00000000
2.12064693	23.52541430	0.00000000	2.12064693	48.53137356	0.00000000
2.14619689	23.39793767	0.00000000	2.14619689	48.53170769	0.00000000
2.17174685	23.27111602	0.00000000	2.17174685	48.53522327	0.00000000
2.19729681	22.95652476	0.00000000	2.19729681	48.54106713	0.00000000
2.22284678	22.76140018	0.00000000	2.22284678	48.53464448	0.00000000
2.24839674	22.70833368	0.00000000	2.24839674	48.53872145	0.00000000
2.27394670	22.41423628	0.00000000	2.27394670	48.53485288	0.00000000
2.29949667	22.22738556	0.00000000	2.29949667	48.53229441	0.00000000
2.32504663	22.13955657	0.00000000	2.32504663	48.53052923	0.00000000
2.35059659	22.11053220	0.00000000	2.35059659	48.53511163	0.00000000
2.37614656	22.03252360	0.00000000	2.37614656	48.53633750	0.00000000
2.40169652	21.98514619	0.00000000	2.40169652	48.53943865	0.00000000
2.42724648	21.86853857	0.00000000	2.42724648	48.53940749	0.00000000
2.45279644	21.77099842	0.00000000	2.45279644	48.54161231	0.00000000
2.47834641	21.60322456	0.00000000	2.47834641	48.53892587	0.00000000
2.50389637	21.51100492	0.00000000	2.50389637	48.53850255	0.00000000
2.52944633	21.14308290	0.00000000	2.52944633	48.53556581	0.00000000
2.55499630	20.88355791	0.00000000	2.55499630	48.53522574	0.00000000
2.58054626	20.78291920	0.00000000	2.58054626	48.53631168	0.00000000
2.60609622	20.58246497	0.00000000	2.60609622	48.53358081	0.00000000
2.63164618	20.36888413	0.00000000	2.63164618	48.53518032	0.00000000
2.65719615	20.15802031	0.00000000	2.65719615	48.53739376	0.00000000
2.68274611	19.79243902	0.00000000	2.68274611	48.53664590	0.00000000
2.70829607	19.71804966	0.00000000	2.70829607	48.53906459	0.00000000
2.73384604	19.46692284	0.00000000	2.73384604	48.53782260	0.00000000
2.75939600	19.23053851	0.00000000	2.75939600	48.53179732	0.00000000
2.78494596	19.18151580	0.00000000	2.78494596	48.53388693	0.00000000
2.81049593	19.11181615	0.00000000	2.81049593	48.53403476	0.00000000
2.83604589	19.05072367	0.00000000	2.83604589	48.53687324	0.00000000
2.86159585	19.03338847	0.00000000	2.86159585	48.53749808	0.00000000
2.88714581	18.88602412	0.00000000	2.88714581	48.53555731	0.00000000
2.91269578	18.59722541	0.00000000	2.91269578	48.53884504	0.00000000
2.93824574	18.55788969	0.00000000	2.93824574	48.54010839	0.00000000
2.96379570	18.44621394	0.00000000	2.96379570	48.54263978	0.00000000
2.98934567	18.40546656	0.00000000	2.98934567	48.54186070	0.00000000
3.01489563	18.20369959	0.00000000	3.01489563	48.53877734	0.00000000
3.04044559	18.05818621	0.00000000	3.04044559	48.53996252	0.00000000
3.06599555	17.93827254	0.00000000	3.06599555	48.54087462	0.00000000
3.09154552	17.82340631	0.00000000	3.09154552	48.54103360	0.00000000
3.11709548	17.59326429	0.00000000	3.11709548	48.53967764	0.00000000
3.14264544	17.52039661	0.00000000	3.14264544	48.54092787	0.00000000
3.16819541	17.49153788	0.00000000	3.16819541	48.54484900	0.00000000
3.19374537	17.40054352	0.00000000	3.19374537	48.54827577	0.00000000
3.21929533	17.37112432	0.00000000	3.21929533	48.54870987	0.00000000
3.24484530	17.36439471	0.00000000	3.24484530	48.54767118	0.00000000
3.27039526	17.31411358	0.00000000	3.27039526	48.54576950	0.00000000
3.29594522	17.22401602	0.00000000	3.29594522	48.54564476	0.00000000
3.32149518	17.18259228	0.00000000	3.32149518	48.54448631	0.00000000
3.34704515	16.90799555	0.00000000	3.34704515	48.53945600	0.00000000
3.37259511	16.85592558	0.00000000	3.37259511	48.54179493	0.00000000
3.39814507	16.75705826	0.00000000	3.39814507	48.54350796	0.00000000
3.42369504	16.69262593	0.00000000	3.42369504	48.54452555	0.00000000
3.44924500	16.53357412	0.00000000	3.44924500	48.53910155	0.00000000
3.47479496	16.61186710	0.00000000	3.47479496	48.53996264	0.00000000
3.50034492	16.69663503	0.00000000	3.50034492	48.54086023	0.00000000
3.52589489	16.71530413	0.00000000	3.52589489	48.54090351	0.00000000
3.55144485	16.69297678	0.00000000	3.55144485	48.54301350	0.00000000
3.57699481	16.66176557	0.00000000	3.57699481	48.54483624	0.00000000
3.60254478	16.59117078	0.00000000	3.60254478	48.54435054	0.00000000
3.62809474	16.52137085	0.00000000	3.62809474	48.54353697	0.00000000
3.65364470	16.46337505	0.00000000	3.65364470	48.54471404	0.00000000
3.67919467	16.39021694	0.00000000	3.67919467	48.54537977	0.00000000
3.70474463	16.32994707	0.00000000	3.70474463	48.54214371	0.00000000
3.73029459	16.30720338	0.00000000	3.73029459	48.54459217	0.00000000
3.75584455	16.30724159	0.00000000	3.75584455	48.54521542	0.00000000
3.78139452	16.32870764	0.00000000	3.78139452	48.54621162	0.00000000
3.80694448	16.32080756	0.00000000	3.80694448	48.54433764	0.00000000
3.83249444	16.30039729	0.00000000	3.83249444	48.54500849	0.00000000
3.85804441	16.18318724	0.00000000	3.85804441	48.54295377	0.00000000
3.88359437	16.13359494	0.00000000	3.88359437	48.54414560	0.00000000
3.90914433	16.06704677	0.00000000	3.90914433	48.54497836	0.00000000
3.93469430	16.02357698	0.00000000	3.93469430	48.54449850	0.00000000
3.96024426	15.94541438	0.00000000	3.96024426	48.54386162	0.00000000
3.98579422	15.93202302	0.00000000	3.98579422	48.54438765	0.00000000
4.01134418	15.93021049	0.00000000	4.01134418	48.54331806	0.00000000
4.03689415	15.86420869	0.00000000	4.03689415	48.54373935	0.00000000
4.06244411	15.83523702	0.00000000	4.06244411	48.54412968	0.00000000
4.08799407	15.74687853	0.00000000	4.08799407	48.54600029	0.00000000
4.11354404	15.74464948	0.00000000	4.11354404	48.54593717	0.00000000
4.13909400	15.74117181	0.00000000	4.13909400	48.54613087	0.00000000
4.16464396	15.71030822	0.00000000	4.16464396	48.54609010	0.00000000
4.19019392	15.64713007	0.00000000	4.19019392	48.54626525	0.00000000
4.21574389	15.64261338	0.00000000	4.21574389	48.54636083	0.00000000
4.24129385	15.63220947	0.00000000	4.24129385	48.54670722	0.00000000
4.26684381	15.55246368	0.00000000	4.26684381	48.54624573	0.00000000
4.29239378	15.52588687	0.00000000	4.29239378	48.54660438	0.00000000
4.31794374	15.48626833	0.00000000	4.31794374	48.54710071	0.00000000
4.34349370	15.43538476	0.00000000	4.34349370	48.54662254	0.00000000
4.36904367	15.39399909	0.00000000	4.36904367	48.54699623	0.00000000
4.39459363	15.35283540	0.00000000	4.39459363	48.54697631	0.00000000
4.42014359	15.31955404	0.00000000	4.42014359	48.54659596	0.00000000
4.44569355	15.29956346	0.00000000	4.44569355	48.54650907	0.00000000
4.47124352	15.26280587	0.00000000	4.47124352	48.54643807	0.00000000
4.49679348	15.16239584	0.00000000	4.49679348	48.54619506	0.00000000
4.52234344	15.13461798	0.00000000	4.52234344	48.54637952	0.00000000
4.54789341	15.08324961	0.00000000	4.54789341	48.54588030	0.00000000
4.57344337	15.10331505	0.00000000	4.57344337	48.54589101	0.00000000
4.59899333	15.13411144	0.00000000	4.59899333	48.54655628	0.00000000
4.62454329	15.12825774	0.00000000	4.62454329	48.54596674	0.00000000
4.65009326	15.11310107	0.00000000	4.65009326	48.54515046	0.00000000
4.67564322	15.11246424	0.00000000	4.67564322	48.54556624	0.00000000
4.70119318	15.11227686	0.00000000	4.70119318	48.54556100	0.00000000
4.72674315	15.11270876	0.00000000	4.72674315	48.54616351	0.00000000
4.75229311	15.10087216	0.00000000	4.75229311	48.54475902	0.00000000
4.77784307	15.08717548	0.00000000	4.77784307	48.54530123	0.00000000
4.80339304	15.07970259	0.00000000	4.80339304	48.54612969	0.00000000
4.82894300	15.09059283	0.00000000	4.82894300	48.54653880	0.00000000
4.85449296	15.09645941	0.00000000	4.85449296	48.54530242	0.00000000
4.88004292	15.08041404	0.00000000	4.88004292	48.54557663	0.00000000
4.90559289	15.07666874	0.00000000	4.90559289	48.54577657	0.00000000
4.93114285	15.03213626	0.00000000	4.93114285	48.54613240	0.00000000
4.95669281	15.01003687	0.00000000	4.95669281	48.54682350	0.00000000
4.98224278	14.99028522	0.00000000	4.98224278	48.54710077	0.00000000
5.00779274	14.96647488	0.00000000	5.00779274	48.54668840	0.00000000
5.03334270	14.94778384	0.00000000	5.03334270	48.54675219	0.00000000
5.05889267	14.88474696	0.00000000	5.05889267	48.54611502	0.00000000
5.08444263	14.86652475	0.00000000	5.08444263	48.54685265	0.00000000
5.10999259	14.81395858	0.00000000	5.10999259	48.54551551	0.00000000
5.13554255	14.75693741	0.00000000	5.13554255	48.54537742	0.00000000
5.16109252	14.74263846	0.00000000	5.16109252	48.54544571	0.00000000
5.18664248	14.76530029	0.00000000	5.18664248	48.54597826	0.00000000
5.21219244	14.74753041	0.00000000	5.21219244	48.54545362	0.00000000
5.23774241	14.73351025	0.00000000	5.23774241	48.54627636	0.00000000
5.26329237	14.69146573	0.00000000	5.26329237	48.54629999	0.00000000
5.28884233	14.63136598	0.00000000	5.28884233	48.54575404	0.00000000
5.31439229	14.58558381	0.00000000	5.31439229	48.54602767	0.00000000
5.33994226	14.53164416	0.00000000	5.33994226	48.54651995	0.00000000
5.36549222	14.51011938	0.00000000	5.36549222	48.54529511	0.00000000
5.39104218	14.54505597	0.00000000	5.39104218	48.54546969	0.00000000
5.41659215	14.54599956	0.00000000	5.41659215	48.54682375	0.00000000
5.44214211	14.51271239	0.00000000	5.44214211	48.54670903	0.00000000
5.46769207	14.46718428	0.00000000	5.46769207	48.54683494	0.00000000
5.49324204	14.37884577	0.00000000	5.49324204	48.54673018	0.00000000
5.51879200	14.36331497	0.00000000	5.51879200	48.54662455	0.00000000
5.54434196	14.34381807	0.00000000	5.54434196	48.54725720	0.00000000
5.56989192	14.36814397	0.00000000	5.56989192	48.54691610	0.00000000
5.59544189	14.36801068	0.00000000	5.59544189	48.54701664	0.00000000
5.62099185	14.38169429	0.00000000	5.62099185	48.54732018	0.00000000
5.64654181	14.35494051	0.00000000	5.64654181	48.54747231	0.00000000
5.67209178	14.35828640	0.00000000	5.67209178	48.54704769	0.00000000
5.69764174	14.35804949	0.00000000	5.69764174	48.54755801	0.00000000
5.72319170	14.36158469	0.00000000	5.72319170	48.54689186	0.00000000
5.74874166	14.37458465	0.00000000	5.74874166	48.54650815	0.00000000
5.77429163	14.42324333	0.00000000	5.77429163	48.54780960	0.00000000
5.79984159	14.50735399	0.00000000	5.79984159	48.54801838	0.00000000
5.82539155	14.66891220	0.00000000	5.82539155	48.54823431	0.00000000
5.85094152	14.82888604	0.00000000	5.85094152	48.54818148	0.00000000
5.87649148	14.91188612	0.00000000	5.87649148	48.54843734	0.00000000
5.90204144	15.11239681	0.00000000	5.90204144	48.54877275	0.00000000
5.92759141	15.36621112	0.00000000	5.92759141	48.54939738	0.00000000
5.95314137	15.70209557	0.00000000	5.95314137	48.54932132	0.00000000
5.97869133	16.02717413	0.00000000	5.97869133	48.54988272	0.00000000
6.00424129	16.57742732	0.00000000	6.00424129	48.55046490	0.00000000
6.02979126	17.12136402	0.00000000	6.02979126	48.55234051	0.00000000
6.05534122	18.02560435	0.00000000	6.05534122	48.56079474	0.00000000
6.08089118	18.23283681	0.00000000	6.08089118	48.55872911	0.00000000
6.10644115	19.58967923	0.00000000	6.10644115	48.57149457	0.00000000
6.13199111	19.92227886	0.00000000	6.13199111	48.57052690	0.00000000
6.15754107	20.57439092	0.00000000	6.15754107	48.59656819	0.00000000
6.18309104	21.24096034	0.00000000	6.18309104	48.62932169	0.00000000
6.20864100	23.13858234	0.00000000	6.20864100	48.61719831	0.00000000
6.23419096	24.03459849	0.00000000	6.23419096	48.62063327	0.00000000
6.25974092	24.58026327	0.00000000	6.25974092	48.62063141	0.00000000
6.28529089	26.14415701	0.00000000	6.28529089	48.57731308	0.00000000
6.31084085	26.53976794	0.00000000	6.31084085	48.59828175	0.00000000
6.33639081	27.35559992	0.00000000	6.33639081	48.61189201	0.00000000
6.36194078	27.78940661	0.00000000	6.36194078	48.59881193	0.00000000
6.38749074	28.71009135	0.00000000	6.38749074	48.59498378	0.00000000
6.41304070	28.81117635	0.00000000	6.41304070	48.57933715	0.00000000
6.43859066	29.64525007	0.00000000	6.43859066	48.58041831	0.00000000
6.46414063	29.90946715	0.00000000	6.46414063	48.57911719	0.00000000
6.48969059	30.09869636	0.00000000	6.48969059	48.58129610	0.00000000
6.51524055	30.37080016	0.00000000	6.51524055	48.58047971	0.00000000
6.54079052	30.50848373	0.00000000	6.54079052	48.58022590	0.00000000
6.56634048	30.75199669	0.00000000	6.56634048	48.58289022	0.00000000
6.59189044	30.93562713	0.00000000	6.59189044	48.57888787	0.00000000
6.61744041	31.12963753	0.00000000	6.61744041	48.58432102	0.00000000
6.64299037	31.21743725	0.00000000	6.64299037	48.58371428	0.00000000
6.66854033	31.26902087	0.00000000	6.66854033	48.58350445	0.00000000
6.69409029	31.29560087	0.00000000	6.69409029	48.58312314	0.00000000
6.71964026	31.39030833	0.00000000	6.71964026	48.58412232	0.00000000
6.74519022	31.40295285	0.00000000	6.74519022	48.58304097	0.00000000
6.77074018	31.44480442	0.00000000	6.77074018	48.58283858	0.00000000
6.79629015	31.49911896	0.00000000	6.79629015	48.58354950	0.00000000
6.82184011	31.49258036	0.00000000	6.82184011	48.58001451	0.00000000
6.84739007	31.50878885	0.00000000	6.84739007	48.57985810	0.00000000
6.87294003	31.53501228	0.00000000	6.87294003	48.57724557	0.00000000
6.89849000	31.54531651	0.00000000	6.89849000	48.57456709	0.00000000
6.92403996	31.54545791	0.00000000	6.92403996	48.57342385	0.00000000
6.94958992	31.54646650	0.00000000	6.94958992	48.57315777	0.00000000
6.97513989	31.55419128	0.00000000	6.97513989	48.57142624	0.00000000
7.00068985	31.55471461		7.00068985	48.57171890	
